,what,is,the,bond,order,of,dioxygen,molecules,?
the,0.42745697498321533,0.5823672413825989,1.0,0.17178761959075928,0.3284194767475128,0.733189046382904,0.2871758043766022,0.2374771386384964,0.22068053483963013
bond,0.19208040833473206,0.21518169343471527,0.17178761959075928,1.0000001192092896,0.10485438257455826,0.16458465158939362,0.3172967731952667,0.43351638317108154,0.13208535313606262
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.1874878704547882,0.23769167065620422,0.2603091299533844,0.33874276280403137,0.376198410987854,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.18922492861747742,0.23933173716068268,0.33904364705085754,0.30117732286453247,0.307099312543869,0.3324260413646698
variously,0.28366997838020325,0.19235555827617645,0.27876922488212585,-0.0036156531423330307,0.21705713868141174,0.2394486963748932,0.20143510401248932,0.18233132362365723,0.18915246427059174
described,0.22590412199497223,0.2517563998699188,0.2878154516220093,0.17264524102210999,0.17546819150447845,0.297532320022583,0.13053148984909058,0.21039894223213196,0.1374269425868988
based,0.274813175201416,0.3248139023780823,0.29860720038414,0.17837321758270264,0.1603444367647171,0.3033197224140167,0.13007257878780365,0.17044872045516968,0.134929820895195
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.1739802360534668,0.17813007533550262,0.3966929316520691,0.22839337587356567,0.16564491391181946,0.2714994251728058
level,0.27376922965049744,0.24803997576236725,0.31442487239837646,0.16608336567878723,0.11205393075942993,0.23504668474197388,0.24798175692558289,0.18139614164829254,0.20528386533260345
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.16458465158939362,0.31287699937820435,1.0,0.24121849238872528,0.24428431689739227,0.1826142966747284
theory,0.297923743724823,0.19279582798480988,0.2277156263589859,0.21605587005615234,0.15090222656726837,0.23506702482700348,0.19561727344989777,0.3556683361530304,0.1387292891740799
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2016325443983078,0.22478096187114716,0.4946078956127167,0.2609575390815735,0.18639802932739258,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.16148741543293,0.27801376581192017,0.39942997694015503,0.2864445149898529,0.21418549120426178,0.27921953797340393
is,0.28837618231773376,1.0,0.5823672413825989,0.21518169343471527,0.19403748214244843,0.4854315221309662,0.2500855028629303,0.20481984317302704,0.22961433231830597
reasonably,0.4163496494293213,0.2752450406551361,0.2819764018058777,0.16966551542282104,0.2650722563266754,0.2136542797088623,0.19853979349136353,0.2711467444896698,0.35103633999824524
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.23086987435817719,0.2671266496181488,0.5116966962814331,0.2623746693134308,0.24837805330753326,0.20544172823429108
simply,0.4566527307033539,0.39395248889923096,0.3653980493545532,0.08303918689489365,0.24724866449832916,0.2891358435153961,0.20516444742679596,0.24911268055438995,0.2984147369861603
described,0.22590412199497223,0.2517563998699188,0.2878154516220093,0.17264524102210999,0.17546819150447845,0.297532320022583,0.13053148984909058,0.21039894223213196,0.1374269425868988
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.23906074464321136,0.21579164266586304,0.3886612355709076,0.19579321146011353,0.2531224191188812,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2513032853603363,0.24138490855693817,0.5052502155303955,0.240678608417511,0.23147501051425934,0.23916715383529663
covalent,0.23039290308952332,0.2973787486553192,0.205012708902359,0.5347656607627869,0.16923682391643524,0.26652684807777405,0.477230042219162,0.5976393818855286,0.20853163301944733
double,0.16209302842617035,0.1794169545173645,0.21355170011520386,0.31216666102409363,0.15044838190078735,0.18580502271652222,0.1774371713399887,0.268288791179657,0.10017921775579453
bond,0.19208040833473206,0.21518169343471527,0.17178761959075928,1.0000001192092896,0.10485438257455826,0.16458465158939362,0.3172967731952667,0.43351638317108154,0.13208535313606262
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.1296890825033188,0.2761181890964508,0.41498205065727234,0.3129707872867584,0.29100579023361206,0.32716336846351624
results,0.2425258755683899,0.20523308217525482,0.2863679826259613,0.1618298888206482,0.13264918327331543,0.19509612023830414,0.19976715743541718,0.31059694290161133,0.21797199547290802
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.13677173852920532,0.1814235895872116,0.4249346852302551,0.24625377357006073,0.19782225787639618,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.17178761959075928,0.3284194767475128,0.733189046382904,0.2871758043766022,0.2374771386384964,0.22068053483963013
filling,0.2489190697669983,0.22023674845695496,0.27447065711021423,0.1948903650045395,0.15571066737174988,0.23377564549446106,0.26962703466415405,0.28901341557502747,0.21185900270938873
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.16458465158939362,0.31287699937820435,1.0,0.24121849238872528,0.24428431689739227,0.1826142966747284
molecular,0.20577901601791382,0.2143259346485138,0.23136529326438904,0.33877912163734436,0.2218460589647293,0.28562790155410767,0.4294970631599426,0.7217206358909607,0.1327144205570221
orbitals,0.2508775591850281,0.19447456300258636,0.18628978729248047,0.39160433411598206,0.17697769403457642,0.21017666161060333,0.4550866484642029,0.5557938814163208,0.20797790586948395
formed,0.15451857447624207,0.22319979965686798,0.28813210129737854,0.18885016441345215,0.048469241708517075,0.2871689796447754,0.1967359036207199,0.21831104159355164,0.09686966985464096
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.13677173852920532,0.1814235895872116,0.4249346852302551,0.24625377357006073,0.19782225787639618,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.17178761959075928,0.3284194767475128,0.733189046382904,0.2871758043766022,0.2374771386384964,0.22068053483963013
atomic,0.24257957935333252,0.1635025292634964,0.20241498947143555,0.2619328498840332,0.1648014485836029,0.2374633401632309,0.3620619773864746,0.4350927174091339,0.16654692590236664
orbitals,0.2508775591850281,0.19447456300258636,0.18628978729248047,0.39160433411598206,0.17697769403457642,0.21017666161060333,0.4550866484642029,0.5557938814163208,0.20797790586948395
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.16458465158939362,0.31287699937820435,1.0,0.24121849238872528,0.24428431689739227,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.17178761959075928,0.3284194767475128,0.733189046382904,0.2871758043766022,0.2374771386384964,0.22068053483963013
individual,0.34021541476249695,0.21069909632205963,0.3706541955471039,0.19362792372703552,0.2427806407213211,0.3372420072555542,0.2131112813949585,0.2922578454017639,0.2058374285697937
oxygen,0.16781960427761078,0.21825239062309265,0.20428593456745148,0.30479973554611206,0.18800169229507446,0.16848602890968323,0.9219944477081299,0.5126039981842041,0.16786395013332367
atoms,0.2511626183986664,0.21835871040821075,0.1997222602367401,0.46152833104133606,0.17739461362361908,0.20656298100948334,0.4960639178752899,0.7262080907821655,0.17423541843891144
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2016325443983078,0.22478096187114716,0.4946078956127167,0.2609575390815735,0.18639802932739258,0.31091248989105225
