,the,talbot,hughes,collection,was,a,gift,from,which,company,?
one,0.5514441132545471,0.15529890358448029,0.1443784087896347,0.29259923100471497,0.3752199709415436,0.4910551905632019,0.2570502460002899,0.32194891571998596,0.510688066482544,0.192721888422966,0.2673267424106598
of,0.733189046382904,0.17336924374103546,0.21100978553295135,0.2915455996990204,0.4069072902202606,0.5052502155303955,0.2024591863155365,0.4249346852302551,0.5011631846427917,0.20467796921730042,0.1826142966747284
the,1.0,0.19423319399356842,0.2516627907752991,0.25281965732574463,0.48711544275283813,0.5829201340675354,0.23132675886154175,0.40150508284568787,0.6521818041801453,0.26591673493385315,0.22068053483963013
first,0.49448907375335693,0.29547104239463806,0.26106616854667664,0.22156007587909698,0.5022147297859192,0.4287874400615692,0.2123972773551941,0.23348960280418396,0.3828166127204895,0.23999588191509247,0.18701928853988647
significant,0.35524800419807434,0.0564693920314312,0.17356984317302704,0.2435884028673172,0.187061607837677,0.2793380320072174,0.08303483575582504,0.1506049782037735,0.3548031151294708,0.12729795277118683,0.18679562211036682
gifts,0.21972370147705078,0.20793403685092926,0.16634172201156616,0.2847956418991089,0.1729462593793869,0.22877813875675201,0.6899663805961609,0.20712117850780487,0.25955280661582947,0.2069205492734909,0.1274997740983963
of,0.733189046382904,0.17336924374103546,0.21100978553295135,0.2915455996990204,0.4069072902202606,0.5052502155303955,0.2024591863155365,0.4249346852302551,0.5011631846427917,0.20467796921730042,0.1826142966747284
costume,0.2800344228744507,0.19656211137771606,0.17965087294578552,0.2409714162349701,0.23004880547523499,0.23574097454547882,0.2664698660373688,0.13976497948169708,0.18582376837730408,0.13447849452495575,0.1820250153541565
came,0.39390382170677185,0.17839884757995605,0.1710718423128128,0.1428852081298828,0.4994563162326813,0.2477586567401886,0.17536292970180511,0.3432687819004059,0.23567067086696625,0.18768297135829926,0.1739392727613449
in,0.6662389636039734,0.208988219499588,0.25162941217422485,0.23004686832427979,0.45514053106307983,0.539380669593811,0.19502383470535278,0.4274188280105591,0.4840516746044159,0.22141718864440918,0.20430970191955566
1913,-0.19087299704551697,-0.010752759873867035,-0.1143103688955307,-0.046389851719141006,-0.20143847167491913,-0.17591439187526703,-0.16363632678985596,-0.0552571676671505,-0.1649351418018341,-0.07655836641788483,-0.05730247497558594
when,0.5091903209686279,0.14181272685527802,0.21571697294712067,0.13679222762584686,0.37326499819755554,0.44397395849227905,0.239946186542511,0.405669629573822,0.572554349899292,0.2219121903181076,0.22841128706932068
the,1.0,0.19423319399356842,0.2516627907752991,0.25281965732574463,0.48711544275283813,0.5829201340675354,0.23132675886154175,0.40150508284568787,0.6521818041801453,0.26591673493385315,0.22068053483963013
v,0.18580520153045654,0.1380903124809265,0.13914543390274048,0.11078842729330063,0.16128918528556824,0.21861357986927032,0.0961088165640831,0.13980557024478912,0.1653934270143509,0.11989524215459824,0.28677162528038025
&,0.14992168545722961,0.21531522274017334,0.10514858365058899,0.18749947845935822,0.12134000658988953,0.07266713678836823,0.09453762322664261,0.14301162958145142,0.16294614970684052,0.22427646815776825,0.12596383690834045
a,0.5829201340675354,0.21901263296604156,0.1799727976322174,0.24716788530349731,0.4508470594882965,1.0,0.26155462861061096,0.322764128446579,0.56894451379776,0.22037413716316223,0.23916715383529663
received,0.24890556931495667,0.0889987051486969,0.17773562669754028,0.13904313743114471,0.3745744526386261,0.22444266080856323,0.27437207102775574,0.26433753967285156,0.15137042105197906,0.1314510852098465,0.11905962228775024
the,1.0,0.19423319399356842,0.2516627907752991,0.25281965732574463,0.48711544275283813,0.5829201340675354,0.23132675886154175,0.40150508284568787,0.6521818041801453,0.26591673493385315,0.22068053483963013
talbot,0.19423319399356842,1.0,0.3179439306259155,0.14488312602043152,0.267146497964859,0.21901263296604156,0.18504931032657623,0.14571014046669006,0.14675456285476685,0.22667978703975677,0.16791950166225433
hughes,0.2516627907752991,0.3179439306259155,0.9999998807907104,0.11185011267662048,0.2729848027229309,0.1799727976322174,0.15865015983581543,0.2231694459915161,0.16870784759521484,0.2147122025489807,0.1937333196401596
collection,0.25281965732574463,0.14488312602043152,0.11185011267662048,0.9999998807907104,0.1743653565645218,0.24716788530349731,0.28258222341537476,0.2754948139190674,0.30199134349823,0.15565940737724304,0.20069393515586853
containing,0.268460214138031,0.1252099573612213,0.03327299281954765,0.31369683146476746,0.12646250426769257,0.2822553813457489,0.12935835123062134,0.26469117403030396,0.38797858357429504,0.09626518189907074,0.1655367761850357
"1,442",0.2176988124847412,0.16818897426128387,0.20819267630577087,0.0701371505856514,0.4158686697483063,0.2223576456308365,0.20498907566070557,0.16557924449443817,0.08565439283847809,0.14208194613456726,0.15878555178642273
costumes,0.2165670096874237,0.1679123044013977,0.15305177867412567,0.2637207508087158,0.2031579315662384,0.16726036369800568,0.26803529262542725,0.15926824510097504,0.23087374866008759,0.1374482810497284,0.1693248301744461
and,0.5171257257461548,0.3384930491447449,0.30482640862464905,0.2379438579082489,0.3740963041782379,0.3739250600337982,0.19494399428367615,0.3601827025413513,0.506277859210968,0.23788511753082275,0.20544172823429108
items,0.23580949008464813,0.12647762894630432,0.09347433596849442,0.38827261328697205,0.10300161689519882,0.2916238307952881,0.2382296472787857,0.22521184384822845,0.33137381076812744,0.16918814182281494,0.19807128608226776
as,0.48381632566452026,0.20072488486766815,0.21809400618076324,0.23568034172058105,0.3677520453929901,0.39550232887268066,0.2102014422416687,0.3251767158508301,0.41006597876548767,0.18860384821891785,0.27043893933296204
a,0.5829201340675354,0.21901263296604156,0.1799727976322174,0.24716788530349731,0.4508470594882965,1.0,0.26155462861061096,0.322764128446579,0.56894451379776,0.22037413716316223,0.23916715383529663
gift,0.23132675886154175,0.18504931032657623,0.15865015983581543,0.28258222341537476,0.2019146829843521,0.26155462861061096,1.0,0.19565756618976593,0.2661541700363159,0.20455098152160645,0.1950901448726654
from,0.40150508284568787,0.14571014046669006,0.2231694459915161,0.2754948139190674,0.31171464920043945,0.322764128446579,0.19565756618976593,1.0,0.38755592703819275,0.1728876233100891,0.19969791173934937
harrods,0.229437455534935,0.3563816547393799,0.2872287929058075,0.17235584557056427,0.2691723704338074,0.24286121129989624,0.22717835009098053,0.16051116585731506,0.2395962029695511,0.34143707156181335,0.11548254638910294
following,0.39779382944107056,0.16570548713207245,0.12593397498130798,0.15194900333881378,0.16493390500545502,0.27489006519317627,0.14515367150306702,0.2566845118999481,0.342348575592041,0.12013605982065201,0.1555173695087433
its,0.559237003326416,0.14223931729793549,0.10794410854578018,0.17449750006198883,0.3518870174884796,0.4424409866333008,0.24121345579624176,0.32706040143966675,0.5154205560684204,0.258992999792099,0.15103481709957123
display,0.2758708596229553,0.13258683681488037,0.10950654745101929,0.2803758680820465,0.09010930359363556,0.24380744993686676,0.1429884284734726,0.12173791974782944,0.28086164593696594,0.13129070401191711,0.17059175670146942
at,0.457212895154953,0.19416047632694244,0.2285752296447754,0.15476343035697937,0.36707764863967896,0.3095070421695709,0.15626192092895508,0.3447161316871643,0.3286694884300232,0.17487694323062897,0.21978627145290375
the,1.0,0.19423319399356842,0.2516627907752991,0.25281965732574463,0.48711544275283813,0.5829201340675354,0.23132675886154175,0.40150508284568787,0.6521818041801453,0.26591673493385315,0.22068053483963013
nearby,0.2903098165988922,0.24258235096931458,0.13855427503585815,0.13241344690322876,0.21162067353725433,0.19101864099502563,0.14125050604343414,0.2209441065788269,0.29588741064071655,0.11744274199008942,0.07977716624736786
department,0.32582083344459534,0.15938915312290192,0.18634581565856934,0.23408176004886627,0.22511546313762665,0.17256495356559753,0.1771000474691391,0.1724129319190979,0.17724695801734924,0.2632288336753845,0.1343645304441452
store,0.2639283239841461,0.22278539836406708,0.08598069846630096,0.2755914032459259,0.19879382848739624,0.25129345059394836,0.2038818597793579,0.21851535141468048,0.25919073820114136,0.2879180312156677,0.17555226385593414
.,0.5934505462646484,0.2816450595855713,0.2956821620464325,0.2516246736049652,0.40146201848983765,0.50484299659729,0.18617132306098938,0.41536515951156616,0.45942068099975586,0.266353577375412,0.4130953550338745
