,what,is,the,annual,construction,industry,revenue,in,2014,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2557781934738159,0.3031303882598877,0.2675124704837799,0.18208861351013184,1.0,0.13996225595474243,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.2958983778953552,0.2671978175640106,0.26942890882492065,0.22562649846076965,0.6662389636039734,0.059490643441677094,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.21494118869304657,0.20262812077999115,0.2756817936897278,0.29340800642967224,0.3938477039337158,0.017224879935383797,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.17605091631412506,0.16925020515918732,0.2575937509536743,0.30616411566734314,0.3977442979812622,0.0091150663793087,0.16272737085819244
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1683935970067978,0.23704268038272858,0.24502649903297424,0.18225017189979553,0.5201468467712402,0.19350162148475647,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.2958983778953552,0.2671978175640106,0.26942890882492065,0.22562649846076965,0.6662389636039734,0.059490643441677094,0.22068053483963013
industry,0.1966298520565033,0.25796735286712646,0.26942890882492065,0.24621954560279846,0.3407537043094635,1.0000001192092896,0.334342360496521,0.2675124704837799,0.028145691379904747,0.11813290417194366
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2557781934738159,0.3031303882598877,0.2675124704837799,0.18208861351013184,1.0,0.13996225595474243,0.20430970191955566
2014,0.041483160108327866,0.16745887696743011,0.059490643441677094,-0.0287485271692276,-0.07863990217447281,0.028145691379904747,-0.060072075575590134,0.13996225595474243,1.0000001192092896,0.058127544820308685
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.20556344091892242,0.15867465734481812,0.2697780430316925,0.1374673694372177,0.4173259735107422,0.08333045244216919,0.15994466841220856
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.23327122628688812,0.20802031457424164,0.2303590625524521,0.15274739265441895,0.41294145584106445,0.03615759313106537,0.14729668200016022
$,0.24858909845352173,0.14577937126159668,0.23367542028427124,0.24355317652225494,0.21735316514968872,0.1665651500225067,0.48618119955062866,0.21616753935813904,0.04588044807314873,0.2786129117012024
960,0.05931658670306206,0.08446712791919708,0.19154036045074463,0.06650978326797485,0.11006417125463486,0.054786380380392075,0.03608030825853348,0.1442212164402008,0.03314550966024399,0.0835251659154892
billion,0.262668639421463,0.16068704426288605,0.2162325382232666,0.23158413171768188,0.23521487414836884,0.26431992650032043,0.46202552318573,0.18475750088691711,0.028368769213557243,0.25791820883750916
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2557781934738159,0.3031303882598877,0.2675124704837799,0.18208861351013184,1.0,0.13996225595474243,0.20430970191955566
annual,0.14798973500728607,0.20538382232189178,0.2958983778953552,1.0000001192092896,0.17470459640026093,0.24621954560279846,0.2754310071468353,0.2557781934738159,-0.0287485271692276,0.1083487942814827
revenue,0.13091668486595154,0.11066867411136627,0.22562649846076965,0.2754310071468353,0.2993044853210449,0.334342360496521,1.0,0.18208861351013184,-0.060072075575590134,0.16413173079490662
according,0.2776208221912384,0.2838992476463318,0.3202974498271942,0.17817741632461548,0.15168397128582,0.1538972407579422,0.24377036094665527,0.29259276390075684,0.05092800036072731,0.21173474192619324
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2023409903049469,0.24810278415679932,0.24876736104488373,0.18651896715164185,0.45010748505592346,0.016496146097779274,0.29463258385658264
statistics,0.28272849321365356,0.15881992876529694,0.23975630104541779,0.21820642054080963,0.12276507914066315,0.23292356729507446,0.29767104983329773,0.2433752715587616,-0.0060857501812279224,0.22886884212493896
tracked,0.22545215487480164,0.15117794275283813,0.2712058424949646,0.15018773078918457,0.1962428092956543,0.14887657761573792,0.17189420759677887,0.19659261405467987,-0.021494591608643532,0.15766283869743347
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1677675098180771,0.1921110898256302,0.19528226554393768,0.1977614462375641,0.370934396982193,0.14225922524929047,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.2958983778953552,0.2671978175640106,0.26942890882492065,0.22562649846076965,0.6662389636039734,0.059490643441677094,0.22068053483963013
census,0.2061002552509308,0.18403194844722748,0.2524987757205963,0.15746335685253143,0.10935919731855392,0.1451081484556198,0.27079933881759644,0.2571312189102173,0.04731155186891556,0.12548218667507172
bureau,0.183439701795578,0.19418226182460785,0.26302388310432434,0.2141222357749939,0.21986240148544312,0.27351072430610657,0.33099564909935,0.23286110162734985,0.013348430395126343,0.12716132402420044
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1683935970067978,0.23704268038272858,0.24502649903297424,0.18225017189979553,0.5201468467712402,0.19350162148475647,0.31091248989105225
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.29535046219825745,0.2815735340118408,0.27385562658309937,0.22400902211666107,0.5696388483047485,0.0493064783513546,0.1826142966747284
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.30685511231422424,0.31649595499038696,0.28652361035346985,0.23312319815158844,0.4840516746044159,-0.052017729729413986,0.25814583897590637
$,0.24858909845352173,0.14577937126159668,0.23367542028427124,0.24355317652225494,0.21735316514968872,0.1665651500225067,0.48618119955062866,0.21616753935813904,0.04588044807314873,0.2786129117012024
680,0.234003946185112,0.14740519225597382,0.15486234426498413,0.10394468158483505,0.08155988156795502,0.021277984604239464,0.10716245323419571,0.09372267127037048,-0.1606753170490265,0.29375705122947693
billion,0.262668639421463,0.16068704426288605,0.2162325382232666,0.23158413171768188,0.23521487414836884,0.26431992650032043,0.46202552318573,0.18475750088691711,0.028368769213557243,0.25791820883750916
is,0.28837618231773376,1.0,0.5823672413825989,0.20538382232189178,0.2135658711194992,0.25796735286712646,0.11066867411136627,0.5394441485404968,0.16745887696743011,0.22961433231830597
private,0.16778090596199036,0.1420905888080597,0.18291357159614563,0.162405863404274,0.15879076719284058,0.17585206031799316,0.2073454111814499,0.21135757863521576,-0.012680906802415848,0.14389030635356903
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17987459897994995,0.16759724915027618,0.10804169625043869,0.1630200445652008,0.3087427020072937,0.12434869259595871,0.40561532974243164
split,0.2802104353904724,0.1479039490222931,0.2967630624771118,0.08360303938388824,0.12689702212810516,0.09189854562282562,0.11223866045475006,0.24171817302703857,0.07089997082948685,0.16133880615234375
evenly,0.24592803418636322,0.27404165267944336,0.3584669828414917,0.2781628370285034,0.10289279371500015,0.1479378193616867,0.2010631114244461,0.2561059892177582,0.09516632556915283,0.10661140084266663
between,0.2462156116962433,0.26809602975845337,0.39067012071609497,0.23123249411582947,0.17000359296798706,0.1329939067363739,0.1576097309589386,0.41100412607192993,0.009617491625249386,0.12887074053287506
residential,0.09814727306365967,0.25022104382514954,0.25597885251045227,0.28119802474975586,0.33850225806236267,0.22514458000659943,0.2561330795288086,0.29686787724494934,0.004916435573250055,0.08603290468454361
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20847271382808685,0.22762417793273926,0.2615980803966522,0.22809793055057526,0.4954058527946472,0.14333748817443848,0.20544172823429108
nonresidential,0.15138748288154602,0.2370454967021942,0.22177095711231232,0.27141645550727844,0.2784308195114136,0.17559710144996643,0.2612743675708771,0.2551443576812744,0.03074295073747635,0.22105672955513
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17890504002571106,0.18337155878543854,0.14066913723945618,0.1760321706533432,0.3326910734176636,0.1342293620109558,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20847271382808685,0.22762417793273926,0.2615980803966522,0.22809793055057526,0.4954058527946472,0.14333748817443848,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.2958983778953552,0.2671978175640106,0.26942890882492065,0.22562649846076965,0.6662389636039734,0.059490643441677094,0.22068053483963013
remainder,0.16447044909000397,0.22131145000457764,0.3679514229297638,0.09645706415176392,0.21198879182338715,0.1141621321439743,0.24646060168743134,0.2550954818725586,0.040347229689359665,0.13579487800598145
is,0.28837618231773376,1.0,0.5823672413825989,0.20538382232189178,0.2135658711194992,0.25796735286712646,0.11066867411136627,0.5394441485404968,0.16745887696743011,0.22961433231830597
government,0.28074538707733154,0.20343491435050964,0.31798112392425537,0.18789197504520416,0.2930656373500824,0.25928983092308044,0.38606610894203186,0.3066793978214264,-0.02786139026284218,0.18851417303085327
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.17968490719795227,0.23682771623134613,0.24857841432094574,0.2576211988925934,0.5591574311256409,0.14509223401546478,0.4130953550338745
