,how,many,membranes,does,durinskia,'s,chloroplast,have,?
these,0.41104358434677124,0.7077717185020447,0.38836798071861267,0.31633180379867554,0.253607839345932,0.026068098843097687,0.29447993636131287,0.6459943056106567,0.2571668326854706
chloroplasts,0.2384049892425537,0.25650450587272644,0.6635266542434692,0.22598832845687866,0.360454797744751,-0.026035647839307785,0.9777651429176331,0.29091566801071167,0.13049766421318054
are,0.311818927526474,0.5655534863471985,0.36286166310310364,0.3126322329044342,0.1614563912153244,-0.008927806280553341,0.26561424136161804,0.6577680706977844,0.24591213464736938
bounded,0.08354081213474274,0.14622612297534943,0.275359183549881,0.14138281345367432,0.13895967602729797,0.07980966567993164,0.2103324830532074,0.14747555553913116,0.029345547780394554
by,0.34370526671409607,0.3409687578678131,0.17494241893291473,0.143477201461792,0.26006561517715454,-0.010884488001465797,0.20723487436771393,0.3359639644622803,0.17966607213020325
up,0.2819872200489044,0.2688518464565277,0.23156563937664032,0.25498253107070923,0.1702856868505478,-0.08862818777561188,0.18903526663780212,0.34569859504699707,0.1819818764925003
to,0.44169697165489197,0.40243685245513916,0.21002532541751862,0.4391997456550598,0.22564467787742615,0.03782717138528824,0.22531428933143616,0.4544740617275238,0.29463258385658264
five,0.20553050935268402,0.41084155440330505,0.2050274759531021,0.14718510210514069,0.25045621395111084,0.04895230755209923,0.1765667200088501,0.35977232456207275,0.18342848122119904
membranes,0.2158939689397812,0.2443210482597351,0.9999999403953552,0.26763641834259033,0.2655273377895355,-0.0862593725323677,0.6360809803009033,0.3564684987068176,0.20524227619171143
",",0.22659391164779663,0.40610817074775696,0.22312511503696442,0.28617382049560547,0.3522073030471802,-0.0016132977325469255,0.20078974962234497,0.3541618287563324,0.31091248989105225
(,0.1676948219537735,0.1455259770154953,0.19733726978302002,0.2728188931941986,0.2331264317035675,0.0012731997994706035,0.17505401372909546,0.23072676360607147,0.40561532974243164
depending,0.4327453076839447,0.34621211886405945,0.23793144524097443,0.36036571860313416,0.1532909870147705,0.027093403041362762,0.18310317397117615,0.4128199815750122,0.21704205870628357
on,0.32655060291290283,0.32520127296447754,0.22716102004051208,0.2568802833557129,0.22412779927253723,0.0026888418942689896,0.13860121369361877,0.36494916677474976,0.2714994251728058
whether,0.5284467935562134,0.32409805059432983,0.1995861679315567,0.39905500411987305,0.23277054727077484,0.03314889967441559,0.2247680425643921,0.3875812292098999,0.3150278329849243
you,0.5127037167549133,0.31305816769599915,0.24174010753631592,0.41680386662483215,0.10457763820886612,0.03899187967181206,0.17868493497371674,0.4360072612762451,0.5839095711708069
count,0.22908630967140198,0.18896721303462982,0.10374335944652557,0.1653616726398468,0.1503223180770874,-0.09225887060165405,0.14682209491729736,0.2140376716852188,0.15563273429870605
the,0.33890387415885925,0.4335206151008606,0.2330547422170639,0.35928019881248474,0.332744300365448,-0.01540423184633255,0.21317854523658752,0.40389683842658997,0.22068053483963013
entire,0.2951267957687378,0.296248197555542,0.20973049104213715,0.32014235854148865,0.2188103199005127,0.032588254660367966,0.2566557824611664,0.27503442764282227,0.17068447172641754
diatom,0.23302534222602844,0.26405733823776245,0.4666307270526886,0.2174527943134308,0.24729953706264496,-0.007934056222438812,0.5989845395088196,0.32897597551345825,0.1628018021583557
endosymbiont,0.22172066569328308,0.2890637218952179,0.6166810393333435,0.2656138241291046,0.25059282779693604,-0.05634522810578346,0.7073208093643188,0.39198270440101624,0.2268921285867691
as,0.33782753348350525,0.4070141911506653,0.19154605269432068,0.31202155351638794,0.2622067332267761,-0.05775856226682663,0.2268141210079193,0.37788212299346924,0.27043893933296204
the,0.33890387415885925,0.4335206151008606,0.2330547422170639,0.35928019881248474,0.332744300365448,-0.01540423184633255,0.21317854523658752,0.40389683842658997,0.22068053483963013
chloroplast,0.23138970136642456,0.2363777756690979,0.6360809803009033,0.1991560012102127,0.34539398550987244,-0.026425376534461975,1.0000001192092896,0.26476383209228516,0.12532055377960205
",",0.22659391164779663,0.40610817074775696,0.22312511503696442,0.28617382049560547,0.3522073030471802,-0.0016132977325469255,0.20078974962234497,0.3541618287563324,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.3592965006828308,0.4248845875263214,0.1791108399629593,0.06871571391820908,0.2677285373210907,0.46389055252075195,0.32389625906944275
just,0.41178324818611145,0.3534678518772125,0.21779052913188934,0.37653830647468567,0.10639388859272003,0.1000472754240036,0.18501493334770203,0.45864632725715637,0.4144178032875061
the,0.33890387415885925,0.4335206151008606,0.2330547422170639,0.35928019881248474,0.332744300365448,-0.01540423184633255,0.21317854523658752,0.40389683842658997,0.22068053483963013
red,0.18390978872776031,0.20190106332302094,0.19542837142944336,0.11942686140537262,0.18571418523788452,0.023180566728115082,0.2599073648452759,0.2217920422554016,0.1495664119720459
algal,0.2134757936000824,0.2741160988807678,0.4442236125469208,0.2541886568069458,0.27839916944503784,0.03283585235476494,0.585027813911438,0.31350716948509216,0.18147486448287964
derived,0.15047717094421387,0.21316485106945038,0.1736501008272171,0.1876160204410553,0.1545521765947342,-0.04436227306723595,0.25981593132019043,0.20085886120796204,0.1241099163889885
chloroplast,0.23138970136642456,0.2363777756690979,0.6360809803009033,0.1991560012102127,0.34539398550987244,-0.026425376534461975,1.0000001192092896,0.26476383209228516,0.12532055377960205
inside,0.299789160490036,0.3267318904399872,0.44579583406448364,0.30514460802078247,0.20539166033267975,-0.05342594534158707,0.3735606372356415,0.31367576122283936,0.14505037665367126
it,0.36714982986450195,0.39615920186042786,0.21542897820472717,0.34188351035118103,0.20317959785461426,0.06608816236257553,0.23054824769496918,0.40974161028862,0.25732165575027466
),0.17939934134483337,0.16602720320224762,0.1798374503850937,0.2575884759426117,0.2559249699115753,0.021107977256178856,0.16709916293621063,0.22866283357143402,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.23524518311023712,0.3022993505001068,0.3535301089286804,-0.003708066651597619,0.2371024191379547,0.41614407300949097,0.4130953550338745
