,who,is,the,play-by-play,announcer,for,the,game,?
westwood,0.18958885967731476,0.20454606413841248,0.289829283952713,0.37586426734924316,0.35294216871261597,0.2745876908302307,0.289829283952713,0.2980734705924988,0.17119714617729187
one,0.40083858370780945,0.4544198513031006,0.5514441132545471,0.23875470459461212,0.1672205924987793,0.384836345911026,0.5514441132545471,0.2554377615451813,0.2673267424106598
will,0.24651563167572021,0.3723262846469879,0.3635469079017639,0.27736732363700867,0.2673320770263672,0.3647450804710388,0.3635469079017639,0.2308308631181717,0.35046905279159546
carry,0.20254260301589966,0.1959557831287384,0.26752355694770813,0.16973386704921722,0.161343514919281,0.2858029901981354,0.26752355694770813,0.10995405167341232,0.17171701788902283
the,0.3733934462070465,0.5823672413825989,1.0,0.2794552743434906,0.2399389147758484,0.4739971458911896,1.0,0.285271555185318,0.22068053483963013
game,0.2523840069770813,0.21222543716430664,0.285271555185318,0.5630475878715515,0.3478502333164215,0.2608485519886017,0.285271555185318,0.9999998807907104,0.1829071193933487
throughout,0.22343657910823822,0.2639545500278473,0.4158564507961273,0.1791004091501236,0.21392063796520233,0.31491008400917053,0.4158564507961273,0.21184620261192322,0.12665234506130219
north,0.11026738584041595,0.2993389368057251,0.36298373341560364,0.1820400208234787,0.16061589121818542,0.17560088634490967,0.36298373341560364,0.21917438507080078,0.11829731613397598
america,0.1830417811870575,0.1998184472322464,0.37090015411376953,0.21793006360530853,0.21081584692001343,0.243271604180336,0.37090015411376953,0.23268957436084747,0.19333907961845398
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2556174397468567,0.2645071744918823,0.4464869201183319,0.4933079481124878,0.2653886377811432,0.31091248989105225
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.26767468452453613,0.18609726428985596,0.39140474796295166,0.4223487675189972,0.19394829869270325,0.2433311939239502
kevin,0.2511484920978546,0.15852738916873932,0.179534912109375,0.2128893882036209,0.25396063923835754,0.17402775585651398,0.179534912109375,0.24218951165676117,0.1176677793264389
harlan,0.2475024312734604,0.16331236064434052,0.22123396396636963,0.232541024684906,0.2765277624130249,0.19328321516513824,0.22123396396636963,0.18107891082763672,0.1691509187221527
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.21848075091838837,0.2503291666507721,0.44774648547172546,0.48381632566452026,0.18194591999053955,0.27043893933296204
play-by-play,0.2488287091255188,0.2325907051563263,0.2794552743434906,1.0,0.43089863657951355,0.318437397480011,0.2794552743434906,0.5630475878715515,0.2925850749015808
announcer,0.1876700222492218,0.16192196309566498,0.2399389147758484,0.43089863657951355,0.9999999403953552,0.2682378590106964,0.2399389147758484,0.3478502333164215,0.18424807488918304
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2556174397468567,0.2645071744918823,0.4464869201183319,0.4933079481124878,0.2653886377811432,0.31091248989105225
boomer,0.2918093502521515,0.20445199310779572,0.19121207296848297,0.24995911121368408,0.3818313181400299,0.2562083303928375,0.19121207296848297,0.28211361169815063,0.1773107945919037
esiason,0.276216596364975,0.2596707046031952,0.3538505434989929,0.3173668086528778,0.2850573658943176,0.2885971963405609,0.3538505434989929,0.25870415568351746,0.276677668094635
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2701733708381653,0.20351378619670868,0.5064792633056641,0.5171257257461548,0.25192898511886597,0.20544172823429108
dan,0.24452054500579834,0.17946895956993103,0.21507468819618225,0.19513475894927979,0.2237996906042099,0.18688315153121948,0.21507468819618225,0.16820552945137024,0.12045673280954361
fouts,0.27286213636398315,0.22992806136608124,0.28466182947158813,0.2978123724460602,0.2622453272342682,0.24684353172779083,0.28466182947158813,0.3081877529621124,0.22210446000099182
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.21848075091838837,0.2503291666507721,0.44774648547172546,0.48381632566452026,0.18194591999053955,0.27043893933296204
color,0.1621498465538025,0.1656665951013565,0.21895472705364227,0.26749542355537415,0.23553913831710815,0.2378578633069992,0.21895472705364227,0.24641147255897522,0.21299609541893005
analysts,0.23764149844646454,0.22225938737392426,0.23779353499412537,0.2908095717430115,0.31621095538139343,0.28698185086250305,0.23779353499412537,0.3419187068939209,0.18784141540527344
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2556174397468567,0.2645071744918823,0.4464869201183319,0.4933079481124878,0.2653886377811432,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2701733708381653,0.20351378619670868,0.5064792633056641,0.5171257257461548,0.25192898511886597,0.20544172823429108
james,0.2562035918235779,0.1426199972629547,0.22481533885002136,0.21295170485973358,0.19301848113536835,0.2054290771484375,0.22481533885002136,0.20090049505233765,0.12139993160963058
lofton,0.2292756289243698,0.18810486793518066,0.23757049441337585,0.2820088565349579,0.27314436435699463,0.22132039070129395,0.23757049441337585,0.22215954959392548,0.12585721909999847
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2701733708381653,0.20351378619670868,0.5064792633056641,0.5171257257461548,0.25192898511886597,0.20544172823429108
mark,0.1636335253715515,0.16439194977283478,0.2235521525144577,0.21031612157821655,0.21868300437927246,0.19964812695980072,0.2235521525144577,0.19011835753917694,0.11634156107902527
malone,0.2876465618610382,0.19548404216766357,0.23672804236412048,0.3651455342769623,0.3103165030479431,0.2918151617050171,0.23672804236412048,0.21147896349430084,0.15293700993061066
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.21848075091838837,0.2503291666507721,0.44774648547172546,0.48381632566452026,0.18194591999053955,0.27043893933296204
sideline,0.25843048095703125,0.18694007396697998,0.2606579065322876,0.4428194463253021,0.5297086238861084,0.27458781003952026,0.2606579065322876,0.34350115060806274,0.2637002468109131
reporters,0.30018317699432373,0.12595374882221222,0.20859824120998383,0.21308602392673492,0.3366215229034424,0.25040218234062195,0.20859824120998383,0.18068239092826843,0.20937705039978027
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.315233439207077,0.18682871758937836,0.4726039469242096,0.5934505462646484,0.2581658959388733,0.4130953550338745
