,what,are,the,main,threats,facing,the,amazon,rainforest,in,the,current,century,?
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.25565651059150696,0.3941035270690918,1.0,0.260541707277298,0.2571161389350891,0.6662389636039734,1.0,0.3314409554004669,0.3617299497127533,0.22068053483963013
result,0.19945499300956726,0.18835392594337463,0.27778977155685425,0.17653372883796692,0.25485897064208984,0.23090805113315582,0.27778977155685425,0.11672966182231903,0.10608197748661041,0.25670310854911804,0.27778977155685425,0.2123405486345291,0.05270778387784958,0.17218433320522308
indicates,0.22214530408382416,0.27392980456352234,0.29467737674713135,0.1665676087141037,0.1958085298538208,0.2233220338821411,0.29467737674713135,0.23369577527046204,0.14294017851352692,0.2524528503417969,0.29467737674713135,0.18557362258434296,0.09896612912416458,0.21375471353530884
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.3140498101711273,0.36068034172058105,0.2423146367073059,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.435920387506485,0.5473989248275757,0.2016455978155136,0.24900858104228973,0.32716336846351624
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.25565651059150696,0.3941035270690918,1.0,0.260541707277298,0.2571161389350891,0.6662389636039734,1.0,0.3314409554004669,0.3617299497127533,0.22068053483963013
rainforest,0.22127854824066162,0.2730858027935028,0.2571161389350891,0.18688520789146423,0.23080044984817505,0.14670784771442413,0.2571161389350891,0.48046615719795227,1.0,0.2207682877779007,0.2571161389350891,0.10260752588510513,0.1351734846830368,0.1917492002248764
could,0.4188697934150696,0.33511802554130554,0.35393214225769043,0.21142417192459106,0.30191171169281006,0.22583715617656708,0.35393214225769043,0.18253840506076813,0.16585701704025269,0.29357993602752686,0.35393214225769043,0.1547253578901291,0.1932002156972885,0.3411986827850342
be,0.3929833769798279,0.5556803941726685,0.4248143136501312,0.21960048377513885,0.24642667174339294,0.20626097917556763,0.4248143136501312,0.17553792893886566,0.16418099403381348,0.3481820821762085,0.4248143136501312,0.322500079870224,0.20315609872341156,0.3324260413646698
threatened,0.18488946557044983,0.20286521315574646,0.2181938886642456,0.14666695892810822,0.679415762424469,0.26065948605537415,0.2181938886642456,0.20788165926933289,0.2835771143436432,0.1881663203239441,0.2181938886642456,0.10607545077800751,0.09863735735416412,0.1536843329668045
though,0.4089210331439972,0.39827248454093933,0.38776206970214844,0.18990057706832886,0.31865623593330383,0.2014147937297821,0.38776206970214844,0.2490151822566986,0.2343367487192154,0.3193182945251465,0.38776206970214844,0.18963709473609924,0.21561767160892487,0.3188856542110443
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.25565651059150696,0.3941035270690918,1.0,0.260541707277298,0.2571161389350891,0.6662389636039734,1.0,0.3314409554004669,0.3617299497127533,0.22068053483963013
21st,0.24234157800674438,0.11161915957927704,0.24859341979026794,0.20780321955680847,0.14731600880622864,0.06954958289861679,0.24859341979026794,0.10029688477516174,0.16999627649784088,0.25856947898864746,0.24859341979026794,0.16419851779937744,0.15746670961380005,0.22120748460292816
century,0.20422613620758057,0.217155322432518,0.3617299497127533,0.19694574177265167,0.18987634778022766,0.1738162487745285,0.3617299497127533,0.09350407868623734,0.1351734846830368,0.3174034655094147,0.3617299497127533,0.1195228174328804,1.0,0.1026201918721199
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.21864338219165802,0.23967677354812622,0.21527403593063354,0.4408751428127289,0.16320857405662537,0.16387821733951569,0.370934396982193,0.4408751428127289,0.20655159652233124,0.29995259642601013,0.17966607213020325
climate,0.2854173183441162,0.19734856486320496,0.2693597674369812,0.26089704036712646,0.18221892416477203,0.2456882745027542,0.2693597674369812,0.21384435892105103,0.4462570548057556,0.24209141731262207,0.2693597674369812,0.2018459439277649,0.1519109457731247,0.19998492300510406
change,0.3690716028213501,0.23421765863895416,0.3641999065876007,0.19647526741027832,0.26513904333114624,0.20866866409778595,0.3641999065876007,0.08936157077550888,0.1487647444009781,0.2510564923286438,0.3641999065876007,0.37120211124420166,0.12574034929275513,0.24115969240665436
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.28862449526786804,0.23218269646167755,0.2318863719701767,0.6662389636039734,0.12227833271026611,0.2207682877779007,1.0,0.6662389636039734,0.1955713927745819,0.3174034655094147,0.20430970191955566
addition,0.20643717050552368,0.37216028571128845,0.32955414056777954,0.2882722318172455,0.24613912403583527,0.22153060138225555,0.32955414056777954,0.18677203357219696,0.13238096237182617,0.3033084571361542,0.32955414056777954,0.1980477124452591,0.1588878333568573,0.19187232851982117
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.26116618514060974,0.3290894627571106,0.2922023832798004,0.535392165184021,0.17033490538597107,0.23412610590457916,0.45010748505592346,0.535392165184021,0.30630946159362793,0.20143604278564453,0.29463258385658264
deforestation,0.22733289003372192,0.3082904815673828,0.31742316484451294,0.23572559654712677,0.3681577742099762,0.23095744848251343,0.31742316484451294,0.28994330763816833,0.6003605723381042,0.28902751207351685,0.31742316484451294,0.18997350335121155,0.23007719218730927,0.13288208842277527
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.31122034788131714,0.2570009231567383,0.22470127046108246,0.5934505462646484,0.262887567281723,0.25713270902633667,0.5591574311256409,0.5934505462646484,0.29179835319519043,0.27413639426231384,0.4130953550338745
