,that,there,currently,exists,no,known,integer,factorization,problem,underpins,what,commonly,used,system,?
phrased,0.4314185082912445,0.2678600549697876,0.11738992482423782,0.3044922351837158,0.2645852267742157,0.17224545776844025,0.2557908296585083,0.2921117842197418,0.37569648027420044,0.3540835678577423,0.43422839045524597,0.2659134566783905,0.4366919696331024,0.18765655159950256,0.4249119162559509
as,0.4735107421875,0.33535557985305786,0.32914450764656067,0.2459826022386551,0.28687340021133423,0.4815765619277954,0.18676306307315826,0.2979496717453003,0.2586832344532013,0.3187398612499237,0.31749409437179565,0.3544585108757019,0.35160550475120544,0.1973835676908493,0.27043893933296204
a,0.47537946701049805,0.4214206337928772,0.2612716257572174,0.29496249556541443,0.26280897855758667,0.30882248282432556,0.22195649147033691,0.31564444303512573,0.2605542540550232,0.34301215410232544,0.3320399522781372,0.27022549510002136,0.3864384889602661,0.2589043080806732,0.23916715383529663
decision,0.35045957565307617,0.2064475566148758,0.19521285593509674,0.1887633204460144,0.22718845307826996,0.08502032607793808,0.2145078331232071,0.2706944942474365,0.31341657042503357,0.23164047300815582,0.32053670287132263,0.0910307988524437,0.18137653172016144,0.2589913606643677,0.2796577215194702
problem,0.4416671693325043,0.36833471059799194,0.20279064774513245,0.3376007378101349,0.34181922674179077,0.1978386789560318,0.32351139187812805,0.4367295503616333,1.0,0.3439294099807739,0.42183366417884827,0.23363131284713745,0.3019697070121765,0.3108465373516083,0.3762950301170349
",",0.4137537479400635,0.4587128460407257,0.33041635155677795,0.27124884724617004,0.29972612857818604,0.3604377806186676,0.20468677580356598,0.2755889594554901,0.23938199877738953,0.2606896162033081,0.3087472915649414,0.27548834681510925,0.3120402991771698,0.18439900875091553,0.31091248989105225
it,0.5921133160591125,0.4020688533782959,0.2645350694656372,0.35933294892311096,0.25005611777305603,0.2640952467918396,0.1896929144859314,0.3197656273841858,0.296018123626709,0.30565136671066284,0.45803478360176086,0.2820725440979004,0.3575260639190674,0.30691424012184143,0.25732165575027466
is,0.3995479643344879,0.3904260993003845,0.4011616110801697,0.37246593832969666,0.19581134617328644,0.41921812295913696,0.2086324691772461,0.2635040879249573,0.23238427937030792,0.2827094793319702,0.28837618231773376,0.3994327187538147,0.3288823366165161,0.2282046526670456,0.22961433231830597
the,0.5473989248275757,0.47025805711746216,0.2945235073566437,0.29877129197120667,0.3461136817932129,0.3624623417854309,0.14182277023792267,0.2827453017234802,0.24928659200668335,0.30619412660598755,0.42745697498321533,0.2974449694156647,0.3718377649784088,0.3233085572719574,0.22068053483963013
problem,0.4416671693325043,0.36833471059799194,0.20279064774513245,0.3376007378101349,0.34181922674179077,0.1978386789560318,0.32351139187812805,0.4367295503616333,1.0,0.3439294099807739,0.42183366417884827,0.23363131284713745,0.3019697070121765,0.3108465373516083,0.3762950301170349
of,0.41498205065727234,0.44397735595703125,0.2655649185180664,0.2298482358455658,0.24809792637825012,0.35814476013183594,0.158325657248497,0.3057559132575989,0.20464475452899933,0.2508602440357208,0.33290785551071167,0.29300037026405334,0.3075267970561981,0.25597915053367615,0.1826142966747284
deciding,0.3649125397205353,0.3251899778842926,0.19887638092041016,0.17940418422222137,0.3003654479980469,0.15271402895450592,0.25464579463005066,0.31907591223716736,0.3364432454109192,0.2621777355670929,0.49117511510849,0.10127047449350357,0.22753103077411652,0.20399054884910583,0.3707043528556824
whether,0.5139055848121643,0.3467831015586853,0.2645510733127594,0.33704790472984314,0.3505638837814331,0.138762965798378,0.23716986179351807,0.30117905139923096,0.39455604553222656,0.3707220256328583,0.5516265630722046,0.2078264057636261,0.2979333996772766,0.2588324248790741,0.3150278329849243
the,0.5473989248275757,0.47025805711746216,0.2945235073566437,0.29877129197120667,0.3461136817932129,0.3624623417854309,0.14182277023792267,0.2827453017234802,0.24928659200668335,0.30619412660598755,0.42745697498321533,0.2974449694156647,0.3718377649784088,0.3233085572719574,0.22068053483963013
input,0.24763350188732147,0.15404808521270752,0.20403966307640076,0.2346712052822113,0.22352617979049683,0.107634998857975,0.46096494793891907,0.33229655027389526,0.2680823802947998,0.2742338180541992,0.2844698429107666,0.13898314535617828,0.2001955807209015,0.2628626525402069,0.24861721694469452
has,0.41272613406181335,0.42909398674964905,0.3354577422142029,0.3718302547931671,0.2747333347797394,0.2451976239681244,0.16398118436336517,0.25860434770584106,0.19944548606872559,0.24618209898471832,0.20338068902492523,0.2016606330871582,0.23367926478385925,0.17706717550754547,0.15994466841220856
a,0.47537946701049805,0.4214206337928772,0.2612716257572174,0.29496249556541443,0.26280897855758667,0.30882248282432556,0.22195649147033691,0.31564444303512573,0.2605542540550232,0.34301215410232544,0.3320399522781372,0.27022549510002136,0.3864384889602661,0.2589043080806732,0.23916715383529663
factor,0.3071557879447937,0.2676263749599457,0.24192915856838226,0.19386565685272217,0.25238603353500366,0.14635314047336578,0.3140052855014801,0.5869737863540649,0.3925887644290924,0.2643846273422241,0.23239780962467194,0.1320868581533432,0.22002604603767395,0.2140442430973053,0.2154984176158905
less,0.42165717482566833,0.36695441603660583,0.17707860469818115,0.21826060116291046,0.3085037171840668,0.18318647146224976,0.25472521781921387,0.3166276514530182,0.3140726685523987,0.3476817011833191,0.31119704246520996,0.23647800087928772,0.3045300245285034,0.22348380088806152,0.22418740391731262
than,0.4891277849674225,0.4433900713920593,0.20121021568775177,0.24757008254528046,0.322791188955307,0.21790020167827606,0.2785238027572632,0.24490992724895477,0.28667381405830383,0.31460335850715637,0.29388150572776794,0.199752077460289,0.28633373975753784,0.19727610051631927,0.24917294085025787
