,how,much,is,terra,preta,distributed,over,the,amazon,forest,?
terra,0.12611015141010284,0.16167192161083221,0.1469227522611618,0.9999999403953552,0.2600444555282593,0.12261348962783813,0.12501691281795502,0.19379344582557678,0.27570641040802,0.19643142819404602,0.15037380158901215
preta,0.11999278515577316,0.10943432152271271,0.19209076464176178,0.2600444555282593,0.9999999403953552,0.06380631774663925,0.13530537486076355,0.19202633202075958,0.2181381732225418,0.12836989760398865,0.218936488032341
(,0.1676948219537735,0.21788647770881653,0.35393038392066956,0.170075461268425,0.25439903140068054,0.12887895107269287,0.20570816099643707,0.33289089798927307,0.11605185270309448,0.1459040343761444,0.40561532974243164
black,0.2023327350616455,0.1629277616739273,0.20887219905853271,0.1592433750629425,0.1631876677274704,0.18357104063034058,0.17586053907871246,0.28466513752937317,0.1685827225446701,0.1402224451303482,0.15159966051578522
earth,0.2756480276584625,0.23964592814445496,0.26888176798820496,0.2881033420562744,0.13810843229293823,0.1848953664302826,0.19682858884334564,0.2801888585090637,0.26471105217933655,0.2295503318309784,0.17717236280441284
),0.17939934134483337,0.22256317734718323,0.37732169032096863,0.17383211851119995,0.2648089528083801,0.11376624554395676,0.20568643510341644,0.3456730246543884,0.131951242685318,0.15610210597515106,0.42300865054130554
",",0.22659391164779663,0.36182254552841187,0.4691906273365021,0.15572185814380646,0.23719525337219238,0.2189924418926239,0.3301127254962921,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.31091248989105225
which,0.4852597713470459,0.4274604916572571,0.4457404911518097,0.19137586653232574,0.1972780078649521,0.32679450511932373,0.4256240129470825,0.6521818041801453,0.1877625584602356,0.20571978390216827,0.25814583897590637
is,0.22544461488723755,0.3156087100505829,1.0,0.1469227522611618,0.19209076464176178,0.2017366737127304,0.2159561663866043,0.5823672413825989,0.15197539329528809,0.209678515791893,0.22961433231830597
distributed,0.2058178335428238,0.23774349689483643,0.2017366737127304,0.12261348962783813,0.06380631774663925,1.0000001192092896,0.24119001626968384,0.28740596771240234,0.2228824347257614,0.1650683730840683,0.08428370952606201
over,0.31446483731269836,0.3711091876029968,0.2159561663866043,0.12501691281795502,0.13530537486076355,0.24119001626968384,1.0,0.39856547117233276,0.18121705949306488,0.1812811940908432,0.25742942094802856
large,0.21342547237873077,0.35420098900794983,0.2971126437187195,0.1759398728609085,0.13179075717926025,0.23234058916568756,0.33841222524642944,0.3828733265399933,0.16262684762477875,0.1917639672756195,0.1355665624141693
areas,0.2255835086107254,0.33450064063072205,0.28282591700553894,0.159788116812706,0.14961206912994385,0.23806986212730408,0.30211585760116577,0.3311663568019867,0.12690216302871704,0.2940410077571869,0.1273590475320816
in,0.2601168751716614,0.2725222110748291,0.5394441485404968,0.1328161656856537,0.19195538759231567,0.2443390041589737,0.3605569899082184,0.6662389636039734,0.12227833271026611,0.24136987328529358,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.5823672413825989,0.19379344582557678,0.19202633202075958,0.28740596771240234,0.39856547117233276,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
amazon,0.16216763854026794,0.2036246955394745,0.15197539329528809,0.27570641040802,0.2181381732225418,0.2228824347257614,0.18121705949306488,0.260541707277298,1.0000001192092896,0.26471444964408875,0.18144656717777252
forest,0.07947511225938797,0.17384402453899384,0.209678515791893,0.19643142819404602,0.12836989760398865,0.1650683730840683,0.1812811940908432,0.24134553968906403,0.26471444964408875,1.0000001192092896,0.1214437186717987
",",0.22659391164779663,0.36182254552841187,0.4691906273365021,0.15572185814380646,0.23719525337219238,0.2189924418926239,0.3301127254962921,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.31091248989105225
is,0.22544461488723755,0.3156087100505829,1.0,0.1469227522611618,0.19209076464176178,0.2017366737127304,0.2159561663866043,0.5823672413825989,0.15197539329528809,0.209678515791893,0.22961433231830597
now,0.2802366018295288,0.32794100046157837,0.39589470624923706,0.13947580754756927,0.15351437032222748,0.13319671154022217,0.27724677324295044,0.38266420364379883,0.08118978142738342,0.18389394879341125,0.29641881585121155
widely,0.21374991536140442,0.370082825422287,0.3153131604194641,0.11920732259750366,0.09198971837759018,0.3801540434360504,0.24496904015541077,0.29394426941871643,0.17437855899333954,0.12695427238941193,0.10354958474636078
accepted,0.2068874090909958,0.24232278764247894,0.16579633951187134,0.12565234303474426,0.11261415481567383,0.229074165225029,0.14674153923988342,0.2999902665615082,0.10601920634508133,0.13102643191814423,0.19665466248989105
as,0.33782753348350525,0.36514025926589966,0.43216490745544434,0.1469549685716629,0.1850145161151886,0.2208874672651291,0.3506779670715332,0.48381632566452026,0.1877562403678894,0.12052752822637558,0.27043893933296204
a,0.29312583804130554,0.2958075702190399,0.658733606338501,0.15864808857440948,0.2734670639038086,0.19609881937503815,0.32199642062187195,0.5829201340675354,0.1865728348493576,0.24025723338127136,0.23916715383529663
