,what,occurs,when,traveling,across,a,surface,at,a,constant,velocity,with,regard,to,friction,?
a,0.3320399522781372,0.30202820897102356,0.44397395849227905,0.26968079805374146,0.2660536468029022,1.0,0.24436084926128387,0.3095070421695709,1.0,0.26609575748443604,0.2071385234594345,0.3783375024795532,0.22705335915088654,0.45503583550453186,0.2347700446844101,0.23916715383529663
simple,0.4218197166919708,0.1856975555419922,0.2846766412258148,0.14937449991703033,0.18273937702178955,0.34160614013671875,0.2550608515739441,0.21276067197322845,0.34160614013671875,0.2656705379486084,0.2520030736923218,0.2723137438297272,0.2632104158401489,0.38820502161979675,0.27307945489883423,0.4614735543727875
case,0.30770957469940186,0.22774900496006012,0.3450794816017151,0.15217997133731842,0.1605500876903534,0.3104211390018463,0.14650025963783264,0.20646144449710846,0.3104211390018463,0.27724456787109375,0.33152899146080017,0.2825133502483368,0.2811645567417145,0.3172709345817566,0.23228226602077484,0.33232852816581726
of,0.33290785551071167,0.24937129020690918,0.3757161796092987,0.2297215312719345,0.2936134934425354,0.5052502155303955,0.24204103648662567,0.42558613419532776,0.5052502155303955,0.25393494963645935,0.15038157999515533,0.41827285289764404,0.30316218733787537,0.41548454761505127,0.21519047021865845,0.1826142966747284
dynamic,0.23062948882579803,0.21154195070266724,0.19670455157756805,0.15298914909362793,0.20873183012008667,0.24894335865974426,0.24082106351852417,0.11915165185928345,0.24894335865974426,0.39389172196388245,0.29039233922958374,0.2578621804714203,0.2663508951663971,0.21834802627563477,0.34668639302253723,0.32116639614105225
equilibrium,0.2799043655395508,0.30303755402565,0.24918074905872345,0.18867924809455872,0.18043306469917297,0.1780584305524826,0.35127490758895874,0.2027532160282135,0.1780584305524826,0.4562021791934967,0.5056776404380798,0.1858723908662796,0.3746803104877472,0.20195478200912476,0.4888576865196228,0.14204584062099457
occurs,0.18880343437194824,1.0000001192092896,0.30547669529914856,0.16210919618606567,0.26009872555732727,0.30202820897102356,0.2889070212841034,0.23124060034751892,0.30202820897102356,0.22050295770168304,0.2648548483848572,0.21726089715957642,0.26144927740097046,0.17478640377521515,0.3117847740650177,0.15104985237121582
in,0.30808621644973755,0.3241814076900482,0.4431333839893341,0.20478862524032593,0.36988839507102966,0.539380669593811,0.20246390998363495,0.4374977946281433,0.539380669593811,0.15271376073360443,0.12496421486139297,0.4080928862094879,0.26254305243492126,0.45010748505592346,0.1972421556711197,0.20430970191955566
constant,0.22559526562690735,0.22050295770168304,0.2766841650009155,0.17910930514335632,0.19482113420963287,0.26609575748443604,0.3183467388153076,0.15509086847305298,0.26609575748443604,1.0,0.45832493901252747,0.23216186463832855,0.30401480197906494,0.26379308104515076,0.4261007606983185,0.14516431093215942
velocity,0.21937116980552673,0.2648548483848572,0.2664831280708313,0.32898131012916565,0.19950446486473083,0.2071385234594345,0.40188613533973694,0.20071503520011902,0.2071385234594345,0.45832493901252747,1.0000001192092896,0.18260422348976135,0.12335237860679626,0.2513314187526703,0.45042911171913147,0.20807628333568573
motion,0.260096937417984,0.16304801404476166,0.2157837152481079,0.1770307421684265,0.15201924741268158,0.23572494089603424,0.3267155885696411,0.13668975234031677,0.23572494089603424,0.2816808521747589,0.37702953815460205,0.12502939999103546,0.18960532546043396,0.26277783513069153,0.4094328284263611,0.20143945515155792
across,0.24809791147708893,0.26009872555732727,0.32499930262565613,0.31708043813705444,1.0,0.2660536468029022,0.25654008984565735,0.3065246641635895,0.2660536468029022,0.19482113420963287,0.19950446486473083,0.28731417655944824,0.18714772164821625,0.36818596720695496,0.2397550493478775,0.17034576833248138
a,0.3320399522781372,0.30202820897102356,0.44397395849227905,0.26968079805374146,0.2660536468029022,1.0,0.24436084926128387,0.3095070421695709,1.0,0.26609575748443604,0.2071385234594345,0.3783375024795532,0.22705335915088654,0.45503583550453186,0.2347700446844101,0.23916715383529663
surface,0.23580394685268402,0.2889070212841034,0.24400591850280762,0.16477414965629578,0.25654008984565735,0.24436084926128387,0.9999998807907104,0.16544756293296814,0.24436084926128387,0.3183467388153076,0.40188613533973694,0.1969025433063507,0.1661839485168457,0.23727688193321228,0.5078360438346863,0.14613434672355652
with,0.2464839518070221,0.21726089715957642,0.5075214505195618,0.2149413526058197,0.28731417655944824,0.3783375024795532,0.1969025433063507,0.29126521944999695,0.3783375024795532,0.23216186463832855,0.18260422348976135,0.9999999403953552,0.2617509067058563,0.4239959120750427,0.2234727442264557,0.2433311939239502
kinetic,0.2226589173078537,0.2557242214679718,0.24908654391765594,0.2552005350589752,0.2214573472738266,0.23143139481544495,0.44594696164131165,0.14504528045654297,0.23143139481544495,0.4405362904071808,0.5094466209411621,0.18257452547550201,0.21527649462223053,0.265864759683609,0.5547925233840942,0.17710059881210327
friction,0.2582229971885681,0.3117847740650177,0.3199525773525238,0.27278977632522583,0.2397550493478775,0.2347700446844101,0.5078360438346863,0.2046191543340683,0.2347700446844101,0.4261007606983185,0.45042911171913147,0.2234727442264557,0.2471899837255478,0.30962538719177246,1.0,0.18292373418807983
.,0.3567904531955719,0.1716700792312622,0.475719153881073,0.2175574004650116,0.26410314440727234,0.50484299659729,0.2543797492980957,0.4549728035926819,0.50484299659729,0.24043156206607819,0.19446231424808502,0.4446153938770294,0.2473854273557663,0.4645031690597534,0.21244938671588898,0.4130953550338745
