,how,many,vector,equations,did,heaviside,and,gibbs,reformilate,maxwell,'s,20,scalar,equtions,into,?
the,0.33890387415885925,0.4335206151008606,0.18854442238807678,0.1991964876651764,0.34736719727516174,0.2694801688194275,0.5171257257461548,0.179118812084198,0.3531903028488159,0.17684456706047058,-0.01540423184633255,-0.06418957561254501,0.20701980590820312,0.22863397002220154,0.39493247866630554,0.22068053483963013
origin,0.1764616072177887,0.2379787713289261,0.11231231689453125,0.13152384757995605,0.1306861788034439,0.21893423795700073,0.18243800103664398,0.09784671664237976,0.2402915507555008,0.18420565128326416,-0.029064321890473366,0.003963022027164698,0.1773592084646225,0.182052344083786,0.1296977549791336,0.12716172635555267
of,0.2480744868516922,0.37253960967063904,0.20483794808387756,0.186348557472229,0.2513895630836487,0.23859341442584991,0.5116966962814331,0.12077943980693817,0.3451492488384247,0.1715129315853119,-0.03817026689648628,-0.0318976491689682,0.2585209012031555,0.2802162766456604,0.32255905866622925,0.1826142966747284
electric,0.22688037157058716,0.16117258369922638,0.23574602603912354,0.3011855483055115,0.12459144741296768,0.3129546344280243,0.212884783744812,0.2644685208797455,0.13686947524547577,0.31220003962516785,-0.0115516884252429,-0.07156123220920563,0.3254009187221527,0.2321738451719284,0.13592304289340973,0.15674720704555511
and,0.33647966384887695,0.5296266674995422,0.20854924619197845,0.1906200498342514,0.34479495882987976,0.3358288109302521,1.0,0.22526833415031433,0.3598848879337311,0.21700043976306915,0.06895173341035843,0.04124240204691887,0.19899652898311615,0.2879192531108856,0.36597734689712524,0.20544172823429108
magnetic,0.26688772439956665,0.17107558250427246,0.3739117681980133,0.42013853788375854,0.14488396048545837,0.3594045639038086,0.1990627944469452,0.21417784690856934,0.16581210494041443,0.3904406428337097,0.07041091471910477,-0.046237580478191376,0.44990038871765137,0.3120442032814026,0.13648121058940887,0.10858146101236343
fields,0.21759624779224396,0.23597875237464905,0.27340444922447205,0.3620392084121704,0.16200275719165802,0.2565549612045288,0.3074205219745636,0.20385387539863586,0.16638362407684326,0.323249876499176,0.06728911399841309,-0.0024139387533068657,0.2897202968597412,0.33579501509666443,0.13313113152980804,0.1411406248807907
would,0.43239715695381165,0.33440667390823364,0.25827503204345703,0.2633883059024811,0.6268245577812195,0.27137699723243713,0.34921059012413025,0.1301102340221405,0.31835001707077026,0.16699272394180298,0.036968596279621124,-0.08667420595884323,0.26476892828941345,0.3441290855407715,0.2832599878311157,0.37178951501846313
not,0.4869767427444458,0.4369727373123169,0.26952317357063293,0.2815222144126892,0.6481515765190125,0.2618824541568756,0.39099299907684326,0.15199534595012665,0.32618653774261475,0.1554599106311798,0.002583299996331334,-0.0008739718468859792,0.25237351655960083,0.3133295476436615,0.2764923572540283,0.41942933201789856
be,0.4158933162689209,0.3961109519004822,0.2940555810928345,0.3061891198158264,0.22657383978366852,0.2600938081741333,0.41766801476478577,0.1957918405532837,0.2928091883659363,0.11196014285087585,0.025217169895768166,0.06780018657445908,0.31564098596572876,0.2985095977783203,0.3462390601634979,0.3324260413646698
fully,0.31435075402259827,0.25093981623649597,0.1642000675201416,0.25129392743110657,0.23985297977924347,0.2388990968465805,0.23881065845489502,0.12828288972377777,0.2341276854276657,0.1170526072382927,0.050212256610393524,-0.048141226172447205,0.2129276692867279,0.19459126889705658,0.22869767248630524,0.2089291661977768
explained,0.4018135070800781,0.31671440601348877,0.2736547291278839,0.42835599184036255,0.324842244386673,0.33093902468681335,0.2517392039299011,0.15765570104122162,0.3190213143825531,0.24150939285755157,-0.05783653259277344,-0.03968636691570282,0.3477212190628052,0.36072856187820435,0.19493259489536285,0.31240519881248474
until,0.1887991726398468,0.2392696738243103,0.11027754098176956,0.13546423614025116,0.33905428647994995,0.1898665875196457,0.3372601866722107,0.20795223116874695,0.2527335584163666,0.23123972117900848,0.02445155940949917,-0.03240613639354706,0.09331489354372025,0.1833917647600174,0.2651178538799286,0.20304496586322784
1864,0.09748955070972443,0.05403613671660423,0.03450767695903778,0.014963892288506031,0.10932037979364395,0.08741426467895508,0.03566472604870796,0.035089101642370224,-0.008589398115873337,0.06919492781162262,0.023063162341713905,-0.0906253382563591,-0.03209198638796806,-0.06372064352035522,0.1441931128501892,0.1412568986415863
when,0.4767928421497345,0.36563900113105774,0.211900994181633,0.2736402750015259,0.3228907287120819,0.3649097681045532,0.4716290831565857,0.19757859408855438,0.2936028838157654,0.1902886927127838,-0.03368149697780609,-0.07240847498178482,0.19855554401874542,0.21140530705451965,0.389646977186203,0.22841128706932068
james,0.12216517329216003,0.15292519330978394,0.14522656798362732,0.15754948556423187,0.20904116332530975,0.26483353972435,0.21273121237754822,0.25047457218170166,0.2590568959712982,0.3471944034099579,0.043919146060943604,-0.07524402439594269,0.10832078009843826,0.13814450800418854,0.11485675722360611,0.12139993160963058
clerk,0.21268166601657867,0.19335688650608063,0.15450310707092285,0.3415491580963135,0.18320919573307037,0.27904409170150757,0.24555973708629608,0.2587435841560364,0.2705927789211273,0.4679594933986664,-0.07540658116340637,-0.019663065671920776,0.24522890150547028,0.28053125739097595,0.1341540515422821,0.13886231184005737
maxwell,0.21092742681503296,0.09321074187755585,0.2694542109966278,0.4569254517555237,0.15655870735645294,0.38363176584243774,0.21700043976306915,0.362354576587677,0.218130424618721,1.0000001192092896,0.06150125339627266,-0.16078561544418335,0.2827782928943634,0.23734422028064728,0.12663288414478302,0.14406277239322662
unified,0.19290608167648315,0.16877298057079315,0.2330877184867859,0.24693965911865234,0.23338402807712555,0.2303023636341095,0.23243655264377594,0.1251411885023117,0.3178323805332184,0.18538740277290344,0.011343191377818584,0.01624029316008091,0.23424291610717773,0.25592032074928284,0.19626350700855255,0.21746130287647247
a,0.29312583804130554,0.2872205972671509,0.23196560144424438,0.17679406702518463,0.2552328109741211,0.34569936990737915,0.3739250600337982,0.12754173576831818,0.2655555009841919,0.20065519213676453,0.04866964742541313,-0.014937898144125938,0.2754318416118622,0.2318629026412964,0.3461161255836487,0.23916715383529663
number,0.2725796401500702,0.41408368945121765,0.23742413520812988,0.3011067509651184,0.19046731293201447,0.2079557180404663,0.28545793890953064,0.1657865345478058,0.18121181428432465,0.08275790512561798,0.033178191632032394,0.011933942325413227,0.3599856495857239,0.30077266693115234,0.18290801346302032,0.19256845116615295
of,0.2480744868516922,0.37253960967063904,0.20483794808387756,0.186348557472229,0.2513895630836487,0.23859341442584991,0.5116966962814331,0.12077943980693817,0.3451492488384247,0.1715129315853119,-0.03817026689648628,-0.0318976491689682,0.2585209012031555,0.2802162766456604,0.32255905866622925,0.1826142966747284
