,what,does,n't,change,from,being,at,rest,to,movement,at,a,constant,velocity,?
for,0.3017193675041199,0.35159170627593994,-0.05512906610965729,0.28146812319755554,0.314039945602417,0.41687241196632385,0.34237727522850037,0.24690839648246765,0.4451248347759247,0.1841055154800415,0.34237727522850037,0.44038116931915283,0.18285220861434937,0.18387487530708313,0.264628142118454
instance,0.3862040638923645,0.36771830916404724,-0.08407086133956909,0.35138386487960815,0.1961706429719925,0.36374738812446594,0.16425691545009613,0.25506356358528137,0.3533851206302643,0.21830405294895172,0.16425691545009613,0.40728384256362915,0.37897413969039917,0.3161762058734894,0.30205854773521423
",",0.3087472915649414,0.28617382049560547,0.11016341298818588,0.2752361297607422,0.39760664105415344,0.34499165415763855,0.38314947485923767,0.3065745532512665,0.44245919585227966,0.1862073689699173,0.38314947485923767,0.427140474319458,0.21295993030071259,0.2040358930826187,0.31091248989105225
while,0.35511791706085205,0.3243313729763031,-0.11986064165830612,0.17400798201560974,0.35008183121681213,0.41943445801734924,0.37809836864471436,0.4243147373199463,0.43899232149124146,0.19631288945674896,0.37809836864471436,0.3733035624027252,0.28259894251823425,0.1880713701248169,0.21076419949531555
traveling,0.22746403515338898,0.14929033815860748,-0.017027944326400757,0.15336187183856964,0.2641961872577667,0.23891016840934753,0.2422938048839569,0.24075835943222046,0.2899523079395294,0.20845778286457062,0.2422938048839569,0.26968079805374146,0.17910930514335632,0.32898131012916565,0.09575265645980835
in,0.30808621644973755,0.214483380317688,-0.0012929976219311357,0.2510564923286438,0.4274188280105591,0.33162933588027954,0.4374977946281433,0.3255048990249634,0.45010748505592346,0.26725053787231445,0.4374977946281433,0.539380669593811,0.15271376073360443,0.12496421486139297,0.20430970191955566
a,0.3320399522781372,0.38201746344566345,0.013574101030826569,0.3047741651535034,0.322764128446579,0.3727131485939026,0.3095070421695709,0.2692912518978119,0.45503583550453186,0.23380696773529053,0.3095070421695709,1.0,0.26609575748443604,0.2071385234594345,0.23916715383529663
moving,0.3154623508453369,0.20411838591098785,-0.08712977916002274,0.25695592164993286,0.31024643778800964,0.3243998885154724,0.2812928557395935,0.3222215473651886,0.33396485447883606,0.36799535155296326,0.2812928557395935,0.2806239426136017,0.23489969968795776,0.4026647210121155,0.21667467057704926
vehicle,0.20767386257648468,0.2039802223443985,-0.09281511604785919,0.17577821016311646,0.180227592587471,0.22313231229782104,0.15369246900081635,0.10025186836719513,0.26649773120880127,0.23341485857963562,0.15369246900081635,0.2779759168624878,0.18874196708202362,0.3097872734069824,0.16397647559642792
at,0.2838611304759979,0.17465277016162872,0.06116354838013649,0.1873948872089386,0.3447161316871643,0.2686914801597595,1.0,0.21832938492298126,0.36524343490600586,0.13521893322467804,1.0,0.3095070421695709,0.15509086847305298,0.20071503520011902,0.21978627145290375
a,0.3320399522781372,0.38201746344566345,0.013574101030826569,0.3047741651535034,0.322764128446579,0.3727131485939026,0.3095070421695709,0.2692912518978119,0.45503583550453186,0.23380696773529053,0.3095070421695709,1.0,0.26609575748443604,0.2071385234594345,0.23916715383529663
constant,0.22559526562690735,0.17741715908050537,-0.01576508767902851,0.26028233766555786,0.10536132752895355,0.22999434173107147,0.15509086847305298,0.27200305461883545,0.26379308104515076,0.1600254476070404,0.15509086847305298,0.26609575748443604,1.0,0.45832493901252747,0.14516431093215942
velocity,0.21937116980552673,0.20858313143253326,-0.009585628286004066,0.2656366527080536,0.17588511109352112,0.1830017864704132,0.20071503520011902,0.15683963894844055,0.2513314187526703,0.1937742531299591,0.20071503520011902,0.2071385234594345,0.45832493901252747,1.0000001192092896,0.20807628333568573
",",0.3087472915649414,0.28617382049560547,0.11016341298818588,0.2752361297607422,0.39760664105415344,0.34499165415763855,0.38314947485923767,0.3065745532512665,0.44245919585227966,0.1862073689699173,0.38314947485923767,0.427140474319458,0.21295993030071259,0.2040358930826187,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,-0.11449059844017029,0.3641999065876007,0.40150508284568787,0.419739305973053,0.457212895154953,0.41330549120903015,0.535392165184021,0.339571475982666,0.457212895154953,0.5829201340675354,0.2037150114774704,0.22094543278217316,0.22068053483963013
laws,0.29636016488075256,0.2312685251235962,-0.08433521538972855,0.2595057189464569,0.24255718290805817,0.19324138760566711,0.13847118616104126,0.18116822838783264,0.2910608649253845,0.24906806647777557,0.13847118616104126,0.1722979098558426,0.21008557081222534,0.2014397382736206,0.17911791801452637
of,0.33290785551071167,0.3119818866252899,-0.021397603675723076,0.2569013833999634,0.4249346852302551,0.34885138273239136,0.42558613419532776,0.33621829748153687,0.41548454761505127,0.2662941515445709,0.42558613419532776,0.5052502155303955,0.25393494963645935,0.15038157999515533,0.1826142966747284
physics,0.26464056968688965,0.13689981400966644,0.09958736598491669,0.1628311276435852,0.125044584274292,0.12245919555425644,0.17011095583438873,0.23707351088523865,0.19172722101211548,0.1302087903022766,0.17011095583438873,0.1683787703514099,0.31198444962501526,0.35018229484558105,0.1470423936843872
do,0.4609605669975281,0.5148232579231262,-0.08343347162008286,0.528757631778717,0.20424067974090576,0.2324799746274948,0.1511090099811554,0.25314250588417053,0.38876664638519287,0.14219339191913605,0.1511090099811554,0.26237669587135315,0.1692158281803131,0.18476499617099762,0.4093979299068451
not,0.5449194312095642,0.6355478763580322,-0.11552248895168304,0.44423985481262207,0.2567668557167053,0.4366016089916229,0.22025953233242035,0.3349107801914215,0.5149973034858704,0.18389323353767395,0.22025953233242035,0.3791346549987793,0.24966473877429962,0.2396777719259262,0.41942933201789856
change,0.3690716028213501,0.3352322578430176,-0.017220575362443924,0.9999998807907104,0.17817987501621246,0.264949768781662,0.1873948872089386,0.2181348204612732,0.3581787943840027,0.28588929772377014,0.1873948872089386,0.3047741651535034,0.26028233766555786,0.2656366527080536,0.24115969240665436
from,0.2737620174884796,0.1777622550725937,0.040466926991939545,0.17817987501621246,1.0,0.32622846961021423,0.3447161316871643,0.25913378596305847,0.4069952368736267,0.23928771913051605,0.3447161316871643,0.322764128446579,0.10536132752895355,0.17588511109352112,0.19969791173934937
being,0.3760843276977539,0.25347548723220825,-0.05586202070116997,0.264949768781662,0.32622846961021423,1.0,0.2686914801597595,0.3177695572376251,0.4514104127883911,0.22247828543186188,0.2686914801597595,0.3727131485939026,0.22999434173107147,0.1830017864704132,0.26743772625923157
at,0.2838611304759979,0.17465277016162872,0.06116354838013649,0.1873948872089386,0.3447161316871643,0.2686914801597595,1.0,0.21832938492298126,0.36524343490600586,0.13521893322467804,1.0,0.3095070421695709,0.15509086847305298,0.20071503520011902,0.21978627145290375
rest,0.35225364565849304,0.25197944045066833,-0.05484435707330704,0.2181348204612732,0.25913378596305847,0.3177695572376251,0.21832938492298126,1.0000001192092896,0.367563933134079,0.18142563104629517,0.21832938492298126,0.2692912518978119,0.27200305461883545,0.15683963894844055,0.1725541204214096
.,0.3567904531955719,0.3022993505001068,0.01884327083826065,0.3244723975658417,0.41536515951156616,0.35574623942375183,0.4549728035926819,0.36049437522888184,0.4645031690597534,0.22796523571014404,0.4549728035926819,0.50484299659729,0.24043156206607819,0.19446231424808502,0.4130953550338745
