,what,did,luther,add,to,his,catechisms,?
luther,0.2134782373905182,0.23667675256729126,1.0,0.08778947591781616,0.18029534816741943,0.27093374729156494,0.32172587513923645,0.1732746809720993
incorporated,0.16587792336940765,0.12795422971248627,0.15279169380664825,0.19884516298770905,0.18012776970863342,0.17083477973937988,0.26170238852500916,0.13423967361450195
questions,0.4857400059700012,0.26886671781539917,0.21036848425865173,0.30274900794029236,0.317446768283844,0.20541681349277496,0.3379729390144348,0.42967134714126587
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.287198543548584,0.48971283435821533,0.4234102666378021,0.24826818704605103,0.20544172823429108
answers,0.4220101237297058,0.259156733751297,0.23122651875019073,0.24413059651851654,0.27147388458251953,0.17589892446994781,0.32351234555244446,0.373399019241333
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.19317835569381714,0.45010748505592346,0.3598145842552185,0.24312061071395874,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.22751019895076752,0.535392165184021,0.4394008219242096,0.2702268362045288,0.22068053483963013
catechism,0.29557177424430847,0.16412173211574554,0.3202340006828308,0.16098175942897797,0.1810305118560791,0.16066335141658783,0.9027780294418335,0.25135189294815063
so,0.539469838142395,0.43696269392967224,0.16361072659492493,0.37989023327827454,0.5091881155967712,0.31364893913269043,0.23243850469589233,0.43163934350013733
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.3522574305534363,0.5436353087425232,0.3173833191394806,0.3225908577442169,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.22751019895076752,0.535392165184021,0.4394008219242096,0.2702268362045288,0.22068053483963013
basics,0.37713322043418884,0.24546436965465546,0.1618676781654358,0.24974475800991058,0.2609650492668152,0.21540352702140808,0.3221634328365326,0.2711394429206848
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.22190609574317932,0.41548454761505127,0.38364991545677185,0.3139289915561676,0.1826142966747284
christian,0.17849333584308624,0.20078235864639282,0.36969617009162903,0.0587555356323719,0.19438040256500244,0.19781717658042908,0.3796844482421875,0.1508396863937378
faith,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.11364192515611649,0.2426898032426834,0.23238010704517365,0.3860132396221161,0.2833177447319031
would,0.45766422152519226,0.6268245577812195,0.14161886274814606,0.38593530654907227,0.5965728163719177,0.292866975069046,0.19206222891807556,0.37178951501846313
not,0.5449194312095642,0.6481515765190125,0.21636232733726501,0.37680020928382874,0.5149973034858704,0.2710725963115692,0.2513969838619232,0.41942933201789856
just,0.5854880809783936,0.38283270597457886,0.22817456722259521,0.41589999198913574,0.5153104066848755,0.2649642527103424,0.24058380722999573,0.4144178032875061
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.45381614565849304,0.4972836375236511,0.21738691627979279,0.23981963098049164,0.3324260413646698
learned,0.30293530225753784,0.4411873519420624,0.1836392879486084,0.1224542185664177,0.29112622141838074,0.37750664353370667,0.23126612603664398,0.23222841322422028
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.15122953057289124,0.33534231781959534,0.3107621967792511,0.25424256920814514,0.17966607213020325
rote,0.0762280747294426,0.1313164085149765,0.21036487817764282,0.2272336184978485,0.12482044100761414,0.1235121488571167,0.15743544697761536,0.12538769841194153
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.25646987557411194,0.44245919585227966,0.3378419280052185,0.28056854009628296,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.09319577366113663,0.06720756739377975,0.008275155909359455,0.03661093860864639,0.0685480609536171
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.22751019895076752,0.535392165184021,0.4394008219242096,0.2702268362045288,0.22068053483963013
way,0.4835909903049469,0.34534135460853577,0.1916026771068573,0.27908435463905334,0.4772548973560333,0.2968534231185913,0.2531014680862427,0.31575819849967957
monkeys,0.17724116146564484,0.17670300602912903,0.14970813691616058,0.09091204404830933,0.24613893032073975,0.21233093738555908,0.2099972367286682,0.2123793363571167
do,0.4609605669975281,0.5246143937110901,0.10933273285627365,0.40812182426452637,0.38876664638519287,0.15088757872581482,0.22143949568271637,0.4093979299068451
it,0.45803478360176086,0.2993364930152893,0.15365919470787048,0.28007641434669495,0.513711154460907,0.2876833975315094,0.2598123252391815,0.25732165575027466
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.0984891727566719,-0.009905828163027763,0.016508836299180984,0.016431774944067,0.018684765323996544
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.25646987557411194,0.44245919585227966,0.3378419280052185,0.28056854009628296,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.20694120228290558,0.34778210520744324,0.5542377829551697,0.38552024960517883,0.2421150505542755,0.27921953797340393
understood,0.4601399898529053,0.3507465422153473,0.11290297657251358,0.2415061742067337,0.30868464708328247,0.21867336332798004,0.2690962255001068,0.27308014035224915
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2680947482585907,0.4645031690597534,0.3119256794452667,0.27584537863731384,0.4130953550338745
