,before,he,died,",",what,did,tesla,'s,father,ask,him,to,do,?
in,0.4155850410461426,0.41690486669540405,0.25881269574165344,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.17097744345664978,-0.037580832839012146,0.25954100489616394,0.13990627229213715,0.2284061461687088,0.45010748505592346,0.23402775824069977,0.20430970191955566
march,0.28611236810684204,0.31707748770713806,0.4193402826786041,0.4256272315979004,0.20529508590698242,0.27992504835128784,0.1457514613866806,-0.036253921687603,0.2330096811056137,0.23582370579242706,0.2824132740497589,0.2274535447359085,0.14290498197078705,0.2802562415599823
1879,0.04562971368432045,0.05235527828335762,0.010978356935083866,0.027387188747525215,-0.07866717875003815,0.022807810455560684,-0.045758847147226334,-0.04066148400306702,0.011265365406870842,0.03681416064500809,-0.04321448877453804,-0.0397687628865242,-0.09469834715127945,0.057432834059000015
",",0.3156566619873047,0.40251094102859497,0.36026471853256226,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.2689289450645447,0.31121695041656494,0.44245919585227966,0.3283645510673523,0.31091248989105225
milutin,0.1454564929008484,0.21514737606048584,0.2120995968580246,0.3123588562011719,0.15894187986850739,0.17131364345550537,0.39255380630493164,0.037752315402030945,0.19130650162696838,0.13459134101867676,0.1476648449897766,0.15062591433525085,0.13835951685905457,0.15096595883369446
tesla,0.14506052434444427,0.12373391538858414,0.04018354043364525,0.20599327981472015,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.18935662508010864,0.14682093262672424,0.17548894882202148,0.13880622386932373,0.10250775516033173
went,0.263990581035614,0.45040708780288696,0.3863450586795807,0.29013195633888245,0.20164033770561218,0.4810470640659332,0.028210537508130074,0.0411166250705719,0.3400847911834717,0.25774502754211426,0.40365469455718994,0.33234721422195435,0.20730239152908325,0.12109432369470596
to,0.4190867841243744,0.385390967130661,0.15773509442806244,0.44245919585227966,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.3951546251773834,0.4702378511428833,1.0,0.38876664638519287,0.29463258385658264
maribor,0.1739463210105896,0.22360263764858246,0.2132844626903534,0.2703421413898468,0.1174127608537674,0.12977203726768494,0.27573591470718384,0.019014649093151093,0.22333602607250214,0.12103632837533951,0.12685327231884003,0.12648990750312805,0.12307749688625336,0.11120094358921051
to,0.4190867841243744,0.385390967130661,0.15773509442806244,0.44245919585227966,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.3951546251773834,0.4702378511428833,1.0,0.38876664638519287,0.29463258385658264
beg,0.3302558362483978,0.1805371791124344,0.15217170119285583,0.2328723818063736,0.37084776163101196,0.3217836916446686,0.10455988347530365,0.024203866720199585,0.21867133677005768,0.3609279990196228,0.36318349838256836,0.30989694595336914,0.2875240445137024,0.2536768615245819
his,0.358011394739151,0.7171558737754822,0.38025936484336853,0.3378419280052185,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.047556519508361816,0.5241755247116089,0.23492445051670074,0.6629161238670349,0.3715193271636963,0.15088757872581482,0.18075084686279297
son,0.17931917309761047,0.391046404838562,0.39203399419784546,0.2594279944896698,0.15706995129585266,0.22313499450683594,0.11377096176147461,-0.035570673644542694,0.6500785946846008,0.1432129591703415,0.40081965923309326,0.16820268332958221,0.11116300523281097,0.14735563099384308
to,0.4190867841243744,0.385390967130661,0.15773509442806244,0.44245919585227966,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.3951546251773834,0.4702378511428833,1.0,0.38876664638519287,0.29463258385658264
return,0.22257539629936218,0.22716954350471497,0.15253354609012604,0.20895273983478546,0.18344242870807648,0.21141748130321503,0.010752317495644093,0.03277071565389633,0.2002526819705963,0.24215587973594666,0.3169489800930023,0.3110596537590027,0.22135837376117706,0.14655634760856628
home,0.22867853939533234,0.3083851933479309,0.3726308047771454,0.2790627181529999,0.1608789712190628,0.17098017036914825,0.03651725873351097,0.07170099765062332,0.27048203349113464,0.20090845227241516,0.24338161945343018,0.31056779623031616,0.1344684660434723,0.0757145956158638
",",0.3156566619873047,0.40251094102859497,0.36026471853256226,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.2689289450645447,0.31121695041656494,0.44245919585227966,0.3283645510673523,0.31091248989105225
but,0.413316935300827,0.3970399796962738,0.16285286843776703,0.48126736283302307,0.5029441118240356,0.49033689498901367,0.1549924612045288,0.04136733338236809,0.27937811613082886,0.3719583749771118,0.4199651777744293,0.5542377829551697,0.4077886939048767,0.27921953797340393
nikola,0.11396864801645279,0.19192713499069214,0.16570645570755005,0.22096014022827148,0.1137276440858841,0.1303156167268753,0.5656248331069946,0.03191572055220604,0.16963499784469604,0.15925613045692444,0.152231365442276,0.09627079218626022,0.08212794363498688,0.06297405064105988
refused,0.21614915132522583,0.33662843704223633,0.23988844454288483,0.2687305510044098,0.19773393869400024,0.5581128597259521,0.04939310997724533,0.033583253622055054,0.28389686346054077,0.38287365436553955,0.5120874047279358,0.41818010807037354,0.25703948736190796,0.14580921828746796
.,0.36693984270095825,0.38061028718948364,0.24093139171600342,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.17949827015399933,-0.003708066651597619,0.2509099841117859,0.2994236946105957,0.30228540301322937,0.4645031690597534,0.3613996207714081,0.4130953550338745
