,how,many,branches,does,the,rhine,branch,into,?
the,0.33890387415885925,0.4335206151008606,0.3295007646083832,0.35928019881248474,1.0,0.30735138058662415,0.2630956768989563,0.39493247866630554,0.22068053483963013
discharge,0.17195333540439606,0.15673960745334625,0.19484788179397583,0.2124834507703781,0.2714732885360718,0.22111549973487854,0.21553301811218262,0.203592449426651,0.13592740893363953
of,0.2480744868516922,0.37253960967063904,0.3017720878124237,0.3119818866252899,0.733189046382904,0.2548927664756775,0.23972897231578827,0.32255905866622925,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.3295007646083832,0.35928019881248474,1.0,0.30735138058662415,0.2630956768989563,0.39493247866630554,0.22068053483963013
rhine,0.09285783767700195,0.11647748202085495,0.2012234777212143,0.13532963395118713,0.30735138058662415,1.0,0.2070019692182541,0.1991104632616043,0.13754533231258392
is,0.22544461488723755,0.2649032473564148,0.2068059891462326,0.4403602182865143,0.5823672413825989,0.15617261826992035,0.17662303149700165,0.2619607150554657,0.22961433231830597
divided,0.1862497329711914,0.21604293584823608,0.3155995309352875,0.12029664218425751,0.34601110219955444,0.1956169605255127,0.20750533044338226,0.5344434976577759,0.10190024226903915
among,0.24921207129955292,0.4631800651550293,0.24598127603530884,0.13270315527915955,0.3507058024406433,0.12677797675132751,0.12185896933078766,0.23548991978168488,0.14343059062957764
three,0.23807744681835175,0.4501400589942932,0.26809582114219666,0.1872161626815796,0.43452659249305725,0.19711986184120178,0.19058072566986084,0.30367451906204224,0.20928427577018738
branches,0.21225906908512115,0.2960340082645416,1.0000001192092896,0.19476425647735596,0.3295007646083832,0.2012234777212143,0.7337728142738342,0.2831604778766632,0.12858285009860992
:,-0.11215605586767197,-0.10786184668540955,-0.05664069950580597,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.046770598739385605,-0.047708455473184586,-0.07156077772378922
the,0.33890387415885925,0.4335206151008606,0.3295007646083832,0.35928019881248474,1.0,0.30735138058662415,0.2630956768989563,0.39493247866630554,0.22068053483963013
river,0.09142279624938965,0.12832623720169067,0.22026997804641724,0.14026834070682526,0.2894456386566162,0.3672541379928589,0.24672359228134155,0.20569592714309692,0.15390869975090027
waal,0.16724680364131927,0.11125469207763672,0.16893550753593445,0.11804382503032684,0.14903073012828827,0.3682439625263214,0.18554948270320892,0.16071563959121704,0.11904393881559372
