,which,organization,released,a,california,earthquake,forecast,?
the,0.6521818041801453,0.311172217130661,0.24578391015529633,0.5829201340675354,0.2750805914402008,0.23442360758781433,0.2757755517959595,0.22068053483963013
usgs,0.19982890784740448,0.2156466394662857,0.1342005878686905,0.13887204229831696,0.3145684599876404,0.35114890336990356,0.3569261133670807,0.3154947757720947
has,0.4350704550743103,0.1966867297887802,0.17749027907848358,0.4670248031616211,0.1442752480506897,0.1329905390739441,0.15304122865200043,0.15994466841220856
released,0.2545137405395508,0.11929890513420105,1.0,0.23456448316574097,0.23643092811107635,0.15808835625648499,0.1701832413673401,0.20329579710960388
a,0.56894451379776,0.2565373480319977,0.23456448316574097,1.0,0.2426064908504486,0.2050093412399292,0.15496650338172913,0.23916715383529663
california,0.17128102481365204,0.1667855829000473,0.23643092811107635,0.2426064908504486,1.0,0.2565978169441223,0.1856531947851181,0.1409905105829239
earthquake,0.2056967169046402,0.14640730619430542,0.15808835625648499,0.2050093412399292,0.2565978169441223,1.0,0.2880716919898987,0.1966235339641571
forecast,0.24704937636852264,0.2426508367061615,0.1701832413673401,0.15496650338172913,0.1856531947851181,0.2880716919898987,0.9999999403953552,0.17008931934833527
which,1.0,0.3044796586036682,0.2545137405395508,0.56894451379776,0.17128102481365204,0.2056967169046402,0.24704937636852264,0.25814583897590637
models,0.23248709738254547,0.14027836918830872,0.1828659623861313,0.2741396725177765,0.22796054184436798,0.11017012596130371,0.2868601977825165,0.16656708717346191
earthquake,0.2056967169046402,0.14640730619430542,0.15808835625648499,0.2050093412399292,0.2565978169441223,1.0,0.2880716919898987,0.1966235339641571
occurrence,0.32856127619743347,0.1521717607975006,0.22468724846839905,0.2751205861568451,0.1397663950920105,0.3069993257522583,0.33094531297683716,0.25049254298210144
in,0.4840516746044159,0.2513086795806885,0.2659924626350403,0.539380669593811,0.2772824168205261,0.254849374294281,0.20226113498210907,0.20430970191955566
california,0.17128102481365204,0.1667855829000473,0.23643092811107635,0.2426064908504486,1.0,0.2565978169441223,0.1856531947851181,0.1409905105829239
.,0.45942068099975586,0.20656518638134003,0.298698753118515,0.50484299659729,0.2870451807975769,0.25678902864456177,0.18464753031730652,0.4130953550338745
,which,organization,released,a,california,earthquake,forecast,?
other,0.50507652759552,0.23159298300743103,0.2302817702293396,0.2806335389614105,0.19346874952316284,0.1309889554977417,0.15192382037639618,0.24682199954986572
faults,0.31374192237854004,0.13422350585460663,0.09110000729560852,0.189353346824646,0.17312301695346832,0.3727476894855499,0.2522895038127899,0.17420656979084015
include,0.33084139227867126,0.13651706278324127,0.164634570479393,0.18765322864055634,0.16449452936649323,0.08908109366893768,0.09972494095563889,0.14925788342952728
the,0.6521818041801453,0.311172217130661,0.24578391015529633,0.5829201340675354,0.2750805914402008,0.23442360758781433,0.2757755517959595,0.22068053483963013
san,0.190042182803154,0.2054537683725357,0.17647120356559753,0.19931553304195404,0.5170050263404846,0.23326025903224945,0.17936405539512634,0.10952327400445938
jacinto,0.2745024263858795,0.16278955340385437,0.19287222623825073,0.26031580567359924,0.3349591791629791,0.22393417358398438,0.18740375339984894,0.15754275023937225
fault,0.25289228558540344,0.06189391762018204,0.14364996552467346,0.20718993246555328,0.23573224246501923,0.36632633209228516,0.2576943039894104,0.1623915582895279
",",0.3658004403114319,0.1819751113653183,0.2775750756263733,0.427140474319458,0.2704589068889618,0.25736936926841736,0.20783181488513947,0.31091248989105225
the,0.6521818041801453,0.311172217130661,0.24578391015529633,0.5829201340675354,0.2750805914402008,0.23442360758781433,0.2757755517959595,0.22068053483963013
puente,0.17839032411575317,0.17942988872528076,0.16592693328857422,0.1918913573026657,0.35453903675079346,0.20009976625442505,0.1407208889722824,0.14481209218502045
hills,0.2131224125623703,0.029822947457432747,0.09220976382493973,0.1921977996826172,0.34253862500190735,0.18097838759422302,0.14999458193778992,0.09409230202436447
fault,0.25289228558540344,0.06189391762018204,0.14364996552467346,0.20718993246555328,0.23573224246501923,0.36632633209228516,0.2576943039894104,0.1623915582895279
",",0.3658004403114319,0.1819751113653183,0.2775750756263733,0.427140474319458,0.2704589068889618,0.25736936926841736,0.20783181488513947,0.31091248989105225
and,0.506277859210968,0.21951423585414886,0.2706851661205292,0.3739250600337982,0.2441616654396057,0.17351864278316498,0.22167633473873138,0.20544172823429108
the,0.6521818041801453,0.311172217130661,0.24578391015529633,0.5829201340675354,0.2750805914402008,0.23442360758781433,0.2757755517959595,0.22068053483963013
elsinore,0.21768496930599213,0.18158167600631714,0.16807277500629425,0.23610110580921173,0.4058917164802551,0.231693834066391,0.18584315478801727,0.2678048312664032
fault,0.25289228558540344,0.06189391762018204,0.14364996552467346,0.20718993246555328,0.23573224246501923,0.36632633209228516,0.2576943039894104,0.1623915582895279
zone,0.23991791903972626,0.09979908913373947,0.12168130278587341,0.19739283621311188,0.18020963668823242,0.18804208934307098,0.23643262684345245,0.1173049733042717
.,0.45942068099975586,0.20656518638134003,0.298698753118515,0.50484299659729,0.2870451807975769,0.25678902864456177,0.18464753031730652,0.4130953550338745
