,evolution,of,what,part,of,the,immune,system,occurred,in,the,evolutionary,ancestor,of,jawed,vertebrates,?
evolution,0.9999999403953552,0.23780936002731323,0.2432696372270584,0.15002387762069702,0.23780936002731323,0.2514035999774933,0.26649582386016846,0.20903953909873962,0.2904263734817505,0.2174839824438095,0.2514035999774933,0.8545306324958801,0.33843231201171875,0.23780936002731323,0.3225803077220917,0.4439032971858978,0.26797422766685486
of,0.23780936002731323,1.0,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.16620753705501556,0.25597915053367615,0.31296631693840027,0.5696388483047485,0.733189046382904,0.2917879819869995,0.23326565325260162,1.0,0.21173660457134247,0.2946195900440216,0.1826142966747284
the,0.2514035999774933,0.733189046382904,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.21364226937294006,0.3233085572719574,0.3372073173522949,0.6662389636039734,1.0,0.24718289077281952,0.2142530232667923,0.733189046382904,0.20447887480258942,0.3000766634941101,0.22068053483963013
adaptive,0.42405611276626587,0.18422213196754456,0.22806508839130402,0.17088234424591064,0.18422213196754456,0.25968632102012634,0.4945787191390991,0.31361085176467896,0.3295813202857971,0.22990182042121887,0.25968632102012634,0.4386930465698242,0.31886816024780273,0.18422213196754456,0.3620651960372925,0.45574235916137695,0.12147218734025955
immune,0.26649582386016846,0.16620753705501556,0.2410416603088379,0.165080264210701,0.16620753705501556,0.21364226937294006,1.0,0.3962631821632385,0.1673150211572647,0.14682820439338684,0.21364226937294006,0.2652539014816284,0.21430157124996185,0.16620753705501556,0.27702590823173523,0.44061943888664246,0.16080476343631744
system,0.20903953909873962,0.25597915053367615,0.23557309806346893,0.2814725935459137,0.25597915053367615,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.13357363641262054,0.21978288888931274,0.3233085572719574,0.18967849016189575,0.09255515038967133,0.25597915053367615,0.11240080744028091,0.30950847268104553,0.15556083619594574
occurred,0.2904263734817505,0.31296631693840027,0.22118957340717316,0.23601406812667847,0.31296631693840027,0.3372073173522949,0.1673150211572647,0.13357363641262054,1.0000001192092896,0.3479720652103424,0.3372073173522949,0.273948073387146,0.19763189554214478,0.31296631693840027,0.23374103009700775,0.210069939494133,0.15880417823791504
in,0.2174839824438095,0.5696388483047485,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.14682820439338684,0.21978288888931274,0.3479720652103424,1.0,0.6662389636039734,0.22655390202999115,0.19040212035179138,0.5696388483047485,0.20179776847362518,0.2620749771595001,0.20430970191955566
an,0.17843130230903625,0.32280945777893066,0.2821882665157318,0.3128427565097809,0.32280945777893066,0.4207492768764496,0.20370379090309143,0.17536801099777222,0.21594883501529694,0.2605783939361572,0.4207492768764496,0.20994029939174652,0.14282234013080597,0.32280945777893066,0.15294088423252106,0.18064038455486298,0.19793890416622162
ancestor,0.33843231201171875,0.23326565325260162,0.16140799224376678,0.20815548300743103,0.23326565325260162,0.2142530232667923,0.21430157124996185,0.09255515038967133,0.19763189554214478,0.19040212035179138,0.2142530232667923,0.3807237446308136,1.0000001192092896,0.23326565325260162,0.3892532289028168,0.34290170669555664,0.14805565774440765
of,0.23780936002731323,1.0,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.16620753705501556,0.25597915053367615,0.31296631693840027,0.5696388483047485,0.733189046382904,0.2917879819869995,0.23326565325260162,1.0,0.21173660457134247,0.2946195900440216,0.1826142966747284
the,0.2514035999774933,0.733189046382904,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.21364226937294006,0.3233085572719574,0.3372073173522949,0.6662389636039734,1.0,0.24718289077281952,0.2142530232667923,0.733189046382904,0.20447887480258942,0.3000766634941101,0.22068053483963013
jawed,0.3225803077220917,0.21173660457134247,0.13097071647644043,0.16547566652297974,0.21173660457134247,0.20447887480258942,0.27702590823173523,0.11240080744028091,0.23374103009700775,0.20179776847362518,0.20447887480258942,0.39200878143310547,0.3892532289028168,0.21173660457134247,1.0,0.5698410272598267,0.19950076937675476
vertebrates,0.4439032971858978,0.2946195900440216,0.21643035113811493,0.2543667256832123,0.2946195900440216,0.3000766634941101,0.44061943888664246,0.30950847268104553,0.210069939494133,0.2620749771595001,0.3000766634941101,0.4828668534755707,0.34290170669555664,0.2946195900440216,0.5698410272598267,1.0000001192092896,0.19819197058677673
.,0.3021080791950226,0.5352458953857422,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.2029680609703064,0.5591574311256409,0.5934505462646484,0.2936975061893463,0.18910954892635345,0.5352458953857422,0.2343483865261078,0.26288262009620667,0.4130953550338745
,evolution,of,what,part,of,the,immune,system,occurred,in,the,evolutionary,ancestor,of,jawed,vertebrates,?
many,0.26993319392204285,0.37253960967063904,0.36131182312965393,0.2827394902706146,0.37253960967063904,0.4335206151008606,0.2700537145137787,0.2631138563156128,0.24568422138690948,0.41474202275276184,0.4335206151008606,0.26360833644866943,0.2295670360326767,0.37253960967063904,0.25549644231796265,0.2343185842037201,0.2124512493610382
of,0.23780936002731323,1.0,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.16620753705501556,0.25597915053367615,0.31296631693840027,0.5696388483047485,0.733189046382904,0.2917879819869995,0.23326565325260162,1.0,0.21173660457134247,0.2946195900440216,0.1826142966747284
the,0.2514035999774933,0.733189046382904,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.21364226937294006,0.3233085572719574,0.3372073173522949,0.6662389636039734,1.0,0.24718289077281952,0.2142530232667923,0.733189046382904,0.20447887480258942,0.3000766634941101,0.22068053483963013
classical,0.19706396758556366,0.2391258031129837,0.22816240787506104,0.1852109283208847,0.2391258031129837,0.20384269952774048,0.10164280980825424,0.10931266844272614,0.1530296355485916,0.2431333363056183,0.20384269952774048,0.264810711145401,0.2492395043373108,0.2391258031129837,0.17297326028347015,0.16969169676303864,0.18862907588481903
molecules,0.28722110390663147,0.24428431689739227,0.2143162339925766,0.16964176297187805,0.24428431689739227,0.2374771386384964,0.3475925624370575,0.26136019825935364,0.09282803535461426,0.2197362184524536,0.2374771386384964,0.3330402374267578,0.16912248730659485,0.24428431689739227,0.2517775297164917,0.4196745455265045,0.17409995198249817
of,0.23780936002731323,1.0,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.16620753705501556,0.25597915053367615,0.31296631693840027,0.5696388483047485,0.733189046382904,0.2917879819869995,0.23326565325260162,1.0,0.21173660457134247,0.2946195900440216,0.1826142966747284
the,0.2514035999774933,0.733189046382904,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.21364226937294006,0.3233085572719574,0.3372073173522949,0.6662389636039734,1.0,0.24718289077281952,0.2142530232667923,0.733189046382904,0.20447887480258942,0.3000766634941101,0.22068053483963013
adaptive,0.42405611276626587,0.18422213196754456,0.22806508839130402,0.17088234424591064,0.18422213196754456,0.25968632102012634,0.4945787191390991,0.31361085176467896,0.3295813202857971,0.22990182042121887,0.25968632102012634,0.4386930465698242,0.31886816024780273,0.18422213196754456,0.3620651960372925,0.45574235916137695,0.12147218734025955
immune,0.26649582386016846,0.16620753705501556,0.2410416603088379,0.165080264210701,0.16620753705501556,0.21364226937294006,1.0,0.3962631821632385,0.1673150211572647,0.14682820439338684,0.21364226937294006,0.2652539014816284,0.21430157124996185,0.16620753705501556,0.27702590823173523,0.44061943888664246,0.16080476343631744
system,0.20903953909873962,0.25597915053367615,0.23557309806346893,0.2814725935459137,0.25597915053367615,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.13357363641262054,0.21978288888931274,0.3233085572719574,0.18967849016189575,0.09255515038967133,0.25597915053367615,0.11240080744028091,0.30950847268104553,0.15556083619594574
(,0.18641385436058044,0.35032153129577637,0.2411840260028839,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.08545625954866409,0.15626809000968933,0.19396212697029114,0.3087427020072937,0.33289089798927307,0.21923832595348358,0.23091480135917664,0.35032153129577637,0.16179534792900085,0.16492655873298645,0.40561532974243164
e.g.,-0.018185164779424667,-0.0030048114713281393,0.04733210429549217,0.0668429583311081,-0.0030048114713281393,-0.0011739471228793263,-0.014204205013811588,0.0647004023194313,-0.09591256082057953,-0.06976211816072464,-0.0011739471228793263,-0.05249970406293869,0.01682894490659237,-0.0030048114713281393,-0.1775052547454834,-0.05023603513836861,0.018727071583271027
",",0.2198648303747177,0.4946078956127167,0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.28958946466445923,0.5201468467712402,0.4933079481124878,0.2525487542152405,0.25656500458717346,0.4946078956127167,0.2612835168838501,0.2315424084663391,0.31091248989105225
immunoglobulins,0.3256896138191223,0.24303264915943146,0.18903914093971252,0.19878701865673065,0.24303264915943146,0.26144325733184814,0.7463636994361877,0.37885281443595886,0.1756613701581955,0.18976013362407684,0.26144325733184814,0.3600684106349945,0.2851468324661255,0.24303264915943146,0.39639708399772644,0.594145655632019,0.1932239830493927
and,0.19243520498275757,0.5116966962814331,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.14400269091129303,0.231138214468956,0.21147121489048004,0.4954058527946472,0.5171257257461548,0.21789754927158356,0.21572472155094147,0.5116966962814331,0.2389185130596161,0.2606973946094513,0.20544172823429108
t,0.22064025700092316,0.14617829024791718,0.37454068660736084,0.12220990657806396,0.14617829024791718,0.2083338052034378,0.24755755066871643,0.15903478860855103,0.1411716789007187,0.1924382597208023,0.2083338052034378,0.18906541168689728,0.13044075667858124,0.14617829024791718,0.1610799878835678,0.25274762511253357,0.4954066574573517
cell,0.28385433554649353,0.18332023918628693,0.19222842156887054,0.15823718905448914,0.18332023918628693,0.15822452306747437,0.39050236344337463,0.19477003812789917,0.13346083462238312,0.16478286683559418,0.15822452306747437,0.32348522543907166,0.17549797892570496,0.18332023918628693,0.207375168800354,0.3590555787086487,0.2058541625738144
receptors,0.2113623172044754,0.19634202122688293,0.2304931879043579,0.19433139264583588,0.19634202122688293,0.2622849941253662,0.5147067904472351,0.2696112394332886,0.15161345899105072,0.196920245885849,0.2622849941253662,0.25900816917419434,0.16258865594863892,0.19634202122688293,0.29495754837989807,0.48123592138290405,0.1343143880367279
),0.15499335527420044,0.3680361211299896,0.26259949803352356,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.052535902708768845,0.15207810699939728,0.18716245889663696,0.3326910734176636,0.3456730246543884,0.19958247244358063,0.21510623395442963,0.3680361211299896,0.17491568624973297,0.14328941702842712,0.42300865054130554
exist,0.25962185859680176,0.28013259172439575,0.3340267241001129,0.22341439127922058,0.28013259172439575,0.3024537265300751,0.19829653203487396,0.21557503938674927,0.27971699833869934,0.2361043095588684,0.3024537265300751,0.23862475156784058,0.21010662615299225,0.28013259172439575,0.1856132447719574,0.21828658878803253,0.28923845291137695
only,0.22057616710662842,0.49632513523101807,0.41415658593177795,0.3272135257720947,0.49632513523101807,0.5497692227363586,0.22060026228427887,0.3086473345756531,0.2750474810600281,0.42992329597473145,0.5497692227363586,0.20190732181072235,0.20810163021087646,0.49632513523101807,0.23712673783302307,0.2799844741821289,0.2767370045185089
