,how,are,the,total,numbers,of,seats,allocated,to,parties,?
the,0.33890387415885925,0.40399202704429626,1.0,0.27068960666656494,0.293011337518692,0.733189046382904,0.25880131125450134,0.35371720790863037,0.535392165184021,0.2535073459148407,0.22068053483963013
total,0.22199897468090057,0.2363838106393814,0.27068960666656494,0.9999999403953552,0.3145025372505188,0.29045331478118896,0.2837938368320465,0.25046202540397644,0.22792020440101624,0.13381868600845337,0.14396025240421295
number,0.2725796401500702,0.3537501394748688,0.35145696997642517,0.42508429288864136,0.7132124304771423,0.2778518795967102,0.23815014958381653,0.303261399269104,0.2706126868724823,0.21739031374454498,0.19256845116615295
of,0.2480744868516922,0.39081433415412903,0.733189046382904,0.29045331478118896,0.228018656373024,1.0,0.22482673823833466,0.3184435963630676,0.41548454761505127,0.2394237220287323,0.1826142966747284
seats,0.08405140787363052,0.1952616572380066,0.25880131125450134,0.2837938368320465,0.2421749085187912,0.22482673823833466,1.0,0.28580114245414734,0.19008702039718628,0.44733306765556335,0.10678832978010178
in,0.2601168751716614,0.3841303884983063,0.6662389636039734,0.27667245268821716,0.23087690770626068,0.5696388483047485,0.26510122418403625,0.2639060914516449,0.45010748505592346,0.21453756093978882,0.20430970191955566
the,0.33890387415885925,0.40399202704429626,1.0,0.27068960666656494,0.293011337518692,0.733189046382904,0.25880131125450134,0.35371720790863037,0.535392165184021,0.2535073459148407,0.22068053483963013
parliament,0.13635116815567017,0.09480422735214233,0.26521381735801697,0.13114523887634277,0.1172514259815216,0.2885259687900543,0.45153921842575073,0.22203321754932404,0.20290622115135193,0.41198354959487915,0.1586504578590393
are,0.311818927526474,1.0,0.40399202704429626,0.2363838106393814,0.37760815024375916,0.39081433415412903,0.1952616572380066,0.3023959994316101,0.3504326641559601,0.24644415080547333,0.24591213464736938
allocated,0.2235974222421646,0.3023959994316101,0.35371720790863037,0.25046202540397644,0.35110607743263245,0.3184435963630676,0.28580114245414734,0.9999998807907104,0.2885535657405853,0.19478528201580048,0.17195001244544983
to,0.44169697165489197,0.3504326641559601,0.535392165184021,0.22792020440101624,0.29515770077705383,0.41548454761505127,0.19008702039718628,0.2885535657405853,1.0,0.22887584567070007,0.29463258385658264
parties,0.1722421944141388,0.24644415080547333,0.2535073459148407,0.13381868600845337,0.20951780676841736,0.2394237220287323,0.44733306765556335,0.19478528201580048,0.22887584567070007,1.0000001192092896,0.16949701309204102
proportionally,0.2755733132362366,0.34673207998275757,0.32802751660346985,0.3392275273799896,0.38210445642471313,0.3156268000602722,0.3040619492530823,0.3078528046607971,0.3466973304748535,0.2738705575466156,0.14331315457820892
to,0.44169697165489197,0.3504326641559601,0.535392165184021,0.22792020440101624,0.29515770077705383,0.41548454761505127,0.19008702039718628,0.2885535657405853,1.0,0.22887584567070007,0.29463258385658264
the,0.33890387415885925,0.40399202704429626,1.0,0.27068960666656494,0.293011337518692,0.733189046382904,0.25880131125450134,0.35371720790863037,0.535392165184021,0.2535073459148407,0.22068053483963013
number,0.2725796401500702,0.3537501394748688,0.35145696997642517,0.42508429288864136,0.7132124304771423,0.2778518795967102,0.23815014958381653,0.303261399269104,0.2706126868724823,0.21739031374454498,0.19256845116615295
of,0.2480744868516922,0.39081433415412903,0.733189046382904,0.29045331478118896,0.228018656373024,1.0,0.22482673823833466,0.3184435963630676,0.41548454761505127,0.2394237220287323,0.1826142966747284
votes,0.21260926127433777,0.1935156136751175,0.2303277552127838,0.32263991236686707,0.2604595422744751,0.20024310052394867,0.4076401889324188,0.260802686214447,0.24744294583797455,0.3421555161476135,0.23052719235420227
received,0.09265316277742386,0.13533364236354828,0.24890556931495667,0.13877590000629425,0.11768586933612823,0.2628524899482727,0.14003616571426392,0.21693415939807892,0.18226240575313568,0.12870845198631287,0.11905962228775024
in,0.2601168751716614,0.3841303884983063,0.6662389636039734,0.27667245268821716,0.23087690770626068,0.5696388483047485,0.26510122418403625,0.2639060914516449,0.45010748505592346,0.21453756093978882,0.20430970191955566
the,0.33890387415885925,0.40399202704429626,1.0,0.27068960666656494,0.293011337518692,0.733189046382904,0.25880131125450134,0.35371720790863037,0.535392165184021,0.2535073459148407,0.22068053483963013
second,0.16459402441978455,0.13331100344657898,0.4620301127433777,0.1745782345533371,0.14482809603214264,0.353416383266449,0.21226128935813904,0.19992583990097046,0.3098561465740204,0.17288446426391602,0.17239587008953094
vote,0.2566540539264679,0.20448122918605804,0.22779929637908936,0.25600868463516235,0.2234662026166916,0.19845709204673767,0.38724228739738464,0.20541150867938995,0.2892617881298065,0.3459550440311432,0.2888886630535126
of,0.2480744868516922,0.39081433415412903,0.733189046382904,0.29045331478118896,0.228018656373024,1.0,0.22482673823833466,0.3184435963630676,0.41548454761505127,0.2394237220287323,0.1826142966747284
the,0.33890387415885925,0.40399202704429626,1.0,0.27068960666656494,0.293011337518692,0.733189046382904,0.25880131125450134,0.35371720790863037,0.535392165184021,0.2535073459148407,0.22068053483963013
ballot,0.16347037255764008,0.17556770145893097,0.26649942994117737,0.21620523929595947,0.24777205288410187,0.21522194147109985,0.3805030584335327,0.23881866037845612,0.2527129054069519,0.35461512207984924,0.19360579550266266
using,0.39886897802352905,0.3385874032974243,0.28364112973213196,0.1707046926021576,0.3178364634513855,0.24298200011253357,0.081309013068676,0.24154138565063477,0.3678804934024811,0.17579971253871918,0.2804589569568634
the,0.33890387415885925,0.40399202704429626,1.0,0.27068960666656494,0.293011337518692,0.733189046382904,0.25880131125450134,0.35371720790863037,0.535392165184021,0.2535073459148407,0.22068053483963013
d'hondt,0.12969151139259338,0.027476081624627113,0.12552154064178467,0.15365295112133026,0.11955343931913376,0.21615272760391235,0.20008249580860138,0.19156688451766968,0.13610240817070007,0.2154289186000824,0.14649474620819092
method,0.3021480143070221,0.18370844423770905,0.21624743938446045,0.13453266024589539,0.26145756244659424,0.22896558046340942,0.04986245930194855,0.19201062619686127,0.2593044936656952,0.13180778920650482,0.2194802314043045
