,where,did,one,of,triton,'s,daughters,decide,she,wanted,to,hang,out,and,stay,?
one,0.3907615840435028,0.27659472823143005,1.0000001192092896,0.4999135136604309,0.3283657431602478,0.06913424283266068,0.3016913831233978,0.35151413083076477,0.2882780432701111,0.2971758544445038,0.4025384783744812,0.23264813423156738,0.3521561622619629,0.42438167333602905,0.2886272668838501,0.2673267424106598
of,0.38066378235816956,0.2513895630836487,0.4999135136604309,1.0,0.2622968256473541,-0.03817026689648628,0.18476681411266327,0.2682307958602905,0.28080645203590393,0.28092440962791443,0.41548454761505127,0.14368058741092682,0.34176841378211975,0.5116966962814331,0.20201723277568817,0.1826142966747284
them,0.38025808334350586,0.44189682602882385,0.4273320138454437,0.34503093361854553,0.29323333501815796,0.025712676346302032,0.30505335330963135,0.4693654775619507,0.31371259689331055,0.43263545632362366,0.5916602611541748,0.30157729983329773,0.4511464536190033,0.48717668652534485,0.415265828371048,0.35435691475868225
decided,0.2207200527191162,0.5689980983734131,0.27310609817504883,0.2880963683128357,0.1632983237504959,0.06634151935577393,0.1969267725944519,0.6278474926948547,0.2472708523273468,0.6825668215751648,0.43155255913734436,0.11723389476537704,0.2783070504665375,0.2995150089263916,0.2983194887638092,0.258772075176239
to,0.47735077142715454,0.4452643394470215,0.4025384783744812,0.41548454761505127,0.23650850355625153,0.03782717138528824,0.17394913733005524,0.4438391625881195,0.31156328320503235,0.47293567657470703,1.0,0.19819235801696777,0.42386990785598755,0.48971283435821533,0.39492106437683105,0.29463258385658264
stay,0.34128016233444214,0.2606133222579956,0.2886272668838501,0.20201723277568817,0.2653474509716034,0.017655545845627785,0.21761280298233032,0.40933048725128174,0.24091801047325134,0.3361402750015259,0.39492106437683105,0.29022538661956787,0.28718239068984985,0.279899924993515,1.0,0.22141321003437042
on,0.37630224227905273,0.2670976221561432,0.3601475656032562,0.3966929316520691,0.22731807827949524,0.0026888418942689896,0.11712479591369629,0.26825201511383057,0.31224578619003296,0.23428498208522797,0.41031414270401,0.16153067350387573,0.39060163497924805,0.4077630043029785,0.23727947473526,0.2714994251728058
the,0.5003893971443176,0.34736719727516174,0.5514441132545471,0.733189046382904,0.29147884249687195,-0.01540423184633255,0.14048056304454803,0.35331496596336365,0.36308351159095764,0.3011050522327423,0.535392165184021,0.1977388560771942,0.39404502511024475,0.5171257257461548,0.2869375944137573,0.22068053483963013
coast,0.253967821598053,0.14056022465229034,0.25269773602485657,0.2811681628227234,0.22454549372196198,0.02010589838027954,0.14621344208717346,0.14055724442005157,0.15829890966415405,0.1896241009235382,0.23308983445167542,0.029928168281912804,0.1962049901485443,0.2847609519958496,0.15320837497711182,0.15869849920272827
of,0.38066378235816956,0.2513895630836487,0.4999135136604309,1.0,0.2622968256473541,-0.03817026689648628,0.18476681411266327,0.2682307958602905,0.28080645203590393,0.28092440962791443,0.41548454761505127,0.14368058741092682,0.34176841378211975,0.5116966962814331,0.20201723277568817,0.1826142966747284
denmark,0.16494178771972656,0.1594432145357132,0.17179714143276215,0.23152917623519897,0.171380415558815,0.07505051791667938,0.18017415702342987,0.1741919368505478,0.2298729419708252,0.1814112663269043,0.2133386731147766,0.11412806808948517,0.14007143676280975,0.2965224087238312,0.21659603714942932,0.12332404404878616
and,0.43859338760375977,0.34479495882987976,0.42438167333602905,0.5116966962814331,0.22412361204624176,0.06895173341035843,0.2546456456184387,0.2803935110569,0.4178990125656128,0.33708932995796204,0.48971283435821533,0.21056894958019257,0.3881998062133789,1.0,0.279899924993515,0.20544172823429108
can,0.3773181736469269,0.32383522391319275,0.34032124280929565,0.2603091299533844,0.22929821908473969,-0.02075597457587719,0.0457506962120533,0.3637886345386505,0.16583286225795746,0.3291582763195038,0.4979398250579834,0.2940365672111511,0.33329886198043823,0.3675691485404968,0.3147687613964081,0.3226337134838104
be,0.3651217818260193,0.22657383978366852,0.4154875874519348,0.33904364705085754,0.2421131432056427,0.025217169895768166,0.09917531907558441,0.3724094033241272,0.2869488298892975,0.254121869802475,0.4972836375236511,0.25735899806022644,0.3626708686351776,0.41766801476478577,0.4161105453968048,0.3324260413646698
seen,0.25857648253440857,0.23731118440628052,0.3105357885360718,0.28639769554138184,0.3092164099216461,-0.00155794492457062,0.14025485515594482,0.17321588099002838,0.19787071645259857,0.22372277081012726,0.2634880542755127,0.24571575224399567,0.22704845666885376,0.2522655725479126,0.23391707241535187,0.2567344307899475
sitting,0.30877766013145447,0.22488567233085632,0.29901841282844543,0.25816693902015686,0.1704922616481781,-0.03306948021054268,0.16552484035491943,0.2622334361076355,0.2956989109516144,0.20390771329402924,0.24549341201782227,0.33582210540771484,0.23420079052448273,0.22681930661201477,0.32906901836395264,0.1758238524198532
at,0.4402937591075897,0.28390252590179443,0.32580816745758057,0.42558613419532776,0.23290176689624786,-0.08481216430664062,0.20826828479766846,0.19608214497566223,0.30755123496055603,0.24173520505428314,0.36524343490600586,0.14755600690841675,0.2881071865558624,0.3571503460407257,0.23286797106266022,0.21978627145290375
the,0.5003893971443176,0.34736719727516174,0.5514441132545471,0.733189046382904,0.29147884249687195,-0.01540423184633255,0.14048056304454803,0.35331496596336365,0.36308351159095764,0.3011050522327423,0.535392165184021,0.1977388560771942,0.39404502511024475,0.5171257257461548,0.2869375944137573,0.22068053483963013
entrance,0.31758999824523926,0.1534663289785385,0.23449130356311798,0.2534947693347931,0.16686893999576569,0.017093738541007042,0.08045297861099243,0.20185674726963043,0.18859510123729706,0.21692810952663422,0.24082104861736298,0.2280874252319336,0.220962256193161,0.24038183689117432,0.24490834772586823,0.07963564246892929
to,0.47735077142715454,0.4452643394470215,0.4025384783744812,0.41548454761505127,0.23650850355625153,0.03782717138528824,0.17394913733005524,0.4438391625881195,0.31156328320503235,0.47293567657470703,1.0,0.19819235801696777,0.42386990785598755,0.48971283435821533,0.39492106437683105,0.29463258385658264
the,0.5003893971443176,0.34736719727516174,0.5514441132545471,0.733189046382904,0.29147884249687195,-0.01540423184633255,0.14048056304454803,0.35331496596336365,0.36308351159095764,0.3011050522327423,0.535392165184021,0.1977388560771942,0.39404502511024475,0.5171257257461548,0.2869375944137573,0.22068053483963013
port,0.18759340047836304,0.10525383055210114,0.1711154729127884,0.19644224643707275,0.1683044284582138,-0.003070170758292079,0.14561255276203156,0.11339716613292694,0.1254858821630478,0.13415443897247314,0.23759682476520538,0.09123080968856812,0.1237284392118454,0.21930254995822906,0.17366613447666168,0.06519711017608643
of,0.38066378235816956,0.2513895630836487,0.4999135136604309,1.0,0.2622968256473541,-0.03817026689648628,0.18476681411266327,0.2682307958602905,0.28080645203590393,0.28092440962791443,0.41548454761505127,0.14368058741092682,0.34176841378211975,0.5116966962814331,0.20201723277568817,0.1826142966747284
copenhagen,0.22832395136356354,0.17593765258789062,0.17776159942150116,0.21668563783168793,0.16260267794132233,0.054590821266174316,0.12244284152984619,0.0915781557559967,0.21934375166893005,0.13073471188545227,0.14256875216960907,0.18533654510974884,0.16015775501728058,0.18232852220535278,0.16272443532943726,0.11984739452600479
.,0.41390106081962585,0.35288307070732117,0.4123194217681885,0.5352458953857422,0.22597315907478333,-0.003708066651597619,0.20027227699756622,0.26475638151168823,0.3206634521484375,0.30680814385414124,0.4645031690597534,0.20233863592147827,0.34234723448753357,0.588965117931366,0.3077605068683624,0.4130953550338745
