,who,does,bskyb,have,an,operating,license,from,?
bskyb,0.14450614154338837,0.12919114530086517,1.0000001192092896,0.1284031718969345,0.1599401980638504,0.25496572256088257,0.1877814084291458,0.12453003972768784,0.2979319989681244
has,0.2558172643184662,0.42885294556617737,0.16187067329883575,0.6353569626808167,0.2991473078727722,0.2069549709558487,0.10120516270399094,0.2621968984603882,0.15994466841220856
no,0.19753101468086243,0.29778221249580383,0.22499801218509674,0.38691386580467224,0.19335412979125977,0.15995343029499054,0.19209572672843933,0.19692718982696533,0.32165053486824036
veto,0.2251039743423462,0.2592407763004303,0.13764001429080963,0.237818643450737,0.15834678709506989,0.18300728499889374,0.20451569557189941,0.1785731017589569,0.2314452826976776
over,0.316001296043396,0.24276040494441986,0.1823693960905075,0.41283175349235535,0.22070914506912231,0.22543083131313324,0.1655140221118927,0.37539660930633545,0.25742942094802856
the,0.3733934462070465,0.35928019881248474,0.20915858447551727,0.40389683842658997,0.4207492768764496,0.28778329491615295,0.1774267554283142,0.40150508284568787,0.22068053483963013
presence,0.19076025485992432,0.29169902205467224,0.054540544748306274,0.3258243203163147,0.24403609335422516,0.17145416140556335,0.1111825555562973,0.19627365469932556,0.08592845499515533
of,0.2827862501144409,0.3119818866252899,0.16413870453834534,0.3802283704280853,0.32280945777893066,0.27346423268318176,0.1283414661884308,0.4249346852302551,0.1826142966747284
channels,0.13797876238822937,0.21262475848197937,0.1449941098690033,0.25305649638175964,0.1705780029296875,0.31161606311798096,0.18697738647460938,0.14713366329669952,0.19657258689403534
on,0.2340552806854248,0.2568802833557129,0.13935911655426025,0.36494916677474976,0.3192969560623169,0.3017979860305786,0.15617136657238007,0.36926645040512085,0.2714994251728058
their,0.3767721951007843,0.29094186425209045,0.12142784148454666,0.523270845413208,0.19624626636505127,0.22951191663742065,0.19858941435813904,0.3038119673728943,0.1898253709077835
epg,0.13855887949466705,0.14087262749671936,0.40907707810401917,0.21750004589557648,0.17216195166110992,0.3046596348285675,0.21427425742149353,0.20806407928466797,0.23839257657527924
",",0.3365725874900818,0.28617382049560547,0.2852807641029358,0.3541618287563324,0.3581022024154663,0.28136807680130005,0.1872958391904831,0.39760664105415344,0.31091248989105225
with,0.3282766342163086,0.26186925172805786,0.18421940505504608,0.48046383261680603,0.2730048894882202,0.23725345730781555,0.14005598425865173,0.26272761821746826,0.2433311939239502
open,0.1337064653635025,0.10294399410486221,0.1688537895679474,0.25135770440101624,0.18500497937202454,0.27229079604148865,0.26132631301879883,0.17097608745098114,0.20715104043483734
access,0.19773592054843903,0.2575353980064392,0.14199985563755035,0.3309611678123474,0.21247172355651855,0.3308407664299011,0.27190572023391724,0.2399352490901947,0.2482174038887024
being,0.44037187099456787,0.25347548723220825,0.116207055747509,0.47529760003089905,0.2743402123451233,0.27278846502304077,0.1956944614648819,0.32622846961021423,0.26743772625923157
an,0.2848317325115204,0.29477936029434204,0.1599401980638504,0.22897054255008698,1.0,0.20448406040668488,0.13823743164539337,0.20876385271549225,0.19793890416622162
enforced,0.3077579438686371,0.2520555853843689,0.17442534863948822,0.297704815864563,0.16578835248947144,0.20985642075538635,0.29470545053482056,0.1840595304965973,0.21104566752910614
part,0.19576206803321838,0.26684749126434326,0.21477334201335907,0.25547030568122864,0.3128427565097809,0.26525217294692993,0.12499640882015228,0.31841611862182617,0.08557961881160736
of,0.2827862501144409,0.3119818866252899,0.16413870453834534,0.3802283704280853,0.32280945777893066,0.27346423268318176,0.1283414661884308,0.4249346852302551,0.1826142966747284
their,0.3767721951007843,0.29094186425209045,0.12142784148454666,0.523270845413208,0.19624626636505127,0.22951191663742065,0.19858941435813904,0.3038119673728943,0.1898253709077835
operating,0.18843333423137665,0.2529928386211395,0.25496572256088257,0.2185954749584198,0.20448406040668488,0.9999998807907104,0.3449038863182068,0.20250214636325836,0.15840965509414673
licence,0.22935326397418976,0.19383816421031952,0.20219174027442932,0.20448702573776245,0.16611729562282562,0.29886600375175476,0.8001816272735596,0.2068467140197754,0.14982500672340393
from,0.27839982509613037,0.1777622550725937,0.12453003972768784,0.30702701210975647,0.20876385271549225,0.20250214636325836,0.20911633968353271,1.0,0.19969791173934937
ofcom,0.24222104251384735,0.34829050302505493,0.27270790934562683,0.2726907432079315,0.27821820974349976,0.4015555679798126,0.283180832862854,0.18944847583770752,0.2874191105365753
.,0.3541337847709656,0.3022993505001068,0.2844841778278351,0.41614407300949097,0.3581749200820923,0.24669770896434784,0.19337931275367737,0.41536515951156616,0.4130953550338745
