,how,long,was,he,in,bed,from,cholera,?
shortly,0.1427200883626938,0.21751251816749573,0.36920204758644104,0.276366651058197,0.34036749601364136,0.1836761236190796,0.32231637835502625,0.1628875583410263,0.13327454030513763
after,0.23871733248233795,0.25804978609085083,0.49306565523147583,0.3936046361923218,0.44050168991088867,0.2003026157617569,0.4051513373851776,0.24152815341949463,0.16608688235282898
he,0.2594625651836395,0.2111329436302185,0.5410010814666748,1.0000001192092896,0.41690486669540405,0.16373376548290253,0.3314535319805145,0.2517127990722656,0.2089974731206894
arrived,0.17363044619560242,0.14705641567707062,0.363562673330307,0.2795191705226898,0.2573651373386383,0.20431186258792877,0.23875080049037933,0.22247342765331268,0.1681029200553894
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.40251094102859497,0.5201468467712402,0.23451334238052368,0.39760664105415344,0.2610902190208435,0.31091248989105225
tesla,0.19128404557704926,0.14681872725486755,0.16455206274986267,0.12373391538858414,0.17097744345664978,0.05873274803161621,0.10324860364198685,0.08909805119037628,0.10250775516033173
contracted,0.2106567770242691,0.18636956810951233,0.23928777873516083,0.2876087427139282,0.20521874725818634,0.15646685659885406,0.23279649019241333,0.24106921255588531,0.09855229407548904
cholera,0.2687561511993408,0.21321363747119904,0.26068684458732605,0.2517127990722656,0.29541411995887756,0.21670246124267578,0.28810685873031616,1.0,0.19678184390068054
;,0.07230665534734726,0.08035528659820557,0.0754367932677269,0.05541064962744713,0.092739537358284,-0.0407182015478611,0.07524215430021286,0.040447384119033813,0.10349778085947037
he,0.2594625651836395,0.2111329436302185,0.5410010814666748,1.0000001192092896,0.41690486669540405,0.16373376548290253,0.3314535319805145,0.2517127990722656,0.2089974731206894
was,0.16678167879581451,0.1968146562576294,1.0000001192092896,0.5410010814666748,0.45514053106307983,0.14002253115177155,0.31171464920043945,0.26068684458732605,0.18412111699581146
bedridden,0.26991328597068787,0.31056931614875793,0.3018348515033722,0.3102736473083496,0.3293919563293457,0.5325840711593628,0.29205673933029175,0.25308215618133545,0.27357012033462524
for,0.3308170735836029,0.2547193765640259,0.3863949179649353,0.4540175199508667,0.4322226941585541,0.1606244146823883,0.314039945602417,0.21282750368118286,0.264628142118454
nine,0.1557593196630478,0.2318415641784668,0.2782309651374817,0.28116974234580994,0.303353875875473,0.121670663356781,0.2534553110599518,0.18327763676643372,0.13964155316352844
months,0.22324973344802856,0.34182459115982056,0.30324822664260864,0.30243980884552,0.27186378836631775,0.23550647497177124,0.26207780838012695,0.22308292984962463,0.2804218530654907
and,0.33647966384887695,0.3395216166973114,0.3740963041782379,0.45427167415618896,0.4954058527946472,0.26532742381095886,0.3601827025413513,0.2558041512966156,0.20544172823429108
was,0.16678167879581451,0.1968146562576294,1.0000001192092896,0.5410010814666748,0.45514053106307983,0.14002253115177155,0.31171464920043945,0.26068684458732605,0.18412111699581146
near,0.10767845064401627,0.21566927433013916,0.1933041363954544,0.14969274401664734,0.40211278200149536,0.21401721239089966,0.2486431896686554,0.19270648062229156,0.10734958201646805
death,0.19782234728336334,0.1302267462015152,0.28516459465026855,0.2806733548641205,0.18743370473384857,0.15702228248119354,0.22335824370384216,0.33589693903923035,0.21149799227714539
multiple,0.2151651531457901,0.21753473579883575,0.150493785738945,0.14295612275600433,0.18657618761062622,0.09354744106531143,0.21452835202217102,0.1182345375418663,0.1591399908065796
times,0.2685738503932953,0.18651624023914337,0.2859917879104614,0.307947039604187,0.2427823841571808,0.1203198954463005,0.25679540634155273,0.21354739367961884,0.18880689144134521
.,0.3287222981452942,0.3247973620891571,0.40146201848983765,0.38061028718948364,0.5591574311256409,0.2169707864522934,0.41536515951156616,0.260728657245636,0.4130953550338745
