,what,is,unique,about,simultaneous,hermaphrodites,?
some,0.4491020441055298,0.3038453459739685,0.34715327620506287,0.42107653617858887,0.2647256851196289,0.32521286606788635,0.2562315762042999
are,0.29724663496017456,0.5330929756164551,0.33033159375190735,0.36165615916252136,0.27090367674827576,0.3334013819694519,0.24591213464736938
simultaneous,0.26387661695480347,0.15442587435245514,0.23254674673080444,0.1384652853012085,1.0000001192092896,0.26128482818603516,0.13119907677173615
hermaphrodites,0.16502878069877625,0.14788386225700378,0.29896748065948486,0.17375309765338898,0.26128482818603516,0.9999999403953552,0.14555899798870087
",",0.3087472915649414,0.4691906273365021,0.2386896163225174,0.3877100944519043,0.14063604176044464,0.19481205940246582,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.46497946977615356,0.4059852957725525,0.3512890040874481,0.3216649293899536,0.25814583897590637
can,0.34502777457237244,0.44256699085235596,0.3215049207210541,0.27397462725639343,0.3346034586429596,0.29120758175849915,0.3226337134838104
produce,0.1685742735862732,0.26456785202026367,0.2687828242778778,0.19470475614070892,0.24131938815116882,0.4091356694698334,0.19229066371917725
both,0.3361809551715851,0.31409940123558044,0.27872568368911743,0.24329400062561035,0.3020265996456146,0.3004322946071625,0.19455738365650177
eggs,0.16247199475765228,0.17573606967926025,0.20885908603668213,0.19826772809028625,0.12209902703762054,0.4291047155857086,0.1739477664232254
and,0.31309178471565247,0.3859752118587494,0.29869556427001953,0.3875081241130829,0.18287762999534607,0.2342674732208252,0.20544172823429108
sperm,0.14184391498565674,0.16295675933361053,0.1648455113172531,0.18626314401626587,0.2322010099887848,0.5223646759986877,0.16449850797653198
at,0.2838611304759979,0.25906258821487427,0.11352936923503876,0.3110121488571167,0.13592813909053802,0.07645640522241592,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,0.26165643334388733,0.37995871901512146,0.20599642395973206,0.19315865635871887,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.35997316241264343,0.2800863981246948,0.2915758490562439,0.25879576802253723,0.22649677097797394
time,0.36319252848625183,0.25187405943870544,0.1590442806482315,0.305572509765625,0.23943622410297394,0.1481444537639618,0.27391523122787476
.,0.3567904531955719,0.4569662809371948,0.24499718844890594,0.42038556933403015,0.17326980829238892,0.1901821792125702,0.4130953550338745
