,what,do,bathyctena,chuni,",",euplokamis,stationis,and,eurhamphaea,vexilligera,have,in,common,?
when,0.4700249433517456,0.28572237491607666,0.17183159291744232,0.2798309624195099,0.36674630641937256,0.2377782166004181,0.19590559601783752,0.4716290831565857,0.2422150820493698,0.22086726129055023,0.40555819869041443,0.4431333839893341,0.20520533621311188,0.22841128706932068
some,0.4491020441055298,0.4725562036037445,0.25768524408340454,0.2054784595966339,0.42400437593460083,0.2909409999847412,0.1938374787569046,0.5337774157524109,0.3276423513889313,0.297661691904068,0.6421269774436951,0.4010399878025055,0.4035886824131012,0.2562315762042999
species,0.14617158472537994,0.20613440871238708,0.37759631872177124,0.21015238761901855,0.2223871648311615,0.3487008213996887,0.15128055214881897,0.23547904193401337,0.45109838247299194,0.32049402594566345,0.3239450752735138,0.2179255336523056,0.3898170590400696,0.1957087516784668
",",0.3087472915649414,0.3283645510673523,0.2681700885295868,0.3081621527671814,1.0000001192092896,0.3234763443470001,0.2757765054702759,0.6633074283599854,0.35392409563064575,0.3515438437461853,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
including,0.18328791856765747,0.18796655535697937,0.19526667892932892,0.18568110466003418,0.4127510190010071,0.24985677003860474,0.10270378738641739,0.5144438743591309,0.24703238904476166,0.31333601474761963,0.41958683729171753,0.35857823491096497,0.27768704295158386,0.1633303165435791
bathyctena,0.13329492509365082,0.21294203400611877,1.0000001192092896,0.3635779321193695,0.2681700885295868,0.45905426144599915,0.17585571110248566,0.20774227380752563,0.5105336308479309,0.4260644316673279,0.21939712762832642,0.2577800452709198,0.22773699462413788,0.18231433629989624
chuni,0.23256048560142517,0.27883949875831604,0.3635779321193695,0.9999999403953552,0.3081621527671814,0.3413040339946747,0.21350982785224915,0.25167161226272583,0.3587506413459778,0.35141968727111816,0.2002752125263214,0.20121273398399353,0.1632658690214157,0.2704649865627289
",",0.3087472915649414,0.3283645510673523,0.2681700885295868,0.3081621527671814,1.0000001192092896,0.3234763443470001,0.2757765054702759,0.6633074283599854,0.35392409563064575,0.3515438437461853,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
euplokamis,0.2533586323261261,0.17650941014289856,0.45905426144599915,0.3413040339946747,0.3234763443470001,1.0000001192092896,0.29025232791900635,0.24560894072055817,0.5651368498802185,0.43110111355781555,0.2882355749607086,0.29950281977653503,0.22249402105808258,0.29607975482940674
stationis,0.1939997375011444,0.1522151529788971,0.17585571110248566,0.21350982785224915,0.2757765054702759,0.29025232791900635,0.9999998807907104,0.2321716547012329,0.24580872058868408,0.29592782258987427,0.1751832365989685,0.18735052645206451,0.18224114179611206,0.17356406152248383
and,0.31309178471565247,0.276123583316803,0.20774227380752563,0.25167161226272583,0.6633074283599854,0.24560894072055817,0.2321716547012329,1.0,0.34163931012153625,0.36649590730667114,0.4711785912513733,0.4954058527946472,0.229714497923851,0.20544172823429108
eurhamphaea,0.2251501828432083,0.24099501967430115,0.5105336308479309,0.3587506413459778,0.35392409563064575,0.5651368498802185,0.24580872058868408,0.34163931012153625,0.9999999403953552,0.39883488416671753,0.32030758261680603,0.3214259743690491,0.3098185062408447,0.2590596079826355
vexilligera,0.2349894791841507,0.18884380161762238,0.4260644316673279,0.35141968727111816,0.3515438437461853,0.43110111355781555,0.29592782258987427,0.36649590730667114,0.39883488416671753,1.0,0.25272226333618164,0.2808508574962616,0.1827242225408554,0.21124109625816345
",",0.3087472915649414,0.3283645510673523,0.2681700885295868,0.3081621527671814,1.0000001192092896,0.3234763443470001,0.2757765054702759,0.6633074283599854,0.35392409563064575,0.3515438437461853,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
are,0.29724663496017456,0.41111594438552856,0.22202913463115692,0.23541617393493652,0.4062570035457611,0.23751956224441528,0.15916576981544495,0.48576638102531433,0.291655570268631,0.24097426235675812,0.6577680706977844,0.3841303884983063,0.3463647663593292,0.24591213464736938
disturbed,0.255413293838501,0.2119729369878769,0.22662900388240814,0.14255744218826294,0.18780581653118134,0.28627070784568787,0.15004171431064606,0.25946033000946045,0.2895604074001312,0.2369598150253296,0.3006419241428375,0.2822857201099396,0.26586800813674927,0.11048313975334167
",",0.3087472915649414,0.3283645510673523,0.2681700885295868,0.3081621527671814,1.0000001192092896,0.3234763443470001,0.2757765054702759,0.6633074283599854,0.35392409563064575,0.3515438437461853,0.3541618287563324,0.5201468467712402,0.2497023195028305,0.31091248989105225
they,0.4431931674480438,0.4667694866657257,0.2948373258113861,0.2411005049943924,0.390799880027771,0.2960568368434906,0.2093522846698761,0.5073080658912659,0.31625622510910034,0.3002903163433075,0.6542890071868896,0.4330179989337921,0.25529298186302185,0.2753053903579712
produce,0.1685742735862732,0.2995959520339966,0.22157098352909088,0.18798106908798218,0.19927625358104706,0.22036543488502502,0.16013096272945404,0.2701570689678192,0.3254925310611725,0.25848153233528137,0.3414715826511383,0.21160131692886353,0.20736366510391235,0.19229066371917725
secretions,0.19176721572875977,0.2871028184890747,0.2873868942260742,0.11974284052848816,0.14944066107273102,0.2437094897031784,0.04103918746113777,0.17575903236865997,0.33311063051223755,0.2664550542831421,0.3416748344898224,0.1492629051208496,0.24362410604953766,0.15847201645374298
(,0.2411840260028839,0.24216170608997345,0.24328258633613586,0.3044866621494293,0.6363511681556702,0.24912728369235992,0.1970878392457962,0.4862271547317505,0.29590901732444763,0.28172460198402405,0.23072676360607147,0.3087427020072937,0.19903890788555145,0.40561532974243164
ink,0.1820833534002304,0.18163031339645386,0.28968727588653564,0.2011883556842804,0.16931460797786713,0.1981438845396042,0.06156047433614731,0.19682222604751587,0.2589800953865051,0.2712195813655853,0.258663535118103,0.13322976231575012,0.19301652908325195,0.17379552125930786
),0.26259949803352356,0.24460165202617645,0.24409005045890808,0.29259371757507324,0.63033527135849,0.23206762969493866,0.19676867127418518,0.4961937665939331,0.29308217763900757,0.2870555520057678,0.22866283357143402,0.3326910734176636,0.19139838218688965,0.42300865054130554
that,0.6297725439071655,0.44533252716064453,0.20990528166294098,0.24922697246074677,0.4137537479400635,0.2926565110683441,0.2325330525636673,0.4731321930885315,0.2961646318435669,0.2598104178905487,0.6182622313499451,0.435920387506485,0.2786630392074585,0.32716336846351624
luminesce,0.2154047042131424,0.24696926772594452,0.2539803683757782,0.19355711340904236,0.17119471728801727,0.272052526473999,0.18563248217105865,0.17811818420886993,0.3904930055141449,0.22860553860664368,0.2742961049079895,0.19524039328098297,0.23437342047691345,0.21266260743141174
at,0.2838611304759979,0.1511090099811554,0.19906744360923767,0.1615297645330429,0.38314947485923767,0.28310760855674744,0.24715299904346466,0.3571503460407257,0.25652986764907837,0.25558599829673767,0.29004791378974915,0.4374977946281433,0.10125654935836792,0.21978627145290375
much,0.45316147804260254,0.312346875667572,0.15825125575065613,0.19539092481136322,0.36182254552841187,0.1953701376914978,0.244785338640213,0.38395699858665466,0.25817999243736267,0.24343648552894592,0.440376877784729,0.2725222110748291,0.31896495819091797,0.23442231118679047
the,0.42745697498321533,0.30239659547805786,0.2314457893371582,0.2863180637359619,0.4933079481124878,0.33727511763572693,0.17704500257968903,0.5171257257461548,0.33692312240600586,0.3550459146499634,0.40389683842658997,0.6662389636039734,0.2705984115600586,0.22068053483963013
same,0.3764382302761078,0.3155553936958313,0.1657632440328598,0.18648192286491394,0.3207721710205078,0.2327272593975067,0.15302608907222748,0.3205644488334656,0.23277407884597778,0.17880798876285553,0.4098116159439087,0.3692481815814972,0.37494856119155884,0.22649677097797394
wavelengths,0.3049654960632324,0.22178609669208527,0.2113477736711502,0.23717880249023438,0.23052269220352173,0.2741956114768982,0.25896164774894714,0.2286677211523056,0.3181764483451843,0.23573926091194153,0.31946492195129395,0.16174905002117157,0.20795539021492004,0.17405365407466888
as,0.31749409437179565,0.38329678773880005,0.18883053958415985,0.27570611238479614,0.48816442489624023,0.19090119004249573,0.21641753613948822,0.49487000703811646,0.2682952880859375,0.29604727029800415,0.37788212299346924,0.3887844979763031,0.2140667736530304,0.27043893933296204
their,0.35142919421195984,0.35424983501434326,0.2000342309474945,0.15899136662483215,0.3045167922973633,0.18018032610416412,0.15256014466285706,0.45114588737487793,0.23767723143100739,0.2946094274520874,0.523270845413208,0.34976133704185486,0.25892671942710876,0.1898253709077835
bodies,0.1688588559627533,0.23864081501960754,0.30577221512794495,0.15564149618148804,0.22888998687267303,0.22047513723373413,0.1612294316291809,0.30740299820899963,0.32137712836265564,0.2820033133029938,0.3680446147918701,0.2551804780960083,0.17164093255996704,0.18285469710826874
.,0.3567904531955719,0.3613996207714081,0.26227837800979614,0.32379528880119324,0.6812511086463928,0.30088984966278076,0.23903889954090118,0.588965117931366,0.3506852686405182,0.38567596673965454,0.41614407300949097,0.5591574311256409,0.21817955374717712,0.4130953550338745
