,what,doctor,was,first,referred,to,as,``,his,secret,'',?
in,0.30808621644973755,0.25567495822906494,0.45514053106307983,0.4127444326877594,0.24766652286052704,0.45010748505592346,0.3887844979763031,0.04765888676047325,0.3598145842552185,0.22904783487319946,0.07432962208986282,0.20430970191955566
``,0.008517155423760414,0.03718610852956772,-0.012679691426455975,0.006519378628581762,0.017554139718413353,0.06720756739377975,0.03910288214683533,1.0,0.008275155909359455,0.028469569981098175,-0.09173435717821121,0.0685480609536171
the,0.42745697498321533,0.2820442318916321,0.48711544275283813,0.49448907375335693,0.3088674545288086,0.535392165184021,0.48381632566452026,0.029072100296616554,0.4394008219242096,0.23541073501110077,0.041273195296525955,0.22068053483963013
name,0.18623162806034088,0.19494794309139252,0.2646567225456238,0.3163818418979645,0.28861865401268005,0.27806994318962097,0.2851914167404175,0.1001104861497879,0.1914493292570114,0.19350969791412354,0.003883055876940489,0.15381577610969543
of,0.33290785551071167,0.16895952820777893,0.4069072902202606,0.3536086082458496,0.317892849445343,0.41548454761505127,0.3886612355709076,0.06780257821083069,0.38364991545677185,0.17003418505191803,0.13035868108272552,0.1826142966747284
the,0.42745697498321533,0.2820442318916321,0.48711544275283813,0.49448907375335693,0.3088674545288086,0.535392165184021,0.48381632566452026,0.029072100296616554,0.4394008219242096,0.23541073501110077,0.041273195296525955,0.22068053483963013
doctor,0.20870667695999146,0.9999999403953552,0.19672659039497375,0.27244147658348083,0.07224930822849274,0.22950075566768646,0.17422905564308167,0.03718610852956772,0.2365143597126007,0.2532878518104553,0.06782495975494385,0.1462511420249939
'',0.08143015950918198,0.06782495975494385,0.04456103965640068,-0.03874251991510391,0.10532526671886444,-0.009905828163027763,0.006628023460507393,-0.09173435717821121,0.016508836299180984,-0.0280301533639431,1.0,0.018684765323996544
",",0.3087472915649414,0.20407600700855255,0.45456063747406006,0.34503069519996643,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.09681109338998795,0.3378419280052185,0.20687520503997803,-0.037358131259679794,0.31091248989105225
the,0.42745697498321533,0.2820442318916321,0.48711544275283813,0.49448907375335693,0.3088674545288086,0.535392165184021,0.48381632566452026,0.029072100296616554,0.4394008219242096,0.23541073501110077,0.041273195296525955,0.22068053483963013
eleventh,0.1283237636089325,0.2803051173686981,0.32591482996940613,0.4543960690498352,0.20389270782470703,0.22125716507434845,0.19966347515583038,0.0112016461789608,0.1854361891746521,0.13683892786502838,-0.05912568047642708,0.0976005420088768
doctor,0.20870667695999146,0.9999999403953552,0.19672659039497375,0.27244147658348083,0.07224930822849274,0.22950075566768646,0.17422905564308167,0.03718610852956772,0.2365143597126007,0.2532878518104553,0.06782495975494385,0.1462511420249939
meets,0.20915564894676208,0.24208487570285797,0.19100186228752136,0.1769246906042099,0.09078135341405869,0.2447846382856369,0.28104546666145325,-0.06864248961210251,0.14843693375587463,0.17444799840450287,-0.0014111035270616412,0.16143257915973663
an,0.2821882665157318,0.1790127456188202,0.3694365322589874,0.29757723212242126,0.17146365344524384,0.3138085603713989,0.37218472361564636,0.03770720958709717,0.24025635421276093,0.12482450902462006,0.09471100568771362,0.19793890416622162
unknown,0.2441980093717575,0.16097302734851837,0.2385871857404709,0.20236235857009888,0.18923281133174896,0.2203521579504013,0.21361470222473145,0.11041472107172012,0.29005128145217896,0.22937211394309998,0.08998793363571167,0.22083927690982819
incarnation,0.2737259864807129,0.3371219038963318,0.27158328890800476,0.24328671395778656,0.22601483762264252,0.20287059247493744,0.31978559494018555,0.023683778941631317,0.3179362416267395,0.2045268714427948,0.03308352082967758,0.20495687425136566
of,0.33290785551071167,0.16895952820777893,0.4069072902202606,0.3536086082458496,0.317892849445343,0.41548454761505127,0.3886612355709076,0.06780257821083069,0.38364991545677185,0.17003418505191803,0.13035868108272552,0.1826142966747284
himself,0.2431095689535141,0.2183612734079361,0.34733298420906067,0.2006741464138031,0.14375396072864532,0.2758015990257263,0.2743586599826813,0.0843043103814125,0.5622478127479553,0.1615271419286728,-0.03610442578792572,0.10407622903585434
",",0.3087472915649414,0.20407600700855255,0.45456063747406006,0.34503069519996643,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.09681109338998795,0.3378419280052185,0.20687520503997803,-0.037358131259679794,0.31091248989105225
whom,0.27163395285606384,0.21949194371700287,0.2438793033361435,0.2704542577266693,0.1666591912508011,0.3108522593975067,0.31695985794067383,0.08975642174482346,0.38462314009666443,0.2855781614780426,-0.006111889611929655,0.222135990858078
he,0.3114890456199646,0.3197924494743347,0.5410010814666748,0.3826274573802948,0.14897215366363525,0.385390967130661,0.33787044882774353,0.05585138872265816,0.7171558737754822,0.18159489333629608,0.039060186594724655,0.2089974731206894
refers,0.200907364487648,0.08221536129713058,0.2717186212539673,0.1883178949356079,0.658643364906311,0.2604694068431854,0.22974605858325958,0.04369926452636719,0.1461290419101715,0.1791130006313324,0.10874427109956741,0.07924893498420715
to,0.455847829580307,0.22950075566768646,0.3636345863342285,0.3792489171028137,0.22845174372196198,1.0,0.42092081904411316,0.06720756739377975,0.3715193271636963,0.20223848521709442,-0.009905828163027763,0.29463258385658264
as,0.31749409437179565,0.17422905564308167,0.3677520453929901,0.33842000365257263,0.37252211570739746,0.42092081904411316,1.0,0.03910288214683533,0.3146366477012634,0.21219967305660248,0.006628023460507393,0.27043893933296204
``,0.008517155423760414,0.03718610852956772,-0.012679691426455975,0.006519378628581762,0.017554139718413353,0.06720756739377975,0.03910288214683533,1.0,0.008275155909359455,0.028469569981098175,-0.09173435717821121,0.0685480609536171
his,0.26976513862609863,0.2365143597126007,0.4405253231525421,0.3241460621356964,0.1607021689414978,0.3715193271636963,0.3146366477012634,0.008275155909359455,0.9999998807907104,0.2219962477684021,0.016508836299180984,0.18075084686279297
