,what,part,do,events,in,victoria,'s,economy,play,?
major,0.21026742458343506,0.22967763245105743,0.19035987555980682,0.2182542234659195,0.3249945342540741,0.10960465669631958,-0.010959804058074951,0.2406466156244278,0.15820588171482086,0.19788557291030884
events,0.269866019487381,0.2261151671409607,0.15302862226963043,1.0000001192092896,0.2690284550189972,0.14404162764549255,0.02566051483154297,0.2520584166049957,0.19046634435653687,0.09835197776556015
also,0.42747777700424194,0.3594053089618683,0.36242780089378357,0.2512781023979187,0.5073733329772949,0.23245859146118164,-0.0014726108638569713,0.26266559958457947,0.28485944867134094,0.21848613023757935
play,0.2180248498916626,0.1589168757200241,0.1816197782754898,0.19046634435653687,0.24321173131465912,0.1324930042028427,0.08983290195465088,0.15109378099441528,1.0,0.11059518158435822
a,0.3320399522781372,0.3994528353214264,0.26237669587135315,0.21595865488052368,0.539380669593811,0.15216270089149475,0.04866964742541313,0.24415728449821472,0.21130098402500153,0.23916715383529663
big,0.2788069546222687,0.2567775845527649,0.23803721368312836,0.13427546620368958,0.2359251081943512,0.1477331966161728,0.08747415989637375,0.25464531779289246,0.2089938223361969,0.20497842133045197
part,0.3476244807243347,1.0,0.22510087490081787,0.2261151671409607,0.4499994218349457,0.16081446409225464,0.007562864106148481,0.23941338062286377,0.1589168757200241,0.08557961881160736
in,0.30808621644973755,0.4499994218349457,0.23402775824069977,0.2690284550189972,1.0,0.20823122560977936,-0.037580832839012146,0.2588731348514557,0.24321173131465912,0.20430970191955566
tourism,0.09624189138412476,0.2185879796743393,0.15292225778102875,0.2194032371044159,0.2723471224308014,0.15017186105251312,0.0231227558106184,0.4874902367591858,0.12343459576368332,0.08465105295181274
in,0.30808621644973755,0.4499994218349457,0.23402775824069977,0.2690284550189972,1.0,0.20823122560977936,-0.037580832839012146,0.2588731348514557,0.24321173131465912,0.20430970191955566
victoria,0.1194850504398346,0.16081446409225464,0.13351409137248993,0.14404162764549255,0.20823122560977936,1.0,0.06206126511096954,0.11471247673034668,0.1324930042028427,0.12246892601251602
",",0.3087472915649414,0.3376222252845764,0.3283645510673523,0.16838376224040985,0.5201468467712402,0.2279360294342041,-0.0016132977325469255,0.2521176040172577,0.2231253683567047,0.31091248989105225
particularly,0.33027681708335876,0.3615387976169586,0.21630026400089264,0.19530312716960907,0.33242201805114746,0.0977945402264595,0.0002085742016788572,0.2711493968963623,0.15406103432178497,0.2644225060939789
cultural,0.18198847770690918,0.2232571840286255,0.11331616342067719,0.24007853865623474,0.2409708946943283,0.13660801947116852,-0.06630771607160568,0.3758544921875,0.15913820266723633,0.09798457473516464
tourism,0.09624189138412476,0.2185879796743393,0.15292225778102875,0.2194032371044159,0.2723471224308014,0.15017186105251312,0.0231227558106184,0.4874902367591858,0.12343459576368332,0.08465105295181274
and,0.31309178471565247,0.35301485657691956,0.276123583316803,0.2040661722421646,0.4954058527946472,0.24507255852222443,0.06895173341035843,0.26484790444374084,0.25634777545928955,0.20544172823429108
sports,0.13245077431201935,0.25401243567466736,0.13943816721439362,0.3299616277217865,0.27591386437416077,0.1950344294309616,0.038657430559396744,0.18757908046245575,0.29914671182632446,0.04557104781270027
tourism,0.09624189138412476,0.2185879796743393,0.15292225778102875,0.2194032371044159,0.2723471224308014,0.15017186105251312,0.0231227558106184,0.4874902367591858,0.12343459576368332,0.08465105295181274
.,0.3567904531955719,0.32817673683166504,0.3613996207714081,0.1484961062669754,0.5591574311256409,0.23069117963314056,-0.003708066651597619,0.2477293759584427,0.25552695989608765,0.4130953550338745
