,who,first,sent,radio,waves,across,the,atlantic,?
when,0.48282691836357117,0.4282494783401489,0.34522485733032227,0.13374444842338562,0.24844223260879517,0.32499930262565613,0.5091903209686279,0.2268618494272232,0.22841128706932068
guglielmo,0.2910061776638031,0.26257240772247314,0.21590448915958405,0.4126325845718384,0.29276660084724426,0.12131849676370621,0.15232409536838531,0.19024750590324402,0.0927455797791481
marconi,0.16402412950992584,0.21156471967697144,0.22532202303409576,0.3690948188304901,0.30395781993865967,0.13468316197395325,0.14582182466983795,0.20634424686431885,0.09038416296243668
made,0.2576322853565216,0.31759878993034363,0.3001083433628082,0.15626443922519684,0.14220461249351501,0.1796199232339859,0.3885267674922943,0.1557600051164627,0.17218779027462006
his,0.44966956973075867,0.3241460621356964,0.2945024371147156,0.2184859812259674,0.13128536939620972,0.22208181023597717,0.4394008219242096,0.1379413604736328,0.18075084686279297
famous,0.31358224153518677,0.36207643151283264,0.19887331128120422,0.17932260036468506,0.12189394235610962,0.17739926278591156,0.28616565465927124,0.15642845630645752,0.10379006713628769
first-ever,0.40114742517471313,0.6340906620025635,0.19393958151340485,0.24953973293304443,0.1964467465877533,0.2453673928976059,0.4066307544708252,0.23798811435699463,0.4267039895057678
transatlantic,0.20304490625858307,0.28456857800483704,0.24170483648777008,0.29032349586486816,0.31718727946281433,0.32144659757614136,0.2836783826351166,0.7712594270706177,0.10249870270490646
radio,0.20289050042629242,0.2260897308588028,0.23494388163089752,0.9999999403953552,0.4069572985172272,0.15439143776893616,0.23511973023414612,0.12801513075828552,0.08763375133275986
transmission,0.1659122109413147,0.24909992516040802,0.2124956101179123,0.35356295108795166,0.3828381896018982,0.22223839163780212,0.26124435663223267,0.15657544136047363,0.16372337937355042
in,0.2792111933231354,0.4127444326877594,0.25609636306762695,0.22625693678855896,0.22372759878635406,0.36988839507102966,0.6662389636039734,0.23876288533210754,0.20430970191955566
1901,-0.008893604390323162,-0.07568316161632538,-0.015007161535322666,-0.015467832796275616,-0.03860681504011154,-0.047132838517427444,0.01573479175567627,-0.08992622792720795,-0.041070252656936646
",",0.3365725874900818,0.34503069519996643,0.2487054318189621,0.25251123309135437,0.24359957873821259,0.22515052556991577,0.4933079481124878,0.2596197724342346,0.31091248989105225
tesla,0.1520961970090866,0.17383763194084167,0.09155386686325073,0.2212681919336319,0.17720945179462433,0.17596904933452606,0.1324402391910553,0.024409525096416473,0.10250775516033173
quipped,0.2208772599697113,0.21736125648021698,0.3438973128795624,0.19402232766151428,0.15219718217849731,0.20745089650154114,0.26292797923088074,0.13669374585151672,0.26181578636169434
that,0.45444270968437195,0.3482176661491394,0.2519396245479584,0.13973630964756012,0.286673367023468,0.33602073788642883,0.5473989248275757,0.2559850513935089,0.32716336846351624
it,0.2868398427963257,0.3491429388523102,0.14595818519592285,0.200987309217453,0.18310244381427765,0.3252035081386566,0.6251175999641418,0.2781165540218353,0.25732165575027466
was,0.3318818509578705,0.5022147297859192,0.3192673325538635,0.20381812751293182,0.12913775444030762,0.20413610339164734,0.48711544275283813,0.22275687754154205,0.18412111699581146
done,0.26768290996551514,0.2273474931716919,0.22827431559562683,0.1785709261894226,0.2169620841741562,0.19338233768939972,0.26575928926467896,0.14904233813285828,0.36153489351272583
with,0.3282766342163086,0.2691199779510498,0.24843131005764008,0.15850627422332764,0.21949926018714905,0.28731417655944824,0.4223487675189972,0.2292841374874115,0.2433311939239502
17,0.05025482177734375,0.0743899717926979,0.0725267082452774,0.09553371369838715,0.09677405655384064,-0.029724346473813057,0.10537172853946686,0.14335542917251587,0.17603135108947754
tesla,0.1520961970090866,0.17383763194084167,0.09155386686325073,0.2212681919336319,0.17720945179462433,0.17596904933452606,0.1324402391910553,0.024409525096416473,0.10250775516033173
patents,0.22990016639232635,0.26321500539779663,0.18485389649868011,0.19449450075626373,0.21407198905944824,0.1666432023048401,0.20236903429031372,0.12123273313045502,0.1148110032081604
",",0.3365725874900818,0.34503069519996643,0.2487054318189621,0.25251123309135437,0.24359957873821259,0.22515052556991577,0.4933079481124878,0.2596197724342346,0.31091248989105225
though,0.3492638170719147,0.270846962928772,0.1421213150024414,0.1395522952079773,0.19491729140281677,0.2724275588989258,0.38776206970214844,0.19851699471473694,0.3188856542110443
there,0.2844357192516327,0.2373337596654892,0.2803596258163452,0.13809938728809357,0.23246249556541443,0.31968754529953003,0.47025805711746216,0.19990921020507812,0.29405656456947327
is,0.24293622374534607,0.30889374017715454,0.1441161036491394,0.1481926590204239,0.1460784375667572,0.21617691218852997,0.5823672413825989,0.2232125848531723,0.22961433231830597
little,0.20570093393325806,0.1775916963815689,0.10725242644548416,0.1328705996274948,0.15560302138328552,0.20518814027309418,0.2412613034248352,0.18291810154914856,0.20336517691612244
to,0.42656609416007996,0.3792489171028137,0.34694167971611023,0.16918617486953735,0.2522522211074829,0.36818596720695496,0.535392165184021,0.26242998242378235,0.29463258385658264
support,0.21206305921077728,0.19952791929244995,0.1784401535987854,0.16726993024349213,0.16835545003414154,0.19283844530582428,0.22984638810157776,0.09232261031866074,0.22626608610153198
this,0.3345087468624115,0.41690850257873535,0.22922520339488983,0.1597774624824524,0.22519643604755402,0.2762756943702698,0.6274310946464539,0.26202884316444397,0.3155723512172699
claim,0.26877546310424805,0.1845342218875885,0.16815781593322754,0.07539846748113632,0.17353470623493195,0.20417729020118713,0.25873351097106934,0.16811785101890564,0.2665664851665497
.,0.3541337847709656,0.4345304071903229,0.27534595131874084,0.20650681853294373,0.26078489422798157,0.26410314440727234,0.5934505462646484,0.24634890258312225,0.4130953550338745
