,how,much,money,did,the,committee,raise,?
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.34736719727516174,1.0,0.24322165548801422,0.2657596468925476,0.22068053483963013
host,0.15428608655929565,0.07799112051725388,0.14202766120433807,0.08573058992624283,0.26909032464027405,0.15074416995048523,0.14990977942943573,0.1021634042263031
committee,0.14701566100120544,0.08676882088184357,0.20520848035812378,0.19008150696754456,0.24322165548801422,1.0,0.15757398307323456,0.12144632637500763
has,0.26820555329322815,0.31650421023368835,0.19487136602401733,0.2124989777803421,0.4177538752555847,0.17535506188869476,0.24194708466529846,0.15994466841220856
already,0.3991519510746002,0.3883720338344574,0.18460872769355774,0.3281528055667877,0.34582915902137756,0.2377852201461792,0.21714983880519867,0.3477933406829834
raised,0.08697471022605896,0.1935967355966568,0.2289493829011917,0.199112206697464,0.2089216411113739,0.09630504995584488,0.6096807718276978,0.1332261711359024
over,0.31446483731269836,0.3711091876029968,0.1928548663854599,0.2535076439380646,0.39856547117233276,0.167977973818779,0.26289987564086914,0.25742942094802856
$,0.18718640506267548,0.205519899725914,0.49513715505599976,0.23203131556510925,0.23367542028427124,0.11469446867704391,0.2592424154281616,0.2786129117012024
40,0.03806556016206741,-0.001597423804923892,-0.08132423460483551,-0.001324606011621654,-0.09923846274614334,-0.017476335167884827,-0.014666566625237465,0.010195288807153702
million,0.21114659309387207,0.2792966067790985,0.30804139375686646,0.1815238744020462,0.277012437582016,0.1044168695807457,0.19688577950000763,0.23092924058437347
through,0.2704794108867645,0.2705850303173065,0.1561250537633896,0.14190755784511566,0.44071322679519653,0.16984257102012634,0.09126639366149902,0.16913433372974396
sponsors,0.09201506525278091,0.18569138646125793,0.3713279366493225,0.2355150729417801,0.24524325132369995,0.25502586364746094,0.18338118493556976,0.11456003785133362
including,0.20270724594593048,0.25625187158584595,0.2431754469871521,0.26678287982940674,0.3738902807235718,0.15318942070007324,0.17579534649848938,0.1633303165435791
apple,0.2165854573249817,0.09336904436349869,0.11252977699041367,0.11637157201766968,0.19389043748378754,0.10197454690933228,0.14605657756328583,0.21977189183235168
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.20982497930526733,0.2528770864009857,0.31091248989105225
google,0.163117453455925,0.1831294149160385,0.19865632057189941,0.18124593794345856,0.15672807395458221,0.10254024714231491,0.01027976255863905,0.33158186078071594
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.20982497930526733,0.2528770864009857,0.31091248989105225
yahoo,0.17910444736480713,0.1842806488275528,0.2425135225057602,0.16013243794441223,0.1642497032880783,0.1824936419725418,0.17494268715381622,0.3211785852909088
!,0.24897439777851105,0.22685606777668,0.1663113832473755,0.21540984511375427,0.208593487739563,0.0018133396515622735,0.19696196913719177,0.45165371894836426
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.20982497930526733,0.2528770864009857,0.31091248989105225
intel,0.19713515043258667,0.21138259768486023,0.22693389654159546,0.17387032508850098,0.16567718982696533,0.21864186227321625,0.1597403734922409,0.2351066768169403
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.20982497930526733,0.2528770864009857,0.31091248989105225
gap,0.13338913023471832,0.17480270564556122,0.1073838621377945,0.15783648192882538,0.27986636757850647,0.11623523384332657,0.16299200057983398,0.09251954406499863
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.20982497930526733,0.2528770864009857,0.31091248989105225
chevron,0.1237804964184761,0.14171555638313293,0.06108727678656578,0.05819973722100258,0.2372603714466095,0.13515333831310272,0.12151387333869934,0.10312800109386444
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.20982497930526733,0.2528770864009857,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.34479495882987976,0.5171257257461548,0.22311176359653473,0.2588892877101898,0.20544172823429108
dignity,0.25994202494621277,0.20307600498199463,0.2386866807937622,0.19489222764968872,0.26360175013542175,0.23037375509738922,0.18721875548362732,0.2379169464111328
health,0.24691897630691528,0.21859803795814514,0.3055263161659241,0.21597589552402496,0.2340974360704422,0.23691463470458984,0.2640317678451538,0.16094304621219635
.,0.3287222981452942,0.3374604284763336,0.2570818066596985,0.35288307070732117,0.5934505462646484,0.18011361360549927,0.2937842607498169,0.4130953550338745
