,what,is,the,name,of,the,current,king,of,thebes,in,the,play,?
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.27018114924430847,0.4999135136604309,0.5514441132545471,0.28422072529792786,0.20432665944099426,0.4999135136604309,0.22549763321876526,0.4129433035850525,0.5514441132545471,0.24414552748203278,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.31470298767089844,0.2938710153102875,1.0,0.2555355429649353,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3314409554004669,0.25887003540992737,0.733189046382904,0.3074202537536621,0.6662389636039734,1.0,0.24793598055839539,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.30836519598960876,0.14531870186328888,0.33351290225982666,0.30836519598960876,0.16831469535827637,0.1775720715522766,0.33351290225982666,0.13831974565982819,0.33251360058784485,0.30836519598960876,0.17077448964118958,0.14864160120487213
depictions,0.2146293967962265,0.23677951097488403,0.2684508264064789,0.13717840611934662,0.2799503803253174,0.2684508264064789,0.1029236763715744,0.17481429874897003,0.2799503803253174,0.3198056221008301,0.22689732909202576,0.2684508264064789,0.15006107091903687,0.14728380739688873
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.31470298767089844,0.2938710153102875,1.0,0.2555355429649353,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
civil,0.15091551840305328,0.16941262781620026,0.2477465271949768,0.11064217239618301,0.24698495864868164,0.2477465271949768,0.1636456847190857,0.2031002789735794,0.24698495864868164,0.13852077722549438,0.26466667652130127,0.2477465271949768,0.0800999104976654,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.30963727831840515,0.09590744972229004,0.31932318210601807,0.30963727831840515,0.10193347185850143,0.27967801690101624,0.31932318210601807,0.24273796379566193,0.3054615259170532,0.30963727831840515,0.18516378104686737,0.19890835881233215
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.2555285692214966,0.193196102976799,0.4854315221309662,0.20994320511817932,0.5394441485404968,0.5823672413825989,0.2174319475889206,0.22961433231830597
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.1955713927745819,0.2044914960861206,0.5696388483047485,0.14054594933986664,1.0,0.6662389636039734,0.24321173131465912,0.20430970191955566
sophocles,0.23692306876182556,0.20376694202423096,0.2736586928367615,0.10628148168325424,0.2629030644893646,0.2736586928367615,0.09928826242685318,0.297066330909729,0.2629030644893646,0.5445975065231323,0.2046385407447815,0.2736586928367615,0.34479448199272156,0.1973816305398941
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.3737941086292267,0.39136970043182373,0.474788099527359,0.2878950238227844,0.22070179879665375,0.39136970043182373,0.1433519572019577,0.4158826768398285,0.474788099527359,0.16186515986919403,0.330942302942276
play,0.2180248498916626,0.2174319475889206,0.24793598055839539,0.17531825602054596,0.15350224077701569,0.24793598055839539,0.1214204877614975,0.2164204865694046,0.15350224077701569,0.19824160635471344,0.24321173131465912,0.24793598055839539,1.0,0.11059518158435822
antigone,0.07031235098838806,0.15813754498958588,0.20033924281597137,0.09590881317853928,0.2282322198152542,0.20033924281597137,0.09661836177110672,0.32412102818489075,0.2282322198152542,0.46927374601364136,0.17945496737957,0.20033924281597137,0.22160761058330536,0.10473794490098953
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29341426491737366,0.27879971265792847,0.4946078956127167,0.2152290791273117,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.1955713927745819,0.2044914960861206,0.5696388483047485,0.14054594933986664,1.0,0.6662389636039734,0.24321173131465912,0.20430970191955566
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.20667576789855957,0.19214175641536713,0.5011631846427917,0.2752106785774231,0.4840516746044159,0.6521818041801453,0.24836887419223785,0.25814583897590637
antigone,0.07031235098838806,0.15813754498958588,0.20033924281597137,0.09590881317853928,0.2282322198152542,0.20033924281597137,0.09661836177110672,0.32412102818489075,0.2282322198152542,0.46927374601364136,0.17945496737957,0.20033924281597137,0.22160761058330536,0.10473794490098953
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29341426491737366,0.27879971265792847,0.4946078956127167,0.2152290791273117,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.27018114924430847,0.4999135136604309,0.5514441132545471,0.28422072529792786,0.20432665944099426,0.4999135136604309,0.22549763321876526,0.4129433035850525,0.5514441132545471,0.24414552748203278,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.31470298767089844,0.2938710153102875,1.0,0.2555355429649353,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3314409554004669,0.25887003540992737,0.733189046382904,0.3074202537536621,0.6662389636039734,1.0,0.24793598055839539,0.22068053483963013
daughters,0.1333482563495636,0.10065798461437225,0.14048056304454803,0.16183927655220032,0.18476681411266327,0.14048056304454803,0.06399497389793396,0.2684434652328491,0.18476681411266327,0.2761222720146179,0.15512987971305847,0.14048056304454803,0.18181462585926056,0.13857798278331757
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.31470298767089844,0.2938710153102875,1.0,0.2555355429649353,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
former,0.13598288595676422,0.2175939530134201,0.2251449078321457,0.18270879983901978,0.30415382981300354,0.2251449078321457,0.30976104736328125,0.11832218617200851,0.30415382981300354,0.04589005187153816,0.2668642997741699,0.2251449078321457,0.09847991168498993,0.10570605844259262
king,0.18449601531028748,0.193196102976799,0.25887003540992737,0.22814035415649414,0.2938710153102875,0.25887003540992737,0.11988450586795807,1.0000001192092896,0.2938710153102875,0.3884766101837158,0.2044914960861206,0.25887003540992737,0.2164204865694046,0.19130074977874756
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.31470298767089844,0.2938710153102875,1.0,0.2555355429649353,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
thebes,0.18729595839977264,0.20994320511817932,0.3074202537536621,0.11456478387117386,0.2555355429649353,0.3074202537536621,0.11169104278087616,0.3884766101837158,0.2555355429649353,1.0000001192092896,0.14054594933986664,0.3074202537536621,0.19824160635471344,0.12076496332883835
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29341426491737366,0.27879971265792847,0.4946078956127167,0.2152290791273117,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
oedipus,0.27295321226119995,0.18727833032608032,0.23250001668930054,0.11375415325164795,0.22094962000846863,0.23250001668930054,0.075748510658741,0.3428651988506317,0.22094962000846863,0.5737580060958862,0.16694779694080353,0.23250001668930054,0.2949906885623932,0.21369202435016632
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29341426491737366,0.27879971265792847,0.4946078956127167,0.2152290791273117,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
defies,0.3158154785633087,0.3234686255455017,0.3342396020889282,0.12895222008228302,0.320153146982193,0.3342396020889282,0.2082875370979309,0.1686071902513504,0.320153146982193,0.16196389496326447,0.2628017067909241,0.3342396020889282,0.13291077315807343,0.29705896973609924
creon,0.28052473068237305,0.19333450496196747,0.23209533095359802,0.15895746648311615,0.22167593240737915,0.23209533095359802,0.09111268818378448,0.3548097610473633,0.22167593240737915,0.4190855920314789,0.09571358561515808,0.23209533095359802,0.1389773041009903,0.2820618748664856
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29341426491737366,0.27879971265792847,0.4946078956127167,0.2152290791273117,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3314409554004669,0.25887003540992737,0.733189046382904,0.3074202537536621,0.6662389636039734,1.0,0.24793598055839539,0.22068053483963013
current,0.18294453620910645,0.2555285692214966,0.3314409554004669,0.24435840547084808,0.31470298767089844,0.3314409554004669,1.0,0.11988450586795807,0.31470298767089844,0.11169104278087616,0.1955713927745819,0.3314409554004669,0.1214204877614975,0.12074550241231918
king,0.18449601531028748,0.193196102976799,0.25887003540992737,0.22814035415649414,0.2938710153102875,0.25887003540992737,0.11988450586795807,1.0000001192092896,0.2938710153102875,0.3884766101837158,0.2044914960861206,0.25887003540992737,0.2164204865694046,0.19130074977874756
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.31470298767089844,0.2938710153102875,1.0,0.2555355429649353,0.5696388483047485,0.733189046382904,0.15350224077701569,0.1826142966747284
thebes,0.18729595839977264,0.20994320511817932,0.3074202537536621,0.11456478387117386,0.2555355429649353,0.3074202537536621,0.11169104278087616,0.3884766101837158,0.2555355429649353,1.0000001192092896,0.14054594933986664,0.3074202537536621,0.19824160635471344,0.12076496332883835
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29341426491737366,0.27879971265792847,0.4946078956127167,0.2152290791273117,0.5201468467712402,0.4933079481124878,0.2231253683567047,0.31091248989105225
who,0.40942975878715515,0.24293622374534607,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.18425484001636505,0.24555552005767822,0.2827862501144409,0.2588423192501068,0.2792111933231354,0.3733934462070465,0.2742305099964142,0.26220351457595825
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.2555285692214966,0.193196102976799,0.4854315221309662,0.20994320511817932,0.5394441485404968,0.5823672413825989,0.2174319475889206,0.22961433231830597
trying,0.4177112281322479,0.18079034984111786,0.2930695712566376,0.09639829397201538,0.21177013218402863,0.2930695712566376,0.10757359862327576,0.16989202797412872,0.21177013218402863,0.18787150084972382,0.24387381970882416,0.2930695712566376,0.14221662282943726,0.3144860565662384
