,who,was,the,world,'s,second,largest,oil,producer,?
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.22825311124324799,-0.08481216430664062,0.23742634057998657,0.17044749855995178,0.14921875298023224,0.14449942111968994,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,1.0,0.33604270219802856,-0.01540423184633255,0.4620301127433777,0.3757036626338959,0.21849922835826874,0.20962586998939514,0.22068053483963013
time,0.36634087562561035,0.3641340136528015,0.43061500787734985,0.36250725388526917,0.01301188487559557,0.35794535279273987,0.11708168685436249,0.13280132412910461,0.12031129002571106,0.27391523122787476
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.29927265644073486,0.26626327633857727,0.20043784379959106,0.35589754581451416,0.31091248989105225
iran,0.1571817845106125,0.1394713670015335,0.2222200483083725,0.24606859683990479,-0.06270316988229752,0.12382993847131729,0.17620602250099182,0.29594725370407104,0.14236098527908325,0.13501082360744476
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.3097524344921112,0.008974763564765453,0.3858029544353485,0.2198711782693863,0.15102124214172363,0.2683317959308624,0.18412111699581146
the,0.3733934462070465,0.48711544275283813,1.0,0.33604270219802856,-0.01540423184633255,0.4620301127433777,0.3757036626338959,0.21849922835826874,0.20962586998939514,0.22068053483963013
world,0.25158336758613586,0.3097524344921112,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.31760838627815247,0.344524085521698,0.1367194801568985,0.19617894291877747,0.17579582333564758
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,0.11877062171697617,0.9999999403953552,-0.060212843120098114,-0.02050611935555935,-0.08246297389268875,0.01541486568748951,-0.023395681753754616
second-largest,0.18730750679969788,0.3170173466205597,0.44359415769577026,0.4056829810142517,-0.07302136719226837,0.5976690649986267,0.8562456965446472,0.22023558616638184,0.3021591603755951,0.2571491003036499
oil,0.13999517261981964,0.15102124214172363,0.21849922835826874,0.1367194801568985,-0.08246297389268875,0.05124595761299133,0.1985541731119156,1.0,0.1718074083328247,0.14867261052131653
exporter,0.14412176609039307,0.26531898975372314,0.23991206288337708,0.29907122254371643,-0.02626817300915718,0.24472326040267944,0.3604978919029236,0.36308565735816956,0.4367222785949707,0.10515213012695312
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.2743909955024719,0.24602696299552917,0.19239190220832825,0.31731775403022766,0.20544172823429108
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.3655064105987549,0.24042341113090515,0.18393073976039886,0.2085941731929779,0.23916715383529663
close,0.20284093916416168,0.2393932342529297,0.2625353932380676,0.14806152880191803,0.07968296110630035,0.19989721477031708,0.2211146205663681,0.08432548493146896,0.09860967099666595,0.1908312737941742
us,0.19343413412570953,0.19898231327533722,0.25727739930152893,0.2685200870037079,0.032960113137960434,0.14300838112831116,0.11889107525348663,0.20205363631248474,0.10360503196716309,0.2742428481578827
ally,0.3800370395183563,0.3238118886947632,0.23644182085990906,0.24645496904850006,0.0734705775976181,0.23032307624816895,0.1289244145154953,0.10993155092000961,0.2715565264225006,0.10381226241588593
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.346034437417984,0.18871670961380005,0.22117017209529877,0.2136206030845642,0.4130953550338745
