,what,super,bowl,was,the,last,where,a,fumble,was,returned,for,a,touchdown,?
this,0.5489566326141357,0.1776810586452484,0.17725728452205658,0.3638818562030792,0.6274310946464539,0.34740546345710754,0.4012809097766876,0.5422310829162598,0.1432829350233078,0.3638818562030792,0.1931295394897461,0.5082864165306091,0.5422310829162598,0.1915639489889145,0.3155723512172699
was,0.22111038863658905,0.21420986950397491,0.21915455162525177,1.0000001192092896,0.48711544275283813,0.32424551248550415,0.20731619000434875,0.4508470594882965,0.21974442899227142,1.0000001192092896,0.4257400631904602,0.3863949179649353,0.4508470594882965,0.19985096156597137,0.18412111699581146
the,0.42745697498321533,0.21959073841571808,0.21576224267482758,0.48711544275283813,1.0,0.3698786795139313,0.5003893971443176,0.5829201340675354,0.16197896003723145,0.48711544275283813,0.32857778668403625,0.4739971458911896,0.5829201340675354,0.1805710643529892,0.22068053483963013
first,0.28086137771606445,0.2717077434062958,0.20817767083644867,0.5022147297859192,0.49448907375335693,0.5431418418884277,0.3238157331943512,0.4287874400615692,0.17934276163578033,0.5022147297859192,0.3118405342102051,0.3800288736820221,0.4287874400615692,0.203080952167511,0.18701928853988647
fumble,0.15996712446212769,0.3436383605003357,0.40204131603240967,0.21974442899227142,0.16197896003723145,0.21866817772388458,0.1699586659669876,0.17153340578079224,1.0000001192092896,0.21974442899227142,0.3629886209964752,0.24365292489528656,0.17153340578079224,0.62925785779953,0.17646178603172302
return,0.18344242870807648,0.10588037222623825,0.14629174768924713,0.12940508127212524,0.2543797492980957,0.22744311392307281,0.2704409658908844,0.20093116164207458,0.33790716528892517,0.12940508127212524,0.6497189998626709,0.23464316129684448,0.20093116164207458,0.3293076753616333,0.14655634760856628
touchdown,0.1587013155221939,0.28897354006767273,0.4045678675174713,0.19985096156597137,0.1805710643529892,0.2233768254518509,0.13294722139835358,0.22309942543506622,0.62925785779953,0.19985096156597137,0.2968437075614929,0.26143357157707214,0.22309942543506622,0.9999999403953552,0.12741123139858246
in,0.30808621644973755,0.18576006591320038,0.17236235737800598,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.5344807505607605,0.539380669593811,0.13453851640224457,0.45514053106307983,0.341925710439682,0.4322226941585541,0.539380669593811,0.14772959053516388,0.20430970191955566
a,0.3320399522781372,0.26005712151527405,0.19533146917819977,0.4508470594882965,0.5829201340675354,0.2864423990249634,0.40997210144996643,1.0,0.17153340578079224,0.4508470594882965,0.22562164068222046,0.44038116931915283,1.0,0.22309942543506622,0.23916715383529663
super,0.13651713728904724,1.0000001192092896,0.4848237931728363,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.17802926898002625,0.26005712151527405,0.3436383605003357,0.21420986950397491,0.13535335659980774,0.22938419878482819,0.26005712151527405,0.28897354006767273,0.166326642036438
bowl,0.15942467749118805,0.4848237931728363,1.0,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.18910634517669678,0.19533146917819977,0.40204131603240967,0.21915455162525177,0.1837148368358612,0.24430087208747864,0.19533146917819977,0.4045678675174713,0.21118052303791046
since,0.29783400893211365,0.13119962811470032,0.14065173268318176,0.4384658932685852,0.4054957628250122,0.3911735415458679,0.26308515667915344,0.3303585946559906,0.15950147807598114,0.4384658932685852,0.28171074390411377,0.36751601099967957,0.3303585946559906,0.18366366624832153,0.2876587212085724
super,0.13651713728904724,1.0000001192092896,0.4848237931728363,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.17802926898002625,0.26005712151527405,0.3436383605003357,0.21420986950397491,0.13535335659980774,0.22938419878482819,0.26005712151527405,0.28897354006767273,0.166326642036438
bowl,0.15942467749118805,0.4848237931728363,1.0,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.18910634517669678,0.19533146917819977,0.40204131603240967,0.21915455162525177,0.1837148368358612,0.24430087208747864,0.19533146917819977,0.4045678675174713,0.21118052303791046
xxviii,0.10212098807096481,0.43183600902557373,0.4878696799278259,0.28594258427619934,0.2853619158267975,0.27369925379753113,0.21808423101902008,0.14986461400985718,0.4173598289489746,0.28594258427619934,0.306486576795578,0.20078259706497192,0.14986461400985718,0.3328799307346344,0.14487794041633606
at,0.2838611304759979,0.11449114978313446,0.2709662914276123,0.36707764863967896,0.457212895154953,0.2946198880672455,0.4402937591075897,0.3095070421695709,0.23378729820251465,0.36707764863967896,0.2879260778427124,0.34237727522850037,0.3095070421695709,0.19840820133686066,0.21978627145290375
the,0.42745697498321533,0.21959073841571808,0.21576224267482758,0.48711544275283813,1.0,0.3698786795139313,0.5003893971443176,0.5829201340675354,0.16197896003723145,0.48711544275283813,0.32857778668403625,0.4739971458911896,0.5829201340675354,0.1805710643529892,0.22068053483963013
end,0.29234179854393005,0.11666745692491531,0.15939030051231384,0.19220198690891266,0.39658910036087036,0.413840651512146,0.29005250334739685,0.28924596309661865,0.24012798070907593,0.19220198690891266,0.25369012355804443,0.22042374312877655,0.28924596309661865,0.31434693932533264,0.12543344497680664
of,0.33290785551071167,0.14718765020370483,0.2243070751428604,0.4069072902202606,0.733189046382904,0.3052992522716522,0.38066378235816956,0.5052502155303955,0.1608104109764099,0.4069072902202606,0.28002414107322693,0.4185989499092102,0.5052502155303955,0.15340197086334229,0.1826142966747284
the,0.42745697498321533,0.21959073841571808,0.21576224267482758,0.48711544275283813,1.0,0.3698786795139313,0.5003893971443176,0.5829201340675354,0.16197896003723145,0.48711544275283813,0.32857778668403625,0.4739971458911896,0.5829201340675354,0.1805710643529892,0.22068053483963013
1993,0.13556112349033356,-0.11357519030570984,-0.053141262382268906,0.06596994400024414,-0.03424737602472305,-0.007771575357764959,0.029110584408044815,-0.03540339320898056,-0.033471766859292984,0.06596994400024414,0.07700388878583908,0.03299114480614662,-0.03540339320898056,-0.07597822695970535,0.14008748531341553
season,0.12117787450551987,0.2755677402019501,0.3117852509021759,0.24797968566417694,0.2507155239582062,0.24131526052951813,0.16652198135852814,0.1855505406856537,0.3371469974517822,0.24797968566417694,0.25870996713638306,0.24490800499916077,0.1855505406856537,0.38812217116355896,0.16793298721313477
.,0.3567904531955719,0.2757420241832733,0.21516893804073334,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.41390106081962585,0.50484299659729,0.23846884071826935,0.40146201848983765,0.22617055475711823,0.4726039469242096,0.50484299659729,0.17317867279052734,0.4130953550338745
