,what,german,poet,was,descended,from,huguenots,?
several,0.22446060180664062,0.18778099119663239,0.09202311187982559,0.25396689772605896,0.17827020585536957,0.2822973132133484,0.24485282599925995,0.15595775842666626
prominent,0.11211586743593216,0.17716890573501587,0.25980088114738464,0.24801866710186005,0.20093704760074615,0.20948447287082672,0.18932375311851501,0.12940338253974915
german,0.1960553526878357,1.0000001192092896,0.21876780688762665,0.26016926765441895,0.10636815428733826,0.18661607801914215,0.35620182752609253,0.13978645205497742
military,0.18809624016284943,0.20391970872879028,0.21756403148174286,0.24704936146736145,0.17416517436504364,0.19967688620090485,0.24144397675991058,0.1890317052602768
",",0.3087472915649414,0.2478695809841156,0.27895280718803406,0.45456063747406006,0.23422162234783173,0.39760664105415344,0.23394492268562317,0.31091248989105225
cultural,0.18198847770690918,0.1277027577161789,0.19382070004940033,0.18866337835788727,0.18641270697116852,0.150727778673172,0.2486826330423355,0.09798457473516464
",",0.3087472915649414,0.2478695809841156,0.27895280718803406,0.45456063747406006,0.23422162234783173,0.39760664105415344,0.23394492268562317,0.31091248989105225
and,0.31309178471565247,0.25850871205329895,0.23370899260044098,0.3740963041782379,0.19641277194023132,0.3601827025413513,0.28783127665519714,0.20544172823429108
political,0.21846716105937958,0.2321714460849762,0.23644554615020752,0.24282537400722504,0.13373544812202454,0.20812924206256866,0.2822909355163574,0.17130474746227264
figures,0.20573294162750244,0.11640391498804092,0.20447814464569092,0.22765325009822845,0.1996997892856598,0.20966191589832306,0.17124012112617493,0.15584851801395416
were,0.22298263013362885,0.21041691303253174,0.15021122992038727,0.590133786201477,0.31485551595687866,0.29991888999938965,0.2728680968284607,0.17890112102031708
ethnic,0.23053161799907684,0.20248658955097198,0.15057788789272308,0.14180785417556763,0.3455931544303894,0.15818369388580322,0.28000378608703613,0.1578492373228073
huguenot,0.1912020891904831,0.4002198278903961,0.24914252758026123,0.24281072616577148,0.32218530774116516,0.1858682930469513,0.9459913372993469,0.1359742432832718
",",0.3087472915649414,0.2478695809841156,0.27895280718803406,0.45456063747406006,0.23422162234783173,0.39760664105415344,0.23394492268562317,0.31091248989105225
including,0.18328791856765747,0.1577586680650711,0.08463427424430847,0.21884717047214508,0.17164503037929535,0.3061726689338684,0.24322979152202606,0.1633303165435791
poet,0.10796449333429337,0.21876780688762665,1.0,0.2649230360984802,0.18827590346336365,0.12784026563167572,0.20456764101982117,0.16892145574092865
theodor,0.20522762835025787,0.36107319593429565,0.28519782423973083,0.2549738585948944,0.08816172182559967,0.0782870277762413,0.26180028915405273,0.1830647885799408
fontane,0.1356104016304016,0.32927024364471436,0.24366243183612823,0.2187095433473587,0.11570966243743896,0.11718124896287918,0.3182196319103241,0.08063802123069763
",",0.3087472915649414,0.2478695809841156,0.27895280718803406,0.45456063747406006,0.23422162234783173,0.39760664105415344,0.23394492268562317,0.31091248989105225
general,0.24928055703639984,0.15973380208015442,0.17695382237434387,0.2445744127035141,0.1202329471707344,0.1645994782447815,0.18244753777980804,0.1972234547138214
hermann,0.1317908614873886,0.5723806619644165,0.19179026782512665,0.2255205363035202,0.06508447974920273,0.10342605412006378,0.25256407260894775,0.12588001787662506
von,0.18003655970096588,0.5505782961845398,0.22174443304538727,0.2042967826128006,0.07109755277633667,0.12214753776788712,0.31460484862327576,0.13907472789287567
françois,0.1766790747642517,0.282809853553772,0.21273985505104065,0.25358033180236816,0.08732418715953827,0.1688595563173294,0.3962934613227844,0.16150183975696564
",",0.3087472915649414,0.2478695809841156,0.27895280718803406,0.45456063747406006,0.23422162234783173,0.39760664105415344,0.23394492268562317,0.31091248989105225
the,0.42745697498321533,0.256483793258667,0.14614954590797424,0.48711544275283813,0.2755005657672882,0.40150508284568787,0.30745792388916016,0.22068053483963013
hero,0.19322191178798676,0.1460985392332077,0.2585820257663727,0.2788515090942383,0.23932981491088867,0.14075472950935364,0.15689945220947266,0.141077920794487
of,0.33290785551071167,0.2122138887643814,0.1686325967311859,0.4069072902202606,0.3058927059173584,0.4249346852302551,0.27577435970306396,0.1826142966747284
