,who,governed,the,central,region,in,the,yuan,?
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
central,0.14618510007858276,0.22182463109493256,0.3417201042175293,1.0,0.33765965700149536,0.30844059586524963,0.3417201042175293,0.16617019474506378,0.14787602424621582
region,0.16453149914741516,0.25005975365638733,0.35020557045936584,0.33765965700149536,1.0,0.3524819314479828,0.35020557045936584,0.17916208505630493,0.13441751897335052
",",0.3365725874900818,0.24968869984149933,0.4933079481124878,0.2587154507637024,0.2119160145521164,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
consisting,0.12026083469390869,0.3224657475948334,0.33371514081954956,0.21521656215190887,0.16290433704853058,0.2985212802886963,0.33371514081954956,0.19334650039672852,0.006223649252206087
of,0.2827862501144409,0.4198022782802582,0.733189046382904,0.3415789008140564,0.2852717339992523,0.5696388483047485,0.733189046382904,0.22696353495121002,0.1826142966747284
present-day,0.20649616420269012,0.24850019812583923,0.36770060658454895,0.17491397261619568,0.2145586758852005,0.3419967591762543,0.36770060658454895,0.19156840443611145,0.24972984194755554
hebei,0.14614690840244293,0.2261054664850235,0.3159666061401367,0.2921375036239624,0.3164241313934326,0.25640159845352173,0.3159666061401367,0.49813857674598694,0.09178882837295532
",",0.3365725874900818,0.24968869984149933,0.4933079481124878,0.2587154507637024,0.2119160145521164,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
shandong,0.20510146021842957,0.16872049868106842,0.23099678754806519,0.2778990864753723,0.21993455290794373,0.26093989610671997,0.23099678754806519,0.5420257449150085,0.14322839677333832
",",0.3365725874900818,0.24968869984149933,0.4933079481124878,0.2587154507637024,0.2119160145521164,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
shanxi,0.2322341799736023,0.20767058432102203,0.26263874769210815,0.28438159823417664,0.24135592579841614,0.2657341957092285,0.26263874769210815,0.5755638480186462,0.1878359317779541
",",0.3365725874900818,0.24968869984149933,0.4933079481124878,0.2587154507637024,0.2119160145521164,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
south-eastern,0.23678669333457947,0.27849963307380676,0.4215671718120575,0.5371134281158447,0.4285324215888977,0.39332911372184753,0.4215671718120575,0.24579893052577972,0.2683718800544739
part,0.19576206803321838,0.35519662499427795,0.527681291103363,0.3872494101524353,0.33727937936782837,0.4499994218349457,0.527681291103363,0.12423206120729446,0.08557961881160736
of,0.2827862501144409,0.4198022782802582,0.733189046382904,0.3415789008140564,0.2852717339992523,0.5696388483047485,0.733189046382904,0.22696353495121002,0.1826142966747284
present-day,0.20649616420269012,0.24850019812583923,0.36770060658454895,0.17491397261619568,0.2145586758852005,0.3419967591762543,0.36770060658454895,0.19156840443611145,0.24972984194755554
inner,0.08865341544151306,0.19505257904529572,0.2790820598602295,0.25959300994873047,0.30010750889778137,0.22538623213768005,0.2790820598602295,0.11460394412279129,0.10395674407482147
mongolia,0.16683310270309448,0.17459222674369812,0.26887956261634827,0.33197709918022156,0.3357085883617401,0.22565330564975739,0.26887956261634827,0.3873007595539093,0.12165829539299011
and,0.41279885172843933,0.2838749289512634,0.5171257257461548,0.2465941160917282,0.2372262328863144,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.20544172823429108
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
henan,0.18587782979011536,0.2679869532585144,0.2673935294151306,0.2505767345428467,0.2527148127555847,0.2311522364616394,0.2673935294151306,0.5496213436126709,0.15703129768371582
areas,0.25495338439941406,0.2846268117427826,0.3311663568019867,0.2885909676551819,0.4012795090675354,0.33029478788375854,0.3311663568019867,0.0838901549577713,0.1273590475320816
to,0.42656609416007996,0.20330750942230225,0.535392165184021,0.21511952579021454,0.24118299782276154,0.45010748505592346,0.535392165184021,0.1499021351337433,0.29463258385658264
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
north,0.11026738584041595,0.258236289024353,0.36298373341560364,0.45006701350212097,0.3999730050563812,0.39050599932670593,0.36298373341560364,0.081980399787426,0.11829731613397598
of,0.2827862501144409,0.4198022782802582,0.733189046382904,0.3415789008140564,0.2852717339992523,0.5696388483047485,0.733189046382904,0.22696353495121002,0.1826142966747284
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
yellow,0.16457633674144745,0.17095857858657837,0.2507648169994354,0.13194628059864044,0.19256024062633514,0.20937198400497437,0.2507648169994354,0.20308271050453186,0.142889603972435
river,0.15295234322547913,0.14761941134929657,0.2894456386566162,0.2600664794445038,0.26366138458251953,0.2149806171655655,0.2894456386566162,0.20087933540344238,0.15390869975090027
",",0.3365725874900818,0.24968869984149933,0.4933079481124878,0.2587154507637024,0.2119160145521164,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
was,0.3318818509578705,0.2891733646392822,0.48711544275283813,0.21519865095615387,0.19296804070472717,0.45514053106307983,0.48711544275283813,0.19482262432575226,0.18412111699581146
considered,0.2708154320716858,0.30338236689567566,0.4028765559196472,0.19842636585235596,0.15400059521198273,0.28591203689575195,0.4028765559196472,0.09289617091417313,0.19909770786762238
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
most,0.35393568873405457,0.21365757286548615,0.47635307908058167,0.24005284905433655,0.19658514857292175,0.41416558623313904,0.47635307908058167,0.1373920887708664,0.2107497900724411
important,0.23735733330249786,0.29153260588645935,0.39348116517066956,0.2945139706134796,0.23021602630615234,0.3796374499797821,0.39348116517066956,0.12005564570426941,0.17812499403953552
region,0.16453149914741516,0.25005975365638733,0.35020557045936584,0.33765965700149536,1.0,0.3524819314479828,0.35020557045936584,0.17916208505630493,0.13441751897335052
of,0.2827862501144409,0.4198022782802582,0.733189046382904,0.3415789008140564,0.2852717339992523,0.5696388483047485,0.733189046382904,0.22696353495121002,0.1826142966747284
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
dynasty,0.19946415722370148,0.23269352316856384,0.26267939805984497,0.18005789816379547,0.1954924613237381,0.15246383845806122,0.26267939805984497,0.49336904287338257,0.15884074568748474
and,0.41279885172843933,0.2838749289512634,0.5171257257461548,0.2465941160917282,0.2372262328863144,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.20544172823429108
directly,0.2773066759109497,0.244345560669899,0.4502958655357361,0.2712244689464569,0.17885448038578033,0.25104159116744995,0.4502958655357361,0.17838619649410248,0.2187996357679367
governed,0.2344985008239746,1.0000001192092896,0.3389590084552765,0.22182463109493256,0.25005975365638733,0.2822141647338867,0.3389590084552765,0.18537689745426178,0.12964454293251038
by,0.39727845788002014,0.2678864002227783,0.4408751428127289,0.14742699265480042,0.15175513923168182,0.370934396982193,0.4408751428127289,0.19831176102161407,0.17966607213020325
