,what,president,of,the,university,transformed,it,into,a,modern,research,university,?
following,0.2506418824195862,0.1717645227909088,0.3576679527759552,0.39779382944107056,0.13632477819919586,0.12984411418437958,0.29255929589271545,0.2676943242549896,0.27489006519317627,0.1299004703760147,0.13744007050991058,0.13632477819919586,0.1555173695087433
the,0.42745697498321533,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.2591012716293335,0.6251175999641418,0.39493247866630554,0.5829201340675354,0.3283970355987549,0.24391183257102966,0.263973206281662,0.22068053483963013
american,0.1909721940755844,0.25288230180740356,0.22180068492889404,0.24562937021255493,0.22128956019878387,0.16088098287582397,0.14307931065559387,0.1574302315711975,0.22026167809963226,0.17004087567329407,0.14681699872016907,0.22128956019878387,0.18877598643302917
civil,0.15091551840305328,0.2570957541465759,0.24698495864868164,0.2477465271949768,0.21515771746635437,0.11785338073968887,0.17707513272762299,0.12426704168319702,0.21693918108940125,0.15365588665008545,0.1146240085363388,0.21515771746635437,0.1494513899087906
war,0.22516006231307983,0.24631570279598236,0.31680163741111755,0.366199791431427,0.2177136391401291,0.17494012415409088,0.28139346837997437,0.1791244000196457,0.2368277609348297,0.17776364088058472,0.16995827853679657,0.2177136391401291,0.15510529279708862
",",0.3087472915649414,0.26552814245224,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.2209366261959076,0.48329564929008484,0.2826121151447296,0.427140474319458,0.2557750344276428,0.2764695882797241,0.3017033040523529,0.31091248989105225
president,0.1870913952589035,1.0000001192092896,0.21610750257968903,0.24330610036849976,0.2515452206134796,0.09833282232284546,0.20577441155910492,0.10702338069677353,0.16959697008132935,0.11030188947916031,0.1368889957666397,0.2515452206134796,0.14148259162902832
charles,0.18606366217136383,0.16938506066799164,0.22512592375278473,0.20777860283851624,0.17853446304798126,0.090156190097332,0.19892708957195282,0.13851983845233917,0.20142732560634613,0.15594573318958282,0.11117929965257645,0.17853446304798126,0.17366734147071838
w.,-0.0846915990114212,-0.01528781559318304,-0.0285952165722847,0.007494001649320126,0.07065559923648834,-0.024686351418495178,-0.06686807423830032,-0.04852696880698204,0.004890094976872206,-0.10603643953800201,0.01972922310233116,0.07065559923648834,-0.07353907823562622
eliot,0.20328496396541595,0.25435709953308105,0.16987493634223938,0.15140269696712494,0.23596282303333282,0.10132835060358047,0.162275031208992,0.13692641258239746,0.1670328974723816,0.13762713968753815,0.22694624960422516,0.23596282303333282,0.2153647243976593
's,0.02692362666130066,-0.08566092699766159,-0.03817026689648628,-0.01540423184633255,-0.007441582623869181,0.008874926716089249,0.06608816236257553,0.00961404386907816,0.04866964742541313,0.03816800191998482,-0.03923575207591057,-0.007441582623869181,-0.023395681753754616
long,0.28276848793029785,0.1521872729063034,0.2567519545555115,0.3075225353240967,0.11100612580776215,0.08768519759178162,0.34568047523498535,0.228584423661232,0.3795371353626251,0.17542117834091187,0.14823059737682343,0.11100612580776215,0.19699987769126892
tenure,0.2016105353832245,0.3613048791885376,0.30861806869506836,0.25439196825027466,0.31099334359169006,0.09949256479740143,0.14085188508033752,0.04195648059248924,0.20023180544376373,0.11593551933765411,0.22980897128582,0.31099334359169006,0.19726786017417908
(,0.2411840260028839,0.2037333846092224,0.35032153129577637,0.33289089798927307,0.20313534140586853,0.13381578028202057,0.2745298147201538,0.1606949418783188,0.3206180930137634,0.15444137156009674,0.21796925365924835,0.20313534140586853,0.40561532974243164
1869–1909,0.17139846086502075,0.13205371797084808,0.08486848324537277,0.08334412425756454,0.04779840633273125,0.11481278389692307,0.0988205075263977,0.0021255335304886103,0.1143408790230751,0.07121115177869797,0.11470911651849747,0.04779840633273125,0.17179414629936218
),0.26259949803352356,0.1912459284067154,0.3680361211299896,0.3456730246543884,0.20796938240528107,0.15328380465507507,0.28560304641723633,0.1600802093744278,0.3640355169773102,0.17084072530269623,0.2105444371700287,0.20796938240528107,0.42300865054130554
transformed,0.1665840744972229,0.09833282232284546,0.2842146158218384,0.2591012716293335,0.08718585968017578,1.0,0.15623480081558228,0.35665640234947205,0.20745790004730225,0.20057924091815948,0.1594412922859192,0.08718585968017578,0.08252272009849548
the,0.42745697498321533,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.2591012716293335,0.6251175999641418,0.39493247866630554,0.5829201340675354,0.3283970355987549,0.24391183257102966,0.263973206281662,0.22068053483963013
college,0.20568516850471497,0.19208437204360962,0.2384195327758789,0.19751401245594025,0.6649739742279053,0.1320084035396576,0.16808579862117767,0.11595391482114792,0.20302298665046692,0.1468588262796402,0.30535241961479187,0.6649739742279053,0.11076676845550537
