,what,does,kuznets,',curve,predict,about,income,inequality,given,time,?
kuznets,0.1295931190252304,0.15235063433647156,1.0,0.19275371730327606,0.14647100865840912,0.1817418485879898,0.14682424068450928,0.1684095859527588,0.14391092956066132,0.08958236873149872,0.20939891040325165,0.19523082673549652
',0.3245812654495239,0.2684852182865143,0.19275371730327606,1.0,0.13907769322395325,0.1087426245212555,0.2788675129413605,0.11368601769208908,0.1538884937763214,0.25781694054603577,0.24727515876293182,0.330942302942276
curve,0.26433035731315613,0.19757412374019623,0.14647100865840912,0.13907769322395325,1.0000001192092896,0.31302350759506226,0.16217227280139923,0.18007220327854156,0.3580670952796936,0.21443253755569458,0.20736126601696014,0.18092067539691925
predicts,0.27797141671180725,0.26958709955215454,0.22750286757946014,0.14295490086078644,0.2569201588630676,0.909485399723053,0.20805515348911285,0.2660796046257019,0.3310736417770386,0.19061124324798584,0.1818830370903015,0.18726187944412231
that,0.6297725439071655,0.4764937460422516,0.19955454766750336,0.3494868278503418,0.30360865592956543,0.4030586779117584,0.4500710964202881,0.2627509534358978,0.3467824459075928,0.3486595153808594,0.388528436422348,0.32716336846351624
income,0.21837803721427917,0.18851257860660553,0.1684095859527588,0.11368601769208908,0.18007220327854156,0.2559521794319153,0.27994927763938904,1.0,0.46967795491218567,0.19130927324295044,0.14685575664043427,0.14935168623924255
inequality,0.30072227120399475,0.24271976947784424,0.14391092956066132,0.1538884937763214,0.3580670952796936,0.3484974801540375,0.23402167856693268,0.46967795491218567,1.0000001192092896,0.17394129931926727,0.20081466436386108,0.23619021475315094
will,0.3510494530200958,0.583926260471344,0.21712718904018402,0.20316393673419952,0.24100597202777863,0.33352208137512207,0.22317971289157867,0.19403384625911713,0.2407531589269638,0.3105083107948303,0.3491556644439697,0.35046905279159546
eventually,0.28470873832702637,0.2876618802547455,0.2355397492647171,0.11924675107002258,0.15217609703540802,0.3000335991382599,0.22063429653644562,0.18394942581653595,0.1861460655927658,0.23713485896587372,0.29147541522979736,0.13642115890979767
decrease,0.20072416961193085,0.14950121939182281,0.05893777683377266,0.1221068799495697,0.34544599056243896,0.38191118836402893,0.17856267094612122,0.29398244619369507,0.3187161982059479,0.2633359134197235,0.21513307094573975,0.08518534898757935
given,0.21883496642112732,0.25750163197517395,0.08958236873149872,0.25781694054603577,0.21443253755569458,0.24354462325572968,0.2077912986278534,0.19130927324295044,0.17394129931926727,1.0,0.317789226770401,0.2570464313030243
time,0.36319252848625183,0.2519678771495819,0.20939891040325165,0.24727515876293182,0.20736126601696014,0.22933833301067352,0.305572509765625,0.14685575664043427,0.20081466436386108,0.317789226770401,0.9999998807907104,0.27391523122787476
.,0.3567904531955719,0.3022993505001068,0.29673638939857483,0.4806240200996399,0.2089635133743286,0.20773431658744812,0.42038556933403015,0.26448529958724976,0.22563500702381134,0.3169408142566681,0.371569961309433,0.4130953550338745
