,the,papers,of,which,famous,english,victorian,author,are,collected,in,the,library,?
writers,0.26940304040908813,0.26720547676086426,0.23530523478984833,0.21567367017269135,0.24773412942886353,0.23599566519260406,0.1804385781288147,0.35809242725372314,0.19338957965373993,0.23057974874973297,0.22500865161418915,0.26940304040908813,0.21553140878677368,0.1693820208311081
whose,0.38253846764564514,0.08630754798650742,0.37058958411216736,0.37205496430397034,0.25410765409469604,0.22061194479465485,0.17889106273651123,0.24363011121749878,0.2854825556278229,0.15822254121303558,0.23496666550636292,0.38253846764564514,0.12138253450393677,0.16990536451339722
papers,0.15848612785339355,1.0000001192092896,0.17829445004463196,0.1440466195344925,0.12946583330631256,0.13381148874759674,0.24191612005233765,0.25830069184303284,0.21087995171546936,0.443788081407547,0.21986161172389984,0.15848612785339355,0.3776659071445465,0.12157123535871506
are,0.40399202704429626,0.21087995171546936,0.39081433415412903,0.42922598123550415,0.20935581624507904,0.20190079510211945,0.20787982642650604,0.08173219114542007,1.0,0.23702463507652283,0.3841303884983063,0.40399202704429626,0.13147571682929993,0.24591213464736938
in,0.6662389636039734,0.21986161172389984,0.5696388483047485,0.4840516746044159,0.34673580527305603,0.19623121619224548,0.21606117486953735,0.18350110948085785,0.3841303884983063,0.2259848713874817,1.0,0.6662389636039734,0.2101847380399704,0.20430970191955566
the,1.0,0.15848612785339355,0.733189046382904,0.6521818041801453,0.28616565465927124,0.23982001841068268,0.2753658890724182,0.199458509683609,0.40399202704429626,0.26241183280944824,0.6662389636039734,1.0,0.19920319318771362,0.22068053483963013
library,0.19920319318771362,0.3776659071445465,0.21889357268810272,0.1813201606273651,0.1674058586359024,0.1118764653801918,0.24634866416454315,0.2445903867483139,0.13147571682929993,0.36169716715812683,0.2101847380399704,0.19920319318771362,0.9999999403953552,0.18938742578029633
are,0.40399202704429626,0.21087995171546936,0.39081433415412903,0.42922598123550415,0.20935581624507904,0.20190079510211945,0.20787982642650604,0.08173219114542007,1.0,0.23702463507652283,0.3841303884983063,0.40399202704429626,0.13147571682929993,0.24591213464736938
as,0.48381632566452026,0.20654168725013733,0.3886612355709076,0.41006597876548767,0.21419654786586761,0.2722744047641754,0.2881182134151459,0.24972903728485107,0.3826591968536377,0.23179961740970612,0.3887844979763031,0.48381632566452026,0.19044850766658783,0.27043893933296204
diverse,0.2793438136577606,0.08760346472263336,0.27690666913986206,0.31423860788345337,0.20279498398303986,0.15388070046901703,0.26489517092704773,0.18492096662521362,0.30672088265419006,0.23871219158172607,0.1994941383600235,0.2793438136577606,0.14040882885456085,0.07389035075902939
as,0.48381632566452026,0.20654168725013733,0.3886612355709076,0.41006597876548767,0.21419654786586761,0.2722744047641754,0.2881182134151459,0.24972903728485107,0.3826591968536377,0.23179961740970612,0.3887844979763031,0.48381632566452026,0.19044850766658783,0.27043893933296204
charles,0.20777860283851624,0.23447829484939575,0.22512592375278473,0.1476125568151474,0.22592519223690033,0.2527758479118347,0.23539134860038757,0.17875348031520844,0.1303582340478897,0.20128053426742554,0.21346928179264069,0.20777860283851624,0.12434367090463638,0.17366734147071838
dickens,0.24162395298480988,0.3058550953865051,0.2024228572845459,0.1945294439792633,0.26932141184806824,0.25274109840393066,0.26170068979263306,0.28717240691185,0.236310213804245,0.2912256121635437,0.27585524320602417,0.24162395298480988,0.1956041306257248,0.18882934749126434
and,0.5171257257461548,0.20068414509296417,0.5116966962814331,0.506277859210968,0.2970265746116638,0.3409043252468109,0.30684709548950195,0.290119469165802,0.48576638102531433,0.3053514063358307,0.4954058527946472,0.5171257257461548,0.18451033532619476,0.20544172823429108
beatrix,0.20805521309375763,0.16095027327537537,0.2356046438217163,0.2077617198228836,0.11819644272327423,0.17792849242687225,0.22472944855690002,0.25774312019348145,0.14127321541309357,0.1259760856628418,0.17277789115905762,0.20805521309375763,0.2587681710720062,0.18166624009609222
potter,0.23662187159061432,0.14482615888118744,0.19094356894493103,0.15600188076496124,0.20278148353099823,0.21709349751472473,0.22682003676891327,0.28641462326049805,0.2167159765958786,0.10756509751081467,0.16053634881973267,0.23662187159061432,0.14289405941963196,0.1650129109621048
.,0.5934505462646484,0.25935089588165283,0.5352458953857422,0.45942068099975586,0.2322506159543991,0.2881386876106262,0.22745303809642792,0.21841131150722504,0.3452940285205841,0.3035014569759369,0.5591574311256409,0.5934505462646484,0.23675528168678284,0.4130953550338745
