,what,did,tesla,develop,in,1887,?
one,0.376489520072937,0.27659472823143005,0.2218162566423416,0.24448396265506744,0.4129433035850525,-0.10148973762989044,0.2673267424106598
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.2259741723537445,0.5696388483047485,-0.05138598755002022,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.26276466250419617,0.6662389636039734,-0.032284706830978394,0.22068053483963013
things,0.5577362775802612,0.362071692943573,0.2649520933628082,0.2441183477640152,0.2694495618343353,-0.039076484739780426,0.36181706190109253
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.14901486039161682,0.17097744345664978,-0.08320944011211395,0.10250775516033173
developed,0.15555569529533386,0.24445466697216034,0.20067144930362701,0.6529664397239685,0.2498214840888977,-0.029358454048633575,0.10763012617826462
at,0.2838611304759979,0.28390252590179443,0.16552478075027466,0.1719626486301422,0.4374977946281433,0.023933155462145805,0.21978627145290375
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.3281192481517792,0.435920387506485,0.019515899941325188,0.32716336846351624
laboratory,0.20190474390983582,0.1017812192440033,0.3209504187107086,0.24800865352153778,0.2533527612686157,-0.11635024845600128,0.07445509731769562
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.22882415354251862,1.0,-0.07133353501558304,0.20430970191955566
1887,0.05784531682729721,0.10804079473018646,-0.08320944011211395,-0.06905065476894379,-0.07133353501558304,1.0000001192092896,-0.017046842724084854
was,0.22111038863658905,0.41399896144866943,0.16455206274986267,0.1536230444908142,0.45514053106307983,0.035787295550107956,0.18412111699581146
an,0.2821882665157318,0.22598257660865784,0.13714656233787537,0.1762493997812271,0.2605783939361572,-0.012060754001140594,0.19793890416622162
induction,0.21248550713062286,0.09851984679698944,0.3487966060638428,0.24611225724220276,0.18288569152355194,-0.15684586763381958,0.1510571390390396
motor,0.18952611088752747,0.13840025663375854,0.3617369830608368,0.15954077243804932,0.21732762455940247,-0.13914883136749268,0.0637441948056221
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.3281192481517792,0.435920387506485,0.019515899941325188,0.32716336846351624
ran,0.12850850820541382,0.31891340017318726,0.09229779988527298,0.07898975163698196,0.2376149296760559,-0.010692456737160683,0.11304427683353424
on,0.34226128458976746,0.2670976221561432,0.16159376502037048,0.20949088037014008,0.46853652596473694,-0.01692812889814377,0.2714994251728058
alternating,0.10095972567796707,0.023347359150648117,0.20965251326560974,0.24428445100784302,0.24697254598140717,-0.18656593561172485,0.13878576457500458
current,0.18294453620910645,0.07635620981454849,0.19374153017997742,0.09029972553253174,0.1955713927745819,-0.07030115276575089,0.12074550241231918
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.17652153968811035,0.5201468467712402,-0.021346144378185272,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.27134326100349426,0.539380669593811,-0.12326499819755554,0.23916715383529663
power,0.22216427326202393,0.2120266556739807,0.27547121047973633,0.19728510081768036,0.16666220128536224,0.017469625920057297,0.15304024517536163
system,0.23557309806346893,0.1967303454875946,0.18243813514709473,0.2898979187011719,0.21978288888931274,-0.10855689644813538,0.15556083619594574
format,0.16273964941501617,0.1477918177843094,0.14790591597557068,0.1057727187871933,0.2023913413286209,-0.09892328083515167,0.2222042977809906
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.3281192481517792,0.435920387506485,0.019515899941325188,0.32716336846351624
was,0.22111038863658905,0.41399896144866943,0.16455206274986267,0.1536230444908142,0.45514053106307983,0.035787295550107956,0.18412111699581146
starting,0.25271084904670715,0.22911779582500458,0.16263578832149506,0.23135694861412048,0.3013272285461426,-0.019084392115473747,0.19133803248405457
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.3375980854034424,0.45010748505592346,0.014584614895284176,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.15180771052837372,0.27444928884506226,0.3481820821762085,0.027555692940950394,0.3324260413646698
built,0.1554843783378601,0.2079687863588333,0.24666233360767365,0.21350541710853577,0.25829681754112244,-0.1564980447292328,0.09449632465839386
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.22882415354251862,1.0,-0.07133353501558304,0.20430970191955566
europe,0.17179538309574127,0.22473940253257751,0.154215469956398,0.16456197202205658,0.33061710000038147,-0.03846423700451851,0.18278923630714417
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.25684353709220886,0.4954058527946472,-0.034874267876148224,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.26276466250419617,0.6662389636039734,-0.032284706830978394,0.22068053483963013
united,0.20036718249320984,0.21137088537216187,0.1552019715309143,0.15950119495391846,0.3938477039337158,-0.003053804859519005,0.17266890406608582
states,0.21526020765304565,0.21754568815231323,0.17635658383369446,0.1681017130613327,0.3977442979812622,0.06352176517248154,0.16272737085819244
because,0.46729007363319397,0.45674043893814087,0.13535168766975403,0.2713843286037445,0.37423941493034363,0.0514274500310421,0.2528740465641022
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.2259741723537445,0.5696388483047485,-0.05138598755002022,0.1826142966747284
its,0.30393704771995544,0.19922670722007751,0.20526613295078278,0.28191232681274414,0.3793783485889435,-0.07226547598838806,0.15103481709957123
advantages,0.169710174202919,0.2152351289987564,0.22407718002796173,0.28888559341430664,0.14844228327274323,-0.0028618124779313803,0.1219927966594696
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.22882415354251862,1.0,-0.07133353501558304,0.20430970191955566
long-distance,0.226483553647995,0.16043807566165924,0.2425035685300827,0.1804291158914566,0.2106686234474182,-0.036933910101652145,0.14623819291591644
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.17652153968811035,0.5201468467712402,-0.021346144378185272,0.31091248989105225
high-voltage,0.2539892792701721,0.17168061435222626,0.38331884145736694,0.16903093457221985,0.2587648034095764,-0.08941493183374405,0.23572029173374176
transmission,0.21502315998077393,0.09576284140348434,0.32000529766082764,0.2830176055431366,0.16582068800926208,-0.11004920303821564,0.16372337937355042
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.2532461881637573,0.5591574311256409,-0.09803043305873871,0.4130953550338745
