,what,language,does,``,hoy,'',originate,from,?
many,0.36131182312965393,0.25805559754371643,0.30303922295570374,0.012824942357838154,0.11388592422008514,-0.016843097284436226,0.2689804136753082,0.33099696040153503,0.2124512493610382
words,0.3355468809604645,0.447384238243103,0.27135950326919556,0.14403259754180908,0.15255509316921234,0.01894891820847988,0.22929321229457855,0.21781869232654572,0.27074310183525085
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
however,0.4480680823326111,0.2445181906223297,0.4463717043399811,0.035520195960998535,0.14145442843437195,-0.049120448529720306,0.3194393217563629,0.33656248450279236,0.2152075469493866
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
appear,0.2962318956851959,0.1981775164604187,0.37382254004478455,0.051380403339862823,0.016221504658460617,0.09359925985336304,0.2867467999458313,0.1857801228761673,0.22635367512702942
to,0.455847829580307,0.2763397693634033,0.4391997456550598,0.06720756739377975,0.14856241643428802,-0.009905828163027763,0.3088313639163971,0.4069952368736267,0.29463258385658264
be,0.3929833769798279,0.2154676616191864,0.28696945309638977,0.07670000940561295,0.1113070473074913,0.08835477381944656,0.2555394172668457,0.3107333183288574,0.3324260413646698
used,0.27546408772468567,0.23411054909229279,0.3498048484325409,0.08103004097938538,0.11944839358329773,0.050410956144332886,0.32022836804389954,0.25821518898010254,0.22430120408535004
exclusively,0.1829550862312317,0.18323735892772675,0.2946237325668335,-0.03172356262803078,0.06142145395278931,0.08037906885147095,0.2902083396911621,0.17178000509738922,0.09723977744579315
in,0.30808621644973755,0.23268210887908936,0.214483380317688,0.04765888676047325,0.18169698119163513,0.07432962208986282,0.18074475228786469,0.4274188280105591,0.20430970191955566
newcastle,0.16276082396507263,0.06451362371444702,0.12200397253036499,0.025922706350684166,0.1551828235387802,-0.0023020231164991856,0.1441834568977356,0.1747848093509674,0.0902252271771431
and,0.31309178471565247,0.24699117243289948,0.3461615741252899,0.036644238978624344,0.2034759670495987,0.021612688899040222,0.18956467509269714,0.3601827025413513,0.20544172823429108
the,0.42745697498321533,0.30198320746421814,0.35928019881248474,0.029072100296616554,0.20299585163593292,0.041273195296525955,0.2916457951068878,0.40150508284568787,0.22068053483963013
surrounding,0.2419222742319107,0.19289983808994293,0.23254890739917755,0.06084218621253967,0.0700795128941536,0.0062334551475942135,0.22830168902873993,0.30142489075660706,0.05288729816675186
area,0.21965408325195312,0.18840859830379486,0.13779224455356598,0.1034754067659378,0.1275595724582672,-0.02050521783530712,0.12610386312007904,0.24361829459667206,0.12640461325645447
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
such,0.23989605903625488,0.2091745138168335,0.2787191867828369,0.02061607502400875,0.1563500165939331,0.04183737933635712,0.21565788984298706,0.24813218414783478,0.17851735651493073
as,0.31749409437179565,0.2037375271320343,0.31202155351638794,0.03910288214683533,0.2573598325252533,0.006628023460507393,0.21823285520076752,0.3251767158508301,0.27043893933296204
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
canny,0.23507548868656158,0.19809632003307343,0.2481166273355484,-0.0839257463812828,0.2949652075767517,0.02075078897178173,0.18643133342266083,0.1317334622144699,0.21121251583099365
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
(,0.2411840260028839,0.19353517889976501,0.2728188931941986,0.15585018694400787,0.30511486530303955,-0.022970275953412056,0.17196696996688843,0.25806233286857605,0.40561532974243164
