,what,is,the,average,construction,salary,in,the,uk,?
the,0.42745697498321533,0.5823672413825989,1.0,0.27058175206184387,0.2671978175640106,0.2075764387845993,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
average,0.24068789184093475,0.2669461667537689,0.27058175206184387,1.0,0.16102030873298645,0.3672112226486206,0.23465414345264435,0.27058175206184387,0.09694089740514755,0.21764592826366425
earning,0.12061654776334763,0.13261763751506805,0.29019618034362793,0.3035111725330353,0.2086578905582428,0.49471718072891235,0.31669119000434875,0.29019618034362793,0.25042182207107544,0.1980265974998474
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.20724235475063324,0.2193669229745865,0.31719970703125,0.4322226941585541,0.4739971458911896,0.22479099035263062,0.264628142118454
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.23812800645828247,0.25036895275115967,0.2625115215778351,0.539380669593811,0.5829201340675354,0.19665123522281647,0.23916715383529663
professional,0.20202119648456573,0.2246137410402298,0.1869824379682541,0.1597735583782196,0.15027199685573578,0.33160051703453064,0.20803587138652802,0.1869824379682541,0.11517760902643204,0.13074518740177155
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.23465414345264435,0.3031303882598877,0.190061554312706,1.0,0.6662389636039734,0.2261405885219574,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.27058175206184387,0.2671978175640106,0.2075764387845993,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
construction,0.20329850912094116,0.2135658711194992,0.2671978175640106,0.16102030873298645,1.0,0.28909602761268616,0.3031303882598877,0.2671978175640106,0.12822161614894867,0.13494056463241577
industry,0.1966298520565033,0.25796735286712646,0.26942890882492065,0.1873651146888733,0.3407537043094635,0.21218396723270416,0.2675124704837799,0.26942890882492065,0.2586357891559601,0.11813290417194366
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.23465414345264435,0.3031303882598877,0.190061554312706,1.0,0.6662389636039734,0.2261405885219574,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.27058175206184387,0.2671978175640106,0.2075764387845993,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
middle,0.18312302231788635,0.21621397137641907,0.3405749201774597,0.1745597869157791,0.13644351065158844,0.10832999646663666,0.26767921447753906,0.3405749201774597,0.1515645831823349,0.13139553368091583
east,0.19840149581432343,0.2596127688884735,0.3383176326751709,0.15861615538597107,0.2235342562198639,0.10099102556705475,0.32659441232681274,0.3383176326751709,0.2266823947429657,0.10070597380399704
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23098047077655792,0.23704268038272858,0.19489715993404388,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
across,0.24809791147708893,0.21617691218852997,0.3816230297088623,0.26822054386138916,0.2103009968996048,0.1011846587061882,0.36988839507102966,0.3816230297088623,0.1223054975271225,0.17034576833248138
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.25719907879829407,0.16041073203086853,0.222443088889122,0.3335905969142914,0.4860881567001343,0.20459604263305664,0.29575422406196594
sectors,0.2103491723537445,0.19157682359218597,0.33230820298194885,0.2062392234802246,0.3349110782146454,0.23488794267177582,0.22858920693397522,0.33230820298194885,0.18306680023670197,0.08638603240251541
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23098047077655792,0.23704268038272858,0.19489715993404388,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
job,0.29268908500671387,0.1924818903207779,0.24242734909057617,0.15620996057987213,0.1871495544910431,0.3891497552394867,0.2114088088274002,0.24242734909057617,0.1581098586320877,0.22160480916500092
types,0.25706279277801514,0.21496213972568512,0.23509301245212555,0.19957147538661957,0.15109464526176453,0.07011563330888748,0.18516337871551514,0.23509301245212555,0.19072361290454865,0.1285012811422348
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2138829380273819,0.22762417793273926,0.12764538824558258,0.4954058527946472,0.5171257257461548,0.2701246440410614,0.20544172823429108
levels,0.21641245484352112,0.2141042947769165,0.286034494638443,0.2582651376724243,0.17484669387340546,0.15939350426197052,0.2418597936630249,0.286034494638443,0.10984916239976883,0.1541307419538498
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23717734217643738,0.2815735340118408,0.22919052839279175,0.5696388483047485,0.733189046382904,0.21513383090496063,0.1826142966747284
experience,0.3894727826118469,0.19130541384220123,0.21682339906692505,0.20340679585933685,0.17776386439800262,0.23070719838142395,0.19806437194347382,0.21682339906692505,0.1753910630941391,0.25203612446784973
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23098047077655792,0.23704268038272858,0.19489715993404388,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
is,0.28837618231773376,1.0,0.5823672413825989,0.2669461667537689,0.2135658711194992,0.15019352734088898,0.5394441485404968,0.5823672413825989,0.17650434374809265,0.22961433231830597
"£42,090",-0.08702109009027481,-0.06277965009212494,-0.020254598930478096,-0.08602174371480942,-0.10878124833106995,-0.10151264071464539,0.0680990070104599,-0.020254598930478096,-0.021746793761849403,-0.02183634601533413
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23098047077655792,0.23704268038272858,0.19489715993404388,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
compared,0.241532102227211,0.2816821038722992,0.28685078024864197,0.3694137930870056,0.1544916033744812,0.2664460837841034,0.2479310929775238,0.28685078024864197,0.16544756293296814,0.21399109065532684
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2572915256023407,0.24810278415679932,0.2658538222312927,0.45010748505592346,0.535392165184021,0.18409153819084167,0.29463258385658264
"£26,719",0.23719783127307892,0.12772506475448608,0.18155892193317413,0.13819997012615204,0.26169511675834656,0.04460031911730766,0.19419996440410614,0.18155892193317413,0.14036133885383606,0.11771351099014282
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.23465414345264435,0.3031303882598877,0.190061554312706,1.0,0.6662389636039734,0.2261405885219574,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.27058175206184387,0.2671978175640106,0.2075764387845993,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
uk,0.17163191735744476,0.17650434374809265,0.2143084555864334,0.09694089740514755,0.12822161614894867,0.11474964022636414,0.2261405885219574,0.2143084555864334,1.0,0.20222434401512146
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2717139422893524,0.23682771623134613,0.2463613897562027,0.5591574311256409,0.5934505462646484,0.24075214564800262,0.4130953550338745
