,what,is,psalm,67,about,?
luther,0.2134782373905182,0.08282390236854553,0.29639866948127747,0.048615239560604095,0.203048437833786,0.1732746809720993
adopted,0.1504661738872528,0.1905336230993271,0.18696631491184235,-0.0369926281273365,0.14824409782886505,0.14235380291938782
a,0.3320399522781372,0.658733606338501,0.16876152157783508,0.07521291077136993,0.34171196818351746,0.23916715383529663
preexisting,0.3697949945926666,0.2706109881401062,0.21186517179012299,-0.004482090473175049,0.29528045654296875,0.3586890399456024
johann,0.14257463812828064,0.12211661785840988,0.3290124237537384,-0.027256201952695847,0.13302192091941833,0.1194499209523201
walter,0.11522015184164047,0.12071582674980164,0.07501579821109772,0.0009389405022375286,0.0926242470741272,0.1297207623720169
tune,0.270632266998291,0.17619308829307556,0.43424713611602783,-0.0318320132791996,0.14888234436511993,0.19689199328422546
associated,0.15836219489574432,0.2300606518983841,0.1753951609134674,-0.0714070126414299,0.1778445988893509,0.1453326791524887
with,0.2464839518070221,0.3250955045223236,0.18867526948451996,-0.14989911019802094,0.3347385823726654,0.2433311939239502
a,0.3320399522781372,0.658733606338501,0.16876152157783508,0.07521291077136993,0.34171196818351746,0.23916715383529663
hymnic,0.25982871651649475,0.2499849945306778,0.556915283203125,0.01858772337436676,0.23718895018100739,0.26386120915412903
setting,0.287603497505188,0.18220333755016327,0.25206586718559265,0.06330076605081558,0.21506597101688385,0.16943378746509552
of,0.33290785551071167,0.4854315221309662,0.23457597196102142,-0.13137926161289215,0.40939709544181824,0.1826142966747284
psalm,0.24648988246917725,0.20124825835227966,1.0,-0.0687732920050621,0.20722661912441254,0.1857936531305313
67,0.12358380854129791,0.024423155933618546,-0.0687732920050621,1.0,-0.0002354563621338457,0.011700204573571682
's,0.02692362666130066,0.02396530658006668,0.08232855051755905,0.05811597406864166,-0.020936643704771996,-0.023395681753754616
prayer,0.1971559077501297,0.17994995415210724,0.5011515021324158,0.051424652338027954,0.16507495939731598,0.2122897058725357
for,0.3017193675041199,0.43268078565597534,0.22014567255973816,0.00478841457515955,0.3312419354915619,0.264628142118454
grace,0.16722138226032257,0.17061445116996765,0.26743456721305847,0.02888300083577633,0.1613561064004898,0.16775278747081757
;,0.10986888408660889,0.05324986204504967,0.04406377673149109,-0.043209098279476166,0.06296145915985107,0.10349778085947037
wolf,0.2163945883512497,0.1586107313632965,0.21671168506145477,0.0022890022955834866,0.21053826808929443,0.2382325977087021
heintz,0.1594942808151245,0.16850140690803528,0.25346189737319946,0.022183123975992203,0.22400888800621033,0.16689983010292053
's,0.02692362666130066,0.02396530658006668,0.08232855051755905,0.05811597406864166,-0.020936643704771996,-0.023395681753754616
four-part,0.25170159339904785,0.3949364721775055,0.29773736000061035,-0.008223151788115501,0.2779887616634369,0.16754309833049774
setting,0.287603497505188,0.18220333755016327,0.25206586718559265,0.06330076605081558,0.21506597101688385,0.16943378746509552
of,0.33290785551071167,0.4854315221309662,0.23457597196102142,-0.13137926161289215,0.40939709544181824,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2587265372276306,-0.03669794648885727,0.37995871901512146,0.22068053483963013
hymn,0.17087575793266296,0.12444980442523956,0.5732090473175049,0.00818116869777441,0.17577555775642395,0.15131041407585144
was,0.22111038863658905,0.5810302495956421,0.18437723815441132,0.022691888734698296,0.2577359974384308,0.18412111699581146
used,0.27546408772468567,0.3288823366165161,0.21873241662979126,-0.019328707829117775,0.2304701954126358,0.22430120408535004
to,0.455847829580307,0.42745086550712585,0.14810869097709656,0.05395767092704773,0.391953706741333,0.29463258385658264
introduce,0.2023693174123764,0.14672130346298218,0.17732203006744385,0.06347551941871643,0.18287289142608643,0.22698114812374115
the,0.42745697498321533,0.5823672413825989,0.2587265372276306,-0.03669794648885727,0.37995871901512146,0.22068053483963013
lutheran,0.195865198969841,0.1802605539560318,0.40366625785827637,0.010001780465245247,0.17368723452091217,0.1752520203590393
reformation,0.23052695393562317,0.20264621078968048,0.3286132216453552,0.023590197786688805,0.22498348355293274,0.14843040704727173
in,0.30808621644973755,0.5394441485404968,0.19841966032981873,-0.074662946164608,0.39797019958496094,0.20430970191955566
halle,0.18212340772151947,0.22265401482582092,0.2793254256248474,0.07650461047887802,0.21000936627388,0.09610161185264587
in,0.30808621644973755,0.5394441485404968,0.19841966032981873,-0.074662946164608,0.39797019958496094,0.20430970191955566
1541,0.05546485632658005,0.03868371620774269,-0.1369830071926117,-0.0772479772567749,0.11756357550621033,0.057804372161626816
.,0.3567904531955719,0.4569662809371948,0.20130901038646698,-0.03130171820521355,0.42038556933403015,0.4130953550338745
