,what,institution,does,robert,barro,hail,from,?
research,0.237140491604805,0.4651148021221161,0.20314310491085052,0.10541556030511856,0.1418304443359375,0.11685983836650848,0.19734305143356323,0.13481977581977844
by,0.2455483376979828,0.15313075482845306,0.143477201461792,0.24091920256614685,0.2098482847213745,0.17633986473083496,0.3373257517814636,0.17966607213020325
harvard,0.2177114188671112,0.37882179021835327,0.11194910854101181,0.2635907828807831,0.25786036252975464,0.09363985061645508,0.2288978099822998,0.11685016006231308
economist,0.16227665543556213,0.27794745564460754,0.12617771327495575,0.24358408153057098,0.22068756818771362,0.12650978565216064,0.13603578507900238,0.15311987698078156
robert,0.1948658525943756,0.09968120604753494,0.08882448822259903,0.9999999403953552,0.28370702266693115,0.160796657204628,0.13347840309143066,0.11293095350265503
barro,0.1872328519821167,0.1861676722764969,0.10506128519773483,0.28370702266693115,1.0,0.15995223820209503,0.22509516775608063,0.18375037610530853
",",0.3087472915649414,0.21709872782230377,0.28617382049560547,0.22878289222717285,0.28802716732025146,0.22656093537807465,0.39760664105415344,0.31091248989105225
found,0.1796332150697708,0.1302245855331421,0.13407401740550995,0.1676284819841385,0.18388593196868896,0.09695807844400406,0.15488772094249725,0.16790300607681274
that,0.6297725439071655,0.23780490458011627,0.4764937460422516,0.17482081055641174,0.210953488945961,0.2544115483760834,0.3477667272090912,0.32716336846351624
there,0.35085538029670715,0.17043673992156982,0.2930194139480591,0.13891513645648956,0.14958681166172028,0.19659282267093658,0.2965545952320099,0.29405656456947327
is,0.28837618231773376,0.18623653054237366,0.4403602182865143,0.16191203892230988,0.1727064698934555,0.18734528124332428,0.27355384826660156,0.22961433231830597
``,0.008517155423760414,-0.029547272250056267,0.06539655476808548,-0.011241299100220203,-0.011950498446822166,0.08280356228351593,0.02677825279533863,0.0685480609536171
little,0.2614184617996216,0.055330004543066025,0.25939854979515076,-0.02749755047261715,0.14413052797317505,0.18996311724185944,0.14410485327243805,0.20336517691612244
overall,0.23488298058509827,0.07788921892642975,0.19045297801494598,0.15316137671470642,0.09550472348928452,0.09474708139896393,0.16655413806438446,0.18573027849197388
relation,0.3144443929195404,0.2606026530265808,0.25259336829185486,0.1257382333278656,0.11105109006166458,0.13499772548675537,0.1380605697631836,0.1898830384016037
between,0.2462156116962433,0.13496150076389313,0.16966454684734344,0.1353893131017685,0.15460608899593353,0.12464945763349533,0.3269653618335724,0.12887074053287506
income,0.21837803721427917,0.27109646797180176,0.18851257860660553,0.0584755577147007,0.09032013267278671,0.17171862721443176,0.17458222806453705,0.14935168623924255
inequality,0.30072227120399475,0.3531661927700043,0.24271976947784424,0.13220857083797455,0.1177615076303482,0.17221271991729736,0.06381086260080338,0.23619021475315094
and,0.31309178471565247,0.2360319048166275,0.3461615741252899,0.21826715767383575,0.25195690989494324,0.21199949085712433,0.3601827025413513,0.20544172823429108
rates,0.2148645967245102,0.2627573013305664,0.27952635288238525,0.11288934201002121,0.11198664456605911,0.19179974496364594,0.24062766134738922,0.13808594644069672
of,0.33290785551071167,0.3115397095680237,0.3119818866252899,0.2398476004600525,0.20676353573799133,0.23264992237091064,0.4249346852302551,0.1826142966747284
growth,0.1739405393600464,0.1852305829524994,0.18474416434764862,0.15748679637908936,0.004866259638220072,0.22492368519306183,0.18550442159175873,0.07547862827777863
and,0.31309178471565247,0.2360319048166275,0.3461615741252899,0.21826715767383575,0.25195690989494324,0.21199949085712433,0.3601827025413513,0.20544172823429108
investment,0.21795563399791718,0.3925246298313141,0.23397958278656006,0.17799386382102966,0.17563726007938385,0.20058216154575348,0.15465137362480164,0.17811161279678345
'',0.08143015950918198,0.060569439083337784,-0.004023602232336998,-0.032864753156900406,0.0037106722593307495,-0.11170689016580582,-0.011389154009521008,0.018684765323996544
.,0.3567904531955719,0.19818365573883057,0.3022993505001068,0.25747326016426086,0.2221866250038147,0.21724990010261536,0.41536515951156616,0.4130953550338745
