,whose,ideas,became,increasingly,radical,during,his,imprisonment,?
while,0.25962477922439575,0.18547013401985168,0.23956947028636932,0.289653480052948,0.169688418507576,0.3849048316478729,0.39785656332969666,0.23323093354701996,0.21076419949531555
qutb,0.25327354669570923,0.2259204089641571,0.3124640882015228,0.2621367573738098,0.27608105540275574,0.3504241108894348,0.3392234742641449,0.3381553888320923,0.18769441545009613
's,-0.019954677671194077,0.054914966225624084,0.0067522358149290085,0.00944199226796627,-0.03655558452010155,0.011294117197394371,0.047556519508361816,0.04197356477379799,-0.023395681753754616
ideas,0.2386193424463272,1.0,0.22134800255298615,0.2980821132659912,0.4338417053222656,0.21399831771850586,0.33019760251045227,0.21086335182189941,0.2857283353805542
became,0.22599858045578003,0.22134800255298615,1.0,0.37789803743362427,0.20052579045295715,0.37706515192985535,0.3503277599811554,0.15281352400779724,0.11374033987522125
increasingly,0.22296231985092163,0.2980821132659912,0.37789803743362427,1.0000001192092896,0.32326212525367737,0.2849653661251068,0.2677808701992035,0.17794948816299438,0.059327382594347
radical,0.2521839737892151,0.4338417053222656,0.20052579045295715,0.32326212525367737,0.9999998807907104,0.19635838270187378,0.22078970074653625,0.27057042717933655,0.1306871920824051
during,0.22117221355438232,0.21399831771850586,0.37706515192985535,0.2849653661251068,0.19635838270187378,1.0,0.36789870262145996,0.3151915967464447,0.1325719803571701
his,0.39010414481163025,0.33019760251045227,0.3503277599811554,0.2677808701992035,0.22078970074653625,0.36789870262145996,0.9999998807907104,0.33144551515579224,0.18075084686279297
imprisonment,0.0932275801897049,0.21086335182189941,0.15281352400779724,0.17794948816299438,0.27057042717933655,0.3151915967464447,0.33144551515579224,0.9999999403953552,0.13416679203510284
prior,0.11620708554983139,0.10519935190677643,0.21122509241104126,0.22567050158977509,0.06365345418453217,0.37088218331336975,0.23540276288986206,0.2098090499639511,0.16978254914283752
to,0.320825457572937,0.31791630387306213,0.20401327311992645,0.33546900749206543,0.2716418504714966,0.2828781306743622,0.3715193271636963,0.22813618183135986,0.29463258385658264
his,0.39010414481163025,0.33019760251045227,0.3503277599811554,0.2677808701992035,0.22078970074653625,0.36789870262145996,0.9999998807907104,0.33144551515579224,0.18075084686279297
execution,0.17096465826034546,0.2198953479528427,0.15616707503795624,0.21601097285747528,0.14266279339790344,0.2144838571548462,0.20698140561580658,0.502063512802124,0.15878841280937195
in,0.23496666550636292,0.24198658764362335,0.31047213077545166,0.23806603252887726,0.20068511366844177,0.4627237319946289,0.3598145842552185,0.2529809772968292,0.20430970191955566
1966,0.0192582830786705,0.0010580271482467651,-0.16990719735622406,-0.10897348076105118,0.08692480623722076,-0.09607577323913574,-0.10434004664421082,-0.0707983672618866,0.08956238627433777
",",0.25601375102996826,0.26492518186569214,0.2798398435115814,0.19576682150363922,0.2340504378080368,0.3225448727607727,0.3378419280052185,0.24537357687950134,0.31091248989105225
the,0.38253846764564514,0.22381870448589325,0.36325156688690186,0.3152945339679718,0.20306628942489624,0.4838213622570038,0.4394008219242096,0.20297037065029144,0.22068053483963013
leadership,0.17946527898311615,0.30862751603126526,0.3017869293689728,0.3300754427909851,0.31991854310035706,0.29695332050323486,0.359438955783844,0.22729216516017914,0.08979988098144531
