,what,is,the,only,organization,which,may,speak,officially,for,the,church,?
the,0.42745697498321533,0.5823672413825989,1.0,0.5497692227363586,0.311172217130661,0.6521818041801453,0.2694292366504669,0.2565973103046417,0.36343514919281006,0.4739971458911896,1.0,0.23846197128295898,0.22068053483963013
highest,0.19637788832187653,0.27460670471191406,0.36945265531539917,0.25128400325775146,0.20538762211799622,0.2561801075935364,0.12394668161869049,0.10987870395183563,0.2238251268863678,0.2320692539215088,0.36945265531539917,0.1251726597547531,0.11527936160564423
level,0.27376922965049744,0.24803997576236725,0.31442487239837646,0.25969839096069336,0.20523427426815033,0.3123716711997986,0.20910172164440155,0.14015285670757294,0.1192551702260971,0.23426367342472076,0.31442487239837646,0.11508837342262268,0.20528386533260345
is,0.28837618231773376,1.0,0.5823672413825989,0.44708555936813354,0.20597060024738312,0.4457404911518097,0.322792649269104,0.24546261131763458,0.2830421030521393,0.43268078565597534,0.5823672413825989,0.203276589512825,0.22961433231830597
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.31755709648132324,0.2258903682231903,0.5573342442512512,0.21229271590709686,0.22586940228939056,0.31531384587287903,0.29870352149009705,0.489897221326828,0.20342940092086792,0.18963319063186646
the,0.42745697498321533,0.5823672413825989,1.0,0.5497692227363586,0.311172217130661,0.6521818041801453,0.2694292366504669,0.2565973103046417,0.36343514919281006,0.4739971458911896,1.0,0.23846197128295898,0.22068053483963013
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.22796879708766937,0.1977924257516861,0.19923317432403564,0.22961640357971191,0.09403791278600693,0.14445962011814117,0.23497237265110016,0.28634732961654663,0.17155873775482178,0.1972234547138214
conference,0.15329721570014954,0.13909097015857697,0.25393402576446533,0.20212268829345703,0.3312934637069702,0.178037628531456,0.09927339106798172,0.1562526822090149,0.3210466206073761,0.21981438994407654,0.25393402576446533,0.19073757529258728,0.11172781884670258
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4542345404624939,0.21951423585414886,0.506277859210968,0.34598252177238464,0.24840866029262543,0.18821144104003906,0.5064792633056641,0.5171257257461548,0.1976170688867569,0.20544172823429108
is,0.28837618231773376,1.0,0.5823672413825989,0.44708555936813354,0.20597060024738312,0.4457404911518097,0.322792649269104,0.24546261131763458,0.2830421030521393,0.43268078565597534,0.5823672413825989,0.203276589512825,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.5497692227363586,0.311172217130661,0.6521818041801453,0.2694292366504669,0.2565973103046417,0.36343514919281006,0.4739971458911896,1.0,0.23846197128295898,0.22068053483963013
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,1.0,0.21655572950839996,0.5654799342155457,0.31779375672340393,0.24597610533237457,0.334716260433197,0.49157920479774475,0.5497692227363586,0.18959210813045502,0.2767370045185089
organization,0.22617296874523163,0.20597060024738312,0.311172217130661,0.21655572950839996,1.0000001192092896,0.3044796586036682,0.1562582403421402,0.10579128563404083,0.31552016735076904,0.2952536344528198,0.311172217130661,0.23529992997646332,0.2069297879934311
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.5654799342155457,0.3044796586036682,1.0,0.23536433279514313,0.17484353482723236,0.29613831639289856,0.44095608592033386,0.6521818041801453,0.20821009576320648,0.25814583897590637
may,0.25739946961402893,0.322792649269104,0.2694292366504669,0.31779375672340393,0.1562582403421402,0.23536433279514313,0.9999998807907104,0.1367657482624054,0.2200128734111786,0.29255861043930054,0.2694292366504669,0.18112462759017944,0.2768254578113556
speak,0.3106061816215515,0.24546261131763458,0.2565973103046417,0.24597610533237457,0.10579128563404083,0.17484353482723236,0.1367657482624054,0.9999998807907104,0.21115490794181824,0.17226319015026093,0.2565973103046417,0.20193497836589813,0.2619509994983673
officially,0.17107035219669342,0.2830421030521393,0.36343514919281006,0.334716260433197,0.31552016735076904,0.29613831639289856,0.2200128734111786,0.21115490794181824,1.0000001192092896,0.23829282820224762,0.36343514919281006,0.24359983205795288,0.15603435039520264
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.49157920479774475,0.2952536344528198,0.44095608592033386,0.29255861043930054,0.17226319015026093,0.23829282820224762,0.9999999403953552,0.4739971458911896,0.15542230010032654,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.5497692227363586,0.311172217130661,0.6521818041801453,0.2694292366504669,0.2565973103046417,0.36343514919281006,0.4739971458911896,1.0,0.23846197128295898,0.22068053483963013
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.18959210813045502,0.23529992997646332,0.20821009576320648,0.18112462759017944,0.20193497836589813,0.24359983205795288,0.15542230010032654,0.23846197128295898,0.9999999403953552,0.18081501126289368
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.49507418274879456,0.20656518638134003,0.45942068099975586,0.35826805233955383,0.2704809308052063,0.2769482433795929,0.4726039469242096,0.5934505462646484,0.28898224234580994,0.4130953550338745
