,in,what,year,was,the,school,renamed,as,harvard,college,?
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.26157811284065247,0.22127023339271545,0.3887844979763031,0.26072487235069275,0.2160365730524063,0.20430970191955566
1639,0.015515358187258244,0.17848388850688934,0.04232107847929001,0.0008149751811288297,-0.0028087827377021313,0.047376848757267,0.05535872280597687,0.05756668001413345,0.10689814388751984,0.013986700214445591,0.44788557291030884
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.27141863107681274,0.2471216917037964,0.48816442489624023,0.2719281017780304,0.23942269384860992,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.22953221201896667,0.2855224609375,0.48381632566452026,0.24496200680732727,0.19751401245594025,0.22068053483963013
college,0.2160365730524063,0.20568516850471497,0.18138910830020905,0.275774210691452,0.19751401245594025,0.569277286529541,0.22703887522220612,0.18513722717761993,0.46371275186538696,0.9999999403953552,0.11076676845550537
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.25740107893943787,0.36580079793930054,0.3677520453929901,0.2415156066417694,0.275774210691452,0.18412111699581146
renamed,0.22127023339271545,0.16309694945812225,0.19041520357131958,0.36580079793930054,0.2855224609375,0.20322176814079285,1.0000001192092896,0.2141297161579132,0.13647304475307465,0.22703887522220612,0.13648955523967743
harvard,0.26072487235069275,0.2177114188671112,0.12264450639486313,0.2415156066417694,0.24496200680732727,0.42520302534103394,0.13647304475307465,0.19990062713623047,1.0,0.46371275186538696,0.11685016006231308
college,0.2160365730524063,0.20568516850471497,0.18138910830020905,0.275774210691452,0.19751401245594025,0.569277286529541,0.22703887522220612,0.18513722717761993,0.46371275186538696,0.9999999403953552,0.11076676845550537
after,0.44050168991088867,0.21973377466201782,0.336445689201355,0.49306565523147583,0.4565047025680542,0.2316942811012268,0.38053110241889954,0.3014480769634247,0.18180784583091736,0.20544886589050293,0.16608688235282898
deceased,0.09905936568975449,0.15471790730953217,0.14893777668476105,0.2057812511920929,0.11222497373819351,0.13628779351711273,0.12694625556468964,0.19204668700695038,0.19042889773845673,0.16064846515655518,0.18392853438854218
clergyman,0.22200371325016022,0.16081534326076508,0.12115330994129181,0.2992498576641083,0.1879919320344925,0.2870655357837677,0.1249992623925209,0.196955144405365,0.37340861558914185,0.3131895363330841,0.12142539769411087
john,0.22177861630916595,0.18237407505512238,0.13745838403701782,0.2875721752643585,0.2230520099401474,0.141232430934906,0.14735770225524902,0.1664888858795166,0.29004359245300293,0.19185736775398254,0.13162356615066528
harvard,0.26072487235069275,0.2177114188671112,0.12264450639486313,0.2415156066417694,0.24496200680732727,0.42520302534103394,0.13647304475307465,0.19990062713623047,1.0,0.46371275186538696,0.11685016006231308
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.27141863107681274,0.2471216917037964,0.48816442489624023,0.2719281017780304,0.23942269384860992,0.31091248989105225
who,0.2792111933231354,0.40942975878715515,0.2851492762565613,0.3318818509578705,0.3733934462070465,0.21669194102287292,0.14860863983631134,0.3923053741455078,0.12595784664154053,0.20970852673053741,0.26220351457595825
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.25740107893943787,0.36580079793930054,0.3677520453929901,0.2415156066417694,0.275774210691452,0.18412111699581146
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.3694365322589874,0.4207492768764496,0.17441901564598083,0.11395207047462463,0.37218472361564636,0.1396438181400299,0.16202573478221893,0.19793890416622162
alumnus,0.2676847279071808,0.11380860209465027,0.24459747970104218,0.26213958859443665,0.26173704862594604,0.45569655299186707,0.18080897629261017,0.2872961759567261,0.40613749623298645,0.4257483184337616,0.1189039796590805
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2391800880432129,0.1758238822221756,0.3886612355709076,0.25842633843421936,0.2384195327758789,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.22953221201896667,0.2855224609375,0.48381632566452026,0.24496200680732727,0.19751401245594025,0.22068053483963013
university,0.3201795518398285,0.20256435871124268,0.15213046967983246,0.290752112865448,0.263973206281662,0.48676231503486633,0.20823083817958832,0.21858684718608856,0.6089406609535217,0.6649739742279053,0.11887256056070328
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2391800880432129,0.1758238822221756,0.3886612355709076,0.25842633843421936,0.2384195327758789,0.1826142966747284
cambridge,0.25785043835639954,0.19321057200431824,0.13122308254241943,0.23579227924346924,0.21810851991176605,0.2573782205581665,0.1121770367026329,0.1901254951953888,0.5214552283287048,0.42971304059028625,0.14006337523460388
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.24214158952236176,0.18444307148456573,0.515582263469696,0.254516065120697,0.24378922581672668,0.4130953550338745
