,where,is,the,science,village,located,?
there,0.5016061663627625,0.3904260993003845,0.47025805711746216,0.16376930475234985,0.3007349371910095,0.34069621562957764,0.29405656456947327
are,0.32389864325523376,0.5330929756164551,0.40399202704429626,0.214688241481781,0.1366357058286667,0.24096766114234924,0.24591213464736938
several,0.32044100761413574,0.20361857116222382,0.40559855103492737,0.19506396353244781,0.11346008628606796,0.17008884251117706,0.15595775842666626
museums,0.22297903895378113,0.19032974541187286,0.2721219062805176,0.321433424949646,0.24031944572925568,0.3528248369693756,0.1374243199825287
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2865735590457916,0.2160397320985794,0.24183952808380127,0.20544172823429108
galleries,0.3262386918067932,0.16632306575775146,0.27603694796562195,0.19826573133468628,0.18534310162067413,0.3117242455482483,0.1957392692565918
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.269875705242157,0.3014387786388397,0.35149815678596497,0.20430970191955566
newcastle,0.1576872318983078,0.1841045320034027,0.2253497689962387,0.1316245049238205,0.24168774485588074,0.16362841427326202,0.0902252271771431
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2623405158519745,0.2352689951658249,0.2678719460964203,0.31091248989105225
including,0.33177727460861206,0.25093933939933777,0.3738902807235718,0.1917341947555542,0.07441984117031097,0.20901727676391602,0.1633303165435791
the,0.5003893971443176,0.5823672413825989,1.0,0.24037593603134155,0.2579529881477356,0.407527357339859,0.22068053483963013
centre,0.2700293958187103,0.29804176092147827,0.32783594727516174,0.1921059787273407,0.26895061135292053,0.4169827997684479,0.019365152344107628
for,0.38599511981010437,0.43268078565597534,0.4739971458911896,0.23603716492652893,0.12414687871932983,0.1493360996246338,0.264628142118454
life,0.19339025020599365,0.2110576033592224,0.23528170585632324,0.22430971264839172,0.14334693551063538,0.08137920498847961,0.21677987277507782
with,0.4142743945121765,0.3250955045223236,0.4223487675189972,0.16571007668972015,0.12559480965137482,0.12990716099739075,0.2433311939239502
its,0.27530840039253235,0.4447362422943115,0.559237003326416,0.2422817051410675,0.1550855040550232,0.3198530077934265,0.15103481709957123
science,0.19053184986114502,0.2747138440608978,0.24037593603134155,1.0,0.07014245539903641,0.1513626128435135,0.17974960803985596
village,0.2085874229669571,0.2555927336215973,0.2579529881477356,0.07014245539903641,1.0,0.33146682381629944,0.040922991931438446
;,-0.020392686128616333,0.05324986204504967,0.09152708947658539,0.07942165434360504,0.015805892646312714,0.03696584329009056,0.10349778085947037
the,0.5003893971443176,0.5823672413825989,1.0,0.24037593603134155,0.2579529881477356,0.407527357339859,0.22068053483963013
discovery,0.13559392094612122,0.17897257208824158,0.29877567291259766,0.26095446944236755,0.14126722514629364,0.13980689644813538,0.11594310402870178
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.3210817575454712,0.24108175933361053,0.35259270668029785,0.14128351211547852
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.2378881424665451,0.27831363677978516,0.2605401277542114,0.23916715383529663
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.3210817575454712,0.24108175933361053,0.35259270668029785,0.14128351211547852
highlighting,0.17708145081996918,0.17721612751483917,0.27061110734939575,0.1030936986207962,0.12927685678005219,0.14674808084964752,0.16213589906692505
life,0.19339025020599365,0.2110576033592224,0.23528170585632324,0.22430971264839172,0.14334693551063538,0.08137920498847961,0.21677987277507782
on,0.37630224227905273,0.3635730445384979,0.5107308030128479,0.2139003723859787,0.16522301733493805,0.22447186708450317,0.2714994251728058
tyneside,0.2855283319950104,0.2628800868988037,0.33988526463508606,0.152647003531456,0.2945886254310608,0.31255003809928894,0.10805024206638336
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2623405158519745,0.2352689951658249,0.2678719460964203,0.31091248989105225
including,0.33177727460861206,0.25093933939933777,0.3738902807235718,0.1917341947555542,0.07441984117031097,0.20901727676391602,0.1633303165435791
tyneside,0.2855283319950104,0.2628800868988037,0.33988526463508606,0.152647003531456,0.2945886254310608,0.31255003809928894,0.10805024206638336
's,0.0007701900321990252,0.02396530658006668,-0.01540423184633255,0.03909866884350777,-0.006751830689609051,-0.031078986823558807,-0.023395681753754616
shipbuilding,0.2362871617078781,0.22403612732887268,0.2567063570022583,0.33200603723526,0.18815046548843384,0.32408106327056885,0.10001028329133987
heritage,0.20960737764835358,0.22056351602077484,0.25149020552635193,0.14077790081501007,0.15473146736621857,0.2847183346748352,0.17516329884529114
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2623405158519745,0.2352689951658249,0.2678719460964203,0.31091248989105225
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2865735590457916,0.2160397320985794,0.24183952808380127,0.20544172823429108
inventions,0.20719052851200104,0.1741654872894287,0.21484124660491943,0.32399338483810425,0.1034875363111496,0.09200821071863174,0.1723206788301468
which,0.5477990508079529,0.4457404911518097,0.6521818041801453,0.27382832765579224,0.17259463667869568,0.29797419905662537,0.25814583897590637
changed,0.20096483826637268,0.22939924895763397,0.351829469203949,0.14461863040924072,0.10738308727741241,0.18006791174411774,0.21123318374156952
the,0.5003893971443176,0.5823672413825989,1.0,0.24037593603134155,0.2579529881477356,0.407527357339859,0.22068053483963013
world,0.29259413480758667,0.24458536505699158,0.33604270219802856,0.22145095467567444,0.1454128623008728,0.1607932448387146,0.17579582333564758
;,-0.020392686128616333,0.05324986204504967,0.09152708947658539,0.07942165434360504,0.015805892646312714,0.03696584329009056,0.10349778085947037
the,0.5003893971443176,0.5823672413825989,1.0,0.24037593603134155,0.2579529881477356,0.407527357339859,0.22068053483963013
great,0.17954127490520477,0.1345067322254181,0.2822027802467346,0.14661909639835358,0.20750702917575836,0.13506066799163818,0.13135133683681488
north,0.23586879670619965,0.2993389368057251,0.36298373341560364,0.15533038973808289,0.2599630057811737,0.3751964271068573,0.11829731613397598
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.3210817575454712,0.24108175933361053,0.35259270668029785,0.14128351211547852
;,-0.020392686128616333,0.05324986204504967,0.09152708947658539,0.07942165434360504,0.015805892646312714,0.03696584329009056,0.10349778085947037
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.269875705242157,0.3014387786388397,0.35149815678596497,0.20430970191955566
2009,-0.3084917962551117,-0.22361645102500916,-0.23935742676258087,-0.15866252779960632,-0.19081918895244598,-0.2529163658618927,-0.2287932187318802
the,0.5003893971443176,0.5823672413825989,1.0,0.24037593603134155,0.2579529881477356,0.407527357339859,0.22068053483963013
newcastle,0.1576872318983078,0.1841045320034027,0.2253497689962387,0.1316245049238205,0.24168774485588074,0.16362841427326202,0.0902252271771431
on,0.37630224227905273,0.3635730445384979,0.5107308030128479,0.2139003723859787,0.16522301733493805,0.22447186708450317,0.2714994251728058
tyne,0.14707863330841064,0.19354984164237976,0.23053501546382904,0.10101304948329926,0.22504128515720367,0.16041798889636993,0.07377036660909653
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.3210817575454712,0.24108175933361053,0.35259270668029785,0.14128351211547852
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2616958022117615,0.1866021603345871,0.32520920038223267,0.1826142966747284
antiquities,0.17273958027362823,0.17797505855560303,0.27588456869125366,0.29219552874565125,0.20333270728588104,0.2496728152036667,0.19398705661296844
merged,0.09036030620336533,0.15078656375408173,0.22961698472499847,0.07269099354743958,0.17098675668239594,0.1984802633523941,0.16063673794269562
with,0.4142743945121765,0.3250955045223236,0.4223487675189972,0.16571007668972015,0.12559480965137482,0.12990716099739075,0.2433311939239502
the,0.5003893971443176,0.5823672413825989,1.0,0.24037593603134155,0.2579529881477356,0.407527357339859,0.22068053483963013
great,0.17954127490520477,0.1345067322254181,0.2822027802467346,0.14661909639835358,0.20750702917575836,0.13506066799163818,0.13135133683681488
north,0.23586879670619965,0.2993389368057251,0.36298373341560364,0.15533038973808289,0.2599630057811737,0.3751964271068573,0.11829731613397598
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.3210817575454712,0.24108175933361053,0.35259270668029785,0.14128351211547852
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.20149025321006775,0.11476118117570877,0.21025894582271576,0.40561532974243164
hancock,0.1319497674703598,0.16995647549629211,0.2393239140510559,0.1873045414686203,0.0985415130853653,0.20346996188163757,0.14220868051052094
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.3210817575454712,0.24108175933361053,0.35259270668029785,0.14128351211547852
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.216365784406662,0.14295901358127594,0.19755883514881134,0.42300865054130554
;,-0.020392686128616333,0.05324986204504967,0.09152708947658539,0.07942165434360504,0.015805892646312714,0.03696584329009056,0.10349778085947037
seven,0.13367675244808197,0.18867620825767517,0.28151169419288635,0.11460128426551819,0.11632493138313293,0.18126553297042847,0.1732930988073349
stories,0.2202826291322708,0.1537809520959854,0.2397296130657196,0.311844140291214,0.15943698585033417,0.15612317621707916,0.20536305010318756
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.2378881424665451,0.27831363677978516,0.2605401277542114,0.23916715383529663
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.3210817575454712,0.24108175933361053,0.35259270668029785,0.14128351211547852
dedicated,0.13929036259651184,0.20852267742156982,0.2320098578929901,0.2582075595855713,0.26602742075920105,0.32752150297164917,0.12950462102890015
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.2226530760526657,0.18001757562160492,0.20850814878940582,0.29463258385658264
children,0.13470244407653809,0.15495672821998596,0.15654058754444122,0.22299771010875702,0.1689208447933197,0.12728695571422577,0.21788206696510315
's,0.0007701900321990252,0.02396530658006668,-0.01540423184633255,0.03909866884350777,-0.006751830689609051,-0.031078986823558807,-0.023395681753754616
books,0.2016160786151886,0.1739800125360489,0.23187310993671417,0.38310372829437256,0.14600421488285065,0.15307748317718506,0.1897611767053604
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2623405158519745,0.2352689951658249,0.2678719460964203,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,1.0,0.24037593603134155,0.2579529881477356,0.407527357339859,0.22068053483963013
side,0.28958743810653687,0.27624061703681946,0.37146830558776855,0.0827508345246315,0.19908812642097473,0.27094948291778564,0.07831130921840668
gallery,0.26203465461730957,0.15374112129211426,0.19251246750354767,0.20257607102394104,0.14204294979572296,0.2896844148635864,0.18202216923236847
historical,0.18827399611473083,0.23039913177490234,0.30835282802581787,0.33997616171836853,0.2177148163318634,0.25955232977867126,0.1665111482143402
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2865735590457916,0.2160397320985794,0.24183952808380127,0.20544172823429108
contemporary,0.20339716970920563,0.19688987731933594,0.25350451469421387,0.2888208031654358,0.1258426308631897,0.1803453266620636,0.09539991617202759
photography,0.1273246556520462,0.18151253461837769,0.1538320779800415,0.2634107768535614,0.12020394206047058,0.16448383033275604,0.12825748324394226
from,0.3713873624801636,0.27355384826660156,0.40150508284568787,0.22525878250598907,0.16933302581310272,0.2290649116039276,0.19969791173934937
around,0.3994048833847046,0.286477267742157,0.40085816383361816,0.12028131633996964,0.2257324755191803,0.27945953607559204,0.14729668200016022
the,0.5003893971443176,0.5823672413825989,1.0,0.24037593603134155,0.2579529881477356,0.407527357339859,0.22068053483963013
world,0.29259413480758667,0.24458536505699158,0.33604270219802856,0.22145095467567444,0.1454128623008728,0.1607932448387146,0.17579582333564758
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2865735590457916,0.2160397320985794,0.24183952808380127,0.20544172823429108
northern,0.2461140751838684,0.25616052746772766,0.3422943353652954,0.11856119334697723,0.2064153254032135,0.32189637422561646,0.13149388134479523
