,how,many,destinations,are,available,worldwide,from,newcastle,'s,airport,?
as,0.33782753348350525,0.4070141911506653,0.2956133782863617,0.3826591968536377,0.23867487907409668,0.21646277606487274,0.3251767158508301,0.21526619791984558,-0.05775856226682663,0.16635362803936005,0.27043893933296204
of,0.2480744868516922,0.37253960967063904,0.24543997645378113,0.39081433415412903,0.2416580766439438,0.23144318163394928,0.4249346852302551,0.18781472742557526,-0.03817026689648628,0.22884899377822876,0.1826142966747284
2007,-0.09095048904418945,-0.19582313299179077,-0.13428469002246857,-0.08320420235395432,0.015587612986564636,-0.10167299211025238,-0.13366085290908813,-0.20566880702972412,-0.07339024543762207,-0.1343958079814911,-0.1664225310087204
[,0.03530287742614746,0.1508627086877823,0.33889040350914,0.021565506234765053,0.09658432751893997,0.29438549280166626,0.1347220540046692,0.11751318722963333,0.01083834283053875,0.26468396186828613,0.011015460826456547
update,0.2694169878959656,0.18542030453681946,0.22215966880321503,0.17252177000045776,0.3650902211666107,0.190291166305542,0.17891816794872284,0.1742018610239029,-0.11348000913858414,0.11644923686981201,0.38474005460739136
],0.06738625466823578,-0.016180947422981262,-0.06112711876630783,-0.02216748520731926,0.03169327974319458,0.04000593349337578,0.007451207842677832,0.011369620449841022,-0.10493394732475281,-0.07496800273656845,-0.0022520492784678936
",",0.22659391164779663,0.40610817074775696,0.2587198317050934,0.4062570035457611,0.2614012062549591,0.21218448877334595,0.39760664105415344,0.251589834690094,-0.0016132977325469255,0.2669869363307953,0.31091248989105225
over,0.31446483731269836,0.47131630778312683,0.2890731394290924,0.2778770923614502,0.19951476156711578,0.36451610922813416,0.37539660930633545,0.18043215572834015,0.016215575858950615,0.23452356457710266,0.25742942094802856
90,-0.07865460216999054,-0.11568436026573181,-0.12379427254199982,-0.09096671640872955,-0.14877867698669434,-0.127947136759758,-0.1492273360490799,-0.13173384964466095,0.09334589540958405,-0.07102955132722855,-0.0034062080085277557
destinations,0.13838635385036469,0.33699819445610046,1.0000001192092896,0.25793129205703735,0.23402118682861328,0.31483128666877747,0.2574506402015686,0.24087519943714142,0.02312648482620716,0.47735780477523804,0.12842917442321777
are,0.311818927526474,0.5655534863471985,0.25793129205703735,1.0,0.31910744309425354,0.28568848967552185,0.2674213647842407,0.1428472399711609,-0.008927806280553341,0.18675020337104797,0.24591213464736938
available,0.2581886649131775,0.27195167541503906,0.23402118682861328,0.31910744309425354,1.0000001192092896,0.3019607961177826,0.21971632540225983,0.09682133048772812,0.03610558435320854,0.11596427112817764,0.2501629889011383
worldwide,0.2356315702199936,0.38189324736595154,0.31483128666877747,0.28568848967552185,0.3019607961177826,0.9999998807907104,0.17541363835334778,0.1904049515724182,0.06118416413664818,0.08595523238182068,0.2253960371017456
.,0.3287222981452942,0.3974229395389557,0.2608295679092407,0.3452940285205841,0.3383464217185974,0.24447737634181976,0.41536515951156616,0.2714749276638031,-0.003708066651597619,0.2181699424982071,0.4130953550338745
