,how,many,tons,of,dust,are,blown,from,the,sahara,each,year,?
nasa,0.20395343005657196,0.15574845671653748,0.12262313812971115,0.17935146391391754,0.3085649311542511,0.14056076109409332,0.18383729457855225,0.18990451097488403,0.19786997139453888,0.2043715864419937,0.07703179121017456,0.14521807432174683,0.1809994876384735
's,-0.026164190843701363,0.01698932610452175,-0.04235353320837021,-0.03817026689648628,-0.038515426218509674,-0.008927806280553341,0.0067491293884813786,-0.01936490088701248,-0.01540423184633255,0.043338727205991745,0.021750088781118393,-0.04087831452488899,-0.023395681753754616
calipso,0.1821621209383011,0.149812251329422,0.11433515697717667,0.2694573700428009,0.25767600536346436,0.1811087429523468,0.2548010051250458,0.1774051934480667,0.31254130601882935,0.3536181151866913,0.13353198766708374,0.20704394578933716,0.2649646997451782
satellite,0.10482273995876312,0.15164341032505035,0.06889510154724121,0.1683834195137024,0.29698875546455383,0.12365440279245377,0.18345089256763458,0.2617102265357971,0.22563834488391876,0.20361272990703583,0.11691509932279587,0.14653939008712769,0.13568443059921265
has,0.26820555329322815,0.4266262650489807,0.21162201464176178,0.3909035325050354,0.14267772436141968,0.4313911199569702,0.20203065872192383,0.2621968984603882,0.4177538752555847,0.18262594938278198,0.32155683636665344,0.2526876926422119,0.15994466841220856
measured,0.33367615938186646,0.24101705849170685,0.3513738811016083,0.26447921991348267,0.23971869051456451,0.24699005484580994,0.32946905493736267,0.2360648363828659,0.279002845287323,0.13201680779457092,0.28927627205848694,0.18661636114120483,0.17351430654525757
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.733189046382904,0.2346910536289215,0.40399202704429626,0.22228285670280457,0.40150508284568787,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
amount,0.37087762355804443,0.36071112751960754,0.3637048304080963,0.2541177570819855,0.2806089520454407,0.2873819172382355,0.23308171331882477,0.26152533292770386,0.3336862325668335,0.1894545555114746,0.3607456386089325,0.2676939368247986,0.17984020709991455
of,0.2480744868516922,0.37253960967063904,0.19702266156673431,1.0,0.25486329197883606,0.39081433415412903,0.19044514000415802,0.4249346852302551,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.22878393530845642,0.2439376562833786,0.25486329197883606,1.0,0.2122032791376114,0.41466131806373596,0.21349763870239258,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
transported,0.20179246366024017,0.26089921593666077,0.3688705563545227,0.26284846663475037,0.21931618452072144,0.2528493404388428,0.325044721364975,0.2931711971759796,0.2550795376300812,0.18272490799427032,0.2096906453371048,0.08983765542507172,0.1354173868894577
by,0.34370526671409607,0.3409687578678131,0.16515402495861053,0.3646814823150635,0.1268737018108368,0.37842893600463867,0.1911681443452835,0.3373257517814636,0.4408751428127289,0.1393868327140808,0.29190269112586975,0.28805047273635864,0.17966607213020325
wind,0.18648548424243927,0.1719181090593338,0.18495900928974152,0.22346341609954834,0.36152732372283936,0.16722437739372253,0.4058891534805298,0.1916961371898651,0.2338196188211441,0.17654994130134583,0.18433184921741486,0.16870826482772827,0.17669273912906647
from,0.22939439117908478,0.33099696040153503,0.13652382791042328,0.4249346852302551,0.21349763870239258,0.2674213647842407,0.20597265660762787,1.0,0.40150508284568787,0.16873504221439362,0.22863267362117767,0.2101740688085556,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.733189046382904,0.2346910536289215,0.40399202704429626,0.22228285670280457,0.40150508284568787,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
sahara,0.1301003247499466,0.19660036265850067,0.11981531232595444,0.17664550244808197,0.28134268522262573,0.16193075478076935,0.19812971353530884,0.16873504221439362,0.23516924679279327,0.9999999403953552,0.09896079450845718,0.13338042795658112,0.17314527928829193
