,when,did,gerhard,lessing,reach,his,conclusions,about,luther,?
lessing,0.26607275009155273,0.16165299713611603,0.2638764977455139,0.9999999403953552,0.12623772025108337,0.3752218782901764,0.14648789167404175,0.2791609764099121,0.2803962230682373,0.17705148458480835
(,0.2459595799446106,0.18979617953300476,0.26221638917922974,0.19752687215805054,0.21382570266723633,0.16098198294639587,0.13862311840057373,0.27495184540748596,0.1677781045436859,0.40561532974243164
1755,0.037845250219106674,0.11053946614265442,0.15942776203155518,0.1543261855840683,-0.00704433536157012,0.046691250056028366,0.18719053268432617,0.0990334153175354,0.13393816351890564,0.1890246421098709
),0.2538422644138336,0.18584993481636047,0.27433866262435913,0.20279338955879211,0.19769558310508728,0.18606403470039368,0.14816708862781525,0.2775460183620453,0.18587662279605865,0.42300865054130554
had,0.37526828050613403,0.540525496006012,0.1864519566297531,0.22546203434467316,0.21661508083343506,0.4401516616344452,0.22212231159210205,0.3307687044143677,0.16133075952529907,0.20728366076946259
earlier,0.2809809148311615,0.24518106877803802,0.0606495626270771,0.14001694321632385,0.11610965430736542,0.2069859355688095,0.2822193205356598,0.2586577832698822,0.17346598207950592,0.13306351006031036
reached,0.22692134976387024,0.24863581359386444,0.19835956394672394,0.12156343460083008,0.6885289549827576,0.16015276312828064,0.21889728307724,0.27908167243003845,0.10370325297117233,0.1518019139766693
the,0.5091903209686279,0.34736719727516174,0.21128351986408234,0.24435491859912872,0.31808504462242126,0.4394008219242096,0.22610555589199066,0.37995871901512146,0.1759674996137619,0.22068053483963013
same,0.37020012736320496,0.3097444474697113,0.16104218363761902,0.10320580005645752,0.19275109469890594,0.23959197103977203,0.25080057978630066,0.2800863981246948,0.21508260071277618,0.22649677097797394
conclusion,0.2562549412250519,0.3019193112850189,0.17197564244270325,0.13484717905521393,0.275911808013916,0.2375994771718979,0.9357356429100037,0.27824896574020386,0.1981261968612671,0.23632600903511047
in,0.4431333839893341,0.2593238651752472,0.2328217476606369,0.25904035568237305,0.20601192116737366,0.3598145842552185,0.19743236899375916,0.39797019958496094,0.20523880422115326,0.20430970191955566
his,0.37120407819747925,0.3546801507472992,0.23076708614826202,0.3752218782901764,0.17150633037090302,0.9999998807907104,0.2198694795370102,0.24169853329658508,0.27093374729156494,0.18075084686279297
analysis,0.18769270181655884,0.16624894738197327,0.14449869096279144,0.21621790528297424,0.18071816861629486,0.17700746655464172,0.446840763092041,0.1973259598016739,0.06848374754190445,0.15352053940296173
of,0.3757161796092987,0.2513895630836487,0.21252495050430298,0.21162119507789612,0.20552729070186615,0.38364991545677185,0.2213919460773468,0.40939709544181824,0.1719115972518921,0.1826142966747284
lutheran,0.1024550050497055,0.22012826800346375,0.3370853364467621,0.2286534458398819,0.11442548036575317,0.2242082804441452,0.18399719893932343,0.17368723452091217,0.7014965415000916,0.1752520203590393
orthodoxy,0.19358710944652557,0.1750820130109787,0.10081294924020767,0.17960244417190552,0.11857473105192184,0.16453611850738525,0.23812074959278107,0.19083444774150848,0.27541229128837585,0.22186271846294403
on,0.37706470489501953,0.2670976221561432,0.12202529609203339,0.17071673274040222,0.24619881808757782,0.32064297795295715,0.27815791964530945,0.322975218296051,0.19090485572814941,0.2714994251728058
this,0.4959332048892975,0.3609912693500519,0.18897086381912231,0.20883697271347046,0.2683149576187134,0.3549620509147644,0.3217143714427948,0.3886062204837799,0.17328955233097076,0.3155723512172699
issue,0.2642996609210968,0.23056049644947052,0.06711244583129883,0.21124839782714844,0.14686651527881622,0.21247771382331848,0.2986948490142822,0.26145756244659424,0.11013424396514893,0.32172858715057373
.,0.475719153881073,0.35288307070732117,0.2211761623620987,0.2522907555103302,0.2684406638145447,0.3119256794452667,0.23955658078193665,0.42038556933403015,0.24907569587230682,0.4130953550338745
