,in,what,year,did,massachusetts,first,require,children,to,be,educated,in,schools,?
private,0.21135757863521576,0.16778090596199036,0.14490066468715668,0.1676381528377533,0.1867230236530304,0.2081691026687622,0.20649512112140656,0.18508248031139374,0.18892748653888702,0.1834806501865387,0.3166310489177704,0.21135757863521576,0.4158569872379303,0.14389030635356903
schooling,0.2776888310909271,0.28810086846351624,0.1589396893978119,0.2700813114643097,0.17858456075191498,0.2038269340991974,0.21259938180446625,0.3615192472934723,0.305494099855423,0.23902137577533722,0.519119143486023,0.2776888310909271,0.7295756936073303,0.21834523975849152
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.2766925096511841,0.4127444326877594,0.14079172909259796,0.2065156251192093,0.45010748505592346,0.3481820821762085,0.2402513176202774,1.0,0.2632134258747101,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.22450406849384308,0.49448907375335693,0.17356595396995544,0.15654058754444122,0.535392165184021,0.4248143136501312,0.17324267327785492,0.6662389636039734,0.22905772924423218,0.22068053483963013
united,0.3938477039337158,0.20036718249320984,0.23911906778812408,0.21137088537216187,0.32504889369010925,0.37439173460006714,0.14736410975456238,0.16599121689796448,0.2715383470058441,0.20382754504680634,0.19000758230686188,0.3938477039337158,0.30707988142967224,0.17266890406608582
states,0.3977442979812622,0.21526020765304565,0.24276629090309143,0.21754568815231323,0.3548642694950104,0.3145790100097656,0.17820647358894348,0.1649162769317627,0.2828785181045532,0.24637973308563232,0.1749265193939209,0.3977442979812622,0.2958741784095764,0.16272737085819244
has,0.4173259735107422,0.20338068902492523,0.2526876926422119,0.2124989777803421,0.14188921451568604,0.28288596868515015,0.22363422811031342,0.14232949912548065,0.3619994819164276,0.3863394856452942,0.16503317654132843,0.4173259735107422,0.2180989682674408,0.15994466841220856
been,0.3515113592147827,0.2567804455757141,0.2560553550720215,0.2835664749145508,0.16635388135910034,0.32745984196662903,0.23375241458415985,0.22372092306613922,0.34945759177207947,0.5304332375526428,0.1885158121585846,0.3515113592147827,0.22632038593292236,0.24354910850524902
debated,0.2406245619058609,0.2702714502811432,0.1563146412372589,0.26208359003067017,0.17298661172389984,0.1910303235054016,0.1768702119588852,0.17494843900203705,0.21010896563529968,0.24050083756446838,0.2799394130706787,0.2406245619058609,0.21787811815738678,0.21982306241989136
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.1909944713115692,0.3877052962779999,0.13001477718353271,0.20646940171718597,0.33534231781959534,0.43158695101737976,0.22262036800384521,0.370934396982193,0.1415957361459732,0.17966607213020325
educators,0.19196467101573944,0.21457290649414062,0.13076919317245483,0.1982998102903366,0.20102794468402863,0.20275728404521942,0.21076050400733948,0.30763688683509827,0.22996987402439117,0.21708981692790985,0.5980111956596375,0.19196467101573944,0.46551117300987244,0.19681230187416077
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2618779242038727,0.34503069519996643,0.20549376308918,0.28531143069267273,0.44245919585227966,0.39254459738731384,0.27670419216156006,0.5201468467712402,0.2760516405105591,0.31091248989105225
lawmakers,0.23440533876419067,0.30952346324920654,0.15113289654254913,0.2649151086807251,0.3005829155445099,0.2129620611667633,0.2684425115585327,0.25939229130744934,0.337284117937088,0.2844083905220032,0.3625347912311554,0.23440533876419067,0.3182498812675476,0.19358286261558533
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.2321871966123581,0.3167642652988434,0.24569399654865265,0.2624970078468323,0.48971283435821533,0.41766801476478577,0.2593952417373657,0.4954058527946472,0.29319998621940613,0.20544172823429108
parents,0.22303229570388794,0.24383264780044556,0.09529002010822296,0.23131553828716278,0.19194093346595764,0.15836472809314728,0.08222582936286926,0.5528383255004883,0.2508617043495178,0.12922652065753937,0.43533971905708313,0.22303229570388794,0.2884449362754822,0.17306075990200043
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2618779242038727,0.34503069519996643,0.20549376308918,0.28531143069267273,0.44245919585227966,0.39254459738731384,0.27670419216156006,0.5201468467712402,0.2760516405105591,0.31091248989105225
since,0.4325680434703827,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.20949192345142365,0.42581459879875183,0.1893901526927948,0.2739860415458679,0.3733763098716736,0.3591734766960144,0.20102068781852722,0.4325680434703827,0.23488003015518188,0.2876587212085724
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.22450406849384308,0.49448907375335693,0.17356595396995544,0.15654058754444122,0.535392165184021,0.4248143136501312,0.17324267327785492,0.6662389636039734,0.22905772924423218,0.22068053483963013
beginnings,0.32884955406188965,0.292460173368454,0.35728245973587036,0.229514017701149,0.23771990835666656,0.39545708894729614,0.1549316942691803,0.17620694637298584,0.2897152304649353,0.22316353023052216,0.19255226850509644,0.32884955406188965,0.2041175812482834,0.16794390976428986
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.2158079743385315,0.3536086082458496,0.20683176815509796,0.1978350728750229,0.41548454761505127,0.33904364705085754,0.2250576615333557,0.5696388483047485,0.265506386756897,0.1826142966747284
compulsory,0.27406829595565796,0.29406166076660156,0.28376320004463196,0.2504301369190216,0.12720206379890442,0.2556636929512024,0.3668246567249298,0.2538771629333496,0.31706616282463074,0.27805137634277344,0.26798149943351746,0.27406829595565796,0.36350685358047485,0.1774163395166397
education,0.2654339671134949,0.19940856099128723,0.18821442127227783,0.19762296974658966,0.17072391510009766,0.18416465818881989,0.20277246832847595,0.35413798689842224,0.2626708149909973,0.19451211392879486,0.6668849587440491,0.2654339671134949,0.6035618185997009,0.18067774176597595
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.2766925096511841,0.4127444326877594,0.14079172909259796,0.2065156251192093,0.45010748505592346,0.3481820821762085,0.2402513176202774,1.0,0.2632134258747101,0.20430970191955566
massachusetts,0.2766925096511841,0.18341512978076935,0.10038357973098755,0.17722536623477936,0.9999999403953552,0.1895647495985031,0.1560104787349701,0.17343518137931824,0.22518488764762878,0.11692038178443909,0.24267269670963287,0.2766925096511841,0.16469226777553558,0.13685078918933868
