,prevenient,grace,allowas,those,tainted,by,what,to,make,a,choice,to,accept,or,reject,god,'s,salvation,in,christ,?
in,0.18346136808395386,0.16484299302101135,0.2670535445213318,0.3419301211833954,0.1599566638469696,0.370934396982193,0.30808621644973755,0.45010748505592346,0.268858402967453,0.539380669593811,0.18258674442768097,0.45010748505592346,0.15314407646656036,0.3586423695087433,0.1470096856355667,0.1355067938566208,-0.037580832839012146,0.23297500610351562,1.0,0.16419753432273865,0.20430970191955566
this,0.43559354543685913,0.14248155057430267,0.32233333587646484,0.4362025260925293,0.2638070285320282,0.38438332080841064,0.5489566326141357,0.5759071707725525,0.4313279688358307,0.5422310829162598,0.29758644104003906,0.5759071707725525,0.3556778132915497,0.4406825602054596,0.3155810534954071,0.23806245625019073,0.02106832154095173,0.2936525046825409,0.45205554366111755,0.18339687585830688,0.3155723512172699
work,0.26524412631988525,0.15554003417491913,0.23449446260929108,0.3418272137641907,0.21473975479602814,0.25005507469177246,0.3762225806713104,0.3482864499092102,0.37200382351875305,0.266241192817688,0.24791839718818665,0.3482864499092102,0.27691271901130676,0.289409875869751,0.20021259784698486,0.15446507930755615,-0.03332063928246498,0.2656925320625305,0.2753349542617798,0.11505516618490219,0.2621155381202698
",",0.2779061198234558,0.2696996033191681,0.32605820894241333,0.39574649930000305,0.22092781960964203,0.3680937886238098,0.3087472915649414,0.44245919585227966,0.324553906917572,0.427140474319458,0.2381335198879242,0.44245919585227966,0.28512677550315857,0.3769497275352478,0.19701142609119415,0.24755379557609558,-0.0016132977325469255,0.23196962475776672,0.5201468467712402,0.22404725849628448,0.31091248989105225
god,0.22721455991268158,0.3407481610774994,0.17088378965854645,0.2504134476184845,0.2795298099517822,0.15825335681438446,0.3127830922603607,0.2408517301082611,0.15851783752441406,0.18792781233787537,0.10900012403726578,0.2408517301082611,0.2598625421524048,0.21021820604801178,0.28844907879829407,1.0,0.1100120022892952,0.42764797806739807,0.1355067938566208,0.4998750388622284,0.23396754264831543
desires,0.29420557618141174,0.2867247462272644,0.3001199960708618,0.3003960847854614,0.2776906490325928,0.20291770994663239,0.35233137011528015,0.33661702275276184,0.2437315583229065,0.22484445571899414,0.36222949624061584,0.33661702275276184,0.33039233088493347,0.30790960788726807,0.2994886636734009,0.3348003923892975,0.04267961159348488,0.3377245366573334,0.15219135582447052,0.242411807179451,0.3067745268344879
that,0.3942665159702301,0.23538954555988312,0.34018072485923767,0.5085503458976746,0.3523702025413513,0.37496164441108704,0.6297725439071655,0.5436353087425232,0.48783382773399353,0.47537946701049805,0.2847229540348053,0.5436353087425232,0.3481370806694031,0.4729836881160736,0.3501058518886566,0.30817699432373047,0.04397977516055107,0.28357625007629395,0.435920387506485,0.2361743301153183,0.32716336846351624
we,0.3735961318016052,0.16299085319042206,0.29886215925216675,0.47875910997390747,0.2960524559020996,0.21095210313796997,0.5622460842132568,0.4005183279514313,0.38382551074028015,0.34842976927757263,0.2191942036151886,0.4005183279514313,0.2909872531890869,0.38950321078300476,0.3183884620666504,0.2785375714302063,0.03954920172691345,0.299893319606781,0.23132319748401642,0.29073888063430786,0.535264790058136
might,0.43514925241470337,0.09048349410295486,0.3619006872177124,0.42962825298309326,0.27036166191101074,0.20839068293571472,0.4838182032108307,0.5153919458389282,0.4521312415599823,0.4210625886917114,0.2933604121208191,0.5153919458389282,0.2570749521255493,0.534751296043396,0.2760957181453705,0.18031777441501617,-0.04840852692723274,0.2589564025402069,0.26443570852279663,0.18475623428821564,0.41058459877967834
sense,0.33558401465415955,0.13262362778186798,0.26666775345802307,0.3056674897670746,0.2725139856338501,0.14194129407405853,0.3673125207424164,0.29030367732048035,0.3941974639892578,0.27587276697158813,0.27951711416244507,0.29030367732048035,0.363590806722641,0.31553420424461365,0.2858997583389282,0.24778015911579132,0.020905928686261177,0.34834757447242737,0.19032785296440125,0.2477169781923294,0.25268280506134033
both,0.26367542147636414,0.1835649609565735,0.29543495178222656,0.4573521614074707,0.23007924854755402,0.3367134630680084,0.3361809551715851,0.3897709250450134,0.30401846766471863,0.3171786069869995,0.30376726388931274,0.3897709250450134,0.2706749141216278,0.38249531388282776,0.2984119951725006,0.20858436822891235,0.03109198436141014,0.2011389583349228,0.3960166871547699,0.1811768263578415,0.19455738365650177
our,0.29695335030555725,0.1830895096063614,0.22318246960639954,0.41653507947921753,0.2711183726787567,0.14949189126491547,0.3871900141239166,0.2916623651981354,0.26960882544517517,0.23281335830688477,0.17588484287261963,0.2916623651981354,0.21478761732578278,0.23000609874725342,0.24084341526031494,0.2790161371231079,0.07959601283073425,0.33387139439582825,0.17172041535377502,0.34115877747535706,0.2894428074359894
sinfulness,0.32911744713783264,0.34580478072166443,0.2737579047679901,0.3465918004512787,0.3764980137348175,0.21306554973125458,0.3997243344783783,0.3518437445163727,0.29057788848876953,0.22680525481700897,0.2373555451631546,0.3518437445163727,0.3759406507015228,0.29634183645248413,0.3520675003528595,0.4760981798171997,0.00766321737319231,0.49911004304885864,0.20558837056159973,0.40683797001838684,0.2593717873096466
