,was,the,lm,intended,to,return,to,earth,at,all,?
the,0.48711544275283813,1.0,0.25534775853157043,0.29853108525276184,0.535392165184021,0.2543797492980957,0.535392165184021,0.2801888585090637,0.457212895154953,0.4860881567001343,0.22068053483963013
lunar,0.17547959089279175,0.23309995234012604,0.42166680097579956,0.204600989818573,0.15437743067741394,0.17998239398002625,0.15437743067741394,0.4071253836154938,0.15012748539447784,0.1472918689250946,0.1628302037715912
module,0.09592796117067337,0.15147453546524048,0.3337670564651489,0.2379239797592163,0.17751087248325348,0.2794586718082428,0.17751087248325348,0.25992727279663086,0.12581945955753326,0.20430269837379456,0.2131270468235016
(,0.2980341613292694,0.33289089798927307,0.13334642350673676,0.13209833204746246,0.30882009863853455,0.1811777502298355,0.30882009863853455,0.18478946387767792,0.23315078020095825,0.28167209029197693,0.40561532974243164
lm,0.14216841757297516,0.25534775853157043,1.0000001192092896,0.21655592322349548,0.17625956237316132,0.1423899233341217,0.17625956237316132,0.33073779940605164,0.25252288579940796,0.24040067195892334,0.2270602136850357
),0.3267642855644226,0.3456730246543884,0.14235086739063263,0.13285088539123535,0.31236231327056885,0.19430971145629883,0.31236231327056885,0.18219341337680817,0.23338089883327484,0.283302903175354,0.42300865054130554
was,1.0000001192092896,0.48711544275283813,0.14216841757297516,0.2740823030471802,0.3636345863342285,0.12940508127212524,0.3636345863342285,0.18661361932754517,0.36707764863967896,0.23179835081100464,0.18412111699581146
designed,0.28384989500045776,0.2559613883495331,0.1511140763759613,0.4950100779533386,0.3077097535133362,0.02739580348134041,0.3077097535133362,0.09149140864610672,0.23261167109012604,0.14341378211975098,0.11213942617177963
to,0.3636345863342285,0.535392165184021,0.17625956237316132,0.48327770829200745,1.0,0.3110596537590027,1.0,0.2486501932144165,0.36524343490600586,0.42520734667778015,0.29463258385658264
descend,0.15550263226032257,0.28131356835365295,0.1874118447303772,0.16240084171295166,0.24029400944709778,0.155771866440773,0.24029400944709778,0.23359495401382446,0.13206735253334045,0.28935500979423523,0.1250806450843811
from,0.31171464920043945,0.40150508284568787,0.11234964430332184,0.1919168382883072,0.4069952368736267,0.22240211069583893,0.4069952368736267,0.1997482180595398,0.3447161316871643,0.2866387963294983,0.19969791173934937
lunar,0.17547959089279175,0.23309995234012604,0.42166680097579956,0.204600989818573,0.15437743067741394,0.17998239398002625,0.15437743067741394,0.4071253836154938,0.15012748539447784,0.1472918689250946,0.1628302037715912
orbit,0.1862146407365799,0.1565481424331665,0.3392186462879181,0.18224278092384338,0.23271086812019348,0.163314089179039,0.23271086812019348,0.514371395111084,0.1985144168138504,0.1439683437347412,0.16621392965316772
to,0.3636345863342285,0.535392165184021,0.17625956237316132,0.48327770829200745,1.0,0.3110596537590027,1.0,0.2486501932144165,0.36524343490600586,0.42520734667778015,0.29463258385658264
land,0.23751215636730194,0.28587454557418823,0.19350743293762207,0.16374796628952026,0.2885280251502991,0.2507306635379791,0.2885280251502991,0.32830461859703064,0.15723508596420288,0.2667236328125,0.1432059109210968
two,0.27166637778282166,0.43858039379119873,0.17437753081321716,0.12911726534366608,0.3343428373336792,0.12320644408464432,0.3343428373336792,0.20804813504219055,0.32178381085395813,0.4553687274456024,0.19645625352859497
astronauts,0.2057761251926422,0.197182759642601,0.3122303783893585,0.19319632649421692,0.22723354399204254,0.21196283400058746,0.22723354399204254,0.41923049092292786,0.17123886942863464,0.23861883580684662,0.15138289332389832
on,0.3909217119216919,0.5107308030128479,0.21269403398036957,0.2751085162162781,0.41031414270401,0.16799497604370117,0.41031414270401,0.20645220577716827,0.4806317389011383,0.3832052946090698,0.2714994251728058
the,0.48711544275283813,1.0,0.25534775853157043,0.29853108525276184,0.535392165184021,0.2543797492980957,0.535392165184021,0.2801888585090637,0.457212895154953,0.4860881567001343,0.22068053483963013
moon,0.18183675408363342,0.23613092303276062,0.3554265797138214,0.19858910143375397,0.17707908153533936,0.1835368126630783,0.17707908153533936,0.5198023319244385,0.10869564116001129,0.15991857647895813,0.1442703753709793
and,0.3740963041782379,0.5171257257461548,0.15283863246440887,0.21507462859153748,0.48971283435821533,0.20753136277198792,0.48971283435821533,0.27524080872535706,0.3571503460407257,0.4542157053947449,0.20544172823429108
take,0.15919329226016998,0.31620436906814575,0.14024771749973297,0.24514777958393097,0.4075521230697632,0.3114277422428131,0.4075521230697632,0.211660698056221,0.27566230297088623,0.3959510922431946,0.21897350251674652
them,0.23709723353385925,0.4788833558559418,0.15620647370815277,0.34906119108200073,0.5916602611541748,0.2724166512489319,0.5916602611541748,0.24869491159915924,0.24689407646656036,0.5754773616790771,0.35435691475868225
back,0.2438982129096985,0.3612101674079895,0.2199734002351761,0.15005646646022797,0.4675939381122589,0.385976105928421,0.4675939381122589,0.22372058033943176,0.2632777690887451,0.29740938544273376,0.2397768795490265
to,0.3636345863342285,0.535392165184021,0.17625956237316132,0.48327770829200745,1.0,0.3110596537590027,1.0,0.2486501932144165,0.36524343490600586,0.42520734667778015,0.29463258385658264
orbit,0.1862146407365799,0.1565481424331665,0.3392186462879181,0.18224278092384338,0.23271086812019348,0.163314089179039,0.23271086812019348,0.514371395111084,0.1985144168138504,0.1439683437347412,0.16621392965316772
to,0.3636345863342285,0.535392165184021,0.17625956237316132,0.48327770829200745,1.0,0.3110596537590027,1.0,0.2486501932144165,0.36524343490600586,0.42520734667778015,0.29463258385658264
rendezvous,0.2680005729198456,0.28183797001838684,0.35044172406196594,0.2841750383377075,0.20874395966529846,0.28520074486732483,0.20874395966529846,0.338371604681015,0.23563267290592194,0.19245800375938416,0.08957836031913757
with,0.27411898970603943,0.4223487675189972,0.11947625130414963,0.22866179049015045,0.4239959120750427,0.16163842380046844,0.4239959120750427,0.21692633628845215,0.29126521944999695,0.3876307010650635,0.2433311939239502
the,0.48711544275283813,1.0,0.25534775853157043,0.29853108525276184,0.535392165184021,0.2543797492980957,0.535392165184021,0.2801888585090637,0.457212895154953,0.4860881567001343,0.22068053483963013
command,0.22477014362812042,0.27488255500793457,0.23534108698368073,0.26033496856689453,0.25119054317474365,0.20865637063980103,0.25119054317474365,0.2111762911081314,0.21033719182014465,0.22075970470905304,0.13402260839939117
module,0.09592796117067337,0.15147453546524048,0.3337670564651489,0.2379239797592163,0.17751087248325348,0.2794586718082428,0.17751087248325348,0.25992727279663086,0.12581945955753326,0.20430269837379456,0.2131270468235016
.,0.40146201848983765,0.5934505462646484,0.22923575341701508,0.18925566971302032,0.4645031690597534,0.25014954805374146,0.4645031690597534,0.2542925775051117,0.4549728035926819,0.43406882882118225,0.4130953550338745
