,what,did,luther,claim,the,church,would,have,to,comprise,if,the,law,were,not,taught,?
claiming,0.34834736585617065,0.33133918046951294,0.1372663676738739,0.6744071841239929,0.3210364878177643,0.17459890246391296,0.4080929458141327,0.34092575311660767,0.3378172814846039,0.15578341484069824,0.3508981764316559,0.3210364878177643,0.1764439195394516,0.2533629834651947,0.3607613146305084,0.08760188519954681,0.2698664963245392
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.39801377058029175,0.5473989248275757,0.18300943076610565,0.5895259380340576,0.6182622313499451,0.5436353087425232,0.1828363984823227,0.5634250640869141,0.5473989248275757,0.23277728259563446,0.35517072677612305,0.6600887179374695,0.22723259031772614,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.25873351097106934,1.0,0.23846197128295898,0.4133751392364502,0.40389683842658997,0.535392165184021,0.30294761061668396,0.33724796772003174,1.0,0.24548950791358948,0.3906462490558624,0.4310511648654938,0.17271466553211212,0.22068053483963013
law,0.2145031988620758,0.2238171398639679,0.21635621786117554,0.22286385297775269,0.24548950791358948,0.2067168951034546,0.20746640861034393,0.18623127043247223,0.259207159280777,0.11427069455385208,0.19418910145759583,0.24548950791358948,1.0000001192092896,0.15560519695281982,0.2588513493537903,0.29404792189598083,0.1528988480567932
–,0.13008765876293182,0.2259434312582016,0.21198253333568573,0.12215343862771988,0.2607575058937073,0.105036661028862,0.20531849563121796,0.1137581542134285,0.19410304725170135,0.06300845742225647,0.09169723093509674,0.2607575058937073,0.14020927250385284,0.19957508146762848,0.14919233322143555,0.14580848813056946,0.2714554965496063
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.16881313920021057,0.6662389636039734,0.2493300437927246,0.30461156368255615,0.36843645572662354,0.45010748505592346,0.26302969455718994,0.2589588761329651,0.6662389636039734,0.24850773811340332,0.3815755248069763,0.3403114080429077,0.24230356514453888,0.20430970191955566
any,0.43670421838760376,0.37563082575798035,0.17783543467521667,0.34857285022735596,0.4525727927684784,0.17543654143810272,0.4657389223575592,0.5329707860946655,0.46410247683525085,0.23506727814674377,0.6160299777984619,0.4525727927684784,0.22835305333137512,0.2646087408065796,0.5995424389839172,0.10185260325670242,0.4113408327102661
form,0.15868011116981506,0.18086659908294678,0.03321759030222893,0.17394870519638062,0.29286009073257446,0.1477697193622589,0.22430874407291412,0.3062373399734497,0.2772196829319,0.2837422490119934,0.3340464234352112,0.29286009073257446,0.13661165535449982,0.18066823482513428,0.298634797334671,0.13015206158161163,0.1463010311126709
–,0.13008765876293182,0.2259434312582016,0.21198253333568573,0.12215343862771988,0.2607575058937073,0.105036661028862,0.20531849563121796,0.1137581542134285,0.19410304725170135,0.06300845742225647,0.09169723093509674,0.2607575058937073,0.14020927250385284,0.19957508146762848,0.14919233322143555,0.14580848813056946,0.2714554965496063
should,0.43830034136772156,0.3792380094528198,0.17997929453849792,0.2837556302547455,0.32399165630340576,0.1990557760000229,0.5900080800056458,0.4533415734767914,0.44452130794525146,0.15867631137371063,0.5581767559051514,0.32399165630340576,0.2088879495859146,0.3050706386566162,0.5875406265258789,0.24098177254199982,0.4442402422428131
not,0.5449194312095642,0.6481515765190125,0.21636232733726501,0.3852725028991699,0.4310511648654938,0.1967715620994568,0.5854519605636597,0.5619372129440308,0.5149973034858704,0.16121172904968262,0.6100378632545471,0.4310511648654938,0.2588513493537903,0.33318549394607544,0.9999999403953552,0.2191137969493866,0.41942933201789856
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.2544366419315338,0.4248143136501312,0.14655785262584686,0.5202695727348328,0.5760743618011475,0.4972836375236511,0.21828006207942963,0.5628611445426941,0.4248143136501312,0.18454892933368683,0.4064064621925354,0.5788898468017578,0.17041322588920593,0.3324260413646698
preached,0.2606910467147827,0.2960425317287445,0.34157779812812805,0.23881912231445312,0.22356590628623962,0.4519879221916199,0.21328212320804596,0.22109781205654144,0.20264115929603577,0.15036986768245697,0.13274207711219788,0.22356590628623962,0.1973535716533661,0.3038971722126007,0.22551871836185455,0.40225595235824585,0.21524854004383087
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.324158638715744,0.535392165184021,0.24439501762390137,0.5965728163719177,0.4544740617275238,1.0,0.16497786343097687,0.4559597074985504,0.535392165184021,0.259207159280777,0.31913647055625916,0.5149973034858704,0.25677984952926636,0.29463258385658264
christians,0.302469938993454,0.2556236684322357,0.30765244364738464,0.30618131160736084,0.24734680354595184,0.4729970693588257,0.2471311241388321,0.2492223083972931,0.2587539851665497,0.21604636311531067,0.18026909232139587,0.24734680354595184,0.253726989030838,0.26973530650138855,0.2782294452190399,0.27238231897354126,0.20289786159992218
anymore,0.4258991777896881,0.4268679916858673,0.14617016911506653,0.21703961491584778,0.3136843740940094,0.21698060631752014,0.44439196586608887,0.3735959529876709,0.39897891879081726,0.026368334889411926,0.4542752802371979,0.3136843740940094,0.205246239900589,0.3018452525138855,0.5793201923370361,0.1596405804157257,0.42514896392822266
would,0.45766422152519226,0.6268245577812195,0.14161886274814606,0.304919570684433,0.4133751392364502,0.14457671344280243,1.0000001192092896,0.484149694442749,0.5965728163719177,0.12179399281740189,0.5543612837791443,0.4133751392364502,0.20746640861034393,0.37426912784576416,0.5854519605636597,0.22766897082328796,0.37178951501846313
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.2544366419315338,0.4248143136501312,0.14655785262584686,0.5202695727348328,0.5760743618011475,0.4972836375236511,0.21828006207942963,0.5628611445426941,0.4248143136501312,0.18454892933368683,0.4064064621925354,0.5788898468017578,0.17041322588920593,0.3324260413646698
tantamount,0.25524839758872986,0.20706580579280853,0.24151036143302917,0.19200396537780762,0.3685597777366638,0.2167109102010727,0.261487752199173,0.33878153562545776,0.3158095180988312,0.16638070344924927,0.2634859085083008,0.3685597777366638,0.20835451781749725,0.2566632032394409,0.29335713386535645,0.19817350804805756,0.1635950356721878
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.324158638715744,0.535392165184021,0.24439501762390137,0.5965728163719177,0.4544740617275238,1.0,0.16497786343097687,0.4559597074985504,0.535392165184021,0.259207159280777,0.31913647055625916,0.5149973034858704,0.25677984952926636,0.29463258385658264
asserting,0.40997737646102905,0.26265397667884827,0.2623292803764343,0.4801563620567322,0.27079346776008606,0.2627846598625183,0.3168463110923767,0.30707332491874695,0.28740742802619934,0.18590492010116577,0.40049034357070923,0.27079346776008606,0.2639082074165344,0.13595284521579742,0.4569437503814697,0.23827341198921204,0.3857629895210266
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.39801377058029175,0.5473989248275757,0.18300943076610565,0.5895259380340576,0.6182622313499451,0.5436353087425232,0.1828363984823227,0.5634250640869141,0.5473989248275757,0.23277728259563446,0.35517072677612305,0.6600887179374695,0.22723259031772614,0.32716336846351624
christians,0.302469938993454,0.2556236684322357,0.30765244364738464,0.30618131160736084,0.24734680354595184,0.4729970693588257,0.2471311241388321,0.2492223083972931,0.2587539851665497,0.21604636311531067,0.18026909232139587,0.24734680354595184,0.253726989030838,0.26973530650138855,0.2782294452190399,0.27238231897354126,0.20289786159992218
are,0.29724663496017456,0.2159031480550766,0.13997888565063477,0.1578986793756485,0.40399202704429626,0.16039738059043884,0.32024338841438293,0.6577680706977844,0.3504326641559601,0.3744918406009674,0.32547882199287415,0.40399202704429626,0.13009320199489594,0.6489362716674805,0.46186959743499756,0.15458330512046814,0.24591213464736938
no,0.339326947927475,0.23735837638378143,0.08393751084804535,0.2733549177646637,0.3461136817932129,0.12803277373313904,0.31237977743148804,0.38691386580467224,0.30015695095062256,0.124794140458107,0.41504931449890137,0.3461136817932129,0.20453213155269623,0.24298787117004395,0.4487079083919525,0.15579348802566528,0.32165053486824036
longer,0.3188037574291229,0.264748752117157,0.1526084542274475,0.24691346287727356,0.361417293548584,0.1277369260787964,0.4044685959815979,0.4194752871990204,0.3737102746963501,0.1550133377313614,0.422421932220459,0.361417293548584,0.14804531633853912,0.27432891726493835,0.3862929940223694,0.097344309091568,0.24416615068912506
sinners,0.2827467918395996,0.24469169974327087,0.21792669594287872,0.17840708792209625,0.2215484231710434,0.23700615763664246,0.29816460609436035,0.2600299119949341,0.205879345536232,0.17727045714855194,0.24526329338550568,0.2215484231710434,0.25717872381210327,0.26228463649749756,0.31305819749832153,0.2529791295528412,0.26627033948898315
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.16881313920021057,0.6662389636039734,0.2493300437927246,0.30461156368255615,0.36843645572662354,0.45010748505592346,0.26302969455718994,0.2589588761329651,0.6662389636039734,0.24850773811340332,0.3815755248069763,0.3403114080429077,0.24230356514453888,0.20430970191955566
themselves,0.34807315468788147,0.32371795177459717,0.13297569751739502,0.26706740260124207,0.3444426357746124,0.12229454517364502,0.381544828414917,0.42624372243881226,0.37259936332702637,0.23797522485256195,0.25698792934417725,0.3444426357746124,0.13974058628082275,0.4153209924697876,0.39859601855278015,0.2001371681690216,0.20170879364013672
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.22851447761058807,0.5171257257461548,0.1976170688867569,0.34921059012413025,0.4711785912513733,0.48971283435821533,0.24621130526065826,0.3498523235321045,0.5171257257461548,0.254730761051178,0.42175528407096863,0.39099299907684326,0.2735629677772522,0.20544172823429108
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.39801377058029175,0.5473989248275757,0.18300943076610565,0.5895259380340576,0.6182622313499451,0.5436353087425232,0.1828363984823227,0.5634250640869141,0.5473989248275757,0.23277728259563446,0.35517072677612305,0.6600887179374695,0.22723259031772614,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.25873351097106934,1.0,0.23846197128295898,0.4133751392364502,0.40389683842658997,0.535392165184021,0.30294761061668396,0.33724796772003174,1.0,0.24548950791358948,0.3906462490558624,0.4310511648654938,0.17271466553211212,0.22068053483963013
