,who,compiled,the,original,surviving,apollo,11,landing,data,?
with,0.3282766342163086,0.177842915058136,0.4223487675189972,0.24073785543441772,0.18694379925727844,0.1249200850725174,-0.04597003385424614,0.18041649460792542,0.1658894121646881,0.2433311939239502
a,0.36608949303627014,0.19391953945159912,0.5829201340675354,0.25438275933265686,0.2155216783285141,0.19996169209480286,0.02427549473941326,0.23207896947860718,0.2163095474243164,0.23916715383529663
budget,0.16109293699264526,0.13788454234600067,0.22188150882720947,0.20821577310562134,0.08426027745008469,0.16830997169017792,-0.009895017370581627,0.19629643857479095,0.10743492096662521,0.14098747074604034
of,0.2827862501144409,0.24790166318416595,0.733189046382904,0.30228546261787415,0.3663707971572876,0.1786269098520279,-0.022359032183885574,0.22376328706741333,0.20013196766376495,0.1826142966747284
$,0.14688296616077423,0.11099173873662949,0.23367542028427124,0.1726398468017578,0.0874599888920784,0.1772884577512741,-0.088226318359375,0.1339188814163208,0.16566401720046997,0.2786129117012024
"230,000",0.016100991517305374,-0.13066385686397552,0.039988841861486435,0.10236161202192307,-0.009184365160763264,-0.006700496189296246,-0.1252034306526184,-0.14450770616531372,-0.11400943249464035,-0.09942035377025604
",",0.3365725874900818,0.2364533245563507,0.4933079481124878,0.23508994281291962,0.203841432929039,0.19808128476142883,0.049171943217515945,0.23283818364143372,0.22224515676498413,0.31091248989105225
the,0.3733934462070465,0.2100810408592224,1.0,0.4037000238895416,0.3328552544116974,0.2169172167778015,-0.0219515822827816,0.24055521190166473,0.20546740293502808,0.22068053483963013
surviving,0.30349957942962646,0.20089487731456757,0.3328552544116974,0.3171318471431732,1.0,0.16952821612358093,0.09901624172925949,0.16133613884449005,0.07754556089639664,0.1395692080259323
original,0.1785319596529007,0.22625097632408142,0.4037000238895416,1.0,0.3171318471431732,0.16671626269817352,-0.054357584565877914,0.09902379661798477,0.15702131390571594,0.17256900668144226
lunar,0.14727042615413666,0.24555598199367523,0.23309995234012604,0.17148303985595703,0.17011068761348724,0.48109763860702515,-0.031011033803224564,0.3707292675971985,0.18019261956214905,0.1628302037715912
broadcast,0.18632595241069794,0.18056942522525787,0.2713715434074402,0.22680866718292236,0.1514998823404312,0.2332795411348343,0.0096648083999753,0.21408794820308685,0.19862255454063416,0.15760008990764618
data,0.0756121277809143,0.2541161775588989,0.20546740293502808,0.15702131390571594,0.07754556089639664,0.08552240580320358,-0.06176133453845978,0.10518144816160202,1.0,0.17909851670265198
from,0.27839982509613037,0.14715175330638885,0.40150508284568787,0.233787402510643,0.2204122245311737,0.14872027933597565,-0.01589640974998474,0.23312705755233765,0.188001811504364,0.19969791173934937
apollo,0.19149452447891235,0.19370248913764954,0.2169172167778015,0.16671626269817352,0.16952821612358093,0.9999999403953552,0.07242078334093094,0.3499414920806885,0.08552240580320358,0.191528782248497
11,0.11859084665775299,-0.05824665725231171,-0.0219515822827816,-0.054357584565877914,0.09901624172925949,0.07242078334093094,1.0000001192092896,0.05247507989406586,-0.06176133453845978,-0.04295448586344719
was,0.3318818509578705,0.1871553361415863,0.48711544275283813,0.32203906774520874,0.2745644152164459,0.2306441366672516,0.08354385942220688,0.21103228628635406,0.10802177339792252,0.18412111699581146
compiled,0.2159479856491089,1.0000001192092896,0.2100810408592224,0.22625097632408142,0.20089487731456757,0.19370248913764954,-0.05824665725231171,0.0876946672797203,0.2541161775588989,0.1853211224079132
by,0.39727845788002014,0.3163098394870758,0.4408751428127289,0.2557625472545624,0.16122598946094513,0.1803566962480545,0.06314127892255783,0.17878741025924683,0.17736557126045227,0.17966607213020325
nafzger,0.3391125798225403,0.2270691990852356,0.2968994677066803,0.17299701273441315,0.09875613451004028,0.23091953992843628,0.07322482764720917,0.17226094007492065,0.11775296926498413,0.18798767030239105
and,0.41279885172843933,0.19102314114570618,0.5171257257461548,0.29575109481811523,0.2462012767791748,0.15251155197620392,0.052219830453395844,0.1899331510066986,0.23368559777736664,0.20544172823429108
assigned,0.35361289978027344,0.2781675159931183,0.3149823546409607,0.17690150439739227,0.23026996850967407,0.11877995729446411,-0.11438155919313431,0.1655377298593521,0.19413483142852783,0.1908780038356781
to,0.42656609416007996,0.17170703411102295,0.535392165184021,0.30182456970214844,0.21047115325927734,0.23190522193908691,0.010993496514856815,0.27316537499427795,0.24776634573936462,0.29463258385658264
lowry,0.19828639924526215,0.17962828278541565,0.22389355301856995,0.13408714532852173,0.20874875783920288,0.19308501482009888,0.08666494488716125,0.18473470211029053,0.11868079751729965,0.0987464040517807
digital,0.1301393359899521,0.25119271874427795,0.18361380696296692,0.2654072642326355,0.12183986604213715,0.17401738464832306,-0.020527292042970657,0.1347562074661255,0.3165011405944824,0.12982943654060364
for,0.37110671401023865,0.24279770255088806,0.4739971458911896,0.2975997030735016,0.2241045981645584,0.18462510406970978,-0.05063733458518982,0.23171500861644745,0.20166052877902985,0.264628142118454
restoration,0.17145247757434845,0.19669102132320404,0.3766564130783081,0.3504078686237335,0.2786448001861572,0.19719824194908142,-0.0314430296421051,0.2238902747631073,0.10643628239631653,0.16668665409088135
.,0.3541337847709656,0.21073812246322632,0.5934505462646484,0.275844931602478,0.24754393100738525,0.22384987771511078,0.020607711747288704,0.2410571426153183,0.24345596134662628,0.4130953550338745
