,what,gender,are,most,species,of,ctenophores,?
most,0.3219912350177765,0.14398522675037384,0.48698675632476807,1.0,0.23037302494049072,0.4178851246833801,0.253574401140213,0.2107497900724411
species,0.14617158472537994,0.25575459003448486,0.3297041952610016,0.23037302494049072,0.9999999403953552,0.23307405412197113,0.5645010471343994,0.1957087516784668
are,0.29724663496017456,0.23188260197639465,1.0,0.48698675632476807,0.3297041952610016,0.39081433415412903,0.35426098108291626,0.24591213464736938
hermaphrodites—a,0.16936397552490234,0.3702143430709839,0.3001956343650818,0.18859606981277466,0.42371895909309387,0.2141149640083313,0.5387892127037048,0.1637602299451828
single,0.24458327889442444,0.15580429136753082,0.2179369032382965,0.2827304005622864,0.16683779656887054,0.22455744445323944,0.21855394542217255,0.2151121199131012
animal,0.2420092225074768,0.21347013115882874,0.21151986718177795,0.1560644656419754,0.3828825354576111,0.2429264932870865,0.38269752264022827,0.13991324603557587
can,0.34502777457237244,0.26706162095069885,0.5408529043197632,0.3452373743057251,0.29763275384902954,0.2603091299533844,0.3193504512310028,0.3226337134838104
produce,0.1685742735862732,0.061668477952480316,0.3308704197406769,0.24670688807964325,0.26794517040252686,0.19541172683238983,0.3539508879184723,0.19229066371917725
both,0.3361809551715851,0.3093396723270416,0.4594642221927643,0.4521110951900482,0.21688368916511536,0.3565710783004761,0.2218228578567505,0.19455738365650177
eggs,0.16247199475765228,0.20977620780467987,0.3175458312034607,0.16631077229976654,0.3865090012550354,0.16213075816631317,0.42884328961372375,0.1739477664232254
and,0.31309178471565247,0.2679629623889923,0.48576638102531433,0.4309377074241638,0.23547904193401337,0.5116966962814331,0.20973104238510132,0.20544172823429108
sperm,0.14184391498565674,0.2848931550979614,0.26711368560791016,0.1808938831090927,0.3447312116622925,0.19975972175598145,0.4442048966884613,0.16449850797653198
",",0.3087472915649414,0.21584902703762054,0.4062570035457611,0.3636029064655304,0.2223871648311615,0.4946078956127167,0.19362998008728027,0.31091248989105225
meaning,0.24135559797286987,0.31663766503334045,0.2568538784980774,0.19144481420516968,0.26541751623153687,0.2447882443666458,0.2799171209335327,0.20420892536640167
it,0.45803478360176086,0.18705610930919647,0.3617996573448181,0.4001435935497284,0.24010367691516876,0.38761502504348755,0.19476552307605743,0.25732165575027466
can,0.34502777457237244,0.26706162095069885,0.5408529043197632,0.3452373743057251,0.29763275384902954,0.2603091299533844,0.3193504512310028,0.3226337134838104
fertilize,0.20379580557346344,0.24719937145709991,0.3088536560535431,0.19839400053024292,0.42321085929870605,0.24225617945194244,0.4732767641544342,0.19345511496067047
its,0.30393704771995544,0.13365255296230316,0.30942749977111816,0.32324016094207764,0.25710946321487427,0.48690423369407654,0.23125001788139343,0.15103481709957123
own,0.35062843561172485,0.23025773465633392,0.29801490902900696,0.2918814718723297,0.06360895931720734,0.3269667625427246,0.19912417232990265,0.1937696635723114
egg,0.1961183249950409,0.226682648062706,0.22794848680496216,0.14081615209579468,0.32305005192756653,0.17291519045829773,0.3885378837585449,0.10452862083911896
",",0.3087472915649414,0.21584902703762054,0.4062570035457611,0.3636029064655304,0.2223871648311615,0.4946078956127167,0.19362998008728027,0.31091248989105225
not,0.5449194312095642,0.2915252447128296,0.46186959743499756,0.419027179479599,0.24377579987049103,0.3307090103626251,0.3236076831817627,0.41942933201789856
needing,0.27727267146110535,0.20597809553146362,0.3109244704246521,0.2063290923833847,0.2990362048149109,0.20753242075443268,0.239458829164505,0.3596859276294708
a,0.3320399522781372,0.22587965428829193,0.265255331993103,0.3508910834789276,0.22986134886741638,0.5052502155303955,0.25153061747550964,0.23916715383529663
mate,0.16257359087467194,0.2027103453874588,0.16104339063167572,0.15364640951156616,0.2833233177661896,0.13742829859256744,0.20698796212673187,0.14411137998104095
.,0.3567904531955719,0.2381640076637268,0.3452940285205841,0.35404038429260254,0.25772613286972046,0.5352458953857422,0.22269779443740845,0.4130953550338745
