,during,2012-2013,",",how,many,student,were,able,to,take,the,core,classes,at,a,single,time,?
in,0.4627237319946289,0.10148905217647552,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.254856139421463,0.3815755248069763,0.23456627130508423,0.45010748505592346,0.21975718438625336,0.6662389636039734,0.16659320890903473,0.20728561282157898,0.4374977946281433,0.539380669593811,0.23017926514148712,0.3431483507156372,0.20430970191955566
2012-2013,0.058650024235248566,1.0,0.15655873715877533,0.2254001349210739,0.21992138028144836,0.18239924311637878,0.14921419322490692,0.18911674618721008,0.22490465641021729,0.13887721300125122,0.05619638413190842,0.05211693048477173,0.20680519938468933,0.1727532595396042,0.0730213150382042,0.0619775727391243,0.12201333045959473,0.2310512214899063
",",0.3225448727607727,0.15655873715877533,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.2261858433485031,0.36755475401878357,0.28725793957710266,0.44245919585227966,0.2881867289543152,0.4933079481124878,0.22361785173416138,0.26848307251930237,0.38314947485923767,0.427140474319458,0.21322597563266754,0.3029961884021759,0.31091248989105225
the,0.4838213622570038,0.05619638413190842,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.21259291470050812,0.3906462490558624,0.3435857892036438,0.535392165184021,0.31620436906814575,1.0,0.21890558302402496,0.21469499170780182,0.457212895154953,0.5829201340675354,0.29338565468788147,0.43061500787734985,0.22068053483963013
core,0.10261763632297516,0.05211693048477173,0.22361785173416138,0.1969037503004074,0.2211325615644455,0.10784655064344406,0.15100327134132385,0.15568020939826965,0.22665469348430634,0.13119404017925262,0.21890558302402496,0.9999999403953552,0.17670907080173492,0.17918139696121216,0.20929911732673645,0.2488546222448349,0.17342551052570343,0.20309162139892578
classes,0.19069674611091614,0.20680519938468933,0.26848307251930237,0.27750828862190247,0.2907905578613281,0.3005189895629883,0.248728409409523,0.2517988681793213,0.2503586411476135,0.2667883634567261,0.21469499170780182,0.17670907080173492,1.0000001192092896,0.20188677310943604,0.25567445158958435,0.16126824915409088,0.19742587208747864,0.14397528767585754
at,0.372769296169281,0.1727532595396042,0.38314947485923767,0.2154216170310974,0.2716965675354004,0.2458948791027069,0.2947486639022827,0.24194130301475525,0.36524343490600586,0.27566230297088623,0.457212895154953,0.17918139696121216,0.20188677310943604,1.0,0.3095070421695709,0.12360288947820663,0.3956010341644287,0.21978627145290375
chicago,0.193810373544693,0.10642828047275543,0.2679542899131775,0.2247859537601471,0.1944255828857422,0.1830252707004547,0.12576541304588318,0.20070701837539673,0.19278118014335632,0.09029626846313477,0.27360326051712036,0.1632041037082672,0.13722901046276093,0.1649734377861023,0.17899899184703827,0.12600409984588623,0.16004438698291779,0.16446958482265472
were,0.4064035415649414,0.14921419322490692,0.36755475401878357,0.2082374095916748,0.4804460406303406,0.13953939080238342,1.0000001192092896,0.2341073453426361,0.31913647055625916,0.2094898670911789,0.3906462490558624,0.15100327134132385,0.248728409409523,0.2947486639022827,0.17203083634376526,0.16140905022621155,0.3104150593280792,0.17890112102031708
limited,0.22338975965976715,0.056406669318675995,0.29710644483566284,0.2116495817899704,0.2817049026489258,0.10268799215555191,0.19739395380020142,0.2970566153526306,0.2564510405063629,0.20071250200271606,0.2757521867752075,0.26889315247535706,0.16488716006278992,0.14846943318843842,0.25281569361686707,0.1765308827161789,0.25502830743789673,0.09444807469844818
to,0.2828781306743622,0.22490465641021729,0.44245919585227966,0.44169697165489197,0.40243685245513916,0.21220189332962036,0.31913647055625916,0.529755175113678,1.0,0.4075521230697632,0.535392165184021,0.22665469348430634,0.2503586411476135,0.36524343490600586,0.45503583550453186,0.2593121826648712,0.3679993152618408,0.29463258385658264
17,0.05168904736638069,0.1632530391216278,0.1536172777414322,0.11148978024721146,0.08628290146589279,0.04863061383366585,0.15060774981975555,0.07829783856868744,0.07247230410575867,0.026655523106455803,0.10537172853946686,0.08452167361974716,0.13659951090812683,0.12009375542402267,0.038237735629081726,0.08447839319705963,0.0668390765786171,0.17603135108947754
students,0.1957223117351532,0.21859055757522583,0.26501646637916565,0.25370386242866516,0.2713872492313385,0.7746244072914124,0.24280844628810883,0.2366665005683899,0.2905822694301605,0.2664281129837036,0.25268980860710144,0.16470421850681305,0.4321373403072357,0.26965975761413574,0.2676560878753662,0.09582174569368362,0.2281041294336319,0.18017297983169556
",",0.3225448727607727,0.15655873715877533,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.2261858433485031,0.36755475401878357,0.28725793957710266,0.44245919585227966,0.2881867289543152,0.4933079481124878,0.22361785173416138,0.26848307251930237,0.38314947485923767,0.427140474319458,0.21322597563266754,0.3029961884021759,0.31091248989105225
and,0.36462149024009705,0.20504167675971985,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.2391568422317505,0.42175528407096863,0.3303895890712738,0.48971283435821533,0.296702116727829,0.5171257257461548,0.24035881459712982,0.2892279624938965,0.3571503460407257,0.3739250600337982,0.21896247565746307,0.3025408685207367,0.20544172823429108
are,0.2297976016998291,0.2509615123271942,0.4062570035457611,0.311818927526474,0.5655534863471985,0.1161111518740654,0.6489362716674805,0.2283707559108734,0.3504326641559601,0.2774496376514435,0.40399202704429626,0.2276216447353363,0.2913099527359009,0.2074895054101944,0.265255331993103,0.2179369032382965,0.24188680946826935,0.24591213464736938
generally,0.26093995571136475,0.16054192185401917,0.29679131507873535,0.35949206352233887,0.4686267375946045,0.14793802797794342,0.3300529420375824,0.23952928185462952,0.3871513605117798,0.21340803802013397,0.41466525197029114,0.3253948390483856,0.2939411699771881,0.23514722287654877,0.37653425335884094,0.2866717278957367,0.3191911280155182,0.23411904275417328
