,what,was,the,team,the,carolina,panthers,played,immediately,prior,to,the,nfc,championship,game,?
the,0.42745697498321533,0.48711544275283813,1.0,0.22564226388931274,1.0,0.24749229848384857,0.2602776288986206,0.2603478729724884,0.39876270294189453,0.33782097697257996,0.535392165184021,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
panthers,0.17002959549427032,0.2605615258216858,0.2602776288986206,0.333659291267395,0.2602776288986206,0.4154948592185974,0.9999999403953552,0.3459891974925995,0.16267706453800201,0.23142260313034058,0.2185782641172409,0.2602776288986206,0.472109317779541,0.40219083428382874,0.26323550939559937,0.16608978807926178
beat,0.15686821937561035,0.20154671370983124,0.24951939284801483,0.30957725644111633,0.24951939284801483,0.16008420288562775,0.2554819583892822,0.3250083923339844,0.15061035752296448,0.13661275804042816,0.24239139258861542,0.24951939284801483,0.31179726123809814,0.3523143529891968,0.30160796642303467,0.19461682438850403
the,0.42745697498321533,0.48711544275283813,1.0,0.22564226388931274,1.0,0.24749229848384857,0.2602776288986206,0.2603478729724884,0.39876270294189453,0.33782097697257996,0.535392165184021,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
seattle,0.15192578732967377,0.25450775027275085,0.2813572883605957,0.2672891318798065,0.2813572883605957,0.34613820910453796,0.32939714193344116,0.32096239924430847,0.1489822268486023,0.13173332810401917,0.2056986689567566,0.2813572883605957,0.35954201221466064,0.22190074622631073,0.23713567852973938,0.16032689809799194
seahawks,0.19381451606750488,0.2131885290145874,0.24584239721298218,0.4221284091472626,0.24584239721298218,0.35115304589271545,0.6191272139549255,0.39950865507125854,0.2104821354150772,0.22637391090393066,0.20907588303089142,0.24584239721298218,0.6315142512321472,0.40167587995529175,0.3682652413845062,0.20517028868198395
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.18841172754764557,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.27605336904525757,0.30551162362098694,0.24521231651306152,0.45010748505592346,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.22564226388931274,1.0,0.24749229848384857,0.2602776288986206,0.2603478729724884,0.39876270294189453,0.33782097697257996,0.535392165184021,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
divisional,0.19920207560062408,0.22680401802062988,0.29866886138916016,0.2789779603481293,0.29866886138916016,0.18811626732349396,0.31217241287231445,0.1730230152606964,0.1639467030763626,0.21593508124351501,0.19002176821231842,0.29866886138916016,0.41736429929733276,0.30115652084350586,0.1927962601184845,0.08093056827783585
round,0.19122174382209778,0.11483433097600937,0.19933617115020752,0.2515966296195984,0.19933617115020752,0.14732055366039276,0.2859363555908203,0.18685683608055115,0.11757007241249084,0.17529453337192535,0.22003763914108276,0.19933617115020752,0.29920804500579834,0.2547644376754761,0.24281927943229675,0.17003268003463745
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21287471055984497,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.2987361550331116,0.30129873752593994,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
running,0.2357972115278244,0.20939749479293823,0.28883472084999084,0.1671857237815857,0.28883472084999084,0.12100528925657272,0.1742893010377884,0.19504031538963318,0.18760915100574493,0.165312260389328,0.23381315171718597,0.28883472084999084,0.2757200002670288,0.20023813843727112,0.2231830656528473,0.15679655969142914
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.17525078356266022,0.38423117995262146,0.2077687382698059,0.22487294673919678,0.15618908405303955,0.29876092076301575,0.15978984534740448,0.40375280380249023,0.38423117995262146,0.2243606448173523,0.18174704909324646,0.2075866311788559,0.1819818764925003
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.19125498831272125,0.5829201340675354,0.1979188621044159,0.2255268394947052,0.2472371906042099,0.2712491750717163,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.20643295347690582,0.18214380741119385,0.23211604356765747,0.23916715383529663
31–0,-0.13924476504325867,-0.32571345567703247,-0.2617221772670746,-0.09646989405155182,-0.2617221772670746,-0.1433442234992981,-0.11012716591358185,-0.11906252801418304,-0.09104647487401962,-0.1766388863325119,-0.16976644098758698,-0.2617221772670746,-0.09093828499317169,-0.1184908077120781,-0.09204878658056259,-0.012736250646412373
halftime,0.18945850431919098,0.3564006984233856,0.31780552864074707,0.3177816867828369,0.31780552864074707,0.24479083716869354,0.4050578474998474,0.3754746615886688,0.2799924314022064,0.2763204276561737,0.2790384590625763,0.31780552864074707,0.48966431617736816,0.39573729038238525,0.3788028657436371,0.21138669550418854
lead,0.19642074406147003,0.1970783770084381,0.21995973587036133,0.12031765282154083,0.21995973587036133,0.09114744514226913,0.19878502190113068,0.1628556102514267,0.24448418617248535,0.1667354851961136,0.23490607738494873,0.21995973587036133,0.22454175353050232,0.19086933135986328,0.18853990733623505,0.14552436769008636
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.22394508123397827,0.5171257257461548,0.22423055768013,0.2230100929737091,0.268975168466568,0.3040848970413208,0.2185291349887848,0.48971283435821533,0.5171257257461548,0.24502897262573242,0.22004875540733337,0.25192898511886597,0.20544172823429108
then,0.4072686731815338,0.27044644951820374,0.4297412931919098,0.24273395538330078,0.4297412931919098,0.1936628222465515,0.1711401343345642,0.23099550604820251,0.5021204352378845,0.27842867374420166,0.5203860402107239,0.4297412931919098,0.19782333076000214,0.1592818647623062,0.2141346037387848,0.2884598970413208
holding,0.2065298706293106,0.18529468774795532,0.31092849373817444,0.14183439314365387,0.31092849373817444,0.09934896230697632,0.19714322686195374,0.15100447833538055,0.19095459580421448,0.20143532752990723,0.256712406873703,0.31092849373817444,0.20338912308216095,0.20435896515846252,0.16146938502788544,0.17956523597240448
off,0.2350364625453949,0.15734454989433289,0.2773582935333252,0.18044154345989227,0.2773582935333252,0.15051044523715973,0.15033701062202454,0.11404046416282654,0.26765257120132446,0.15446706116199493,0.3533020317554474,0.2773582935333252,0.17597335577011108,0.1411406397819519,0.22262907028198242,0.12937544286251068
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.19125498831272125,0.5829201340675354,0.1979188621044159,0.2255268394947052,0.2472371906042099,0.2712491750717163,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.20643295347690582,0.18214380741119385,0.23211604356765747,0.23916715383529663
furious,0.23172801733016968,0.2242683619260788,0.2583010196685791,0.15318286418914795,0.2583010196685791,0.14353734254837036,0.18741931021213531,0.27869871258735657,0.32887735962867737,0.15205000340938568,0.24351929128170013,0.2583010196685791,0.1703740805387497,0.2063227742910385,0.21486572921276093,0.1803043633699417
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.24546074867248535,0.4620301127433777,0.16378067433834076,0.2124287188053131,0.26225414872169495,0.2879061698913574,0.23336808383464813,0.3098561465740204,0.4620301127433777,0.22875475883483887,0.2837103009223938,0.2241026759147644,0.17239587008953094
half,0.13016436994075775,0.21022500097751617,0.3189295828342438,0.17221765220165253,0.3189295828342438,0.09971649944782257,0.17097704112529755,0.14796727895736694,0.17082688212394714,0.1718684881925583,0.21248666942119598,0.3189295828342438,0.24017009139060974,0.1274564266204834,0.15070702135562897,0.07471233606338501
comeback,0.24881547689437866,0.28174135088920593,0.2754713296890259,0.2595425844192505,0.2754713296890259,0.17488223314285278,0.355731338262558,0.27692076563835144,0.19161991775035858,0.23700062930583954,0.20946598052978516,0.2754713296890259,0.4094173014163971,0.3040086030960083,0.26726704835891724,0.1894063800573349
attempt,0.2411041408777237,0.2327374517917633,0.2614527940750122,0.18512143194675446,0.2614527940750122,0.1374470293521881,0.14837057888507843,0.07487703114748001,0.2816639542579651,0.2653816342353821,0.4458620846271515,0.2614527940750122,0.17835372686386108,0.18116438388824463,0.19536855816841125,0.16559520363807678
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.23889471590518951,0.535392165184021,0.23296888172626495,0.2185782641172409,0.14824016392230988,0.4378962814807892,0.264421671628952,1.0,0.535392165184021,0.23611298203468323,0.18725894391536713,0.2540906071662903,0.29463258385658264
win,0.15653561055660248,0.29097598791122437,0.28308698534965515,0.34532734751701355,0.28308698534965515,0.16034352779388428,0.2894786596298218,0.29311403632164,0.13627029955387115,0.12351956218481064,0.2910063862800598,0.28308698534965515,0.3241835832595825,0.4392695724964142,0.2969452738761902,0.1873117983341217
31–24,0.1008840948343277,0.04410339891910553,0.08104430139064789,0.1526823788881302,0.08104430139064789,-0.0031848386861383915,-0.005339892581105232,0.13880537450313568,0.08704877644777298,0.015807965770363808,0.094014972448349,0.08104430139064789,0.09558048844337463,0.13925671577453613,-0.005700646433979273,0.0053295171819627285
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21287471055984497,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.2987361550331116,0.30129873752593994,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
avenging,0.23862172663211823,0.2527206838130951,0.3258914351463318,0.16081951558589935,0.3258914351463318,0.1832522749900818,0.21758681535720825,0.220187246799469,0.2139142006635666,0.13592377305030823,0.27343887090682983,0.3258914351463318,0.1922447681427002,0.1644858717918396,0.26876771450042725,0.0869947224855423
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.20038257539272308,0.516537070274353,0.16664347052574158,0.20130555331707,0.2162521928548813,0.31608790159225464,0.24109920859336853,0.44619059562683105,0.516537070274353,0.19696703553199768,0.12631161510944366,0.2491205334663391,0.1898253709077835
elimination,0.2329479306936264,0.14566612243652344,0.28632253408432007,0.15887287259101868,0.28632253408432007,0.17270877957344055,0.21353155374526978,0.15920305252075195,0.2849230170249939,0.21516509354114532,0.2503637373447418,0.28632253408432007,0.27733302116394043,0.3322637975215912,0.22216691076755524,0.16252410411834717
