,who,did,the,broncos,prevent,from,going,to,the,super,bowl,?
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.2841009497642517,0.40150508284568787,0.38693177700042725,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
broncos,0.1763724684715271,0.1738176792860031,0.25985947251319885,1.0000001192092896,0.16223958134651184,0.21041777729988098,0.2427997887134552,0.23674264550209045,0.25985947251319885,0.36141330003738403,0.4351775348186493,0.18377114832401276
finished,0.18257364630699158,0.34182655811309814,0.2754973769187927,0.21319273114204407,0.13821054995059967,0.20742684602737427,0.3065643608570099,0.24378257989883423,0.2754973769187927,0.2583681046962738,0.26552706956863403,0.14789283275604248
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.2841009497642517,0.40150508284568787,0.38693177700042725,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
regular,0.2929244339466095,0.26963475346565247,0.3214086890220642,0.26932692527770996,0.25094878673553467,0.16285312175750732,0.25305092334747314,0.30861178040504456,0.3214086890220642,0.21446830034255981,0.2318909466266632,0.18334713578224182
season,0.13809308409690857,0.19368280470371246,0.2507155239582062,0.3664494454860687,0.13155622780323029,0.16452011466026306,0.14032019674777985,0.22382742166519165,0.2507155239582062,0.2755677402019501,0.3117852509021759,0.16793298721313477
with,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.2245701551437378,0.2729385197162628,0.26272761821746826,0.2376817911863327,0.4239959120750427,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
a,0.36608949303627014,0.2552328109741211,0.5829201340675354,0.19771797955036163,0.23738086223602295,0.322764128446579,0.3356470763683319,0.45503583550453186,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
12–4,-0.0220048651099205,0.023742003366351128,0.06233663484454155,0.01670256443321705,0.1661679595708847,0.08608254045248032,0.10039971768856049,0.13714060187339783,0.06233663484454155,0.07920704782009125,0.060973159968853,0.4863562285900116
record,0.24139603972434998,0.20556741952896118,0.23569516837596893,0.18765106797218323,0.09614710509777069,0.21346263587474823,0.14975349605083466,0.22007153928279877,0.23569516837596893,0.2505435347557068,0.24389338493347168,0.14407116174697876
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.2558487057685852,0.19234955310821533,0.39760664105415344,0.2957560122013092,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.20959050953388214,0.27715030312538147,0.3601827025413513,0.34511667490005493,0.48971283435821533,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
denied,0.22065044939517975,0.3636285364627838,0.22753532230854034,0.1653260588645935,0.25913411378860474,0.24439945816993713,0.2874491810798645,0.31743186712265015,0.22753532230854034,0.13265404105186462,0.10480634868144989,0.2030181586742401
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.2841009497642517,0.40150508284568787,0.38693177700042725,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
new,0.2378052920103073,0.227974995970726,0.3845241069793701,0.2461613565683365,0.16565917432308197,0.3360432982444763,0.2613029181957245,0.33159172534942627,0.3845241069793701,0.2769954204559326,0.1471257209777832,0.14782847464084625
england,0.23733465373516083,0.22023706138134003,0.28280043601989746,0.24413880705833435,0.16159535944461823,0.2081233561038971,0.23411093652248383,0.27769553661346436,0.28280043601989746,0.1663348525762558,0.2602803111076355,0.13436897099018097
patriots,0.19197839498519897,0.16307975351810455,0.2345433384180069,0.4857134521007538,0.14282068610191345,0.1677723377943039,0.23816929757595062,0.17375174164772034,0.2345433384180069,0.3206230401992798,0.37643110752105713,0.11474817991256714
a,0.36608949303627014,0.2552328109741211,0.5829201340675354,0.19771797955036163,0.23738086223602295,0.322764128446579,0.3356470763683319,0.45503583550453186,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
chance,0.3253352642059326,0.36266258358955383,0.26683303713798523,0.17331574857234955,0.3947095274925232,0.18725059926509857,0.3163939416408539,0.3269282877445221,0.26683303713798523,0.12130912393331528,0.1688411682844162,0.274066299200058
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.23674264550209045,0.3492564558982849,0.4069952368736267,0.5117058157920837,1.0,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
defend,0.2716797888278961,0.20832395553588867,0.2784505784511566,0.18776969611644745,0.35901695489883423,0.20194396376609802,0.19736336171627045,0.35914552211761475,0.2784505784511566,0.16312596201896667,0.14746296405792236,0.21878457069396973
their,0.3767721951007843,0.38078752160072327,0.516537070274353,0.2565864324569702,0.28334835171699524,0.3038119673728943,0.3068021833896637,0.44619059562683105,0.516537070274353,0.14342328906059265,0.1663845032453537,0.1898253709077835
title,0.18150031566619873,0.17921915650367737,0.27465343475341797,0.20769044756889343,0.1305483728647232,0.18666937947273254,0.1496364176273346,0.24913249909877777,0.27465343475341797,0.22950704395771027,0.21912378072738647,0.34551161527633667
from,0.27839982509613037,0.20248863101005554,0.40150508284568787,0.21041777729988098,0.3330691456794739,1.0,0.29521477222442627,0.4069952368736267,0.40150508284568787,0.15985457599163055,0.09946706146001816,0.19969791173934937
super,0.1819351613521576,0.16038043797016144,0.21959073841571808,0.36141330003738403,0.06764417141675949,0.15985457599163055,0.18184003233909607,0.17783479392528534,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.09189514070749283,0.18569406867027283,0.21576224267482758,0.4351775348186493,0.11758372187614441,0.09946706146001816,0.16571998596191406,0.16993016004562378,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
xlix,0.14243003726005554,0.16809937357902527,0.28379157185554504,0.4259836971759796,0.12554185092449188,0.17830486595630646,0.15741170942783356,0.19751311838626862,0.28379157185554504,0.4939202070236206,0.5432188510894775,0.2639070451259613
by,0.39727845788002014,0.18574509024620056,0.4408751428127289,0.11333504319190979,0.3244638741016388,0.3373257517814636,0.17666931450366974,0.33534231781959534,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.17966607213020325
defeating,0.22841358184814453,0.16532371938228607,0.31832075119018555,0.3432357609272003,0.20111733675003052,0.21147684752941132,0.18739761412143707,0.22420017421245575,0.31832075119018555,0.2544234097003937,0.27912637591362,0.15296590328216553
them,0.5243523120880127,0.44189682602882385,0.4788833558559418,0.21801872551441193,0.3905278146266937,0.2957119345664978,0.48214611411094666,0.5916602611541748,0.4788833558559418,0.17214158177375793,0.16690661013126373,0.35435691475868225
20–18,0.20716576278209686,0.3043725788593292,0.07738925516605377,-0.010921397246420383,0.17902986705303192,0.1115928441286087,0.2450946569442749,0.18741266429424286,0.07738925516605377,-0.0583694688975811,-0.01371762901544571,0.10603919625282288
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.14883868396282196,0.4274188280105591,0.2837577760219574,0.45010748505592346,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,1.0,0.25985947251319885,0.2841009497642517,0.40150508284568787,0.38693177700042725,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
