,how,often,do,trains,journey,to,king,'s,cross,?
train,0.25726476311683655,0.18538030982017517,0.14827318489551544,0.8071229457855225,0.32083019614219666,0.23553375899791718,0.12241174280643463,0.006521238945424557,0.19740283489227295,0.14194068312644958
operator,0.11005053669214249,0.1037478893995285,0.18068429827690125,0.3528516888618469,0.08661452680826187,0.24327775835990906,0.1801590472459793,-0.005349912215024233,0.12106000632047653,0.12810945510864258
virgin,0.12402098625898361,0.16326716542243958,0.13308317959308624,0.198319211602211,0.12612345814704895,0.17379043996334076,0.09235385805368423,0.04354345053434372,0.18114934861660004,0.11987020075321198
trains,0.19860102236270905,0.18339908123016357,0.1811627298593521,0.9999999403953552,0.2847139239311218,0.27289023995399475,0.16612599790096283,-0.014810417778789997,0.22534696757793427,0.12280461937189102
east,0.1773146688938141,0.16821686923503876,0.11825688928365707,0.2585931122303009,0.2154192179441452,0.24717837572097778,0.20506063103675842,0.05105345696210861,0.16275420784950256,0.10070597380399704
coast,0.19866614043712616,0.23686817288398743,0.16845616698265076,0.28556713461875916,0.26816514134407043,0.23308983445167542,0.2030947506427765,0.02010589838027954,0.1535864919424057,0.15869849920272827
provides,0.201465904712677,0.17738837003707886,0.2753363847732544,0.27121055126190186,0.1585456132888794,0.2667657732963562,0.08633923530578613,-0.031033284962177277,0.1605546623468399,0.1500944346189499
a,0.29312583804130554,0.3930865228176117,0.26237669587135315,0.2166883498430252,0.1638973504304886,0.45503583550453186,0.18420645594596863,0.04866964742541313,0.21602843701839447,0.23916715383529663
half-hourly,0.30995187163352966,0.424760639667511,0.25321200489997864,0.351272314786911,0.22517046332359314,0.3721339702606201,0.16282647848129272,-0.01873939111828804,0.2489572912454605,0.30623742938041687
frequency,0.3118455708026886,0.33159011602401733,0.1681848019361496,0.2954970598220825,0.16569460928440094,0.2516654431819916,0.11125064641237259,-0.013367456384003162,0.10857438296079636,0.17067383229732513
of,0.2480744868516922,0.3351972997188568,0.26150479912757874,0.16788527369499207,0.19444577395915985,0.41548454761505127,0.2938710153102875,-0.03817026689648628,0.2018742561340332,0.1826142966747284
trains,0.19860102236270905,0.18339908123016357,0.1811627298593521,0.9999999403953552,0.2847139239311218,0.27289023995399475,0.16612599790096283,-0.014810417778789997,0.22534696757793427,0.12280461937189102
to,0.44169697165489197,0.4351843297481537,0.38876664638519287,0.27289023995399475,0.31875574588775635,1.0,0.24476152658462524,0.03782717138528824,0.21814192831516266,0.29463258385658264
london,0.1765858680009842,0.21539488434791565,0.10302329808473587,0.3409048914909363,0.23747746646404266,0.2021344155073166,0.2929719090461731,0.03185916692018509,0.22996066510677338,0.11278104782104492
king,0.13607946038246155,0.15368551015853882,0.12008506059646606,0.16612599790096283,0.25341805815696716,0.24476152658462524,1.0000001192092896,-0.002494113054126501,0.2137984037399292,0.19130074977874756
's,-0.026164190843701363,0.05346176400780678,-0.01994597539305687,-0.014810417778789997,0.0539570115506649,0.03782717138528824,-0.002494113054126501,0.9999999403953552,0.009486227296292782,-0.023395681753754616
cross,0.1486883908510208,0.16424429416656494,0.11996514350175858,0.22534696757793427,0.24726085364818573,0.21814192831516266,0.2137984037399292,0.009486227296292782,1.0000001192092896,0.12288589030504227
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.20530615746974945,0.18947862088680267,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
with,0.3525622487068176,0.41081544756889343,0.23744353652000427,0.13365305960178375,0.1583564132452011,0.4239959120750427,0.1820080578327179,-0.04624466598033905,0.1790148913860321,0.2433311939239502
a,0.29312583804130554,0.3930865228176117,0.26237669587135315,0.2166883498430252,0.1638973504304886,0.45503583550453186,0.18420645594596863,0.04866964742541313,0.21602843701839447,0.23916715383529663
journey,0.19427305459976196,0.21022266149520874,0.16525427997112274,0.2847139239311218,0.9999998807907104,0.31875574588775635,0.25341805815696716,0.0539570115506649,0.24726085364818573,0.06391996890306473
time,0.35346719622612,0.3460580110549927,0.27283716201782227,0.28196752071380615,0.31508925557136536,0.3679993152618408,0.22635099291801453,0.01301188487559557,0.14448389410972595,0.27391523122787476
of,0.2480744868516922,0.3351972997188568,0.26150479912757874,0.16788527369499207,0.19444577395915985,0.41548454761505127,0.2938710153102875,-0.03817026689648628,0.2018742561340332,0.1826142966747284
about,0.44264400005340576,0.31192031502723694,0.3183841109275818,0.16962730884552002,0.27286678552627563,0.391953706741333,0.17590904235839844,-0.020936643704771996,0.11430683732032776,0.302409827709198
three,0.23807744681835175,0.3106970191001892,0.21283186972141266,0.17412236332893372,0.16978493332862854,0.3043823838233948,0.1727162003517151,0.03946888819336891,0.15429864823818207,0.20928427577018738
hours,0.20131175220012665,0.17711716890335083,0.2093188762664795,0.3076331913471222,0.26401036977767944,0.23638038337230682,0.11833473294973373,0.057343196123838425,0.20501592755317688,0.21755769848823547
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.20530615746974945,0.18947862088680267,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
these,0.41104358434677124,0.5577440857887268,0.4402875602245331,0.2868010401725769,0.17863363027572632,0.46852558851242065,0.15986226499080658,0.026068098843097687,0.21361887454986572,0.2571668326854706
services,0.18439824879169464,0.24997442960739136,0.18574553728103638,0.45800718665122986,0.2461652308702469,0.27867045998573303,0.11872496455907822,0.0342075377702713,0.28171420097351074,0.1328447163105011
call,0.21400348842144012,0.3021036982536316,0.328556090593338,0.14349547028541565,0.17747442424297333,0.27641981840133667,0.1877913475036621,-0.021786727011203766,0.07468271255493164,0.23091886937618256
at,0.2154216170310974,0.24406926333904266,0.1511090099811554,0.2219238579273224,0.1513928472995758,0.36524343490600586,0.17968851327896118,-0.08481216430664062,0.18790024518966675,0.21978627145290375
durham,0.16799968481063843,0.20564879477024078,0.17291519045829773,0.2571448087692261,0.12366001307964325,0.20981496572494507,0.19859446585178375,-0.11710840463638306,0.12223517894744873,0.12051723152399063
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.20530615746974945,0.18947862088680267,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
darlington,0.18815043568611145,0.1483796238899231,0.1095103845000267,0.27313941717147827,0.21407027542591095,0.23624977469444275,0.169717937707901,0.029706353321671486,0.2146996110677719,0.1837279349565506
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.20530615746974945,0.18947862088680267,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
