,where,did,he,live,while,he,was,looking,good,?
tesla,0.12761090695858002,0.09757418930530548,0.12373391538858414,0.02492496743798256,0.15711884200572968,0.12373391538858414,0.16455206274986267,0.12028049677610397,0.17454461753368378,0.10250775516033173
was,0.20731619000434875,0.41399896144866943,0.5410010814666748,0.18769018352031708,0.3253832161426544,0.5410010814666748,1.0000001192092896,0.13791732490062714,0.2099458873271942,0.18412111699581146
6,0.09943273663520813,-0.0043754540383815765,0.046115800738334656,0.08389943093061447,0.04314400628209114,0.046115800738334656,0.021614471450448036,0.013596685603260994,0.01747204177081585,0.045001473277807236
feet,0.21667128801345825,0.15399667620658875,0.15792100131511688,0.2185409963130951,0.24006743729114532,0.15792100131511688,0.16205810010433197,0.18192346394062042,0.17709176242351532,0.14855161309242249
2,-0.060391753911972046,-0.044790901243686676,-0.0020557590760290623,-0.06818465888500214,-0.0332091860473156,-0.0020557590760290623,-0.013097384944558144,-0.10961400717496872,-0.05183746665716171,0.001977203879505396
inches,0.20006723701953888,0.11995062977075577,0.13563796877861023,0.24877992272377014,0.16244329512119293,0.13563796877861023,0.16971872746944427,0.13099050521850586,0.14077933132648468,0.17945347726345062
(,0.1970011591911316,0.18979617953300476,0.21137313544750214,0.20015591382980347,0.1894548386335373,0.21137313544750214,0.2980341613292694,0.0975756123661995,0.2306004762649536,0.40561532974243164
1.88,0.08917678892612457,0.002943700412288308,0.09184202551841736,0.10967002809047699,0.00880549754947424,0.09184202551841736,0.06465855985879898,0.036788832396268845,0.07062528282403946,0.14245392382144928
m,0.0970127135515213,0.18840010464191437,0.12229327857494354,0.14428794384002686,0.19701915979385376,0.12229327857494354,0.19339345395565033,0.23079292476177216,0.22184978425502777,0.2618667185306549
),0.20711064338684082,0.18584993481636047,0.24215729534626007,0.20233401656150818,0.21189406514167786,0.24215729534626007,0.3267642855644226,0.11658039689064026,0.2438051402568817,0.42300865054130554
tall,0.14585784077644348,0.11108577996492386,0.19497622549533844,0.20842158794403076,0.16422319412231445,0.19497622549533844,0.19623446464538574,0.176879420876503,0.24944129586219788,0.16138394176959991
and,0.43859338760375977,0.34479495882987976,0.45427167415618896,0.29040172696113586,0.45699796080589294,0.45427167415618896,0.3740963041782379,0.28787463903427124,0.3426591157913208,0.20544172823429108
weighed,0.12411057949066162,0.1960470825433731,0.1977413445711136,0.11525803804397583,0.212779238820076,0.1977413445711136,0.2923138439655304,0.1966715306043625,0.21642044186592102,0.1759321093559265
142,0.0901942327618599,0.09747834503650665,0.1134224459528923,0.17083920538425446,0.08875295519828796,0.1134224459528923,0.19501841068267822,0.06428921222686768,0.019865088164806366,0.01836930215358734
pounds,0.15535888075828552,0.18286636471748352,0.20246398448944092,0.1984153538942337,0.2276052087545395,0.20246398448944092,0.22008460760116577,0.16243240237236023,0.20584610104560852,0.1807934194803238
(,0.1970011591911316,0.18979617953300476,0.21137313544750214,0.20015591382980347,0.1894548386335373,0.21137313544750214,0.2980341613292694,0.0975756123661995,0.2306004762649536,0.40561532974243164
64,-0.06439674645662308,-0.04041893407702446,0.07965034246444702,0.06661305576562881,-0.07279063761234283,0.07965034246444702,0.029705047607421875,-0.11333075910806656,0.03448214381933212,0.12340229004621506
kg,0.12245586514472961,0.10675673186779022,0.15558579564094543,0.1559762805700302,0.1644311100244522,0.15558579564094543,0.22378763556480408,0.13758732378482819,0.16251231729984283,0.14374905824661255
),0.20711064338684082,0.18584993481636047,0.24215729534626007,0.20233401656150818,0.21189406514167786,0.24215729534626007,0.3267642855644226,0.11658039689064026,0.2438051402568817,0.42300865054130554
",",0.3149496018886566,0.3015086054801941,0.40251094102859497,0.29754534363746643,0.38232675194740295,0.40251094102859497,0.45456063747406006,0.23123399913311005,0.3217065632343292,0.31091248989105225
with,0.4142743945121765,0.25472134351730347,0.2845253646373749,0.19521716237068176,0.4426766335964203,0.2845253646373749,0.27411898970603943,0.23909246921539307,0.2699926197528839,0.2433311939239502
almost,0.2720276713371277,0.29008886218070984,0.2586115002632141,0.22557920217514038,0.4101530611515045,0.2586115002632141,0.2474903166294098,0.21741552650928497,0.24914957582950592,0.1372147500514984
no,0.26967066526412964,0.23735837638378143,0.22998741269111633,0.14453066885471344,0.228227436542511,0.22998741269111633,0.19955526292324066,0.24009491503238678,0.34342578053474426,0.32165053486824036
weight,0.1664702147245407,0.15234823524951935,0.09508898854255676,0.10181254893541336,0.21349187195301056,0.09508898854255676,0.11494074761867523,0.16897106170654297,0.20494665205478668,0.18111222982406616
variance,0.23640599846839905,0.17006132006645203,0.12249939143657684,0.043832194060087204,0.24406322836875916,0.12249939143657684,0.15180422365665436,0.2147885113954544,0.21761837601661682,0.22203101217746735
from,0.3713873624801636,0.20248863101005554,0.3314535319805145,0.19593046605587006,0.35008183121681213,0.3314535319805145,0.31171464920043945,0.20102474093437195,0.22352536022663116,0.19969791173934937
1888,0.1720186173915863,0.08121363818645477,0.10543931275606155,0.1495312750339508,0.15289604663848877,0.10543931275606155,0.1682576835155487,0.20420944690704346,0.056037332862615585,0.07625395059585571
to,0.47735077142715454,0.4452643394470215,0.385390967130661,0.298321396112442,0.43899232149124146,0.385390967130661,0.3636345863342285,0.31572988629341125,0.30719634890556335,0.29463258385658264
about,0.3108544647693634,0.28723078966140747,0.2518255114555359,0.3380143344402313,0.3552052080631256,0.2518255114555359,0.2577359974384308,0.34650668501853943,0.2623174786567688,0.302409827709198
1926.:292,0.04756658896803856,0.04017797112464905,0.0440237857401371,0.034824032336473465,0.12647490203380585,0.0440237857401371,0.06365927308797836,0.13434214890003204,0.07088630646467209,0.1896710991859436
he,0.3705328106880188,0.3292143940925598,1.0000001192092896,0.19680418074131012,0.3526706397533417,1.0000001192092896,0.5410010814666748,0.1876065731048584,0.26903223991394043,0.2089974731206894
was,0.20731619000434875,0.41399896144866943,0.5410010814666748,0.18769018352031708,0.3253832161426544,0.5410010814666748,1.0000001192092896,0.13791732490062714,0.2099458873271942,0.18412111699581146
an,0.24824833869934082,0.22598257660865784,0.281929612159729,0.11499752849340439,0.23181851208209991,0.281929612159729,0.3694365322589874,0.20824091136455536,0.2704840898513794,0.19793890416622162
elegant,0.14719556272029877,0.2340184450149536,0.17836327850818634,0.12901641428470612,0.19962739944458008,0.17836327850818634,0.20908769965171814,0.23595917224884033,0.3244618773460388,0.13489606976509094
",",0.3149496018886566,0.3015086054801941,0.40251094102859497,0.29754534363746643,0.38232675194740295,0.40251094102859497,0.45456063747406006,0.23123399913311005,0.3217065632343292,0.31091248989105225
stylish,0.15205252170562744,0.19059625267982483,0.22922512888908386,0.14253801107406616,0.2874152362346649,0.22922512888908386,0.17814581096172333,0.26398518681526184,0.2826317548751831,0.23916935920715332
figure,0.14129038155078888,0.13151919841766357,0.25729724764823914,0.05409862846136093,0.17907623946666718,0.25729724764823914,0.2638653516769409,0.19396492838859558,0.13247087597846985,0.21107101440429688
in,0.5344807505607605,0.2593238651752472,0.41690486669540405,0.3068392276763916,0.3399278521537781,0.41690486669540405,0.45514053106307983,0.20335233211517334,0.2152448445558548,0.20430970191955566
new,0.26026442646980286,0.227974995970726,0.2739552855491638,0.2089664489030838,0.21558766067028046,0.2739552855491638,0.2748313844203949,0.25075221061706543,0.2091202735900879,0.14782847464084625
