,what,anitrust,regulator,had,doubts,about,the,itt,and,abc,merger,?
the,0.42745697498321533,0.2492605596780777,0.2668488323688507,0.3875846862792969,0.23399682343006134,0.37995871901512146,1.0,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.2557354271411896,0.22068053483963013
fcc,0.2598995566368103,0.31669917702674866,0.40511903166770935,0.17800284922122955,0.21201878786087036,0.1212606132030487,0.24932202696800232,0.2606862783432007,0.22326773405075073,0.27474352717399597,0.2614828050136566,0.1708466112613678
approved,0.23795665800571442,0.30222392082214355,0.3034179210662842,0.284201443195343,0.3221939504146576,0.1850944459438324,0.30207422375679016,0.15208570659160614,0.19026720523834229,0.1413784772157669,0.24144768714904785,0.25914356112480164
the,0.42745697498321533,0.2492605596780777,0.2668488323688507,0.3875846862792969,0.23399682343006134,0.37995871901512146,1.0,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.2557354271411896,0.22068053483963013
merger,0.15280666947364807,0.2166418433189392,0.23829278349876404,0.1675889641046524,0.12177682667970657,0.056478723883628845,0.2557354271411896,0.22005751729011536,0.16802267730236053,0.07602907717227936,1.0000001192092896,0.1345871090888977
on,0.34226128458976746,0.21896080672740936,0.16024041175842285,0.36692994832992554,0.2169593870639801,0.322975218296051,0.5107308030128479,0.20633409917354584,0.4077630043029785,0.2862928807735443,0.15951916575431824,0.2714994251728058
december,0.19304980337619781,0.2332676649093628,0.13285647332668304,0.2438548505306244,0.2030831277370453,0.1457035392522812,0.23266014456748962,0.22568906843662262,0.22940969467163086,0.16602325439453125,0.23530718684196472,0.2480352818965912
21,-0.09070611000061035,-0.03481510281562805,-0.08580931276082993,-0.04854939505457878,-0.08999965339899063,0.03546128049492836,-0.05849577113986015,0.1569073647260666,-0.05957098677754402,0.0011632508831098676,0.13193531334400177,-0.01186173316091299
",",0.3087472915649414,0.3237914741039276,0.2006348818540573,0.35487717390060425,0.32802614569664,0.3877100944519043,0.4933079481124878,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.25569602847099304,0.31091248989105225
1966,0.04680648446083069,-0.04006269574165344,-0.0329865887761116,-0.10807926207780838,-0.03596845641732216,-0.041596077382564545,-0.0162473414093256,-0.10841123014688492,-0.051300980150699615,0.012195252813398838,-0.03041301853954792,0.08956238627433777
;,0.10986888408660889,0.12676341831684113,-0.07000699639320374,0.036781277507543564,0.0852479413151741,0.06296145915985107,0.09152708947658539,-0.0009206100949086249,0.08403264731168747,-0.0012340332614257932,0.04463953524827957,0.10349778085947037
however,0.4480680823326111,0.35650402307510376,0.24209551513195038,0.5096299052238464,0.3385215103626251,0.37023138999938965,0.49814513325691223,0.14754045009613037,0.498121976852417,0.13561899960041046,0.14747503399848938,0.2152075469493866
",",0.3087472915649414,0.3237914741039276,0.2006348818540573,0.35487717390060425,0.32802614569664,0.3877100944519043,0.4933079481124878,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.25569602847099304,0.31091248989105225
the,0.42745697498321533,0.2492605596780777,0.2668488323688507,0.3875846862792969,0.23399682343006134,0.37995871901512146,1.0,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.2557354271411896,0.22068053483963013
previous,0.2743692696094513,0.207902193069458,0.16745363175868988,0.349143385887146,0.2653088867664337,0.18009893596172333,0.34706559777259827,0.17991767823696136,0.22210395336151123,0.19241854548454285,0.2235921174287796,0.16724538803100586
day,0.2990210950374603,0.2010192722082138,0.07506436109542847,0.2515575587749481,0.11245878040790558,0.24381843209266663,0.3062323033809662,0.14605183899402618,0.26673999428749084,0.12723639607429504,0.053393807262182236,0.2141837179660797
(,0.2411840260028839,0.25187918543815613,0.18312260508537292,0.16223937273025513,0.22002942860126495,0.27495184540748596,0.33289089798927307,0.24121347069740295,0.4862271547317505,0.183883935213089,0.201023668050766,0.40561532974243164
december,0.19304980337619781,0.2332676649093628,0.13285647332668304,0.2438548505306244,0.2030831277370453,0.1457035392522812,0.23266014456748962,0.22568906843662262,0.22940969467163086,0.16602325439453125,0.23530718684196472,0.2480352818965912
20,-0.036424171179533005,0.04185875132679939,-0.03238093852996826,-0.04235769435763359,0.055358223617076874,0.002091008936986327,-0.06418957561254501,0.009132959879934788,0.04124240204691887,-0.042933158576488495,0.1057114526629448,0.11360422521829605
),0.26259949803352356,0.24998950958251953,0.1752033829689026,0.17014533281326294,0.2151532918214798,0.2775460183620453,0.3456730246543884,0.22707657516002655,0.4961937665939331,0.18381085991859436,0.21607519686222076,0.42300865054130554
",",0.3087472915649414,0.3237914741039276,0.2006348818540573,0.35487717390060425,0.32802614569664,0.3877100944519043,0.4933079481124878,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.25569602847099304,0.31091248989105225
donald,0.18917277455329895,0.2106628119945526,0.11221082508563995,0.13049553334712982,0.22197562456130981,0.08828771859407425,0.23587575554847717,0.1736161708831787,0.20565442740917206,0.17825432121753693,0.12079789489507675,0.10101330280303955
f.,0.18076683580875397,0.08928830176591873,0.10832816362380981,0.1529129445552826,0.12857846915721893,0.10820711404085159,0.18440215289592743,0.1287563443183899,0.11574654281139374,0.06561826169490814,0.1492566466331482,0.11007396876811981
turner,0.17286691069602966,0.19825313985347748,0.19443801045417786,0.23368197679519653,0.1627049595117569,0.13000251352787018,0.2248314470052719,0.2997341454029083,0.2716708481311798,0.34623193740844727,0.17640042304992676,0.15201951563358307
",",0.3087472915649414,0.3237914741039276,0.2006348818540573,0.35487717390060425,0.32802614569664,0.3877100944519043,0.4933079481124878,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.25569602847099304,0.31091248989105225
head,0.18919230997562408,0.13553498685359955,0.11054306477308273,0.24529026448726654,0.13582926988601685,0.14594045281410217,0.3079071640968323,0.04442160576581955,0.24040718376636505,0.0871453732252121,0.19773590564727783,0.10879309475421906
antitrust,0.2876890003681183,0.7444161176681519,0.3770623803138733,0.24570927023887634,0.3180493116378784,0.19151832163333893,0.22447723150253296,0.1707000732421875,0.28006723523139954,0.13883432745933533,0.17262841761112213,0.17737986147403717
regulator,0.1574462503194809,0.31265518069267273,1.0,0.16726979613304138,0.16799983382225037,0.06679167598485947,0.2668488323688507,0.2177264541387558,0.24683219194412231,0.1639782041311264,0.23829278349876404,0.10232532769441605
for,0.3017193675041199,0.3117159903049469,0.20652790367603302,0.3270139992237091,0.324741929769516,0.3312419354915619,0.4739971458911896,0.18966224789619446,0.5064792633056641,0.22510288655757904,0.17767630517482758,0.264628142118454
the,0.42745697498321533,0.2492605596780777,0.2668488323688507,0.3875846862792969,0.23399682343006134,0.37995871901512146,1.0,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.2557354271411896,0.22068053483963013
united,0.20036718249320984,0.3176506459712982,0.18607266247272491,0.1966206431388855,0.11586448550224304,0.20225147902965546,0.34367692470550537,0.2661871016025543,0.28213179111480713,0.20297972857952118,0.24640481173992157,0.17266890406608582
states,0.21526020765304565,0.33749037981033325,0.20298433303833008,0.19475843012332916,0.14215144515037537,0.22842468321323395,0.3463578522205353,0.23908492922782898,0.2974761426448822,0.20048053562641144,0.23594827950000763,0.16272737085819244
department,0.20655807852745056,0.29241225123405457,0.22122487425804138,0.17853263020515442,0.12587448954582214,0.24189241230487823,0.32582083344459534,0.28884920477867126,0.27163735032081604,0.153476744890213,0.22572775185108185,0.1343645304441452
of,0.33290785551071167,0.2517828643321991,0.200749471783638,0.37755560874938965,0.22618670761585236,0.40939709544181824,0.733189046382904,0.1473107784986496,0.5116966962814331,0.14607268571853638,0.18576329946517944,0.1826142966747284
justice,0.21462921798229218,0.24389766156673431,0.1801079958677292,0.13671329617500305,0.2014904022216797,0.17465130984783173,0.23470892012119293,0.06369573622941971,0.22812503576278687,0.1591004878282547,0.12696650624275208,0.19269752502441406
",",0.3087472915649414,0.3237914741039276,0.2006348818540573,0.35487717390060425,0.32802614569664,0.3877100944519043,0.4933079481124878,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.25569602847099304,0.31091248989105225
expressed,0.20227427780628204,0.2569108307361603,0.14220313727855682,0.2447880506515503,0.3391912281513214,0.27530428767204285,0.25207287073135376,0.05046568438410759,0.24103379249572754,0.07949505001306534,0.07820715010166168,0.17175263166427612
doubts,0.35621142387390137,0.38542142510414124,0.16799983382225037,0.3289966881275177,1.0,0.3400129973888397,0.23399682343006134,0.0861949771642685,0.2862916588783264,0.1865834891796112,0.12177682667970657,0.30609560012817383
related,0.258600115776062,0.27538737654685974,0.09886197745800018,0.1686456799507141,0.14103545248508453,0.3317706286907196,0.26962998509407043,0.12960225343704224,0.27869361639022827,0.127937451004982,0.13443195819854736,0.17689068615436554
to,0.455847829580307,0.3499709665775299,0.23144976794719696,0.37984350323677063,0.32835355401039124,0.391953706741333,0.535392165184021,0.2060742974281311,0.48971283435821533,0.1762417107820511,0.11012744158506393,0.29463258385658264
such,0.23989605903625488,0.2563910484313965,0.290356308221817,0.2396223247051239,0.21991132199764252,0.24973522126674652,0.3575236201286316,0.06526187062263489,0.44540345668792725,0.12735801935195923,0.14148584008216858,0.17851735651493073
issues,0.33279702067375183,0.4179173707962036,0.22841958701610565,0.21651610732078552,0.38502660393714905,0.2578675150871277,0.2638932764530182,0.12105903774499893,0.2817770540714264,0.18246594071388245,0.2664738893508911,0.320565789937973
as,0.31749409437179565,0.276692271232605,0.22839313745498657,0.3393979072570801,0.24840129911899567,0.2989700436592102,0.48381632566452026,0.12697270512580872,0.49487000703811646,0.2286096066236496,0.17435221374034882,0.27043893933296204
the,0.42745697498321533,0.2492605596780777,0.2668488323688507,0.3875846862792969,0.23399682343006134,0.37995871901512146,1.0,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.2557354271411896,0.22068053483963013
emerging,0.12901315093040466,0.21128202974796295,0.14401745796203613,0.1531032919883728,0.1561700850725174,0.15371543169021606,0.24733592569828033,0.19223354756832123,0.22120295464992523,0.053796447813510895,0.32519084215164185,0.08310811966657639
cable,0.14582780003547668,0.1455988734960556,0.2266252040863037,0.14102765917778015,0.04995152726769447,0.17144952714443207,0.2599749267101288,0.18652407824993134,0.26685893535614014,0.3252342939376831,0.16029053926467896,0.13993921875953674
television,0.19838058948516846,0.2546981871128082,0.24702785909175873,0.203231081366539,0.21786223351955414,0.18417389690876007,0.24569597840309143,0.2384025752544403,0.29514092206954956,0.46871840953826904,0.10048628598451614,0.16825827956199646
market,0.12116116285324097,0.20543470978736877,0.23785574734210968,0.1694093942642212,0.06265327334403992,0.1409744918346405,0.2041238248348236,0.1448718011379242,0.23057621717453003,0.10615630447864532,0.13304884731769562,0.12805593013763428
",",0.3087472915649414,0.3237914741039276,0.2006348818540573,0.35487717390060425,0.32802614569664,0.3877100944519043,0.4933079481124878,0.23605763912200928,0.6633074283599854,0.2097204476594925,0.25569602847099304,0.31091248989105225
and,0.31309178471565247,0.3322695195674896,0.24683219194412231,0.3872550129890442,0.2862916588783264,0.3875081241130829,0.5171257257461548,0.19525663554668427,1.0,0.16453155875205994,0.16802267730236053,0.20544172823429108
concerns,0.345258891582489,0.43512436747550964,0.20387303829193115,0.24424195289611816,0.492908239364624,0.317846417427063,0.23063859343528748,0.11198098212480545,0.2781383991241455,0.13804247975349426,0.17710456252098083,0.3555730879306793
over,0.28007611632347107,0.24553416669368744,0.16758036613464355,0.3937615752220154,0.23085874319076538,0.44422563910484314,0.39856547117233276,0.11998813599348068,0.4021143913269043,0.13036851584911346,0.12847699224948883,0.25742942094802856
the,0.42745697498321533,0.2492605596780777,0.2668488323688507,0.3875846862792969,0.23399682343006134,0.37995871901512146,1.0,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.2557354271411896,0.22068053483963013
journalistic,0.24070550501346588,0.28875139355659485,0.32370680570602417,0.20731224119663239,0.24215278029441833,0.28238752484321594,0.193653404712677,0.17917951941490173,0.2565775215625763,0.2919638454914093,0.11997263878583908,0.1386353224515915
integrity,0.2928520143032074,0.3552505373954773,0.3395082652568817,0.2178392857313156,0.34495046734809875,0.19227191805839539,0.2173859030008316,0.10905107855796814,0.273169606924057,0.13538555800914764,0.12399803102016449,0.25075602531433105
of,0.33290785551071167,0.2517828643321991,0.200749471783638,0.37755560874938965,0.22618670761585236,0.40939709544181824,0.733189046382904,0.1473107784986496,0.5116966962814331,0.14607268571853638,0.18576329946517944,0.1826142966747284
abc,0.1317344456911087,0.175492525100708,0.1639782041311264,0.18355661630630493,0.1865834891796112,0.18492475152015686,0.2068762183189392,0.20922935009002686,0.16453155875205994,1.0000001192092896,0.07602907717227936,0.19065172970294952
and,0.31309178471565247,0.3322695195674896,0.24683219194412231,0.3872550129890442,0.2862916588783264,0.3875081241130829,0.5171257257461548,0.19525663554668427,1.0,0.16453155875205994,0.16802267730236053,0.20544172823429108
how,0.6468034982681274,0.29365041851997375,0.24369105696678162,0.2549138069152832,0.32562240958213806,0.44264400005340576,0.33890387415885925,0.13345329463481903,0.33647966384887695,0.19232043623924255,0.03326486423611641,0.4024120569229126
it,0.45803478360176086,0.39352989196777344,0.21777115762233734,0.2910259962081909,0.20988573133945465,0.4291239380836487,0.6251175999641418,0.22969545423984528,0.40957894921302795,0.17324577271938324,0.26304227113723755,0.25732165575027466
could,0.4188697934150696,0.3223607838153839,0.19942055642604828,0.5528231859207153,0.3252689838409424,0.29409685730934143,0.35393214225769043,0.11389057338237762,0.3385082483291626,0.11686737835407257,0.18565623462200165,0.3411986827850342
be,0.3929833769798279,0.345050573348999,0.20648178458213806,0.35315439105033875,0.29427871108055115,0.26362910866737366,0.4248143136501312,0.11677473038434982,0.41766801476478577,0.14780379831790924,0.183932363986969,0.3324260413646698
influenced,0.22395093739032745,0.20105186104774475,0.1461329162120819,0.2561519145965576,0.20297324657440186,0.2254440039396286,0.18518297374248505,0.03838961571455002,0.2976251244544983,0.12365332990884781,0.06451793760061264,0.1310873031616211
by,0.2455483376979828,0.22329925000667572,0.19269303977489471,0.37294110655784607,0.2173898071050644,0.30091190338134766,0.4408751428127289,0.14997056126594543,0.4289871156215668,0.17600902915000916,0.11816614121198654,0.17966607213020325
the,0.42745697498321533,0.2492605596780777,0.2668488323688507,0.3875846862792969,0.23399682343006134,0.37995871901512146,1.0,0.2516029179096222,0.5171257257461548,0.2068762183189392,0.2557354271411896,0.22068053483963013
overseas,0.12913253903388977,0.2474377602338791,0.18689484894275665,0.22355002164840698,0.13699296116828918,0.14545749127864838,0.246591255068779,0.24766241014003754,0.2869608700275421,0.2513105869293213,0.18626689910888672,0.15502241253852844
ownership,0.2581227421760559,0.4117957651615143,0.22632256150245667,0.29172345995903015,0.2814057171344757,0.19223862886428833,0.261578768491745,0.13177739083766937,0.246654212474823,0.1954909712076187,0.348711222410202,0.19719240069389343
of,0.33290785551071167,0.2517828643321991,0.200749471783638,0.37755560874938965,0.22618670761585236,0.40939709544181824,0.733189046382904,0.1473107784986496,0.5116966962814331,0.14607268571853638,0.18576329946517944,0.1826142966747284
itt,0.048903875052928925,0.24976830184459686,0.2177264541387558,0.15947633981704712,0.0861949771642685,0.10226880759000778,0.2516029179096222,1.0,0.19525663554668427,0.20922935009002686,0.22005751729011536,0.111111581325531
.,0.3567904531955719,0.3146872818470001,0.2117501050233841,0.37348684668540955,0.2717975080013275,0.42038556933403015,0.5934505462646484,0.17301726341247559,0.588965117931366,0.2567209303379059,0.23265978693962097,0.4130953550338745
