,where,does,the,newcastle,student,radio,station,broadcast,from,during,terms,?
newcastle,0.1576872318983078,0.12200397253036499,0.2253497689962387,1.0000001192092896,0.09004773199558258,0.15122142434120178,0.26673999428749084,0.14618052542209625,0.1747848093509674,0.13816462457180023,0.12157580256462097,0.0902252271771431
student,0.2537801265716553,0.17782871425151825,0.21259291470050812,0.09004773199558258,1.0000001192092896,0.15754960477352142,0.14163871109485626,0.16365168988704681,0.14416815340518951,0.18758854269981384,0.06551936268806458,0.13282090425491333
radio,0.14808332920074463,0.1294177621603012,0.23511973023414612,0.15122142434120178,0.15754960477352142,0.9999999403953552,0.4113904535770416,0.6130255460739136,0.15859435498714447,0.1942339539527893,0.03510505333542824,0.08763375133275986
is,0.3586711287498474,0.4403602182865143,0.5823672413825989,0.1841045320034027,0.18911804258823395,0.1481926590204239,0.19625909626483917,0.1702820062637329,0.27355384826660156,0.2240111529827118,0.27452221512794495,0.22961433231830597
run,0.2542288899421692,0.22891679406166077,0.27883726358413696,0.16380473971366882,0.12815873324871063,0.15575599670410156,0.24735938012599945,0.23938985168933868,0.23495638370513916,0.22647301852703094,0.18454785645008087,0.17904110252857208
by,0.2641284465789795,0.143477201461792,0.4408751428127289,0.1767825335264206,0.170615091919899,0.1833777278661728,0.16572362184524536,0.22584840655326843,0.3373257517814636,0.3220438063144684,0.15830418467521667,0.17966607213020325
students,0.2588886320590973,0.18956486880779266,0.25268980860710144,0.14410316944122314,0.7746244072914124,0.1480562537908554,0.1681249588727951,0.16463221609592438,0.20272988080978394,0.1957223117351532,0.16509851813316345,0.18017297983169556
from,0.3713873624801636,0.1777622550725937,0.40150508284568787,0.1747848093509674,0.14416815340518951,0.15859435498714447,0.19886821508407593,0.1824430525302887,1.0,0.3186885714530945,0.24940045177936554,0.19969791173934937
both,0.3814130425453186,0.3216230869293213,0.4931981563568115,0.1409941464662552,0.13630691170692444,0.19946418702602386,0.1397940069437027,0.15289849042892456,0.299375057220459,0.29031071066856384,0.3293200433254242,0.19455738365650177
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.18781472742557526,0.20310284197330475,0.16079017519950867,0.17394597828388214,0.20155203342437744,0.4249346852302551,0.3869180977344513,0.2767748534679413,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.2253497689962387,0.21259291470050812,0.23511973023414612,0.23609806597232819,0.2713715434074402,0.40150508284568787,0.4838213622570038,0.29706791043281555,0.22068053483963013
city,0.2686662971973419,0.10004369169473648,0.35769423842430115,0.32860881090164185,0.20302648842334747,0.16687847673892975,0.28755414485931396,0.21179163455963135,0.3118290305137634,0.24677588045597076,0.11529382318258286,0.13423943519592285
's,0.0007701900321990252,-0.02895052544772625,-0.01540423184633255,-0.017262522131204605,0.018150636926293373,0.13450658321380615,-0.04233921319246292,0.0797032043337822,-0.01936490088701248,0.011294117197394371,0.05377542972564697,-0.023395681753754616
