,who,may,assign,elders,?
elders,0.3670375347137451,0.18934345245361328,0.13902372121810913,1.0,0.11241849511861801
may,0.23082798719406128,0.9999998807907104,0.18974055349826813,0.18934345245361328,0.2768254578113556
also,0.47919341921806335,0.3555105924606323,0.255377858877182,0.1945975422859192,0.21848613023757935
be,0.3371641933917999,0.45514434576034546,0.3040595054626465,0.18352632224559784,0.3324260413646698
assigned,0.35361289978027344,0.2097553312778473,0.8291330337524414,0.13859151303768158,0.1908780038356781
as,0.3923053741455078,0.32133710384368896,0.2955867052078247,0.14939628541469574,0.27043893933296204
district,0.10794968158006668,0.07692737132310867,0.22209742665290833,0.1858040690422058,0.06725285202264786
superintendents,0.29948824644088745,0.2015770524740219,0.28542882204055786,0.24346324801445007,0.10023680329322815
",",0.3365725874900818,0.5007920861244202,0.2065923511981964,0.14384935796260834,0.31091248989105225
and,0.41279885172843933,0.34598252177238464,0.1959715038537979,0.20455971360206604,0.20544172823429108
they,0.47879111766815186,0.3371005356311798,0.24587611854076385,0.2968265116214752,0.2753053903579712
are,0.27294138073921204,0.3162533640861511,0.25314056873321533,0.1925610899925232,0.24591213464736938
eligible,0.30725720524787903,0.25618976354599,0.26415929198265076,0.1942366063594818,0.2743571698665619
for,0.37110671401023865,0.29255861043930054,0.28487449884414673,0.17644688487052917,0.264628142118454
election,0.24774396419525146,0.21240754425525665,0.18874815106391907,0.2916075587272644,0.23105260729789734
to,0.42656609416007996,0.391582727432251,0.36108025908470154,0.23043686151504517,0.29463258385658264
the,0.3733934462070465,0.2694292366504669,0.2969426214694977,0.20180752873420715,0.22068053483963013
episcopacy,0.20425675809383392,0.19654832780361176,0.16599568724632263,0.24305017292499542,0.26189273595809937
.,0.3541337847709656,0.35826805233955383,0.23861627280712128,0.13121041655540466,0.4130953550338745
,who,may,assign,elders,?
elders,0.3670375347137451,0.18934345245361328,0.13902372121810913,1.0,0.11241849511861801
are,0.27294138073921204,0.3162533640861511,0.25314056873321533,0.1925610899925232,0.24591213464736938
called,0.3151143789291382,0.21229271590709686,0.22402815520763397,0.22372454404830933,0.18963319063186646
by,0.39727845788002014,0.1970296949148178,0.23171350359916687,0.1359112411737442,0.17966607213020325
god,0.30252742767333984,0.1263129711151123,0.15593264997005463,0.22105024755001068,0.23396754264831543
",",0.3365725874900818,0.5007920861244202,0.2065923511981964,0.14384935796260834,0.31091248989105225
affirmed,0.2485743761062622,0.22021113336086273,0.27921536564826965,0.27107885479927063,0.18072663247585297
by,0.39727845788002014,0.1970296949148178,0.23171350359916687,0.1359112411737442,0.17966607213020325
the,0.3733934462070465,0.2694292366504669,0.2969426214694977,0.20180752873420715,0.22068053483963013
church,0.19418756663799286,0.18112462759017944,0.08873102068901062,0.22644998133182526,0.18081501126289368
",",0.3365725874900818,0.5007920861244202,0.2065923511981964,0.14384935796260834,0.31091248989105225
and,0.41279885172843933,0.34598252177238464,0.1959715038537979,0.20455971360206604,0.20544172823429108
ordained,0.2565222978591919,0.2058698982000351,0.2144278734922409,0.23807857930660248,0.2412128895521164
by,0.39727845788002014,0.1970296949148178,0.23171350359916687,0.1359112411737442,0.17966607213020325
a,0.36608949303627014,0.29255667328834534,0.275897353887558,0.15844552218914032,0.23916715383529663
bishop,0.19501325488090515,0.13582713901996613,0.07898027449846268,0.16998250782489777,0.19730713963508606
to,0.42656609416007996,0.391582727432251,0.36108025908470154,0.23043686151504517,0.29463258385658264
a,0.36608949303627014,0.29255667328834534,0.275897353887558,0.15844552218914032,0.23916715383529663
ministry,0.16792069375514984,0.1487213522195816,0.20490345358848572,0.16001290082931519,0.18168897926807404
of,0.2827862501144409,0.26447007060050964,0.29152536392211914,0.19022433459758759,0.1826142966747284
word,0.21585002541542053,0.13857966661453247,0.16496889293193817,0.12231595814228058,0.19046713411808014
",",0.3365725874900818,0.5007920861244202,0.2065923511981964,0.14384935796260834,0.31091248989105225
sacrament,0.25709813833236694,0.21307821571826935,0.15214386582374573,0.2176162600517273,0.1619669646024704
",",0.3365725874900818,0.5007920861244202,0.2065923511981964,0.14384935796260834,0.31091248989105225
order,0.226639986038208,0.21539461612701416,0.24673724174499512,0.17401395738124847,0.13725648820400238
and,0.41279885172843933,0.34598252177238464,0.1959715038537979,0.20455971360206604,0.20544172823429108
service,0.21098247170448303,0.1700732558965683,0.32653123140335083,0.13132071495056152,0.1676298975944519
within,0.18261831998825073,0.21352408826351166,0.18606936931610107,0.19198091328144073,0.1870293766260147
the,0.3733934462070465,0.2694292366504669,0.2969426214694977,0.20180752873420715,0.22068053483963013
church,0.19418756663799286,0.18112462759017944,0.08873102068901062,0.22644998133182526,0.18081501126289368
.,0.3541337847709656,0.35826805233955383,0.23861627280712128,0.13121041655540466,0.4130953550338745
