,how,far,is,warsaw,from,the,baltic,sea,?
it,0.36714982986450195,0.3691171705722809,0.6328473687171936,0.1582006961107254,0.325604110956192,0.6251175999641418,0.2715384364128113,0.2367796152830124,0.25732165575027466
stands,0.1716238558292389,0.18895232677459717,0.41062167286872864,0.13061553239822388,0.09638997167348862,0.31032469868659973,0.12688225507736206,0.1453576534986496,0.10421594232320786
on,0.32655060291290283,0.30512481927871704,0.3635730445384979,0.19170401990413666,0.36926645040512085,0.5107308030128479,0.21934790909290314,0.2444533258676529,0.2714994251728058
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.23137180507183075,0.40150508284568787,1.0,0.31626036763191223,0.30363768339157104,0.22068053483963013
vistula,0.13731622695922852,0.25042060017585754,0.2513207197189331,0.43355974555015564,0.27477869391441345,0.36214977502822876,0.4613303244113922,0.3472030758857727,0.1677311211824417
river,0.09142279624938965,0.2465064525604248,0.20670881867408752,0.10622203350067139,0.20433256030082703,0.2894456386566162,0.2639588415622711,0.3752976357936859,0.15390869975090027
in,0.2601168751716614,0.2599720060825348,0.5394441485404968,0.22642600536346436,0.4274188280105591,0.6662389636039734,0.27287811040878296,0.2302369773387909,0.20430970191955566
east-central,0.2161085605621338,0.2601315379142761,0.301301509141922,0.2955106198787689,0.30365729331970215,0.3728971481323242,0.3160908818244934,0.34066277742385864,0.20919859409332275
poland,0.14947472512722015,0.13852642476558685,0.13666775822639465,0.6352760195732117,0.20462825894355774,0.24871079623699188,0.39641138911247253,0.1573503315448761,0.14259830117225647
",",0.22659391164779663,0.346853643655777,0.4691906273365021,0.25300899147987366,0.39760664105415344,0.4933079481124878,0.2861435115337372,0.30078184604644775,0.31091248989105225
roughly,0.24497489631175995,0.2727525234222412,0.26754480600357056,0.10104792565107346,0.288622111082077,0.3095499873161316,0.16121459007263184,0.15807688236236572,0.09299357235431671
260,0.039220649749040604,0.00836335588246584,0.048074301332235336,-0.0003062690084334463,0.042773615568876266,0.011885111220180988,-0.07320092618465424,0.04305967688560486,0.22087180614471436
kilometres,0.09419187903404236,0.2930561602115631,0.2581603229045868,0.1304154098033905,0.2276834398508072,0.26219841837882996,0.2437073141336441,0.30732718110084534,0.09185487031936646
(,0.1676948219537735,0.20085982978343964,0.35393038392066956,0.1835584193468094,0.25806233286857605,0.33289089798927307,0.1325920820236206,0.19181853532791138,0.40561532974243164
160,-0.2829951047897339,-0.05868813395500183,-0.040434580296278,-0.054970212280750275,-0.01543591357767582,-0.02510654367506504,0.11061584949493408,0.15359343588352203,-0.11823219805955887
mi,0.0639447420835495,0.1633855700492859,0.17681920528411865,0.10596410930156708,0.19696539640426636,0.12998802959918976,0.13071197271347046,0.21002723276615143,0.10264865309000015
),0.17939934134483337,0.20805810391902924,0.37732169032096863,0.19817118346691132,0.2672361731529236,0.3456730246543884,0.11570489406585693,0.18647637963294983,0.42300865054130554
from,0.22939439117908478,0.3038284182548523,0.27355384826660156,0.2396499514579773,1.0,0.40150508284568787,0.14403773844242096,0.19167837500572205,0.19969791173934937
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.23137180507183075,0.40150508284568787,1.0,0.31626036763191223,0.30363768339157104,0.22068053483963013
baltic,0.15540248155593872,0.1854494959115982,0.18741562962532043,0.3185311555862427,0.14403773844242096,0.31626036763191223,1.0000001192092896,0.4748850166797638,0.06320890039205551
sea,0.16549281775951385,0.2322877198457718,0.22288988530635834,0.15244372189044952,0.19167837500572205,0.30363768339157104,0.4748850166797638,1.0,0.15551945567131042
and,0.33647966384887695,0.3353408873081207,0.3859752118587494,0.2083624005317688,0.3601827025413513,0.5171257257461548,0.26531603932380676,0.30105236172676086,0.20544172823429108
300,-0.03424505144357681,-0.025959087535738945,-0.0613233856856823,0.06973382830619812,-0.04450348764657974,-0.07017405331134796,0.0008344897069036961,0.05598112940788269,-0.06213558092713356
kilometres,0.09419187903404236,0.2930561602115631,0.2581603229045868,0.1304154098033905,0.2276834398508072,0.26219841837882996,0.2437073141336441,0.30732718110084534,0.09185487031936646
(,0.1676948219537735,0.20085982978343964,0.35393038392066956,0.1835584193468094,0.25806233286857605,0.33289089798927307,0.1325920820236206,0.19181853532791138,0.40561532974243164
190,-0.07855167984962463,-0.09445973485708237,-0.03477157652378082,0.018010227009654045,-0.14865367114543915,-0.08152423053979874,-0.021016044542193413,-0.0026291932445019484,-0.003447322640568018
mi,0.0639447420835495,0.1633855700492859,0.17681920528411865,0.10596410930156708,0.19696539640426636,0.12998802959918976,0.13071197271347046,0.21002723276615143,0.10264865309000015
),0.17939934134483337,0.20805810391902924,0.37732169032096863,0.19817118346691132,0.2672361731529236,0.3456730246543884,0.11570489406585693,0.18647637963294983,0.42300865054130554
from,0.22939439117908478,0.3038284182548523,0.27355384826660156,0.2396499514579773,1.0,0.40150508284568787,0.14403773844242096,0.19167837500572205,0.19969791173934937
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.23137180507183075,0.40150508284568787,1.0,0.31626036763191223,0.30363768339157104,0.22068053483963013
carpathian,0.0769331157207489,0.23494000732898712,0.23712043464183807,0.3337365984916687,0.16231632232666016,0.29205647110939026,0.4338799715042114,0.3076529800891876,0.07924292981624603
mountains,0.11935112625360489,0.23276589810848236,0.2538272738456726,0.11329389363527298,0.21533413231372833,0.27269288897514343,0.2692496180534363,0.3674805462360382,0.08633821457624435
.,0.3287222981452942,0.3168189823627472,0.4569662809371948,0.26825499534606934,0.41536515951156616,0.5934505462646484,0.22521544992923737,0.2680719196796417,0.4130953550338745
