,who,did,luther,write,about,",",but,seldom,met,?
luther,0.21013082563877106,0.23667675256729126,1.0,0.14316920936107635,0.203048437833786,0.23255878686904907,0.20694120228290558,0.05654038116335869,0.15615756809711456,0.1732746809720993
rarely,0.3270801901817322,0.27754759788513184,0.04867350682616234,0.2597352862358093,0.281741738319397,0.2792596220970154,0.49365735054016113,0.35501739382743835,0.15757551789283752,0.23009803891181946
encountered,0.2954970896244049,0.24190115928649902,0.08376050740480423,0.1689164936542511,0.30368566513061523,0.2783949077129364,0.36251726746559143,0.12267272919416428,0.2748754918575287,0.12880854308605194
jews,0.3023342192173004,0.23080717027187347,0.24326977133750916,0.16321931779384613,0.20877037942409515,0.27184903621673584,0.23324500024318695,0.20941446721553802,0.10163326561450958,0.16730794310569763
during,0.30551859736442566,0.30679523944854736,0.18200165033340454,0.1285650134086609,0.2542499899864197,0.3225448727607727,0.3328759968280792,0.2034004032611847,0.22510604560375214,0.1325719803571701
his,0.44966956973075867,0.3546801507472992,0.27093374729156494,0.2745184898376465,0.24169853329658508,0.3378419280052185,0.38552024960517883,0.23313766717910767,0.30332985520362854,0.18075084686279297
life,0.2577245533466339,0.22298283874988556,0.20761863887310028,0.21449708938598633,0.35289958119392395,0.24050940573215485,0.2861221432685852,0.1399550437927246,0.17223580181598663,0.21677987277507782
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.3877100944519043,1.0000001192092896,0.48126736283302307,0.23801246285438538,0.2948285937309265,0.31091248989105225
but,0.4487357437610626,0.49033689498901367,0.20694120228290558,0.3476792275905609,0.4257524609565735,0.48126736283302307,1.0000001192092896,0.35732781887054443,0.3019321858882904,0.27921953797340393
his,0.44966956973075867,0.3546801507472992,0.27093374729156494,0.2745184898376465,0.24169853329658508,0.3378419280052185,0.38552024960517883,0.23313766717910767,0.30332985520362854,0.18075084686279297
attitudes,0.23556935787200928,0.30308398604393005,0.16113288700580597,0.18410296738147736,0.28303536772727966,0.20605085790157318,0.33751019835472107,0.24637755751609802,0.16357699036598206,0.19942916929721832
reflected,0.14889879524707794,0.2140272557735443,0.11699678003787994,0.1969824880361557,0.2365550398826599,0.22107748687267303,0.2979286015033722,0.18291017413139343,0.15474410355091095,0.12829364836215973
a,0.36608949303627014,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.34171196818351746,0.427140474319458,0.44750767946243286,0.24474112689495087,0.15796485543251038,0.23916715383529663
theological,0.21898704767227173,0.1656060516834259,0.38423416018486023,0.21189919114112854,0.22997520864009857,0.24116185307502747,0.18411289155483246,0.11487472057342529,0.17802752554416656,0.13711953163146973
and,0.41279885172843933,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.3875081241130829,0.6633074283599854,0.5762497186660767,0.3308003842830658,0.3151518404483795,0.20544172823429108
cultural,0.14877724647521973,0.08231881260871887,0.21182869374752045,0.14259031414985657,0.15835769474506378,0.24125681817531586,0.15738792717456818,0.11196273565292358,0.12081291526556015,0.09798457473516464
tradition,0.31181755661964417,0.1859186738729477,0.22723522782325745,0.2231397032737732,0.2013360559940338,0.21810978651046753,0.25757110118865967,0.24862432479858398,0.17777901887893677,0.15717756748199463
which,0.3688730001449585,0.2750149369239807,0.17501473426818848,0.31213799118995667,0.4059852957725525,0.3658004403114319,0.55336993932724,0.3776809573173523,0.12985657155513763,0.25814583897590637
saw,0.3193628191947937,0.4446955919265747,0.13097959756851196,0.22582799196243286,0.2566429674625397,0.2245745062828064,0.31357187032699585,0.05662969499826431,0.2996920645236969,0.14690998196601868
jews,0.3023342192173004,0.23080717027187347,0.24326977133750916,0.16321931779384613,0.20877037942409515,0.27184903621673584,0.23324500024318695,0.20941446721553802,0.10163326561450958,0.16730794310569763
as,0.3923053741455078,0.3596470057964325,0.20242992043495178,0.23155580461025238,0.2989700436592102,0.48816442489624023,0.4864770472049713,0.2572104036808014,0.20044183731079102,0.27043893933296204
a,0.36608949303627014,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.34171196818351746,0.427140474319458,0.44750767946243286,0.24474112689495087,0.15796485543251038,0.23916715383529663
rejected,0.3072446286678314,0.3544847071170807,0.21717029809951782,0.190960094332695,0.19047629833221436,0.2369922697544098,0.34887975454330444,0.19520176947116852,0.2909078299999237,0.20434792339801788
people,0.3933800458908081,0.26765021681785583,0.14102250337600708,0.2654537260532379,0.394355833530426,0.36644625663757324,0.2892884612083435,0.17979562282562256,0.1357303112745285,0.23739641904830933
