,what,was,the,name,of,the,mongol,empire,'s,legal,code,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2924198508262634,0.32532164454460144,-0.01540423184633255,0.25629305839538574,0.25827479362487793,0.22068053483963013
mongol,0.15870186686515808,0.17204789817333221,0.2924198508262634,0.15445449948310852,0.22712039947509766,0.2924198508262634,1.0000001192092896,0.45230501890182495,-0.05976467952132225,0.13241170346736908,0.10796893388032913,0.12849251925945282
empire,0.21723191440105438,0.30602675676345825,0.32532164454460144,0.12178066372871399,0.30522286891937256,0.32532164454460144,0.45230501890182495,1.0000001192092896,-0.011798231862485409,0.23436112701892853,0.11796534806489944,0.14909450709819794
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.17204789817333221,0.30602675676345825,0.008974763564765453,0.21931737661361694,0.16059301793575287,0.18412111699581146
governed,0.2713276147842407,0.2891733646392822,0.3389590084552765,0.20544607937335968,0.4198022782802582,0.3389590084552765,0.15074819326400757,0.3027004599571228,-0.03914211317896843,0.2788856029510498,0.24450959265232086,0.12964454293251038
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.1995033621788025,0.19236046075820923,-0.010884488001465797,0.1839827001094818,0.16985873878002167,0.17966607213020325
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.15921570360660553,0.1900206059217453,0.04866964742541313,0.24255292117595673,0.22008100152015686,0.23916715383529663
civilian,0.1364547312259674,0.2498258650302887,0.2584705650806427,0.11111927777528763,0.23387251794338226,0.2584705650806427,0.16524165868759155,0.22409272193908691,0.01640578731894493,0.2833062410354614,0.17787966132164001,0.10538440197706223
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.06895173341035843,0.2664804756641388,0.18216200172901154,0.20544172823429108
military,0.18809624016284943,0.24704936146736145,0.2290858030319214,0.1336529552936554,0.27347031235694885,0.2290858030319214,0.26000091433525085,0.31379666924476624,0.0309983491897583,0.3188539445400238,0.178566113114357,0.1890317052602768
code,0.2450651079416275,0.16059301793575287,0.25827479362487793,0.24712194502353668,0.17838595807552338,0.25827479362487793,0.10796893388032913,0.11796534806489944,0.020862646400928497,0.25363099575042725,1.0000001192092896,0.22105959057807922
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2229510098695755,0.27646857500076294,-0.0016132977325469255,0.24151813983917236,0.1951065957546234,0.31091248989105225
called,0.3235960602760315,0.33927658200263977,0.489897221326828,0.30947911739349365,0.4222904443740845,0.489897221326828,0.16997669637203217,0.17457866668701172,-0.021773243322968483,0.20596544444561005,0.2096724808216095,0.18963319063186646
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2924198508262634,0.32532164454460144,-0.01540423184633255,0.25629305839538574,0.25827479362487793,0.22068053483963013
yassa,0.16717222332954407,0.22671306133270264,0.26399537920951843,0.19046834111213684,0.23663458228111267,0.26399537920951843,0.23052190244197845,0.23220773041248322,-0.03656082972884178,0.1947956383228302,0.11929567903280258,0.18545334041118622
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2229510098695755,0.27646857500076294,-0.0016132977325469255,0.24151813983917236,0.1951065957546234,0.31091248989105225
created,0.20714101195335388,0.3592788577079773,0.3539263904094696,0.25696396827697754,0.32043445110321045,0.3539263904094696,0.06849143654108047,0.1880563348531723,-0.015766004100441933,0.12855485081672668,0.16284388303756714,0.21177415549755096
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.1995033621788025,0.19236046075820923,-0.010884488001465797,0.1839827001094818,0.16985873878002167,0.17966607213020325
genghis,0.24369274079799652,0.3037589192390442,0.3448939025402069,0.1921190470457077,0.2938849925994873,0.3448939025402069,0.6244974732398987,0.42237505316734314,0.031423866748809814,0.15570281445980072,0.1383885145187378,0.18813461065292358
khan,0.16476042568683624,0.23483267426490784,0.21067845821380615,0.09873242676258087,0.17124508321285248,0.21067845821380615,0.5576101541519165,0.38083162903785706,0.05307086929678917,0.11004643887281418,0.1156713142991066,0.12862591445446014
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.16751837730407715,0.2811720371246338,-0.003708066651597619,0.24492493271827698,0.23366451263427734,0.4130953550338745
