,who,is,welsh,medium,education,available,to,?
welsh,0.27709445357322693,0.18026411533355713,1.0,0.17377980053424835,0.111072838306427,0.09247994422912598,0.14468666911125183,0.0826316848397255
medium,0.12930843234062195,0.2135585993528366,0.17377980053424835,1.0,0.15210747718811035,0.2145976424217224,0.14374034106731415,0.09342553466558456
education,0.2051982581615448,0.18778188526630402,0.111072838306427,0.15210747718811035,1.0,0.1610902100801468,0.2626708149909973,0.18067774176597595
is,0.24293622374534607,1.0,0.18026411533355713,0.2135585993528366,0.18778188526630402,0.20822511613368988,0.42745086550712585,0.22961433231830597
available,0.1272890865802765,0.20822511613368988,0.09247994422912598,0.2145976424217224,0.1610902100801468,1.0000001192092896,0.2394571453332901,0.2501629889011383
to,0.42656609416007996,0.42745086550712585,0.14468666911125183,0.14374034106731415,0.2626708149909973,0.2394571453332901,1.0,0.29463258385658264
all,0.3698336184024811,0.2553904056549072,0.10177350789308548,0.20935992896556854,0.22252854704856873,0.3189736306667328,0.42520734667778015,0.29575422406196594
age,0.2584081292152405,0.17962174117565155,0.15807802975177765,0.054050326347351074,0.2708311676979065,0.1355033665895462,0.23830388486385345,0.16859300434589386
groups,0.25027307868003845,0.19906288385391235,0.15097244083881378,0.17010226845741272,0.19384700059890747,0.1349228322505951,0.24181967973709106,0.14349548518657684
through,0.17793183028697968,0.27805060148239136,0.09025454521179199,0.16728322207927704,0.24807149171829224,0.14645498991012573,0.4062686562538147,0.16913433372974396
nurseries,0.22645671665668488,0.18878550827503204,0.1758897602558136,0.2610606849193573,0.336164265871048,0.29565420746803284,0.2684299945831299,0.19273702800273895
",",0.3365725874900818,0.4691906273365021,0.24310162663459778,0.1837785542011261,0.2718683183193207,0.2614012062549591,0.44245919585227966,0.31091248989105225
schools,0.20265154540538788,0.2022145688533783,0.12493382394313812,0.19195465743541718,0.6035618185997009,0.1876397579908371,0.2362271547317505,0.18349280953407288
",",0.3365725874900818,0.4691906273365021,0.24310162663459778,0.1837785542011261,0.2718683183193207,0.2614012062549591,0.44245919585227966,0.31091248989105225
colleges,0.2428450733423233,0.20791567862033844,0.13241799175739288,0.08792542666196823,0.5139620900154114,0.26198992133140564,0.25310638546943665,0.15586905181407928
and,0.41279885172843933,0.3859752118587494,0.2693757712841034,0.24663448333740234,0.308173805475235,0.24201975762844086,0.48971283435821533,0.20544172823429108
universities,0.25172045826911926,0.2421088069677353,0.12387752532958984,0.10800136625766754,0.4975728690624237,0.23260840773582458,0.2433011382818222,0.16836881637573242
and,0.41279885172843933,0.3859752118587494,0.2693757712841034,0.24663448333740234,0.308173805475235,0.24201975762844086,0.48971283435821533,0.20544172823429108
in,0.2792111933231354,0.5394441485404968,0.1399436891078949,0.14635127782821655,0.2654339671134949,0.1939793825149536,0.45010748505592346,0.20430970191955566
adult,0.2506396472454071,0.20107683539390564,0.1405210942029953,0.20755362510681152,0.23758625984191895,0.18045245110988617,0.2005145102739334,0.14439715445041656
education,0.2051982581615448,0.18778188526630402,0.111072838306427,0.15210747718811035,1.0,0.1610902100801468,0.2626708149909973,0.18067774176597595
;,0.007937713526189327,0.05324986204504967,0.014164556749165058,0.07553990930318832,0.035850755870342255,0.06163804605603218,0.0979827418923378,0.10349778085947037
lessons,0.25696736574172974,0.13328856229782104,0.13368424773216248,0.12460742890834808,0.4079441726207733,0.1738809198141098,0.20222964882850647,0.19643595814704895
in,0.2792111933231354,0.5394441485404968,0.1399436891078949,0.14635127782821655,0.2654339671134949,0.1939793825149536,0.45010748505592346,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,0.181475430727005,0.21611663699150085,0.23982903361320496,0.26723232865333557,0.535392165184021,0.22068053483963013
language,0.19501209259033203,0.270936518907547,0.29570162296295166,0.16223110258579254,0.30624115467071533,0.23498794436454773,0.2763397693634033,0.25349316000938416
itself,0.1538408249616623,0.3638126254081726,0.11635955423116684,0.15548673272132874,0.09147992730140686,0.176517516374588,0.340527206659317,0.17933900654315948
are,0.27294138073921204,0.5330929756164551,0.15960480272769928,0.24433855712413788,0.14324818551540375,0.31910744309425354,0.3504326641559601,0.24591213464736938
compulsory,0.2295110523700714,0.18758688867092133,0.1374713033437729,0.10812841355800629,0.4014178514480591,0.22707226872444153,0.31706616282463074,0.1774163395166397
for,0.37110671401023865,0.43268078565597534,0.17400199174880981,0.23395955562591553,0.27265021204948425,0.3672940731048584,0.4451248347759247,0.264628142118454
all,0.3698336184024811,0.2553904056549072,0.10177350789308548,0.20935992896556854,0.22252854704856873,0.3189736306667328,0.42520734667778015,0.29575422406196594
pupils,0.2637689411640167,0.1490861177444458,0.12284212559461594,0.17310069501399994,0.36130040884017944,0.12083622813224792,0.22638830542564392,0.06499303877353668
until,0.2530071437358856,0.23065046966075897,0.17497165501117706,0.10799714922904968,0.20040656626224518,0.17167598009109497,0.354556679725647,0.20304496586322784
the,0.3733934462070465,0.5823672413825989,0.181475430727005,0.21611663699150085,0.23982903361320496,0.26723232865333557,0.535392165184021,0.22068053483963013
age,0.2584081292152405,0.17962174117565155,0.15807802975177765,0.054050326347351074,0.2708311676979065,0.1355033665895462,0.23830388486385345,0.16859300434589386
of,0.2827862501144409,0.4854315221309662,0.11676425486803055,0.17851373553276062,0.3015166223049164,0.2416580766439438,0.41548454761505127,0.1826142966747284
16,0.08880186825990677,-0.032198164612054825,-0.0005940588307566941,0.09124710410833359,0.03378912806510925,0.10612441599369049,0.055442724376916885,0.08446579426527023
.,0.3541337847709656,0.4569662809371948,0.1999685913324356,0.18136726319789886,0.27047446370124817,0.3383464217185974,0.4645031690597534,0.4130953550338745
